,2615 TT Equity,1802 TT Equity,2204 TT Equity,2606 TT Equity,3189 TT Equity,2609 TT Equity,2451 TT Equity,3682 TT Equity,5264 TT Equity,1434 TT Equity,3673 TT Equity,2603 TT Equity,2227 TT Equity,9933 TT Equity,1227 TT Equity,2915 TT Equity,2379 TT Equity,9945 TT Equity,2448 TT Equity,2542 TT Equity,5347 TT Equity,2498 TT Equity,2610 TT Equity,6121 TT Equity,8299 TT Equity,1722 TT Equity,2049 TT Equity,2356 TT Equity,2834 TT Equity,2353 TT Equity,2618 TT Equity,4958 TT Equity,9914 TT Equity,6239 TT Equity,3231 TT Equity,2385 TT Equity,6176 TT Equity,3702 TT Equity,3474 TT Equity,2347 TT Equity,1504 TT Equity,3658 TT Equity,5871 TT Equity,9910 TT Equity,2888 TT Equity,3034 TT Equity,2301 TT Equity,2395 TT Equity,9921 TT Equity,2801 TT Equity,1102 TT Equity,2324 TT Equity,2823 TT Equity,6505 TT Equity,2354 TT Equity,2105 TT Equity,2409 TT Equity,2207 TT Equity,1476 TT Equity,1402 TT Equity,2887 TT Equity,3481 TT Equity,2880 TT Equity,5880 TT Equity,2890 TT Equity,9904 TT Equity,4904 TT Equity,1101 TT Equity,2885 TT Equity,2325 TT Equity,2912 TT Equity,2883 TT Equity,2303 TT Equity,2892 TT Equity,2884 TT Equity,4938 TT Equity,2382 TT Equity,3045 TT Equity,2311 TT Equity,2357 TT Equity,2474 TT Equity,1326 TT Equity,2002 TT Equity,2886 TT Equity,1216 TT Equity,1303 TT Equity,2891 TT Equity,1301 TT Equity,2308 TT Equity,3008 TT Equity,2881 TT Equity,2454 TT Equity,2882 TT Equity,2412 TT Equity,2317 TT Equity,2330 TT Equity
20.03.2002,10.64,11.56,23.93,5.83,0,6.95,51.43,0,0,12.4,0,11.4,0,14.12,3.3,16.29,157.21,5.8,21.11,0.75,29.66,33.59,15.14,21.03,0,18.1,0,17.78,6.62,37.44,16.33,0,6.28,0,0,24.32,0,0,0,22.67,15.2,0,0,15.73,13.01,64.36,62.96,45.13,23.47,9.2,6.09,27.24,4.44,0,14.4,6.45,36.24,18.4,4.85,8.24,7.98,0,9.17,0,0,12.48,29.14,8.56,8.9,24.78,43.21,16.52,40.53,0,6.42,0,80.6,48.34,16.19,348.48,22.42,23.55,11.5,15.26,7.36,26.36,0,28.96,36.63,162.47,28.34,241.71,34.52,53.76,25.41,64.52
27.03.2002,10.4,11.66,23.84,6.34,0,7.19,47.83,0,0,12.84,0,11.67,0,13.36,3.77,16.09,156.35,6.03,25.16,0.95,36.03,38.21,15.64,24.77,0,19.4,0,17.62,7.82,39.16,16.33,0,6.79,0,0,23.92,0,0,0,22.23,14.6,0,0,15.97,13.34,63.39,61.67,43.92,24.57,10.13,6.43,26.65,5.23,0,14.03,6.45,36.24,18.7,5.82,8.71,8.43,0,9.58,0,0,12.96,29.87,8.98,9.33,25.37,42.88,17.22,39.75,0,6.63,0,83.45,49.56,16.48,339.66,26.68,25.97,11.02,15.67,7.68,26.44,0,29.56,38.26,163.55,29.46,249.86,36.16,55.38,25.25,62.17
03.04.2002,9.98,11.86,23.47,6.16,0,7.03,46.15,0,0,12.62,0,10.71,0,13.51,3.64,15.51,142.68,6.21,27.99,0.92,42.4,52.79,14.84,26.48,0,21.8,0,18.79,8.15,37.09,15.14,0,8.08,0,0,26.49,0,0,0,22.67,14.8,0,0,16.26,13.47,66.31,62.1,44.89,23.69,10.85,6.28,28,5.41,0,14.3,6.22,36.97,18.9,5.25,8.68,9.49,0,9.99,0,0,13.29,30.52,9.19,9.14,28.4,42.88,16.87,42.09,0,6.78,0,81.55,47.46,17.14,333.04,25.38,25.77,11.22,15.92,7.68,27.76,0,30.49,41.53,152.14,28.42,252.91,35.8,54.3,25.57,63.85
10.04.2002,10.22,12.72,23.19,6.27,0,6.87,46.63,0,0,11.88,0,10.03,0,12.89,3.83,15.51,140.12,6.21,24.52,0.94,39.38,51.35,13.85,24.98,0,20.4,0,19.46,8.53,33.93,14.87,0,8.02,0,0,25.7,0,0,0,22.01,14.2,0,0,16.84,13.99,64.85,60.8,42.71,23.32,11.95,6.64,26.71,5.57,0,13.5,6.01,36.24,19.4,5.06,8.24,9.66,0,10.04,0,0,12.48,30.52,9.19,9.14,25.37,42.21,16.66,39.36,0,6.88,0,76.18,46.47,16.43,309.88,26.31,22.81,11.29,15.67,7.51,25.34,0,29.29,39.57,149.43,29.12,241.03,35.66,54.3,23.83,60.83
17.04.2002,10.46,13.83,26.61,6.38,0,6.95,48.31,0,0,13.15,0,10.78,0,13.65,3.66,15.41,138.41,6.63,26.03,1.13,46.92,51.77,15.14,25.62,0,21.3,0,19.12,9.3,35.38,15.8,0,8.42,0,0,27.28,0,0,0,22.45,15,0,0,19.18,14.64,69.73,63.39,43.2,26.77,12.77,7.34,27.88,5.75,0,13.41,6.4,40.23,19.7,5.11,9.1,10.22,0,11.36,0,0,13.38,30.38,10.41,9.41,27.88,41.21,17.08,44.42,0,7.06,0,76.5,46.25,17.94,324.22,27.98,23.62,11.43,16.66,7.79,27.46,0,29.89,41.53,149.43,31.45,246.8,36.88,53.76,25.1,64.52
24.04.2002,10.94,14.03,25.87,7.57,0,7.42,47.11,0,0,13.2,0,11.95,0,14.96,4.25,15.9,145.25,8.51,26.43,1.5,45.08,51.56,15.44,24.24,0,22.7,0,18.12,11.43,34.28,17.06,0,10.05,0,0,25.5,28.42,0,0,22.23,15.5,0,0,20.47,15.75,65.34,58.22,42.23,28.09,14.69,8.88,28.93,6,0,13.26,7.04,39.86,21.8,5.49,10.51,10.62,0,13.86,0,0,13.67,31.69,11.04,10.81,26.85,41.21,17.57,44.03,0,7.51,0,76.5,48.01,17.8,328.63,25.01,22.41,11.43,18.64,8.08,27.61,0,28.63,41.2,153.77,31.36,224.74,38.31,55.38,25.1,63.85
08.05.2002,12.68,13.17,27.99,6.67,0,7.07,38.21,0,0,12.4,0,12.43,0,14.21,4.13,15.6,132.43,6.86,24.58,1.17,33.52,42.93,14.55,23.6,0,20.8,0,16.39,9.13,28.58,15,0,10.26,0,0,22.34,44.9,0,0,21.34,13.4,0,0,18.48,13.6,57.78,52.61,39.34,30.8,12.08,7.76,25.48,4.78,0,12.12,7.79,36.1,23.8,4.68,9.33,11.12,0,11.92,0,10.8,13.71,30.82,9.1,9.02,20.93,42.21,15.89,38.73,0,7.16,0,67.01,46.25,14.58,269.08,21.4,20.99,10.33,16.91,7.65,22.19,0,26.03,39.57,163.01,29.38,191.81,35.66,55.92,23.36,55.79
15.05.2002,12.62,13.17,27.62,6.74,0,7.15,43.5,0,0,12.58,0,12.02,0,13.65,3.87,15.6,136.7,6.44,24.99,1.09,38.21,41.08,14.75,24.98,0,20.2,0,17.28,8.48,29.95,15.2,0,9.44,0,0,23.13,39.08,0,0,21.61,13.35,0,0,20.06,13.53,57.29,53.9,41.51,29.26,12.15,7.82,26.01,4.87,0,12.89,7.66,36.24,21.2,4.83,9.69,10.9,0,11.97,0,10.41,13.62,30.45,9.19,9.06,23.74,42.21,16.17,39.75,0,6.96,0,69.54,45.25,16.15,287.83,20.47,21.94,10.95,17.32,7.65,24.02,11.62,27.96,39.24,160.29,29.63,189.43,35.8,55.38,26.36,60.49
22.05.2002,14.12,12.82,25.22,6.45,0,6.87,39.9,0,0,11.83,0,11.61,0,11.58,3.5,15.21,132.43,5.52,21.11,0.88,34.86,37.39,14.84,21.35,0,17.8,0,16.89,7.82,26.52,15.87,0,8.15,0,0,22.14,37.09,0,0,20.63,11.25,0,0,18.54,13.14,58.03,49.16,41.75,28.6,11.05,6.91,23.38,4.34,0,11.87,7.74,30.22,19.6,4.49,8.39,10.05,0,11.52,0,9.94,13.29,29.29,7.84,8.09,22.56,41.55,14.98,36.86,0,6.68,0,64.48,44.48,14.3,267.98,18.53,22.54,11.63,16.58,7.57,23.43,10.88,27.76,37.93,149.43,28.94,180.6,35.23,54.3,25.89,59.15
29.05.2002,14.42,13.62,29.29,6.63,0,6.99,40.14,0,0,11.88,0,12.43,0,11.48,3.54,14.92,129.87,5.52,20.99,0.98,34.35,35.54,13.06,22.21,0,18.8,0,16.84,7.99,26.65,17.66,0,9.38,0,0,22.54,34.96,0,0,20.67,12.75,0,0,20.41,13.14,57.54,52.18,42.71,30.8,11.67,7.03,23.96,4.41,0,12.3,8.9,31.75,23.5,5.23,8.59,10.5,0,12.74,0,10.21,14.19,30.38,8.39,8.16,21.08,42.21,15.19,35.85,0,6.73,0,66.38,46.36,13.78,255.85,18.16,22.34,11.43,17.08,7.94,23.29,11.25,27.9,39.24,151.6,29.29,177.21,34.37,57.53,25.41,57.47
05.06.2002,13.4,14.03,30.49,6.92,0,6.87,45.18,0,0,12.32,0,12.22,0,11.81,3.77,15.41,126.45,5.71,21.57,1.16,34.35,36.98,12.47,21.14,0,19.1,0,17.56,8.15,27.48,19.32,0,9.17,0,0,23.53,32.97,0,0,21.65,13.25,0,0,19.36,13.34,58.76,52.18,42.47,28.82,12.02,7.4,23.38,4.41,0,11.96,9.23,29.72,21.8,5.35,8.8,10.78,0,12.74,0,10.08,14.19,29.8,8.51,8.36,20.19,42.54,15.68,34.06,0,6.75,0,67.01,47.24,13.26,259.16,18.25,22.14,11.7,17.16,7.85,23.95,11.07,28.69,40.22,149.43,29.63,170.42,34.66,56.45,25.1,55.11
12.06.2002,14.12,13.98,30.95,6.81,0,6.64,43.26,0,0,12.27,0,11.74,0,13.27,4.11,15.8,115.34,6.17,21.23,1.35,32.68,35.74,12.62,19.75,0,19.3,0,16.34,8.26,26.79,17.66,0,9.88,0,0,21.75,28.28,0,0,20.99,13.1,0,0,18.71,13.01,56.56,46.14,41.27,28.45,12.5,8.28,21.04,4.66,0,11.22,9.18,30.51,23.1,5.44,8.68,10.33,0,13.1,0,10.08,13.67,30.16,9.95,8.36,18.93,42.88,15.61,32.42,0,6.6,0,55.32,48.78,11.84,237.1,16.03,21.8,12.45,17.41,7.54,23.65,11.21,29.29,37.61,147.25,29.2,142.24,34.8,58.6,23.99,48.39
