,2615 TT Equity,1802 TT Equity,2204 TT Equity,2606 TT Equity,3189 TT Equity,2609 TT Equity,2451 TT Equity,3682 TT Equity,5264 TT Equity,1434 TT Equity,3673 TT Equity,2603 TT Equity,2227 TT Equity,9933 TT Equity,1227 TT Equity,2915 TT Equity,2379 TT Equity,9945 TT Equity,2448 TT Equity,2542 TT Equity,5347 TT Equity,2498 TT Equity,2610 TT Equity,6121 TT Equity,8299 TT Equity,1722 TT Equity,2049 TT Equity,2356 TT Equity,2834 TT Equity,2353 TT Equity,2618 TT Equity,4958 TT Equity,9914 TT Equity,6239 TT Equity,3231 TT Equity,2385 TT Equity,6176 TT Equity,3702 TT Equity,3474 TT Equity,2347 TT Equity,1504 TT Equity,3658 TT Equity,5871 TT Equity,9910 TT Equity,2888 TT Equity,3034 TT Equity,2301 TT Equity,2395 TT Equity,9921 TT Equity,2801 TT Equity,1102 TT Equity,2324 TT Equity,2823 TT Equity,6505 TT Equity,2354 TT Equity,2105 TT Equity,2409 TT Equity,2207 TT Equity,1476 TT Equity,1402 TT Equity,2887 TT Equity,3481 TT Equity,2880 TT Equity,5880 TT Equity,2890 TT Equity,9904 TT Equity,4904 TT Equity,1101 TT Equity,2885 TT Equity,2325 TT Equity,2912 TT Equity,2883 TT Equity,2303 TT Equity,2892 TT Equity,2884 TT Equity,4938 TT Equity,2382 TT Equity,3045 TT Equity,2311 TT Equity,2357 TT Equity,2474 TT Equity,1326 TT Equity,2002 TT Equity,2886 TT Equity,1216 TT Equity,1303 TT Equity,2891 TT Equity,1301 TT Equity,2308 TT Equity,3008 TT Equity,2881 TT Equity,2454 TT Equity,2882 TT Equity,2412 TT Equity,2317 TT Equity,2330 TT Equity
04.08.2004,20.08,15.45,33.97,31,0,22.89,48.13,0,0,12.5,0,18.54,0,16.94,4.03,11.26,51,5.06,37.66,4.98,17.8,34.9,19.83,23.34,0,25.2,0,11.83,9.68,36.83,17.23,0,8.66,24.05,8.42,23.83,28.94,0,0,27.44,9.7,0,0,23.55,14.44,55.51,36.51,43.22,33.43,12.19,10.61,25.07,8.23,47.13,17.63,14.01,31.17,46.8,7.33,11.41,14.27,0,13.87,0,11.4,19.1,36.19,13.59,10.4,16.35,46.9,13.61,21.75,12.88,10.33,0,48.4,41.94,11.51,182.37,28.25,42.01,21.85,17.8,8.97,39.88,14.06,37.22,34.58,172.5,23.85,143.97,39.38,58.07,26.46,39.9
11.08.2004,19.34,15.45,36.11,31.5,0,21.4,51.36,0,0,12.54,0,19.05,0,17.41,4.05,11.26,55.12,4.97,38.72,5.45,18.85,36.38,19.59,24.78,0,25.8,0,12.61,9.85,38.94,17.62,0,8.8,25.01,8.77,24.93,31.27,0,0,29.06,9.75,0,0,22.93,15.35,62.92,36.63,45.66,33.43,12.56,10.27,26.97,8.28,46.69,17.94,13.53,31.01,47.1,7.25,11.61,13.37,0,13.98,0,11.7,19.56,35.56,13.16,10.24,18.31,45.61,13.3,22.15,12.82,10.43,0,53.24,41.8,11.98,188.33,27.75,41.6,22,17.52,8.65,39.8,13.94,36.98,34.99,177.16,24.1,154.58,39.74,57.53,26.57,39.9
18.08.2004,20.79,15.74,33.68,32.75,0,21.89,51.68,0,0,12.78,0,19.55,0,17.51,4.07,11.17,56.15,4.54,36.24,5.12,17.01,39.58,18.99,23.82,0,24.9,0,12.25,9.57,41.3,17.62,0,9.48,26.94,8.05,22.85,33.18,0,0,29.06,9.3,0,0,23.69,15.76,66.35,36.85,46.35,33.98,12.7,10.59,25.84,8.23,48.91,17.12,13.92,32.28,47.2,7.25,12.61,14.08,0,14.42,0,12.36,19.1,35.12,13.68,10.52,19.61,45.61,13.7,22.45,13.06,10.87,0,48.84,42.76,12.19,192.42,28.59,43.68,22.14,17.8,8.59,40.76,14.6,38.9,35.66,182.05,24.36,159.88,41.17,58.07,25.59,40.81
01.09.2004,22.39,17.49,39.21,38.83,0,25.34,56.55,0,0,13.7,0,23.81,0,16.26,4.21,11.22,59.23,5.06,41.92,6.37,18.5,42.06,21.74,29.26,0,27.1,0,12.82,11.54,39.73,19.93,0,11.28,29.82,7.99,25.84,38.76,0,0,30.18,10.45,0,0,23.62,18.07,67.51,39.67,48.44,35.31,13.95,13.24,28.61,9.13,48.02,18.72,14.21,36.04,48.5,7.45,14.69,16.29,0,15.85,0,12.72,20.41,38.09,15.61,11.52,21.07,46.92,13.7,23.46,14.62,11.11,0,51.92,44.39,13.88,204.71,31.74,45.76,23.46,19.98,9.21,41.56,15.82,40.82,36.32,210.26,27.22,185.65,44.04,58.6,28.93,42.91
08.09.2004,23.25,17.61,41.54,41.67,0,25.99,56.55,0,0,14.27,0,25.25,0,16.83,4.53,11.17,59.38,5.43,41.37,7.7,16.92,42.6,21.26,27.82,0,30.4,0,12.4,11.65,39.38,20.36,0,11.55,29.34,8.23,24.74,40,0,0,29.11,10.6,0,0,23.14,18.55,61.75,39.54,47.4,36.41,14.1,14.47,26.88,9.68,48.91,17.63,14.17,34.68,54,7.8,15.76,16.47,0,16.43,0,13.02,20.28,38.89,16.34,11.56,19.53,46.92,13.79,21.85,15.35,11.51,0,51.48,44.67,12.61,199.25,32.57,48.67,23.98,20.36,9.27,41.91,16.04,42.42,36.07,200.86,26.96,181.1,45.11,57.53,29.06,39.99
15.09.2004,22.46,16.74,39.8,40.17,0,24.6,56.55,0,0,14.23,0,23.4,0,16.45,4.57,11.17,57.32,5.48,40.2,6.75,18.15,42.6,20.78,31.98,0,29.1,0,12.47,11.48,40.69,19.64,0,12.57,32.71,8.45,24.81,40.93,0,0,29,10.45,0,0,23,18.76,67.51,40.04,48.79,35.86,13.8,13.24,28.52,9.38,48.46,19.98,14.04,35.16,54,7.8,14.48,16.41,0,16.17,0,12.8,20.47,38.32,15.79,11.6,19.77,46.04,13.97,21.75,15.04,11.56,0,52.8,43.44,12.94,203.34,32.74,46.59,24.49,20.27,8.97,41.47,16.35,41.62,38.39,208.55,27.39,184.89,44.4,58.07,29.31,41.36
22.09.2004,24.34,17.44,41.25,43.33,0,26.16,55.39,0,0,15.57,0,25.01,0,16.92,4.51,11.17,55.56,5.15,42.54,7.17,17.53,46.15,20.9,30.25,0,30.4,0,12.04,11.59,40.78,19.85,0,11.89,30.55,9.33,26.45,42.79,0,0,29.17,10.4,0,0,23.28,20.09,71.72,39.92,48.79,36.09,14.1,14.6,30.25,10.38,50.69,21.74,13.79,36.92,56,7.9,16.47,16.65,0,16.56,0,13.09,20.03,37.63,17.34,12.06,19.04,45.61,13.7,21.34,15.59,11.56,0,54.56,44.94,12.83,206.07,33.24,49.08,25.44,20.08,9.15,43.58,16.39,42.42,39.8,217.1,26.96,178.07,45.83,59.68,29.81,41.72
29.09.2004,23.54,17.2,40.18,40.25,48.35,25.01,55,0,0,15.38,0,25.16,0,16.83,4.41,11.17,51.59,4.88,38.09,6.46,0,45.26,19.83,30.04,27.49,29.6,0,11.69,11.48,39.73,18.99,0,11.35,31.27,9.51,26.03,41.55,0,0,28.64,10,0,0,22.93,19.67,70.19,39.17,47.75,36.09,13.95,13.56,28.7,10.63,51.13,21.35,13.17,36.28,56,8.25,16.18,16.17,0,16.37,0,12.8,19.82,37.75,16.88,11.81,18.55,43.76,13.39,20.64,15.17,11.62,0,50.6,44.26,12.17,201.98,30.91,47.84,25,20.08,9.33,42.7,15.78,41.62,38.97,197.44,26.61,165.19,45.11,59.68,28.81,38.9
06.10.2004,25.28,18.54,41.25,43.33,48.35,28.12,56.94,0,0,16.24,0,26.54,0,18.63,4.53,11.9,53.5,5.06,38.25,6.69,0,49.34,21.98,31.27,25.96,31.9,0,12.11,12.94,43.41,20.21,0,12.84,33.43,9.94,24.68,41.24,0,0,28.88,10.6,0,0,23.07,20.79,67.89,40.54,50.19,39.15,15.05,14.85,28.52,10.73,52.02,21.93,13.66,35.64,57.5,8.25,18.46,16.95,0,17.41,0,13.46,20.11,38.43,17.25,12.43,20.18,44.29,14.34,21.44,16.49,12.64,0,53.68,45.76,12.94,214.26,33.41,49.92,25.96,20.93,9.86,44.46,16.78,44.42,41.46,207.7,28.25,179.58,46.55,60.75,30.94,40.99
13.10.2004,25.72,18.08,41.25,45.83,45.97,27.96,55,0,0,15.47,0,26.08,0,19.49,4.53,12,51.44,5.75,36.68,7.35,16.97,45.97,21.5,30.66,25.53,32.6,0,12.11,13.9,43.58,20.86,0,12.64,32.71,9.94,23.64,39.38,0,0,27.93,10.3,0,0,23.69,21.07,64.44,39.42,49.49,37.9,15.2,14.92,27.23,10.68,52.02,22.72,13.56,32.76,59.5,8.3,17.6,16.05,0,17.28,0,13.75,20.97,41.41,16.79,12.02,18.71,43.76,13.97,20.14,16.37,13.03,0,49.72,46.17,12.45,199.25,33.24,51.16,27.2,20.74,9.39,44.46,16.56,44.82,40.88,192.31,27.47,169.73,46.19,61.29,30.18,38.81
20.10.2004,22.96,17.2,39.02,41.42,47.81,24.68,49.97,0,0,14.71,0,22.71,0,18.82,4.51,12.09,50.42,6.12,34.03,7.05,17.15,47.74,20.9,30.45,25.65,32,0,11.62,13.62,41.57,19.42,0,11.89,31.27,10.24,21.38,35.97,0,0,28.88,10,0,0,23.76,20.37,63.67,37.19,48.44,37.27,15.12,13.37,27.23,10.28,49.8,21.15,13.17,31.96,58,8.2,16.33,15.99,0,17.21,0,13.46,19.96,39.46,16.52,11.89,20.01,42.54,13.88,20.14,16.73,13.82,0,49.28,44.67,12.72,199.25,33.74,47.84,24.93,20.84,9.27,41.91,16.13,41.62,40.88,189.75,26.61,165.94,45.47,60.22,30.06,38.99
27.10.2004,24.34,17.09,36.5,42.5,43.07,24.68,47.64,0,0,14.13,0,23.48,0,18.82,4.53,12.48,48.95,5.94,30.91,6.69,15.51,46.68,20.66,29.42,25.96,30.8,0,10.91,13.56,40.52,18.84,0,11.48,30.79,10.79,21.38,36.59,0,0,28.23,9.75,0,0,23.55,19.6,58.3,36.45,48.79,38.76,14.68,13.05,25.93,9.88,50.24,21.35,12.88,29.01,57,8.1,16.33,16.47,0,16.95,0,13.9,19.39,40.03,16.61,11.73,19.36,42.45,13.61,19.53,16.13,13.09,0,47.52,46.03,12.28,195.15,33.74,47.42,24.64,20.84,8.97,41.38,16.21,40.42,40.38,160.69,26.96,162.91,45.11,61.83,29.43,38.17
03.11.2004,23.91,17.32,37.85,41.67,42.56,24.68,51.9,0,0,14.37,0,23.71,0,18.44,4.59,13.46,50.27,5.75,30.28,6.28,17.43,52.71,21.26,31.69,25.04,30.4,0,11.26,13.56,44.72,19.93,0,11.48,32.71,9.39,21.44,39.38,0,0,28.58,10,0,0,24.32,20.65,67.89,37.56,50.19,38.68,14.98,13.24,27.05,10.33,49.8,21.54,12.62,29.25,56.5,8.35,16.75,16.65,0,17.34,0,13.98,20.47,41.29,16.88,11.6,20.75,43.59,13.88,21.14,16.25,13.26,0,49.72,46.44,13.44,211.53,34.57,48.67,25,21.4,9.27,41.82,16.87,40.42,43.95,167.52,28.51,177.31,47.26,66.67,32.19,42.72
10.11.2004,23.33,17.49,38.34,42.08,40.18,24.68,50.74,0,0,14.8,0,23.71,0,19.2,4.74,12.87,50.42,5.89,29.97,6.37,18.16,53.6,21.98,32.1,25.96,32.9,0,11.69,14.97,45.16,20.65,0,11.62,32.95,9.15,21.38,38.76,0,0,27.52,10.3,0,0,24.32,21.69,68.66,40.16,51.58,39.08,15.57,13.5,28.18,10.63,50.69,22.52,12.62,30.21,63.5,8.35,17.46,16.95,0,18.19,0,13.98,20.25,43.47,17.25,12.43,21.4,44.29,14.43,20.74,16.79,13.71,0,50.6,47.13,13.6,208.8,34.24,48.25,25.66,21.59,9.44,42.35,16.56,42.02,44.78,170.94,28.94,174.28,46.55,66.67,32.69,43.73
17.11.2004,22.96,17.38,36.4,40.75,39.16,24.43,53.45,0,0,14.8,0,23.17,0,18.73,4.7,12.82,52.33,5.71,32.63,6.19,18.25,50.4,22.1,33.54,23.82,30.9,0,11.9,14.91,46.48,21.23,0,11.69,34.15,9.02,21.99,41.86,0,0,28.64,10.25,0,0,24.53,20.72,73.64,40.91,51.93,39.63,15.93,13.76,28.35,10.43,51.13,25.85,12.43,33.32,61.5,8.25,17.67,17.43,0,18.19,0,13.53,20.25,43.35,17.52,13.26,22.86,43.33,14.7,21.24,16.85,13.65,0,52.36,46.58,14.04,221.08,35.57,49.08,25.22,21.59,9.8,42.88,16.83,42.02,43.53,172.65,29.12,184.89,46.55,64.52,33.19,45.27
24.11.2004,23.04,16.91,36.79,43.33,39.16,24.19,49.97,0,0,14.42,0,23.48,0,17.4,4.68,12.48,51.44,5.98,33.41,6.4,20.53,50.4,21.14,32.1,25.35,30.9,0,11.05,14.46,43.06,20.43,0,12.77,33.91,8.81,19.92,40.93,0,0,27.81,10,0,0,24.25,20.65,73.64,39.42,51.93,39.23,15.42,13.56,26.71,10.38,51.13,25.85,13.11,32.6,64.5,8.2,18.46,17.13,0,17.54,0,13.31,19.82,42.44,17.25,13.76,21.07,42.45,13.97,20.84,16.25,13.82,0,47.52,46.44,13.38,204.71,33.9,47.42,25.66,20.55,9.44,41.38,16.13,40.82,40.96,161.54,27.99,170.49,45.47,66.67,32.06,44.55
01.12.2004,23.04,16.91,34.75,44.17,37.12,23.86,48.8,0,0,14.37,0,23.32,0,17.68,4.7,12.97,48.36,5.89,31.06,6.28,18.88,46.86,21.14,30.66,25.04,31.1,0,10.41,13.17,43.32,20.29,0,12.84,31.75,8.29,18.08,41.24,0,0,27.99,9.7,0,0,24.6,20.02,73.64,40.16,51.58,38.13,14.54,13.56,25.67,9.83,51.13,25.85,12.81,33.72,64,8.2,18.03,17.01,0,16.95,0,13.02,19.39,42.55,17.43,13.18,19.93,41.48,13.79,20.04,15.83,13.31,0,46.64,46.99,12.67,206.07,31.08,48.25,26.1,19.7,9.21,40.32,15.95,40.82,41.88,157.27,27.65,158.37,44.04,67.74,32.44,42.27
08.12.2004,23.04,17.14,33.97,42.08,35.07,24.43,48.8,0,0,15.38,0,23.71,0,17.11,4.72,12.92,49.68,6.12,31.77,6.31,17.06,52.18,21.38,30.86,25.5,32.6,0,11.05,13.73,45.6,20.86,0,13.04,31.75,8.38,18.94,42.79,0,0,28.05,9.7,0,0,24.32,20.72,73.64,40.16,51.23,40.41,14.9,14.08,27.23,9.93,51.58,25.07,13.24,32.92,61.5,8.1,18.38,17.31,0,17.8,0,13.24,19.24,43.47,17.7,13.76,20.18,43.15,13.88,20.34,16.55,13.93,0,47.52,46.72,12.67,208.8,32.91,48.67,26.03,20.27,9.62,42.26,16.56,42.02,43.12,151.28,27.56,158.37,45.47,67.21,33.06,44.45
15.12.2004,23.62,17.14,37.08,42.92,34.05,24.68,51.13,0,0,15.47,0,24.24,80,17.78,4.78,14.09,50.27,6.49,33.72,7.14,18.7,52.71,22.34,32.92,26.26,33.4,0,11.4,13.17,46.04,22.81,0,14.27,35.11,8.41,19.55,48.38,0,0,27.58,9.95,0,0,24.53,20.79,79.78,40.78,52.98,40.02,14.98,14.14,27.83,10.08,51.58,26.63,13.27,36.92,63,8.15,17.6,17.61,0,17.34,0,13.24,19.31,43.69,18.25,13.76,21.15,43.68,13.7,20.44,16.01,13.93,0,47.52,46.85,13.49,214.26,34.57,49.5,26.03,19.98,9.68,42.53,16.3,42.82,43.53,152.14,27.39,159.88,44.76,67.21,34.07,45.37
22.12.2004,23.54,17.26,36.79,44.17,35.41,24.84,53.07,0,0,15.67,0,24.4,91,19.01,4.84,14.53,50.86,6.81,32.78,7.67,19.71,52.36,21.62,31.89,25.5,33.8,0,11.12,13.67,45.16,22.24,0,14.2,34.39,8.99,19.37,47.45,0,0,27.99,10.1,0,0,24.32,20.65,79.78,40.41,53.32,41.59,15.2,14.27,27.05,10.13,51.58,26.63,12.91,35.48,62.5,8.35,17.75,17.25,0,17.41,0,13.75,20.54,42.55,18.79,13.84,21.4,43.85,13.52,20.04,16.19,14.33,0,47.96,47.13,13.22,219.72,34.4,48.25,26.25,20.17,9.5,41.91,16.43,42.42,43.12,147.01,28.42,160.64,44.76,66.67,34.94,45.37
29.12.2004,23.62,17.61,37.95,45,34.73,25.5,53.07,0,0,15.67,0,25.24,100,19.49,4.9,14.82,51.3,6.86,30.99,8.17,19.34,53.07,21.5,31.27,25.2,34.6,0,11.26,13.84,46.04,22.38,0,14.74,34.15,8.72,19.73,49.62,0,0,27.69,10.3,0,0,24.32,21.2,82.85,40.91,53.67,43.16,15.71,14.47,27.31,10.48,51.58,26.83,13.01,36.76,62,8.69,17.82,17.61,0,17.54,0,13.75,20.18,44.04,18.97,14.34,20.99,43.85,13.61,20.34,16.25,14.44,0,48.4,48.36,13,226.54,34.57,49.92,26.84,20.46,9.68,42.79,16.48,43.22,43.95,147.87,28.17,160.64,45.83,67.21,36.2,46
05.01.2005,23.47,17.14,38.24,43.33,33.1,24.84,51.9,0,0,15.47,0,24.32,101,18.35,4.88,14.58,51,6.9,30.67,8,19.07,50.76,21.74,29.01,24.58,32.7,0,11.26,13.9,44.72,22.52,0,13.86,33.67,9.09,19.37,46.83,0,0,26.75,10.3,0,0,24.66,20.93,80.16,40.91,51.93,43.16,15.64,14.14,26.71,10.43,51.58,25.46,12.88,34.6,62,8.49,17.6,17.49,0,17.28,0,13.53,20.25,43.69,19.06,14.25,20.01,44.29,13.52,20.04,16.01,14.55,0,47.96,47.67,12.61,223.81,33.07,48.25,25.81,20.17,9.5,41.56,16.17,42.82,42.7,146.16,27.73,154.58,45.47,67.74,33.82,44.18
12.01.2005,22.17,17.09,37.85,43.33,29.83,23.94,51.13,0,0,15.19,0,23.02,100,18.44,4.74,14.43,47.92,6.72,29.74,7.23,18.88,51.11,21.5,25.72,22.6,34.1,0,10.98,13.67,43.85,22.09,0,15.08,32.47,8.69,18.94,45.28,0,0,27.22,9.95,0,0,24.66,20.93,77.86,41.16,51.93,43.94,15.27,13.95,25.33,10.03,52.02,26.44,12.85,33.72,62.5,8.59,16.75,17.19,0,17.15,0,13.53,19.82,44.61,18.88,14.01,18.79,44.29,12.8,19.53,16.01,14.22,0,46.64,47.13,12.23,230.64,32.24,48.67,25.96,19.89,9.27,41.29,16.13,43.22,43.95,121.37,27.39,145.49,44.76,69.36,34.57,42.82
19.01.2005,22.39,17.14,39.12,41.67,27.92,23.61,51.52,0,0,16.15,0,22.64,106,18.35,4.78,14.48,45.56,6.67,27.24,7.49,21.07,54.31,21.62,26.34,22.14,36.3,0,11.26,13.9,43.23,22.81,0,15.63,32.71,8.48,16.92,48.69,0,0,26.75,9.95,0,0,24.6,21.76,79.4,40.78,50.54,41.98,15.64,14.21,25.15,10.28,52.47,25.85,12.56,35.88,62,8.64,17.18,17.19,0,17.41,0,13.68,19.6,43.01,18.88,14.59,19.53,44.73,12.08,19.33,16.13,14.38,0,44.88,46.17,12.17,236.09,32.74,48.67,25.96,19.79,9.33,41.29,16.04,43.62,43.12,112.39,27.22,132.6,45.11,68.28,35.07,43.45
26.01.2005,22.39,16.79,37.47,41.42,29.96,23.04,53.07,0,0,15.38,0,21.95,107.5,17.68,4.78,14.63,45.27,5.98,27.55,7.05,20.8,53.24,21.14,26.95,23.36,35.1,0,11.76,13.22,43.85,21.66,0,14.54,32.95,8.2,16.01,49.62,0,0,25.56,9.9,0,0,24.46,21.09,82.08,40.41,50.19,40.8,15.05,13.69,26.1,9.78,52.47,25.46,12.33,35.72,62.5,8.59,16.04,16.71,0,16.95,0,13.46,19.1,43.12,17.61,14.42,19.2,44.29,11.5,19.33,15.77,13.82,0,45.76,44.8,11.18,238.82,33.41,48.67,25.88,19.6,8.91,41.03,15.56,44.02,42.7,123.08,27.04,134.88,43.68,70.43,34.44,44.82
02.02.2005,23.11,16.74,37.47,41.67,29.96,23.61,55.39,0,0,15.57,0,22.56,105.5,17.59,4.96,14.63,47.18,6.03,30.13,7.49,19.52,56.79,20.9,28.6,25.5,35.1,0,11.69,13.73,44.29,21.3,0,14.33,35.6,8.6,16.86,54.58,0,0,26.69,9.85,0,0,24.53,21.52,95.5,42.15,51.93,41.59,15.71,14.01,26.62,10.13,52.47,28.4,12.49,38.52,60.5,8.44,16.68,17.31,0,17.28,0,13.46,19.1,41.18,18.61,15.25,21.97,45.17,12.26,21.04,16.01,14.16,0,50.16,45.08,12.34,238.82,33.07,48.67,25.96,20.17,8.8,41.38,15.64,44.82,42.7,133.34,28.08,144.73,45.11,67.74,35.57,48.74
16.02.2005,24.27,16.97,38.92,43.75,32.83,24.43,61.2,0,0,15.86,0,23.17,108.5,17.49,5.47,14.73,52.03,5.84,32.39,7.35,22.44,63.18,21.26,29.83,27.03,35.3,0,11.9,13.62,44.29,21.66,0,14.81,38.96,9.15,20.96,57.37,0,0,28.11,10,0,0,24.25,22.51,97.04,42.77,52.28,42.37,15.71,14.01,26.8,10.08,52.91,33.1,12.52,39.4,61,8.59,16.33,17.67,0,17.47,0,13.83,19.24,41.06,18.43,14.09,23.35,44.73,12.35,20.94,16.13,14.22,0,49.72,46.44,13.49,241.55,32.57,49.92,26.54,20.08,9.33,41.56,16.21,45.22,44.78,138.46,28.17,159.88,44.76,68.82,36.45,49.65
23.02.2005,24.27,16.85,38.44,44.58,35.41,24.43,65.85,0,0,15.47,0,23.48,108.5,16.83,4.86,14.73,51.89,6.03,32.39,7.46,22.72,66.73,21.26,31.07,37.72,35.5,0,11.4,13.45,43.85,22.81,0,14.67,42.09,9.02,21.2,57.37,0,0,27.4,9.85,0,0,24.39,21.87,98.19,41.65,51.23,43.16,15.42,13.69,26.02,9.88,52.91,32.51,12.3,38.68,61,8.64,16.11,17.55,0,17.21,0,14.05,19.24,41.18,18.06,14.42,22.78,46.48,12.35,20.44,16.07,14.16,0,47.96,45.21,13.22,241.55,32.57,49.92,26.62,19.7,9.03,41.29,16.08,45.22,44.36,160.69,27.82,162.91,44.4,68.28,36.07,48.74
02.03.2005,25.94,18.08,39.12,44.67,34.87,26.24,64.92,0,0,15.96,0,24.66,114.5,18.25,4.88,15.07,50.19,6.38,31.3,7.55,22.31,65.31,21.92,29.63,38.17,42.1,0,11.23,13.67,44.29,23.54,0,14.95,42.57,8.48,19.95,57.06,0,0,27.81,9.97,0,0,24.39,23.03,104.33,40.78,52.98,44.1,15.68,14.34,25.93,10.36,57.18,31.73,12.81,38.6,64,8.69,16.61,17.7,0,17.34,0,14.16,19.6,43.35,18.65,14.79,22.7,46.31,12.35,20.64,16.13,14.07,0,48.23,45.56,13.6,245.65,33.74,54.41,27.13,19.98,9.15,42.31,16.28,47.38,43.2,152.99,28.25,179.58,44.83,68.93,36.82,49.28
09.03.2005,26.08,17.64,37.76,46,39.5,26.89,69.95,0,0,16.15,0,25.16,114.5,17.59,4.92,15.02,51.59,6.33,37.39,7.46,22.31,72.41,21.68,30.37,46.42,40.2,0,11.37,13.28,44.64,22.31,0,15.32,44.54,9.48,21.23,58.8,0,0,27.81,10,0,0,24.66,23.77,103.56,42.15,52.14,45.35,15.27,14.3,25.28,9.96,57.36,34.35,12.81,35.96,65.4,8.79,16.29,18.05,0,17.08,0,13.98,19.53,43.29,19.15,14.84,23.27,47.45,11.99,20.29,16.01,14.33,0,45.76,45.9,13.69,248.65,34.9,55.32,26.47,20.03,9.15,43.14,16.28,48.43,43.12,154.7,27.78,176.55,44.4,69.03,36.45,48.28
16.03.2005,25.72,17.29,37.13,43.75,37.46,25.42,68.79,0,0,15.91,0,23.48,112,18.54,4.8,15.02,47.99,5.9,33.76,7.26,20.44,76.32,20.96,30.12,44.28,38,0,11.12,13,43.28,21.44,0,14.44,43.87,9.02,19.64,54.33,0,0,28.73,9.66,0,0,24.46,23.1,100.49,42.15,50.74,45.35,15.01,13.92,24.59,9.68,57.53,33.29,12.62,34.76,64,8.74,15.62,17.52,0,16.69,0,13.46,18.88,43.58,18.02,15,22.13,47.8,11.9,19.63,15.65,14.22,0,45.85,45.49,12.89,240.73,37.56,54.08,26.1,19.75,9.03,42.53,15.82,46.5,43.04,146.58,27,169.35,43.11,68.6,35.82,47.37
23.03.2005,25.28,17.23,36.2,44.42,40.86,25.66,70.34,0,0,15.91,0,24.09,113.5,18.21,4.82,14.82,47.77,5.91,35.98,6.96,20.53,80.75,20.6,30.29,49.78,40,0,10.7,12.27,43.41,20.94,0,14.81,45.75,9.39,20.77,57.74,0,0,27.64,9.4,0,0,24.6,22.72,102.02,42.4,51.16,44.73,14.1,13.85,24.33,9.18,57.8,34.27,12.43,34.72,64.8,8.79,15.72,17.13,0,16.34,0,13.57,18.45,45.58,17.93,14.63,21.68,48.41,11.5,18.78,15.41,14.33,0,45.41,45.21,12.12,240.73,39.89,53.24,26.4,19.56,8.85,42.13,15.91,45.22,45.03,144.45,26.18,172.38,42.11,69.46,34.82,45.82
30.03.2005,24.49,17.46,35.91,43.5,39.36,24.84,63.91,0,0,15.86,0,23.59,115,18.11,4.8,14.97,46.67,6.16,35.67,6.66,20.53,75.96,20.43,31.44,40.31,38,0,10.87,11.65,43.23,20.94,0,14.37,43.29,9.76,20.47,62.95,0,0,29,9.31,0,0,24.66,22.4,105.86,41.65,49.56,42.21,13.44,13.43,24.72,7.95,57,34.15,12.28,35,65.5,8.77,15.05,16.8,0,16.17,0,13.02,18.38,44.61,16.88,13.84,22.05,46.48,11.41,18.73,15.35,14.16,0,46.55,43.85,12.42,240.46,41.88,53,25.96,19.04,8.65,41.07,15.73,45.62,42.37,147.01,25.7,166.32,41.89,70,34.32,46.09
06.04.2005,25.79,17.26,35.43,43.17,39.16,25.38,71.66,0,0,15.86,0,23.13,114.5,18.63,4.74,14.73,47.33,5.94,36.92,6.35,20.71,81.29,20.07,32.3,45.05,38.4,0,10.84,11.87,44.2,20.58,0,14.33,44.59,10.43,19.67,67.29,0,0,29,9.5,0,0,24.73,22.65,111.23,42.15,51.09,40.8,13.07,13.63,25.11,8.38,58.51,34.15,12.15,38.92,66,8.77,14.41,16.56,0,15.98,0,13.24,18.45,45.07,16.88,13.76,23.06,47.36,11.45,18.98,14.68,14.13,0,45.94,43.98,12.75,229.54,43.88,54.41,25.88,19.13,8.74,41.47,15.47,44.34,42.37,152.99,25.06,172.01,42.97,69.68,34.69,46.91
13.04.2005,25.17,17.11,35.04,44,41.27,26.11,69.26,0,0,15.62,0,24.01,112,18.73,4.82,14.39,49.31,5.71,40.43,6.16,22.72,79.69,20.19,32.92,44.89,37.95,0,10.7,11.76,45.43,20.43,0,12.36,45.7,10.91,20.07,70.7,0,24.78,28.76,9.29,0,0,24.53,22.01,112.38,42.15,50.67,41.82,13.11,13.27,25.71,8.28,56.2,33.68,11.91,38.4,68.5,8.67,14.55,16.26,0,16.04,0,12.61,17.8,45.18,16.66,13.67,22.82,50.78,11.81,18.98,14.68,13.85,0,47.43,43.71,12.94,232.55,50.19,52.83,25.66,19.13,8.68,40.9,15.34,44.1,42.37,167.52,25.75,180.34,42.46,68.39,35.69,47.83
20.04.2005,23.54,16.71,32.18,41.67,39.36,25.42,63.52,0,0,14.95,0,23.1,109.5,18.16,4.59,13.65,44.98,5.34,37.39,5.67,20.53,72.77,19.71,31.77,41.08,35.75,0,9.63,10.58,44.29,19.49,0,11.11,43.34,10.98,19.21,64.19,0,24.04,28.52,8.51,0,0,24.39,20.25,101.26,39.92,49.07,41.43,12.48,12.4,24.25,7.12,55.84,33.88,11.39,36.32,74,8.54,13.66,16.11,0,14.91,0,12.17,17.01,44.61,16.52,12.51,21.76,48.5,10.82,17.97,13.96,13.71,0,44.44,41.66,12.06,222.45,54.51,51.16,23.87,18.33,7.67,38.52,14.9,42.1,41.46,162.4,24.8,180.72,40.6,66.24,35.07,45.64
