Date 1,HEXW.IN.Equity,FAG.IN.Equity,FORH.IN.Equity,TPW.IN.Equity,TGBL.IN.Equity,TRCL.IN.Equity,NTCPH.IN.Equity,TI.IN.Equity,GFLC.IN.Equity,PEPL.IN.Equity,SI.IN.Equity,HWA.IN.Equity,WLSI.IN.Equity,IRB.IN.Equity,ADE.IN.Equity,RCAPT.IN.Equity,WHIRL.IN.Equity,AIAE.IN.Equity,INXW.IN.Equity,NACL.IN.Equity,VOLT.IN.Equity,GPPV.IN.Equity,APTY.IN.Equity,BIOS.IN.Equity,CIFC.IN.Equity,SPADV.IN.Equity,MPHL.IN.Equity,BOI.IN.Equity,RELI.IN.Equity,GRHF.IN.Equity,MACA.IN.Equity,IDBI.IN.Equity,SANL.IN.Equity,MRPL.IN.Equity,INFOE.IN.Equity,PI.IN.Equity,SJVN.IN.Equity,TTCH.IN.Equity,IPCA.IN.Equity,UNBK.IN.Equity,FB.IN.Equity,CRG.IN.Equity,RPWR.IN.Equity,TVSL.IN.Equity,BOOT.IN.Equity,SUEL.IN.Equity,PFIZ.IN.Equity,TCOM.IN.Equity,JUBI.IN.Equity,LTFH.IN.Equity,DITV.IN.Equity,SCUF.IN.Equity,CBOI.IN.Equity,JSW.IN.Equity,NBCC.IN.Equity,TMX.IN.Equity,MTCL.IN.Equity,X3M.IN.Equity,GDSP.IN.Equity,WIL.IN.Equity,NLC.IN.Equity,EXID.IN.Equity,ATD.IN.Equity,MAX.IN.Equity,PLNG.IN.Equity,CRISIL.IN.Equity,AJP.IN.Equity,CBK.IN.Equity,KNPL.IN.Equity,ALPM.IN.Equity,SUNTV.IN.Equity,BYRCS.IN.Equity,MMFS.IN.Equity,RJEX.IN.Equity,WPL.IN.Equity,BRGR.IN.Equity,RCOM.IN.Equity,VED.LN.Equity,HNDL.IN.Equity,GILL.IN.Equity,PAG.IN.Equity,TPWR.IN.Equity,PIEL.IN.Equity,HAVL.IN.Equity,SUF.IN.Equity,AMRJ.IN.Equity,MRF.IN.Equity,BDE.IN.Equity,BJHI.IN.Equity,NHPC.IN.Equity,APHS.IN.Equity,SAIL.IN.Equity,DLFU.IN.Equity,SHTF.IN.Equity,PG.IN.Equity,IDFC.IN.Equity,IDFC.F.IN.Equity,LICHF.IN.Equity,CSTRL.IN.Equity,TATA.IN.Equity,JSTL.IN.Equity,UBBL.IN.Equity,UPLL.IN.Equity,PNB.IN.Equity,AL.IN.Equity,ABB.IN.Equity,RECL.IN.Equity,ACC.IN.Equity,IHFL.IN.Equity,BHFC.IN.Equity,ABNL.IN.Equity,CLGT.IN.Equity,SKB.IN.Equity,MRCO.IN.Equity,BHE.IN.Equity,HPCL.IN.Equity,PNB.F.IN.Equity,BAF.IN.Equity,CAIR.IN.Equity,OINL.IN.Equity,TRP.IN.Equity,YES.IN.Equity,HMN.IN.Equity,VEDL.IN.Equity,BJFIN.IN.Equity,ESOIL.IN.Equity,CCRI.IN.Equity,PIDI.IN.Equity,GLXO.IN.Equity,TTAN.IN.Equity,TTAN.F.IN.Equity,KKC.IN.Equity,POWF.IN.Equity,DIVI.IN.Equity,GNP.IN.Equity,GRASIM.IN.Equity,ACEM.IN.Equity,GRASIM.F.IN.Equity,OFSS.IN.Equity,Z.IN.Equity,BRIT.IN.Equity,BOB.IN.Equity,GAIL.IN.Equity,MSS.IN.Equity,CDH.IN.Equity,SRCM.IN.Equity,NMDC.IN.Equity,ARBP.IN.Equity,SIEM.IN.Equity,HMCL.IN.Equity,GCPL.IN.Equity,UNSP.IN.Equity,IIB.F.IN.Equity,IIB.IN.Equity,DABUR.IN.Equity,EIM.IN.Equity,BHEL.IN.Equity,TECHM.IN.Equity,CIPLA.IN.Equity,HZ.IN.Equity,IDEA.IN.Equity,NEST.IN.Equity,BPCL.IN.Equity,BJAUT.IN.Equity,PWGR.IN.Equity,PWGR.F.IN.Equity,ADSEZ.IN.Equity,MM.IN.Equity,BOS.IN.Equity,DRRD.IN.Equity,APNT.IN.Equity,BHIN.IN.Equity,UTCEM.IN.Equity,LPC.IN.Equity,NTPC.IN.Equity,IOCL.IN.Equity,TTMT.IN.Equity,TTMT.A.IN.Equity,KMB.IN.Equity,KMB.F.IN.Equity,AXSB.IN.Equity,MSIL.IN.Equity,MSIL.F.IN.Equity,HCLT.IN.Equity,BHARTI.IN.Equity,WPRO.IN.Equity,LT.IN.Equity,ICICIBC.IN.Equity,SBIN.IN.Equity,HDFC.IN.Equity,HUVR.IN.Equity,ONGC.IN.Equity,SUNP.IN.Equity,COAL.IN.Equity,HDFCB.IN.Equity,INFO.IN.Equity,ITC.IN.Equity,RIL.IN.Equity,HDFCB.F.IN.Equity,TCS.IN.Equity
2014-11-02,197.65,3124.85,121.5,164.65,160.1,344.75,1441.85,350.15,769.8,224.95,599.8,5640.55,298.85,252.15,96.92,475.05,492.65,939.65,0,57.3,251.4,165.75,219.1,447.95,484.95,198.3,400.9,285.35,637.2,212.55,182.25,70.6,3314.27,58.8,843,446.2,24,404.85,731.3,225.6,71.03,188.5,76.35,259.15,3098.75,13.45,1649.1,402.7,1259.4,69.3,57.55,1744.35,67.05,80.3,843.3,893.9,1093.6,6199.8,301.41,3643.1,86.9,157.6,375.1,355,199.45,1819.85,759.78,402.25,192.78,409.4,326.55,2325.2,293.75,142.15,757.8,198.7,106.15,822,163.7,2801.65,8908.8,93.85,806.45,285.4,1363.25,654.65,31315.65,5330.35,1386.55,20.65,1115.45,83.1,124.75,950.35,5398.1,156.3,159.5,362.05,413.2,490,1262.75,698.35,348.55,186.17,46.45,1168.75,302,1499.25,418.3,813.05,1682.6,1690.4,5531.55,311.25,2083.65,530.4,183,2808.5,285.15,635.75,881.9,684.5,810.2,255.95,1068.35,120.9,1351.8,414.2,2720,393.5,403,731.3,282.35,1875.5,718.05,3508.05,227.65,3510.7,3383.15,344.25,1530.8,185.9,528.8,280.3,1404.35,9089.6,170.9,484.23,873.2,3064.25,969.85,2763.85,744.9,720.1,226.5,12772.75,256.7,629.42,666.55,171.45,162.75,6257.2,724.75,2611.05,145.8,0,285.65,1306.2,14900.75,3168.3,657,294.45,2548.45,1369.05,150.1,364.15,530.16,331.83,559.13,0,439.4,3337.25,3360,804.2,398.9,563.7,1655.45,325.33,270.28,1105.9,738.35,405.15,845.4,370.55,911.85,1012.81,355.2,1000.55,995,2607.85
2014-11-09,210.1,3027.55,119.65,159.6,160.9,354.05,1386.65,342.9,775.1,248.3,595.9,5629.7,340.3,261.3,95.14,467.45,532.2,988.3,0,60,246.8,171.7,233.05,454.9,489.85,195.5,404.65,286.5,629.35,222.45,204.3,70.35,3483.42,60.9,909.85,454.5,25.3,416.74,661.35,214.55,72.38,188,75,253.25,3362.3,14.65,1655.3,427.7,1281.85,70.25,58.9,1781.95,72.05,77.8,844.3,996.95,1102.85,6249.8,305.11,3730.45,92.55,160.75,376.55,403.9,201.1,1887.27,764.28,404.05,190.63,406.6,324.65,2296.1,310,149.65,784.9,185.18,108.7,814.5,156.1,3010.2,9286.5,91.35,809.25,289.05,1330.1,665,32336.3,5510.9,1396,21.25,1162.6,83.5,134.5,970.85,5833.55,152.1,153.8,382.3,410.8,471.4,1210.75,698.2,333.35,188.05,47.45,1085.55,302.2,1508.75,461.8,835.75,1738.65,1780.45,5677.95,307.5,2231.65,571.15,189.4,2883.15,275.25,603.6,942.55,676.15,796.45,246.1,1039.65,123.4,1329.7,399.85,2790.85,378.85,386.5,798.2,282.55,1751.6,799.5,3589.15,221.95,3795,3338.7,371.9,1520.15,192.49,485.05,285.5,1491.75,8931.25,157.75,514.22,881.85,2887.6,925.9,2584.95,753,728.4,227.85,12675.9,249,662.91,650.15,165.85,168.25,6434.15,759.15,2539.7,144.9,145.3,292.9,1239.1,15193.2,3397.15,646.1,278.6,2561.9,1419.35,144.45,375.2,527.69,325.2,561.45,559.55,469.05,3288.35,3300,809.33,390.85,553.45,1653.8,336.94,274.25,1099.75,761.5,409.65,894.3,344.55,899.45,1041.65,355.65,980.5,970,2572.85
2014-11-16,221,2977.75,114.55,152.3,155.25,348.9,1385.2,340.25,753.5,251.85,582.95,6035.9,391.5,267.85,98.07,480.05,617.1,1076.6,0,59.8,271.55,178.7,237.05,440.75,489.6,190.95,401.75,285,621.1,232.75,225.6,71.7,3471.21,57.25,967,431.6,23.8,422.71,684.2,216.9,69.8,190,71.9,241.85,3234.35,14.25,1644.9,436,1466.1,73.9,63.1,1714.05,74.3,75.85,774.55,1049.15,1125.35,6603,298.11,4099.85,87.6,161,401.1,411.25,197.15,1950.85,846.84,402.75,190.07,447.35,316.55,2711.25,319.05,168.5,786.4,179.32,102.8,791.5,157.3,3407.45,9662.55,88.8,813.15,308,1280.55,698.55,32355.25,6511.5,1404.45,20.5,1109.4,86.3,142.3,1043.1,5691.6,154.65,156.5,420.65,442.05,478.15,1237.35,703.2,361.75,187.72,54.4,1131.85,304.5,1510.85,456.95,909.25,1802.5,1983.85,5641.55,329.9,2245.4,555.15,188.2,2976.8,267.7,592.6,936.5,689.45,797.95,240.15,1033.55,116.3,1343,414.55,2849.25,374.65,385.5,849,280.85,1723.95,771,3569.4,230.1,3791.95,3300.9,376.15,1624.3,202.96,489.7,283.1,1547.7,9094.15,154.85,559.97,928.05,2964.4,978.7,2723.05,782.25,730.55,231.35,13992.9,245.85,659.5,609.2,162.05,162.4,6316.5,734.85,2652.85,144.1,0,297.25,1255.85,16563.1,3435.05,672.2,298.95,2616,1443.95,143.1,356.8,518.34,319.81,546.75,0,476.9,3329.55,3363,805.35,388.35,563.9,1621.65,338.46,278.79,1126.85,756.15,393.25,886.75,356.3,930.1,1047.91,369.2,969.15,994,2606.45
2014-11-23,220.15,3150.55,109.2,156.55,156.75,344,1351.8,334.95,747.1,245.3,618.1,6888.25,373.55,268.3,95.78,502.6,626.1,1138.4,0,60.3,276.9,168.55,223.75,457.65,460.55,186.8,408.75,276.2,623.75,247.35,226.6,71.1,3665.93,54.2,961.4,453.7,24.05,423.8,666.75,211.55,73.8,195.95,71,232.45,3387.95,14.2,1678.95,434.6,1459.4,72.4,61,1744.65,77.05,82.25,772.9,1059.9,1215.75,6488,286.27,4318.55,85.45,155.8,424.45,397.9,189.25,1886.42,951,396.15,201.74,434.75,318.25,3054.95,301.85,162.35,817.9,180.23,108.9,810,160.3,3282.65,9506.5,88.1,844.1,311.8,1237.8,721.55,31676.05,5902.15,1460.95,20.3,1196.3,84,140.4,1059.15,5624.6,157.35,159,414.85,453.35,462.9,1189.55,775.4,350.2,195.46,52.8,1101.3,340.15,1464.95,441,912.5,1769.75,1893.2,5735.9,323.05,2191.55,534.55,191,3095.6,270.55,589.85,1004.4,703,778.1,237.6,1073.6,99.95,1440.05,440.8,2944.3,367.35,381.5,897.5,295.8,1737.7,819.4,3542.6,225.95,3780,3299.65,375.1,1673.8,207.73,475.75,293.03,1563.8,8942.95,146.1,556,906.85,3028.35,959.25,2705.9,744,714.3,230.65,14512.75,252.25,669.09,627.05,163.9,172.1,6336.4,724.45,2673.45,146.55,0,303.05,1246.7,18368.05,3530.8,692.15,299.55,2490.7,1463.25,142.65,345.8,525.37,328.02,599.58,0,476.95,3355.05,3362,821.33,401.55,572.1,1666.3,346.14,305.5,1134.4,753,383.3,841,346.9,932.85,1036.54,376.15,997.7,995,2622.15
2014-11-30,218.9,3400.55,106.7,157.3,161.3,339.75,1363.1,331.05,741.2,256.7,616.85,6902.15,372.7,272.45,91.85,525.5,623.35,1208.75,0,60.6,270.55,163.7,228.4,456.45,451.15,182.55,404.2,288.8,609.6,258.1,227.2,72.4,3633.59,55,968.35,445.15,23.8,435,684.25,215.25,75.9,190.65,67.7,229.2,3522.25,14.05,1771.15,458.5,1429.6,70.65,65.25,1700.85,77.9,94,789.85,1072.6,1199.45,6302.65,285.97,4407.9,84.1,166.05,474.75,365.4,197.25,1926.7,944.94,412.3,201.59,420.8,321,2872.9,310.35,166.25,844.25,196.85,102.95,729.5,174.05,3182.15,9517.6,93,809.65,319.45,1300.25,747.45,33543.7,5797.7,1429.8,20.35,1166.05,89.05,149.1,1079.9,5576.95,159.4,163.05,422.4,501.85,473.35,1200.9,783.8,345.8,214.46,52.4,1113.3,337.3,1475.35,450.75,965,1794.95,1861.2,5660.3,323.15,2321.65,596.55,215,3091.85,260.45,592.1,1027.55,709.95,773.4,231.35,1150.6,93.7,1347.3,460.3,2933.8,370.85,385,861.85,309.7,1727.8,819.55,3555.7,229.9,3519.55,3345.15,381.95,1647.95,217.44,488.2,285.4,1547.15,8976.55,139.95,545.42,906.7,3147.4,954.4,2735.55,811,750.45,240.9,14518.7,283.8,660.01,635.15,163.05,158.7,6204.05,746.25,2640.8,142.7,143.65,290.25,1323.75,18919.85,3606.25,744.7,300.15,2484.25,1480.45,142.7,364.95,527.84,336.18,601.25,579.95,481.2,3346.2,3360,831.17,382.3,585.8,1639.35,350.88,321.4,1160.65,786.1,379.4,839.7,355,957.15,1089.96,363.15,991.6,1020,2643
2014-12-07,221.8,3608.85,104.95,163.8,161.1,331.35,1476.25,336.05,752.2,254.8,632.35,7209.85,364.65,258.15,91.33,518.9,641.65,1112.65,0,57.3,282.45,174.35,235.65,462.85,465.95,193.55,401.5,299,587.65,246.75,229.85,72.8,3510.14,53.65,930.8,500.7,24.75,448.53,727.1,227.9,72.98,191.05,66.3,253.85,3668.3,14.1,1965.45,462.95,1404.9,71.5,67.7,1685.4,81.05,92.15,879.05,1067.55,1214.9,6600.45,296.16,4608.65,85.3,170.05,452.25,395.85,200.1,1902.99,1006.22,419.85,202.82,443.65,373.7,3107.45,325,170.95,1008.3,206.53,102.5,678.5,163.2,3504.4,10398.45,89.3,838.35,320.4,1278.1,740.1,38051.9,5790.35,1429.85,20,1161.1,82.9,161.7,1178.2,6036.6,160.25,164,433.6,533.15,461.15,1160.7,816.15,335.75,224.39,53.5,1307.7,333.4,1497.15,457.2,981.55,1771.1,1913.25,5836.9,328.1,2894.35,569.85,225,3199.8,259.7,576.75,1118.85,750.6,778.3,241.75,1270.05,120.45,1342.8,479.4,3193.95,387,410.5,896.9,304.85,1690.15,819.15,3484.6,236.95,3850,3450.55,372.65,1795.5,220.91,469.35,282.1,1606.05,9216.1,139.9,562.9,946.15,3187,1001.65,2837.3,789,787.3,243.4,15213.5,272.2,654.54,647.3,174.4,153,6303.1,710.05,2619.9,136.75,136.05,284.55,1294.05,20544.2,3395.5,784.65,309.7,2485.25,1474.25,141.05,345.4,519.77,342.67,620.2,0,498.55,3410.1,3435,798.4,367.8,578.85,1628.5,359.8,317.55,1114.85,820.65,365.3,821.55,356.55,942.75,1035.15,391.35,957.35,1005.5,2578.95
2014-12-14,210.1,3411.5,102.5,156.45,152.95,313.85,1475.3,333.5,721.65,238.4,607.5,6924.15,338.25,244.7,88.91,525.6,612.65,1089.25,0,51.2,260.8,169.95,222.2,453.7,464.5,191.5,378.15,284.15,529.1,266.3,221.35,69.1,3421.82,48.95,892.5,479.3,23.95,411.17,738.4,215.3,71.1,172.35,63,251.35,3490.55,13.35,2036.05,431.4,1355.9,70.2,64.5,1705.5,80.95,91.8,816.95,1014.75,1195.1,6257.05,275.93,4407.4,81.1,170.6,444.4,385.5,188.9,1871.65,1081.24,417,197.03,433.75,344.7,2888.4,300.35,161.1,1053.9,201.2,89.5,587,153.55,3291.1,10790.45,84.3,794.95,265.8,1271.35,759.1,37747.4,5833.5,1440.95,19,1145,78.8,152.05,1123.3,5841.6,155.8,161,436.9,495.5,402.7,1106.6,798.45,308.95,219.23,49.05,1204.25,315.1,1429.95,443.7,920.85,1662.4,1803.3,5758.4,322.5,2798.45,562.2,223,3303.8,242.1,547.05,1067.8,698.9,743.95,215.9,1290.1,106.65,1299.65,479.2,3108.85,373.9,389,874.45,276.9,1709.1,807.75,3360.65,225.8,3750,3256.3,361.35,1795.95,211.93,424.3,276.43,1578.35,8811.1,139.1,578.35,885.55,3124.9,917.1,2846.55,832,778.65,234.7,14036.8,247.35,647.14,640.9,163.65,142.6,6282.35,667.6,2521.35,134.8,134.9,277.45,1251.4,19600.5,3377.75,774.3,340.6,2511.5,1449.85,132.95,341,494.64,333.36,623.65,0,483.4,3379.3,3437,756.25,347.95,543.15,1510.95,346.3,311.35,1069.5,797.75,337.1,843.35,364.35,931.5,969.33,395.7,882.35,1010,2450.7
2014-12-21,201.55,3558.95,102.8,168.65,147.4,315.35,1342.7,346.65,727.35,230.95,606.55,6751.9,338.25,250.1,90.5,493.2,624.5,1068,0,52.6,249.3,167.75,222.6,435,469,177.75,364.85,287.15,492.75,261.35,214.75,67.9,3356.38,48.25,870.9,493.65,24,420.52,709.9,221,72.9,180.8,61.45,252.4,3389.8,12.7,2050.65,426,1330.2,66.35,62.8,1745.4,85.25,102.1,800.45,974.85,1212.25,6304.25,280.68,4446.4,78.75,169.35,445.5,370.05,200.75,1872.25,930.96,428.3,192.87,423.3,347.2,2894.6,297.8,136.2,913.6,196.88,82.95,586,157.8,3192.95,11188.7,83.4,805.1,268.35,1246.7,796.65,37871.15,5886.5,1320.8,18.9,1168.1,81.9,132,1096.25,5800.25,155.5,161,422.8,507.35,405.45,1056.5,809.85,322.9,224.05,50.6,1169.15,329.75,1380.4,455,907.75,1684.9,1784.6,5720.2,328.55,2798.1,571.2,224.5,3326.7,240.45,564.45,1044.55,728.45,744.5,208.25,1299,109.6,1338.05,495.1,2986.25,376.6,406,861.55,299.35,1701.7,750.75,3375.9,225.15,3628.35,3323.6,381.05,1723.75,208.08,435.1,288.6,1513.5,8914.4,140.65,553.15,864.05,3074.1,922.8,2768.8,820,770.6,227.8,14621.1,259.05,644.85,618.95,165.2,146.25,6177.8,653.75,2473.55,135.8,137,289.9,1222.25,18668.6,3199.45,733,349.95,2498.35,1418.05,135.5,334.95,480.74,326.68,618.15,0,490.25,3359.4,3380,794.6,343.1,550.55,1535.15,356,304.15,1114.95,755.15,349.45,807.85,376,941.45,999.33,368.8,900.55,1027.9,2510.55
2014-12-28,195.85,3519.2,107.2,164.45,146.85,331.7,1360.2,344.3,751.8,235.2,597.85,7026.25,323.35,247.9,90.64,499.35,622.1,1034.35,0,53.35,237.95,174.75,218.15,417.2,473.7,180.55,363.75,301.5,496.05,252.95,207.75,71.35,3494.29,47,847.95,489.9,23.85,419.43,735.6,240.9,73.93,180.9,61.1,261.9,3579,13.1,2037.65,432.25,1349.9,66.3,64.25,1809.55,89.5,101.1,777.3,1030.75,1211.45,6332.2,285.87,4596.2,80.35,176.5,462.8,382.3,205.9,1944.46,953.18,448.25,200.3,427.2,384.15,3037.2,303.4,138.65,984.2,203.48,80.5,574,152,3244.85,12093,81.15,809.65,269.9,1276.3,818.65,36442.95,6103.4,1384.7,18.8,1128.8,80.9,136.2,1091.4,5814.4,154.65,156,417.75,503.5,398.25,1046.3,824.75,334.2,222.25,49.75,1202.65,335.15,1393.5,444,909.4,1669.8,1763.95,5827.25,323.15,2726.75,541.15,225.5,3459.4,241.85,569.9,1086.3,741,769.1,207.5,1309.55,109.1,1315.2,510.95,3117.85,367.25,416,869.35,300.8,1692,778.15,3382.25,226.05,3426.5,3333.6,376.9,1731.15,213.64,437.65,286.07,1576.4,9323.1,144.5,546.53,854.8,3096.4,952.65,2726.3,845,784.45,229.95,15124.3,251.55,641.67,622.8,161.85,150.1,6155.45,645.7,2480.7,137.1,138.4,289.2,1255.3,18537.95,3134.1,727.05,332.85,2602.95,1406.95,139.3,327.75,480,324.8,626.53,0,494.45,3333.1,3365,782.33,354.3,547.4,1490.2,350.95,307.65,1116.15,750.35,344.45,811.15,378.35,948.65,976.13,367.95,888.85,1050,2505
2015-01-04,204.25,3589.65,111.55,161.95,152.5,344.75,1529.3,345.3,748.3,231.45,597.4,6843,334.35,267.25,98.55,498.8,665.6,1107,0,55.1,245.65,223.6,223.65,428.75,490.35,191.3,390.1,307.75,518.05,296.95,217.35,76.95,3570.94,48.45,854.2,549.6,25.05,435.94,726.6,240.3,74.5,186.6,63.25,267.45,3895.85,14.85,2220.2,435.45,1371.5,69.2,67.45,1995.2,93.05,101.75,827.3,1049.9,1299.1,6493.45,295.31,4661.4,80.9,184.55,468.65,387.5,211.2,1935.08,923.54,448.65,204.42,457.1,375.7,3490,331.9,149.25,1034.4,226.25,82.8,578.5,160.1,3347.5,12419.65,83.35,839.5,275.1,1300.45,806.85,38192.25,6510.6,1436.35,19.05,1127.85,82.85,139.2,1106.1,5836.05,158.8,164.6,466.75,501.1,410.75,1069.15,835.6,352.25,219.8,53.4,1288,334.9,1425.9,480.35,943.2,1730.05,1843.9,5900.25,329.95,2924.65,546.25,226,3443.75,241.4,578.95,1192.5,792.2,782.5,222.3,1275.65,107.1,1357.6,559.9,3131.9,382.8,410.2,919.25,306.8,1752.9,767.85,3495.7,230.95,3725,3411.15,380.95,1878.55,219.25,444.6,304.77,1627.65,9325.9,146.95,566.25,914.35,3098.1,970.1,2812.75,853,815.9,234.7,15081.95,275.3,651.81,630.15,171.55,159.9,6331.5,644.4,2451.75,138.75,140.9,319.35,1224.65,19539.85,3221.4,775.05,337.2,2742.1,1432.3,144.4,334.6,506.37,338.71,635.78,0,514.3,3359.6,3413,802.63,365.05,557.3,1534.65,362.3,315.25,1171.9,755.95,349.2,826.25,381.75,965.3,1006.6,368.3,885.55,1080,2579.45
2015-01-11,209.3,3473.3,105.65,164.3,155.6,320.6,1411.65,349.75,740,222.15,589.75,6783.7,331.1,238.05,101.4,467,672.4,1016.35,0,50.55,246,221.9,224.1,415.95,485.55,199.7,382.45,293.45,485.35,294,219.85,72.4,3550.36,50.3,866.65,531.85,25.15,439.82,738.6,230.4,74.63,190.5,60.95,296.5,4174.75,14.75,2259.05,425.25,1375.5,67.2,67.55,1954.95,97.4,99.75,829.1,1049.3,1261.05,6438.05,284.6,4701.75,78.8,189.5,488.3,392,213.9,1946.26,927.8,440.75,211.39,473.4,353.65,3340.2,315.05,140.5,1076.8,244.6,77.05,510.5,155,3399.65,11031.25,79.8,842.05,273.1,1304.7,815.75,37707.25,6825.45,1428.75,18.55,1124.65,78.55,137.85,1061.1,6148.2,154,159.8,473.2,509.6,399.65,1012.95,903.95,332.35,206.6,58.7,1265.05,315.2,1398.5,495.5,929.05,1705.65,1920.2,5731.45,318.95,3202.2,589.1,211,3450.05,243,565.2,1184.35,763.85,767.55,207.8,1279.2,103.55,1365.75,522.25,3192.65,372.9,403,876.95,280.7,1702.25,735.4,3404.55,223.8,3433.1,3289.2,360.8,1945.3,212.09,435.3,291.83,1686.7,9188.3,135.35,584.78,914.45,2992.25,1023.55,2857.1,830,802,229.45,14738.7,254.75,670.09,632.35,162.75,147.6,6386.35,679.35,2375.85,138.45,139,331.15,1238.2,19450.3,3163.8,812.5,343,2729.35,1420.7,140.25,341.7,516.76,339.1,680.47,0,494.95,3468.2,3545,772.78,355.8,553.5,1500.25,341.85,303.2,1113.3,864.6,351,830.05,375.05,975.65,1037.22,356.9,860.3,1060,2512.3
2015-01-18,216.65,3534.35,105.6,164.3,154.3,341.85,1530.2,353.7,770.45,251.8,573.35,7052.2,342.4,246.8,100.13,465.4,663.2,1055.9,0,46.9,255.5,207.8,226.3,430,515.2,198.15,378.65,300.4,485.75,306.55,232,75.45,3415.79,47.05,836.3,527.95,25,441.81,713.4,236.4,72.38,189.5,61.55,320.15,4020.75,16.1,2099.6,426.95,1417.65,68.7,68.65,2042.25,98.75,107.2,827.95,1030.2,1380.25,6565.95,314.85,4781.45,77,185.2,480.3,406.1,197.6,1976.9,988.68,454.9,223.99,460.95,418.15,3669.8,307.9,141.55,1035.5,226.65,78.25,405.4,138.55,3491.65,11646.45,82.7,848.7,271.65,1458.8,848.15,39161.75,7413.75,1434.9,19.35,1185.8,76.95,146.25,1165.1,6141.85,166.35,174,487.05,507.5,383.4,980.45,942.35,370.15,205.05,60.35,1276.45,326.25,1518.35,566.35,1018.7,1763.4,1959.1,5701.75,350.25,3293.95,572.15,208,3937.8,231.85,527,1097.05,802.65,876,193.25,1267.65,106,1370.65,575.85,3205.1,387.2,395,888.35,290.7,1712.15,722.2,3636.5,239.35,3903.5,3345.15,385.85,1928.7,216.17,424.95,301,1635.2,9920.2,135.4,577.67,965.1,2897.7,1125.4,3204.25,867,831.85,251.4,15349.7,273.85,704.24,647.35,156.95,151.8,6985.2,659.3,2420.15,147.35,150,330.85,1304.6,21441.55,3285.8,843.45,340,3070.1,1428.05,140.4,336.5,520.17,336.38,697.67,0,514.8,3616.6,3765,819.5,342.85,555.05,1591.75,353.85,315.45,1194.55,941.05,347.1,849.75,379.05,1001.35,1059.15,360.1,869.7,1115,2532.15
2015-01-25,221.95,3720.1,113.9,174.15,161.15,339.85,1362.25,347.95,731.3,260.05,593.5,7258.6,342,247.2,112.85,476.05,721.55,1138.6,0,48.6,256.75,204,225.8,413.1,515.3,334.75,363.2,294.3,484.25,306.85,234,75.8,3438.57,50.5,778.55,510.8,24.9,438.43,638.8,251.4,71.95,193.8,64.8,306.45,3976.75,14.85,2140.2,416.25,1394.35,70.8,79.4,1989.95,103.9,112.3,820.45,1101.9,1314.6,6821.15,314.55,5049.5,78.75,201.75,491.1,454.05,188.5,2096.47,959.94,469,246.68,477.85,397.95,3452.25,251.8,159.6,1121.8,224.7,82.2,430,144.8,3405.2,11893.6,88.85,834.95,280.2,1447.4,849.4,38728.15,7393.05,1402.85,19.85,1294.1,78.15,156.7,1095.45,6120.8,174.3,183,486.1,490.45,403.1,1015.3,1040.25,358.05,207.15,64.3,1296.4,318.15,1542.05,585.85,1005.15,1830.6,1912.85,5715.5,358.65,3216.7,577.6,210.8,3870.15,248.35,553.2,1143.25,876.2,898.15,205.4,1312.2,111.15,1424.45,569.8,3343.05,398.85,425,883,281.5,1678.45,724.25,3793.05,252.5,4090,3322.15,390.75,1914.65,223.1,422.95,316.43,1647.4,11029.95,139.3,589.92,1039,2862.8,1100.2,3524.95,860,857.35,249.6,15145.95,279.1,695.19,677.65,166.05,168.85,7258.35,674.75,2441.5,149.55,151,346.9,1361.9,21834.25,3349.6,862.1,368.5,3147.9,1489.45,141.9,331,582.21,369.88,692.65,0,565.15,3606.7,3650,823.33,384.1,601.8,1711.3,370.7,327.45,1290.1,965.3,348.8,926.8,394.7,1042.8,1107.53,349.45,886.9,1180,2503.6
