Дата,Аптечная сеть 36.6. 02,Газпром. 13,ГИДРОМАШСЕРВИС. 02,Кокс. БО-02,Кубаньэнерго. 01,ЛЕНТА. 03,Лукойл. 03,Лукойл. 04,Лукойл. БО-01,Лукойл. БО-18,Лукойл. БО-19,Лукойл. БО-20,Микояновский мясокомбинат. БО-01,Мираторг Финанс. БО-03,ММК. БО-02,ННК-Актив (бывш. НК Альянс). БО-01,ОГК-2. 01,ОКЕЙ. БО-05,РусГидро. 09,СОЛЛЕРС. 02,ТГК-2. БО-02,ТМК. 03,УК ГидроОГК. 01,ЧТПЗ. 01,Энел Россия (бывш. Энел ОГК-5). БО-15
20.03.2015,0,0,0,0,0,99.66,0,0,0,0,0,0,129.69,138.75,0,0,0,0,0,0,114.77,0,0,0,0
27.03.2015,0,0,0,0,0,102.48,0,0,0,0,0,0,133.4,141.57,0,0,0,0,0,0,117.13,0,0,0,0
03.04.2015,0,0,0,0,0,104.99,0,0,0,0,0,0,137.67,144.8,0,0,0,0,0,0,119.98,0,0,0,0
10.04.2015,0,0,0,0,0,107.9,0,0,0,0,0,0,141.49,148.3,0,0,0,0,0,0,122.69,0,0,0,0
17.04.2015,0,0,0,0,0,109.57,0,0,0,0,0,0,145.98,150.9,0,0,0,0,0,0,67.66,0,0,0,0
24.04.2015,0,0,0,0,0,111.55,0,0,0,0,0,0,149.95,98.37,0,0,0,0,0,0,71.06,0,0,0,0
01.05.2015,0,0,0,0,0,113.37,0,0,0,0,0,0,153.39,100.05,0,0,0,101.85,101.52,0,74.56,0,0,0,0
08.05.2015,0,0,0,0,0,115.55,0,0,0,0,0,0,159.2,103.21,0,0,0,105.76,105.21,0,79.79,0,0,0,0
15.05.2015,0,0,0,0,0,117.47,0,0,0,0,0,0,162.11,105.85,0,0,0,108.94,108.54,0,80.32,0,0,0,0
22.05.2015,0,0,0,0,0,119.03,0,0,0,0,0,0,166.81,107.24,0,0,0,111.86,110.58,0,84.28,0,0,0,0
29.05.2015,0,0,0,0,0,121.83,0,0,0,0,0,0,170.45,108.61,0,0,0,114.88,113.33,0,85.5,0,0,0,0
05.06.2015,0,0,0,0,0,123.5,0,0,0,0,0,0,174.27,111.09,0,0,0,118.05,115.52,0,88.02,0,0,0,0
12.06.2015,0,0,0,0,0,125.84,0,0,0,0,0,0,177.42,112.91,0,0,0,120.59,117.77,0,89.1,0,0,0,0
19.06.2015,0,0,0,0,0,128.16,0,0,0,0,0,0,181.38,115.78,0,0,0,124.19,120.37,0,92.2,0,0,0,0
26.06.2015,0,0,0,0,0,129.22,0,0,0,0,0,0,185.98,119.23,0,0,0,127.58,122.45,0,95.44,0,0,0,0
03.07.2015,0,0,0,0,0,131.71,0,0,0,0,0,0,189.01,121.42,0,0,0,130.38,125.25,0,97.31,0,0,0,0
10.07.2015,0,0,0,0,0,133.69,0,0,0,0,0,0,193.11,122.68,0,0,0,132.75,127.84,0,99.62,0,0,0,0
17.07.2015,0,0,0,0,0,135.91,0,0,0,0,0,0,196.86,125.06,0,0,0,136.02,130.1,0,101.22,0,0,0,0
24.07.2015,0,0,0,0,0,137.78,0,0,0,0,0,0,200.99,127.89,0,0,0,139.03,132.47,0,103.56,0,0,0,0
31.07.2015,0,0,0,0,0,139.85,0,0,0,0,0,0,204.75,130.09,0,0,0,141.93,134.89,0,103.01,0,0,0,0
07.08.2015,0,0,0,0,0,141.96,0,0,0,0,0,0,103.08,132.44,0,0,0,144.76,137.5,0,105.86,0,0,0,0
14.08.2015,0,0,0,0,0,143.88,0,0,0,0,0,0,106.32,131.74,0,0,0,148.45,140.13,0,108.75,0,0,0,0
21.08.2015,0,0,0,0,0,145.74,0,0,0,0,0,0,108.55,136.58,0,0,0,151.22,142.13,0,108.53,0,0,0,0
28.08.2015,0,0,0,0,0,147.6,0,0,0,0,0,0,111.28,139.13,0,0,0,154.63,143.72,0,111.69,0,0,0,0
04.09.2015,0,0,0,0,0,99.71,0,0,0,0,0,0,114.09,140.92,0,0,0,156.73,146.06,0,112.89,0,0,0,0
11.09.2015,0,0,0,0,0,101.89,0,0,0,0,0,0,116.3,142.87,0,0,0,160.19,148.51,0,114.37,0,0,0,0
18.09.2015,0,0,0,0,0,103.66,0,0,0,0,0,0,119.47,145.66,0,0,0,163.11,151.45,0,116.87,0,0,0,0
25.09.2015,0,0,0,0,0,105.92,0,0,0,0,0,0,121.78,147.84,0,0,0,166.23,153.9,0,118.91,0,0,0,0
02.10.2015,0,0,0,0,0,107.84,0,0,0,0,0,0,124.17,149.55,0,0,0,169.05,156.68,0,121.83,0,0,0,0
09.10.2015,0,0,0,0,0,109.74,0,0,0,0,0,0,127.25,152.01,0,0,0,172.07,159.13,0,124.39,0,0,0,0
16.10.2015,0,0,0,0,0,111.73,0,0,0,0,0,0,129.93,153.91,0,0,0,174.8,161.98,0,53.16,0,0,0,0
23.10.2015,0,0,0,0,0,113.75,0,0,0,0,0,0,131.88,100.17,0,0,0,178.5,165.18,0,67.91,0,0,0,0
30.10.2015,0,0,0,0,0,115.72,0,0,0,0,0,0,135.2,102.6,0,0,0,102.55,105.05,0,71.18,0,0,0,0
06.11.2015,0,0,0,0,0,117.58,0,0,0,0,0,0,137.59,104.72,0,0,0,105.52,106.75,0,72.57,0,0,0,0
13.11.2015,0,0,0,0,0,119.47,0,0,0,0,0,0,140.57,106.94,0,0,0,108.66,108.44,0,74.41,0,0,0,0
20.11.2015,0,0,0,0,0,121.32,0,0,0,0,0,0,143.2,108.05,0,0,0,111.51,110.88,0,75.12,0,0,0,0
27.11.2015,0,0,0,0,0,123.24,0,0,0,0,0,0,145.55,111.25,0,0,0,114.42,113.23,0,75.58,0,0,0,0
04.12.2015,0,0,0,0,0,125.5,0,0,0,0,0,0,148.29,112.88,0,0,0,117.56,115.82,0,73.53,0,0,0,0
11.12.2015,0,0,0,0,0,127.43,0,0,0,0,0,0,151.19,115.04,0,0,0,120.29,118.25,0,74.29,0,0,0,0
18.12.2015,0,0,0,0,0,129.13,0,0,0,0,0,0,153.79,117.18,0,0,0,123.77,120.66,0,76.25,0,0,0,0
25.12.2015,0,0,0,0,0,131.16,0,0,0,0,0,0,156.19,119.96,0,0,0,126.21,123.12,0,77.73,0,0,0,0
01.01.2016,0,0,0,0,0,132.48,0,0,0,0,0,0,158.08,121.06,0,0,0,128.35,124.92,0,70.69,0,0,0,0
08.01.2016,0,0,0,0,0,134.39,0,0,0,0,0,0,160.99,123.15,0,0,0,131.37,127.36,0,78.84,0,0,0,0
15.01.2016,0,0,0,0,0,136.94,0,0,0,0,0,0,164.08,126.65,0,0,0,135.09,130.17,0,78.09,0,0,0,0
22.01.2016,0,0,0,0,0,138.98,0,0,0,0,0,0,166.93,128.97,0,0,0,138.09,132.39,0,80,0,0,0,0
29.01.2016,0,0,0,0,0,140.88,0,0,0,0,0,0,0,130.82,0,0,0,141.31,137.33,0,80.94,0,0,0,0
05.02.2016,0,0,0,0,0,142.83,0,0,0,0,0,0,0,132.87,0,0,0,144.18,138.78,0,78.22,0,0,0,0
12.02.2016,0,0,0,0,0,144.92,0,0,0,0,0,0,0,135.14,0,0,0,147.12,140.13,0,79.77,0,0,0,0
19.02.2016,0,0,0,0,0,146.83,0,0,0,0,0,0,0,137.35,0,0,0,150.2,143.02,0,72.1,0,0,0,0
26.02.2016,0,0,0,0,0,148.92,0,0,0,0,0,0,0,139.55,0,0,0,153.24,145.59,0,83.02,0,0,0,0
04.03.2016,0,0,0,0,0,101.69,0,0,0,0,0,0,0,141.88,0,0,0,156.16,148.04,0,88.81,0,0,0,0
11.03.2016,0,0,0,0,0,104.02,0,0,0,0,0,0,0,143.95,0,0,0,159.18,150.41,0,89.87,0,0,0,0
18.03.2016,0,0,0,0,0,106.57,0,0,0,0,0,0,0,146.13,0,0,0,161.72,153.1,0,90.34,0,0,0,0
25.03.2016,0,0,0,0,0,109.21,0,0,0,0,0,0,0,148.22,0,0,0,165.32,155.3,0,92.54,0,0,0,0
01.04.2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.93,158.19,0,98.35,0,0,0,0
