"";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity";"Rm"
"2006-01-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-02-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-03-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-04-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-05-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-06-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-08-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-09-29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-10-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-11-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-12-29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2007-01-31";-0,0498590414820782;0,790616375344986;NA;0,666666666666667;NA;NA;NA;NA;NA;0,313631578947368;-0,0136147721950893;-0,0518838278588204;NA;NA;-0,170284499079333;1,09499148864753;NA;-0,0227249514860586;NA;0,304391675071055;0,286193069257623
"2007-02-28";-0,145208883366982;0,496136906716619;NA;0,298469387755102;NA;NA;NA;NA;NA;0,214447417164025;-0,0213798898328821;-0,277016073291192;NA;NA;-0,244450941695295;1,25409071838143;NA;-0,0795569609010001;NA;0,221433153120132;0,171696483404995
"2007-03-30";-0,172908244985127;0,328597423855952;NA;0,240557327513849;NA;NA;NA;NA;NA;0,359950728363325;-0,0557483161792577;-0,17571292164126;NA;NA;-0,222293615097213;1,2468362117127;NA;-0,0291412574057596;NA;0,176110459815032;0,169624779595224
"2007-04-28";-0,296360862933101;0,19912759372764;NA;0,249621275879482;NA;NA;NA;0,11377151799687;NA;0,399686256933162;-0,0843133760988359;-0,232755905511811;NA;NA;-0,282344229345181;1,07988558586168;NA;-0,172458364806295;NA;-0,170172269178657;0,0730624747749958
"2007-05-31";-0,219895287958115;0,163214119832791;NA;0,357067175248994;NA;NA;NA;0,180269814502529;NA;0,505647964250248;-0,0646546359676415;-0,0340976393941957;NA;NA;-0,235270126974632;1,12746234067207;NA;-0,0716696455734711;NA;-0,176386266694637;0,139244346540359
"2007-06-29";-0,0629652883666696;0,106170344730998;NA;0,553195962994113;NA;NA;NA;0,283865546218487;NA;0,729681858437223;0,227547855035182;0,131975794832389;NA;NA;-0,295397679884752;1,17671164309032;NA;-0,116381940207444;NA;-0,0454723917621445;0,244448336828882
"2007-07-31";-0,0793952483801296;0,143303846945073;NA;0,388237631631234;NA;NA;NA;0,386003372681282;NA;0,566393103855464;0,324737155326324;-0,0486220031369033;NA;0,64284416110948;-0,257226537628932;1,26530172413793;NA;-0,115056597922158;0,0531095755182627;-0,0097181729834791;0,250762462396419
"2007-08-31";-0,132348993288591;NA;NA;0,15233860342556;NA;NA;NA;0,552830188679245;NA;0,473164289487586;0,310678005360511;-0,0799971556566877;NA;0,0529900000000001;-0,175672556612725;0,703506324112054;NA;-0,149805360817395;0,0727622324545869;-0,149822666709269;0,13588524253624
"2007-09-28";-0,0044710806697108;-0,0179026217228463;NA;0,263882063882064;NA;NA;NA;0,653325599381284;NA;0,553688192380438;0,675327915597377;0,228967833156592;NA;0,18580204778157;-0,0234704112337012;0,784137931034483;NA;0,0261286645513716;0,00907629762692652;-0,0441913915587129;0,253100080015933
"2007-10-31";0,0824379232505643;-0,0900929992250066;NA;0,400886117492616;NA;NA;NA;0,782233948988566;NA;0,675632754342432;0,706184061029054;0,232080808080808;NA;0,310663641520136;-0,053163664149058;0,766602942398803;NA;0,0349000440130651;-0,0554078207419677;0,0869071689546308;0,298451148150357
"2007-11-30";0,208533876342095;-0,0791176470588235;NA;0,471254649983091;NA;NA;NA;0,592483660130719;NA;0,663649728935036;0,796384598960928;0,131041973776088;NA;0,259469571915924;-0,215626725565986;0,587803759743237;NA;-0,0963933669741626;-0,0789977524348622;0,0538245476517083;0,253408528877307
"2007-12-29";0,265554628857381;0,108160076913832;NA;0,621748996334439;NA;NA;NA;0,562519537355424;NA;0,653564056392463;0,823988049695777;0,21693165054909;NA;0,341888466413181;-0,264514203273469;0,109544468546638;0,580310361681329;-0,0922060685172126;-0,0524028210595375;0,132899259650978;0,286284747110022
"2008-01-31";0,111054594777891;0,0899438279216334;NA;0,209778968519759;NA;NA;NA;0,363931888544892;NA;0,238671421130654;0,555193814223217;0,029917139119058;NA;0,147329816628988;-0,287094051823836;0,00686655985351359;0,298010684581953;-0,210871847492007;-0,268079108111572;0,0223870106136219;0,0933600513205546
"2008-02-29";0,339298691860465;0,283859129084621;NA;0,484282907662082;NA;NA;NA;0,620497427101201;NA;0,310286392136926;0,782706862558036;0,308187032852425;NA;0,175909678165796;-0,285295066107707;-0,169639625665684;0,503929137360051;-0,13586447809011;-0,111806879027135;0,145354289358191;0,232264678517797
"2008-03-31";0,219383991147178;0,247740563530037;NA;0,346278755074425;NA;NA;NA;0,330045321247667;NA;0,18158547631237;0,458792650918635;0,251314492277358;NA;-0,00475788913053121;-0,324418604651163;-0,207675675675676;0,372689092203794;-0,109110742530657;-0,0226472767691737;0,095100970945472;0,131022937492838
"2008-04-30";0,487354186022504;0,298274622573688;NA;0,371497844827586;NA;NA;NA;0,568778979907264;NA;0,128007044790458;0,70116433691175;0,248440065681445;NA;-0,150973933087568;-0,3203125;-0,242534381139489;0,29726861182285;0,0417626615642941;0,0354053690673599;0,215060451735801;0,191370954334139
"2008-05-30";0,85381711409396;0,686950966299313;NA;0,494690818238601;NA;NA;NA;0,657379625660809;NA;0,252689723401624;0,843856030869536;0,655395935529082;-0,325866002903962;0,117998987528188;0,0309322335205859;-0,0714596949891068;0,463160167081296;0,357763542610771;0,391585288830588;0,528760028866154;0,395843650975829
"2008-06-30";0,800421173542644;0,510663953576004;NA;0,0553675375659941;-0,0548097412480973;NA;NA;0,731116638303443;NA;0,0832217408428513;0,678387623655583;0,501315231226135;-0,420712204136755;-0,019272176293894;-0,0715592381362316;-0,256847887270433;0,105272789745735;0,176881835074786;0,33209574987787;0,275473955801518;0,214188561382947
