"";"Koef";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity"
"2006-01-31";Inf;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-02-28";Inf;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-03-31";17,9784589486016;-0,13809979420911;0,461003749971379;NA;0,354371825947808;NA;NA;NA;NA;NA;-0,269925719295524;0,0259102522348799;0,158714171845933;NA;NA;-0,0774705519632158;-0,262165655682653;NA;-0,113750627385372;NA;-0,138587651464125
"2006-04-28";20,9808511006896;-0,0969376984377724;0,230045634618719;NA;-0,0685898970625114;NA;NA;NA;NA;NA;-0,413087783062542;-0,141286540512705;-0,246994297373645;NA;NA;0,0762899580897662;0,053754003533727;NA;-0,0331037835508242;NA;0,639910403757788
"2006-05-31";22,9311560089881;-0,00693179781879301;0,0345776408716059;NA;-0,328356926127364;NA;NA;NA;NA;NA;-0,166189980985743;0,00398645382289331;-0,309542669329621;NA;NA;-0,137855019117874;0,25854642796864;NA;-0,0511236066206047;NA;0,702889477336861
"2006-06-30";25,7684534966407;-0,10878452225794;0,416530298654541;NA;-0,130562339731749;NA;NA;NA;0,175388336215414;NA;-0,079352495109601;-0,166859962364396;-0,469599302552691;NA;NA;-0,0448413779836219;0,193347676465576;NA;0,103321171455618;NA;0,111412517208851
"2006-07-31";34,6848172795212;-0,306530567472894;0,267289369258528;NA;0,0706882574622315;NA;NA;NA;-0,139121845328608;NA;0,0223330513921028;-0,324936870297249;0,279735027109826;NA;NA;0,0740097978691894;0,0983703197581806;NA;0,187574177149942;NA;-0,22941071690125
"2006-08-31";15,3592334099896;-0,197307107407291;NA;NA;0,22410581410224;NA;NA;NA;-0,368678898743603;NA;0,243910427676872;0,0191512099649956;0,337886575927158;NA;NA;-0,223170653267267;0,174945972328735;NA;-0,189767662824024;NA;-0,0210756777578162
"2006-09-29";16,0017639553247;-0,139115607854971;0,0952182218773186;NA;0,236101251009226;NA;NA;NA;-0,183414358750637;NA;0,0878807773553825;-0,115199636665195;-0,216653678348231;NA;0,255645519503264;-0,163068024678399;0,281651825474359;NA;-0,182548693702568;0,0282409459176001;0,0152614588628498
"2006-10-31";26,9453234270564;0,00613931785603024;NA;NA;0,0343684383448531;NA;NA;NA;0,189345186886213;NA;0,170947047495465;0,0696244236809926;-0,243290716149603;NA;-0,239852295783276;-0,259738375905357;0,142490263282496;NA;-0,060507410386987;0,38708532245395;-0,196611201774777
