"";"Koef";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity"
"2006-12-29";5,86386702293601;-0,202543702108496;0,428156123719059;NA;-0,0188211635183341;NA;NA;NA;NA;NA;-0,0661494491591873;-0,230469259297278;-0,177155311716261;NA;NA;-0,157484100675104;0,527382759774515;NA;-0,147377013525338;NA;0,0444611165064256
"2007-01-31";6,13904708126824;-0,161755088775369;0,222214833429365;NA;0,110978083289834;NA;NA;NA;NA;NA;0,0642739831837635;-0,160727409160233;-0,281818315009345;NA;NA;-0,245541535789044;0,526281155530308;NA;-0,150157651266009;NA;0,0762519445667305
"2007-02-28";6,56885384733492;-0,196741666987102;0,0734941638651441;NA;0,037529530920528;NA;NA;NA;NA;NA;0,0821314570198724;-0,145982254412724;-0,236427223801342;NA;NA;-0,263504859727628;0,794745259616553;NA;-0,157343995071203;NA;0,0120995885779023
"2007-03-30";7,01804695863937;-0,194194782703993;0,130899980304961;NA;0,0968740242447161;NA;NA;NA;0,0522925671896691;NA;0,21092264519038;-0,0831197410532029;-0,207554929101102;NA;NA;-0,25560905621504;0,509010783070274;NA;-0,120290701996221;NA;-0,139230788930441
"2007-04-28";5,95643124834852;-0,238066020330349;0,032514630611298;NA;0,184709125456014;NA;NA;NA;-0,0172929682276048;NA;0,172454446093019;-0,147703329037322;-0,109143626135469;NA;NA;-0,167775819971841;0,61032179783967;NA;-0,139829906772331;NA;-0,180188329525083
"2007-05-31";7,13032527058954;-0,195965470976413;-0,0737300887793138;NA;0,122427098379896;NA;NA;NA;0,0120968847523994;NA;0,320859734321087;-0,0132190348096011;-0,0396109424326673;NA;NA;-0,28961804851958;0,544616282546618;NA;-0,182483833316082;NA;-0,205372581166343
"2007-06-29";6,37421722725979;-0,140837388144739;-0,0480064736593991;NA;0,13627655616366;NA;NA;NA;0,0482547560640122;NA;0,151658890848054;-0,0573412806497858;-0,151795369604055;NA;0,190244870620916;-0,235238048974342;0,473564926303357;NA;-0,167400306216517;-0,0879722509441127;-0,11140888180705
"2007-07-31";8,05459915518439;-0,138719824552483;NA;NA;-0,00639977401165717;NA;NA;NA;0,262129162803374;NA;0,16193291385452;0,111157993649853;-0,170787814419841;NA;0,00999019446623229;-0,276723491057782;0,45478973522602;NA;-0,164546052094413;-0,0541222808952194;-0,188700762968605
"2007-08-31";8,79574296705209;-0,175642398902387;-0,14065701475304;NA;-0,0242640650576771;NA;NA;NA;0,276923072869762;NA;0,21991141774496;0,155513798393304;-0,0261401821193374;NA;0,010804626940056;-0,176481104221282;0,336847084051919;NA;-0,162408035189259;-0,121618016768624;-0,172789182988393
"2007-09-28";8,573899937428;-0,158598389576768;-0,223348459548253;NA;0,0532708865424953;NA;NA;NA;0,210219584589524;NA;0,159247716550539;0,224524836401979;-0,0406235138875577;NA;-0,00194794092137879;-0,121322344127825;0,352736975915462;NA;-0,146408083595956;-0,168073236992515;-0,139678031349746
"2007-10-31";6,84035089105515;-0,0752604073318495;-0,223024791301687;NA;0,100449685828305;NA;NA;NA;0,2120167106428;NA;0,157120857508393;0,32500792801951;-0,0366610135780159;NA;0,009898106746072;-0,191062539880056;0,195506711254921;NA;-0,156897066683642;-0,18456538333163;-0,13252879789312
"2007-11-30";7,07977001814726;-0,0754801182356557;-0,150474403269897;NA;0,141855347782158;NA;NA;NA;0,144143299579041;NA;0,178063268578185;0,303926278669118;-0,0220120004629236;NA;-0,0148991992585524;-0,268813247047539;-0,0563653651574594;0,232011805391498;-0,157723293774151;-0,167344863099097;-0,0868875096947251
"2007-12-29";12,1558590416281;0,00914217648252911;-0,0108668167881587;NA;-0,0271170917295207;NA;NA;NA;0,235896667506116;NA;0,201991091686516;0,366377493718244;0,0167751179504439;NA;0,000629095881451446;-0,305317820254471;-0,0912476847247667;0,1691883567747;-0,252967390626782;-0,250668006786529;-0,0618151890897728
"2008-01-31";11,5876024413474;0,081881540050738;0,025893384811467;NA;0,145400007620256;NA;NA;NA;0,138863822926015;NA;0,180532875624294;0,303470284976868;-0,0541415899961614;NA;0,00768623356981023;-0,294785054048214;-0,150542180391163;0,116271850420552;-0,240162801717672;-0,260009028377216;-0,000359345469573639
"2008-02-29";8,46685917050095;0,104869755195163;0,01373689505022;NA;0,148235064808436;NA;NA;NA;0,196579957832396;NA;0,019245489149843;0,329522003717922;0,0305155758139965;NA;-0,0626106035940336;-0,307207016479173;-0,192344556552976;0,157295258432024;-0,233117765271762;-0,169102211107794;-0,0356178469942615
"2008-03-31";8,98516186821631;0,136223127162591;0,126464587739639;NA;0,120234580305846;NA;NA;NA;0,159950328233648;NA;0,0309371648544918;0,243529499927348;0,0627163645837665;NA;-0,151663805721454;-0,322110530182627;-0,277790175101047;0,11968916731874;-0,115582689583043;-0,132852799411828;0,00025517987393029
"2008-04-30";7,41296412318859;0,137546243047147;0,103582868162863;NA;0,176606507518358;NA;NA;NA;0,17921789935555;NA;-0,0350444057095019;0,253133158905876;0,0491264573818167;-0,306737306290546;-0,136667071365075;-0,204044058989975;-0,194024684221315;0,0542343578745818;-0,0690453461950217;-0,0544371272285661;0,0465525077538071
"2008-05-30";8,56143191482432;0,21320081196349;0,159596017794561;NA;0,001107106616714;-0,138434757602848;NA;NA;0,12028944425516;NA;-0,0518139734035946;0,221793612217499;0,165793714626581;-0,321432476919741;-0,116353805926821;-0,1357280667099;-0,236236919437095;0,0053251638721974;0,0281048073863988;0,0564767330283211;0,0283125882390767
"2008-06-30";7,77537522051233;0,300652207602132;0,143978505860562;NA;-0,0148931227592248;-0,164438765230664;NA;NA;0,224767462104846;NA;-0,0533379790066498;0,10341544737889;0,117874860425244;-0,26737257709019;-0,0994018143502938;-0,125830386898043;-0,213467719584624;-0,0524207877926225;-0,00883684728768821;0,0639498069041134;0,0453617097242126
"2008-07-31";10,94042213978;0,329269982776931;0,231184710414458;0,12595000334913;0,0065326460694911;-0,161180305616556;NA;NA;0,16007703362066;NA;-0,0469626097748402;-0,0134492259629329;0,0413683042503893;-0,222772121676336;-0,00959536727042502;-0,238679059850982;-0,198356004162429;-0,0991377505833181;-0,00986755510218075;0,0909182800729518;0,0146990394459898
"2008-08-29";12,030884050176;0,163215091384219;0,334046419384921;0,145942515582539;0,0119718770112318;-0,168659779487585;NA;NA;0,166022092151769;NA;0,0129155609740493;-0,058861127778152;0,0310533176055424;-0,204222792694482;0,0495026475111629;-0,255822477725383;-0,227267997430748;-0,0851658248836508;0,00359377172286307;0,0760246270079593;0,00571207966374315
"2008-09-30";12,5738445520982;0,230300918881294;0,166406580478721;0,137595412339904;0,099363654701848;-0,29947959037095;NA;NA;-0,0753882372074193;NA;0,0420584294819513;-0,10470215276335;-0,00898572457692142;-0,134224765671482;0,10151665878285;-0,139216246326181;-0,143680329599395;-0,0943229534843011;0,0555324967821865;0,137039199762768;0,0301866487884755
"2008-10-31";13,2655843200418;0,0280301587260282;0,147289885544466;0,0243874672951668;0,184646636178637;-0,220776612891653;NA;NA;-0,134408798939499;0,351624487788762;-0,0485583281228794;-0,202956093287959;-0,112526324317345;-0,0466437703135579;-0,0578488274290617;0,13171954060732;-0,120885595948393;-0,0391276342294534;0,0380248539922734;0,0942769698673471;-0,0162680145201991
"2008-11-28";22,0339758270478;0,0601737735551597;-0,0125204594175424;0,0195741178704227;0,261538165126322;-0,31852363727243;NA;NA;-0,0460350260611242;-0,0989691481573791;-0,0447269820457713;-0,207665050862838;-0,0156726692919147;-0,0869026843371192;-0,0394567485451237;0,327710845468323;-0,117171580422761;-0,0123560135859956;0,12419923092403;0,181134450135917;0,025669416919825
"2008-12-31";17,4634795512641;0,0962443514858607;-0,0720067845126283;-0,0283224606990214;-0,0734320396554645;-0,326654827387172;NA;NA;-0,0361346522102003;-0,0394597698868358;-0,0179328335924465;-0,207103088153558;0,0863579566223514;-0,0405589363018647;0,0360199264192676;0,330656023881405;-0,116365545980266;-0,033297560950251;0,193934257194864;0,256787484396252;-0,00873150067029227
"2009-01-30";14,5914725940818;0,121276781368142;0,0127193632025181;-0,0536772557749213;-0,100929247647545;-0,25298369049089;NA;NA;-0,0412995011263393;-0,0894168819408334;0,0127852027579598;-0,161644232840859;0,0392746527814906;-0,0814499797459054;0,0565848983514893;0,286492907282275;-0,113359070674337;-0,10524013975837;0,255382352720369;0,188153222867853;0,0273306186679033
"2009-02-27";13,3515880614;0,144900102559282;0,0287251965741762;0,021491160320194;-0,0967212169487359;-0,264783349672952;NA;NA;-0,027492170451941;-0,116832804226089;0,00958535242184977;-0,1108883036245;0,0301159108575653;-0,123626505974592;0,101823784579917;0,385269722478522;-0,15004014589973;-0,104669104275957;0,133881737851345;0,144207032357148;-0,00494639892550288
"2009-03-31";12,9039969964732;0,0943276137218768;-0,0090293291936213;0,0119211225201539;-0,0479771832051267;-0,272967939448859;NA;NA;-0,0539158330239238;-0,0939498466129038;0,0441869518505897;-0,178617485822908;0,0556018162010811;-0,0952475084148982;0,218416453325543;0,338058123871165;-0,127524962911393;-0,0900387659976777;0,104760209292717;0,132727709216874;-0,0307311453686888
"2009-04-30";13,9620328188747;0,0285073875455514;0,0375853430253199;0,0605416028520045;-0,0796452712600914;-0,275039787526563;NA;-0,0251210284634913;-0,0187723168884637;-0,134727078298489;0,0586422982017292;-0,178691284808384;0,0510162326534101;-0,102792060663082;0,322236200747448;0,25768745015455;-0,100197838852247;-0,0469464342538043;0,0697601153222248;0,114023369497762;-0,0380668989853836
"2009-05-29";12,2355950572135;-0,0245665244902919;0,0720789668896817;0,0179532758321895;-0,0957454160141871;-0,324426343780153;NA;0,0568306908840781;-0,0960686849410631;-0,164535013501821;0,0267420922700606;-0,201779461339014;0,136796911860072;-0,03336745683401;0,269001034397156;0,24885789570935;-0,00298926079245267;-0,00725999976340716;0,0699050146892951;0,101834117468118;-0,0492618385435986
"2009-06-30";11,4481981610352;0,0144217446807319;0,0446089592568231;-0,004074137995775;-0,0958049237772156;-0,319643482469258;0,143610740112008;0,0763660011244072;-0,020415793596463;-0,148160098844407;-0,0133991498374444;-0,150154602507534;0,150690677174032;-0,119614785624022;0,27204650977614;0,222653867974675;-0,0494102948768949;-0,0373220464202476;0,0479762637577849;0,0276252361433973;-0,0420006840507381
"2009-07-31";9,93906074086222;0,0923175308573699;-0,0309231716090493;-0,0348596632314418;-0,146488268353536;-0,313982731283302;-0,0309940404689476;-0,0474388009665309;0,0462820053929759;-0,0957679594157227;-0,0310863224819661;-0,117438329622293;0,122807240704094;-0,0591116163697229;0,288018109122467;0,318219787770455;-0,00515853236897722;-0,0461427547563676;0,0533898189026721;0,0789655072499662;-0,0406078090721438
"2009-08-31";6,41652551905017;-0,016404188187178;-0,0252141366274875;-0,0516207053939957;-0,186723752185803;-0,219647483854959;0,204354470287934;0,0501110683876892;0,116826706932411;-0,103438980234482;-0,0898845476440024;-0,0854616562708047;0,0957875788197337;-0,0765358981690089;0,241746810142538;0,270893972129114;-0,00263177269788851;-0,0383849728468797;-0,0173743166190842;0,0202793933005805;-0,0866775892684257
"2009-09-30";2,65277434683082;0,00260067709389973;-0,097910682173141;0,0119469272203317;-0,166990195666097;-0,111951863966123;0,28781560071796;0,00648467048361971;0,143063055357378;-0,132822321828334;-0,0667030416652156;0,0792586082335004;0,137263271853152;-0,0918096829419257;0,317324834750878;-0,0727244126761222;0,0142423542892803;-0,081247307590468;-0,0576883355329205;-0,0265404010140552;-0,0936117549455974
"2009-10-30";3,48776295283229;0,068489810455804;0,0156595309057332;0,020887950403911;-0,252138274650235;0,0396914108543298;-0,0600678482167085;-0,134006809469719;0,0729598967677005;0,128223920886109;-0,0647538506145231;0,0440829142643842;0,084121006920306;-0,0713993645543657;0,431977603093032;-0,135989494539097;0,0939059554486903;-0,0596563220043227;-0,0543742853986808;-0,0358122312273042;-0,131801519325045
"2009-11-30";3,18937559680927;-0,00917050268600262;0,125535386186732;0,145656672002278;-0,145208083565103;0,27211395256109;0,0787701552250621;-0,0995376984401484;0,064046700958822;-0,00165522601701043;-0,0857924680988653;0,0201511966275794;0,00319130354171535;-0,102817871190037;0,206166626689984;-0,147625584053837;0,084368006206737;-0,0736480367955856;-0,119650399791075;-0,0611210810571471;-0,153773048305187
"2009-12-31";2,32543523953008;-0,0722001252466067;-0,0314866066314287;0,131244071148606;-0,0693348265357548;0,311181540967082;0,108071591979824;-0,111493137253958;-0,0122511869879155;-0,00914316513437743;-0,102057836287627;-0,00862748937230605;-0,0587548608857006;0,0300549339043319;0,164208967787761;-0,131768097462176;0,255238894212395;-0,00357736158631575;-0,166549203822952;-0,0738178777825809;-0,1489382250103
"2010-01-29";2,13035200799001;-0,0887171289919556;-0,0541920999575292;-0,00189999287431716;-0,0697376748050725;0,439092112258144;-0,0271088048501312;-0,0593284375486218;-0,0150419357027755;0,00817127254519842;-0,0926316721117805;-0,00814978541274041;-0,0667925370992028;0,114062685397958;0,072406374185038;-0,159866944249242;0,364336689945304;0,00193086566835749;-0,139109615886339;-0,0936214592628418;-0,123801911247451
"2010-02-27";3,57807000097548;-0,0706947083582894;0,0119374224983643;0,0853808308542949;-0,114278076803086;0,231398386671149;-0,00597814499584155;-0,0652720224216883;0,0269721360044173;-0,0815439709015022;-0,0768324237618323;0,156607127145464;-0,0541885139706066;0,103843639232678;0,0696587813753293;-0,163633518914952;0,285761238557575;0,0284404376607288;-0,14750580667129;-0,0871027390953978;-0,132970074105514
"2010-03-31";4,19594687875927;-0,0373183533009898;-0,0287610186254408;0,126758053248602;0,0202881045978159;0,145468348956519;-0,0495854194525023;-0,0414649485070745;0,016864544112786;-0,0760904823940531;-0,0780394878977228;0,211339509221779;-0,0970402197265445;0,136434289436461;0,0906009240253404;-0,144325653546259;0,245020634888687;0,00722559151200936;-0,164725028851551;-0,124403481268914;-0,158245906428949
"2010-04-30";5,12702927076655;-0,017081855940738;-0,0477703585599634;0,164422775392305;0,0486138964013237;0,269372265537712;-0,0697897134447079;-0,0590916530488717;0,0548110465376275;-0,125243255152742;-0,0159005460412778;0,171999126495606;-0,145441989448956;0,0472130581917769;0,179247434773006;-0,109028705765251;0,0524823869210362;0,0118380097496077;-0,142614705363971;-0,109148464438454;-0,158888752795067
"2010-05-31";4,88951996790056;-0,0985634231545099;-0,0180369271380971;0,116818496494149;0,0129028109720929;0,377878400315005;-0,0861576244442122;-0,0504121943987727;-0,0356087478871708;-0,112170777171336;-0,0472657878188716;0,110266111572442;-0,129208281162162;0,125341877502801;0,165977452183672;-0,075238966935411;0,0561828376371336;0,0346320133227037;-0,129939900166044;-0,0681146715564489;-0,149282698166964
"2010-06-30";6,13308368842782;-0,104265312822286;0,0896402375406603;0,200736439254228;0,119702823443273;0,177977868668471;0,0273367306260259;-0,0134953965369544;-0,124375386755629;-0,136744038347298;-0,0272927544140416;0,00371028023462495;-0,101612947759002;0,107857157268422;0,157139757378517;-0,0864027932838099;0,115725470125891;0,000173235459886762;-0,121647412564319;-0,128333172704732;-0,155830784811928
"2010-07-30";6,4504469994479;-0,122221353053176;0,125790503009289;0,161467203426704;0,136834529245541;0,142838942136533;-0,0664339399893296;-0,00570851975210293;-0,0595790209647718;-0,126338695481735;-0,0411217551680292;0,044313674714724;-0,0919543681688191;0,139911994664615;0,136599588178676;-0,0874269683252809;0,106461975473418;0,00578158915049919;-0,116234357160887;-0,137332523412111;-0,145648498523756
"2010-08-31";8,74201393728469;-0,149057964308482;0,194029512103069;0,174064473908669;0,0375234906356765;-0,139169015182487;-0,113556622557448;0,114826634266659;-0,0329409946333886;-0,0013972436874036;-0,0124535480758624;0,142655363704159;-0,0575468721368233;0,0771112282677077;0,179034610280771;-0,0569151644077507;0,0221439723864368;0,0586107144468521;-0,11191830850647;-0,171772275812942;-0,153271990690942
"2010-09-30";6,71989808684058;-0,18211773226754;0,136247509372265;0,0966951313999983;0,109310709587095;-0,106059232636473;-0,0509073451383316;0,0623028688555094;0,034878105761873;-0,110036217878162;-0,0330401057290684;0,25678674176758;-0,0575603346861641;0,0603764915716939;0,239683846783584;-0,0646156316804288;-0,00306448255755055;0,00371859490040167;-0,107629849225653;-0,141327188271092;-0,143641879929537
"2010-10-29";7,12746705515374;-0,182607169215373;0,0911937381397499;0,0487444978597854;0,155342109043128;-0,112389450708943;-0,104175520046675;0,0369464114530085;-0,0294186310101519;-0,0519798703013172;-0,0563408943914951;0,210294664041156;-0,0849171780134911;0,118626668249496;0,246840742028231;-0,0465329528498345;0,059637181316361;0,032373987869084;-0,0979931047310629;-0,1340239088764;-0,0996213198552567
"2010-11-30";8,13095822390346;-0,204516389510285;0,126705860036474;0,139876722386135;0,100587501477694;-0,12818962521515;-0,0493728207797159;0,0755934536030979;0,00539724120822987;0,0398177050814756;-0,048556594239567;0,203925874998768;-0,0832010341703637;0,072540927470137;0,168249798490471;-0,065808922126393;-0,0169958816804708;0,0673049152475167;-0,0973628292019508;-0,178471182236686;-0,127524720839418
"2010-12-30";7,26593895042983;-0,164411585260298;0,187694866131944;0,144592652926568;0,0445468308009598;-0,189360558916075;-0,0816829962890831;-0,0126059817961148;0,084928792726854;0,137625314873463;-0,067680075024364;0,0638069838019202;-0,099542635717984;0,0142729236288101;0,242326824017436;-0,0151828960024638;-0,0428915212235129;0,0802048110920445;-0,0980199546852738;-0,134899832775798;-0,0937219623090339
"2011-01-31";8,19009023704847;-0,177526058625341;0,195326655990759;0,105092544242516;0,0106886743706729;-0,225541431758388;0,0329503683363;-0,0870121538858148;0,00508864142455729;0,158844919163151;-0,128477468216195;0,083072376128493;-0,0944915308116755;0,0305844650704241;0,269399181025536;-0,00609678991507308;0,00500625820780322;0,103945916039787;-0,0873405566324771;-0,111877870699079;-0,0816361394559565
"2011-02-28";11,1710089949238;-0,132065687099874;0,37911664690378;-0,00688978908882324;-0,0984177912863071;-0,183286769769733;-0,0657451252057043;-0,166009728108646;0,0305201182585214;0,361878660996156;-0,154425457939345;0,0748110514113592;-0,0335163020893157;0,00292318074302682;0,126634981963287;-0,0535265459906877;-0,0321962413186514;0,0241153597238692;-0,0154761081308019;-0,0478854531447241;-0,0105590008273867
"2011-03-31";9,44395276482843;-0,145272592907723;0,313319030371469;-0,0408945307668975;-0,0281675288736174;-0,203931160767226;-0,0609591702558827;-0,186534365899363;-0,0324705594629555;0,294544486072064;-0,128590597554676;0,0872483544142163;0,0107108521442179;0,00753981009872127;0,147281621064147;-0,0905849917127618;0,0537925298712548;0,0377676595917795;-0,013024755062971;-0,0695697467359257;0,0477956563721303
"2011-04-29";9,32732960648054;-0,0551189811795698;0,2494921108008;-0,0920820517634601;-0,0236362849982634;-0,177818384209571;-0,0947714221776727;-0,197329509199103;-0,0523178127690221;0,322643021837662;-0,0749303003207207;0,0954675314994142;0,00732544522348428;-0,0271037905958208;0,0385762566903433;-0,112788926182477;0,0711194693501916;0,125297157747208;-0,00539525100580453;-0,0867072855985151;0,0900790068508956
"2011-05-31";8,31511403556392;-0,0894799851581655;0,196389006241499;-0,115555445367299;0,00185587732008815;-0,094966398891472;-0,125255488017935;-0,157601723962919;-0,00354806967118275;0,368722215525265;-0,114639441268668;0,157376156006994;-0,0491208093015322;-0,0536436895892008;0,114908967665115;-0,129837127526843;0,00163208282196712;0,117349615669962;-0,0610991710999602;-0,00525265014482265;0,0417660787491092
"2011-06-30";10,542207540788;-0,060643151290047;0,209180965951641;-0,150730037871449;-0,022139431451298;-0,100502241987419;-0,0385547879948316;-0,177648475522654;-0,017792862131425;0,412285395503872;-0,121350157072758;0,132700574739043;0,0197173021557326;-0,0668412837283178;0,042660192440441;-0,15085668121855;-4,54805859160137e-05;0,148322905577857;-0,0812445876533387;-0,0116508214919961;0,0351326636314131
"2011-07-29";10,2098746605683;-0,0107185905065495;0,314665890284691;-0,112911553464858;-0,0400992923479064;-0,118082315594702;-0,0764676507344322;-0,181900547633815;-0,0378152298631879;0,341748173131972;-0,13384596767588;0,105269954064679;0,0402420902281045;-0,0917264634515102;0,0457055095319684;-0,135164739493682;0,036200557924079;0,101556726823444;-0,049075068779923;-0,0121925804535535;0,0146110980110623
"2011-08-31";9,30604654404807;0,0101017800910453;0,250510845036932;-0,067834162429022;-0,0907667350974661;-0,0559499696928673;-0,121562664251128;-0,11941998952864;-0,117248337898785;0,506210332989295;-0,0838696193786382;-0,0255628965754705;0,0153399159573121;-0,0915924436401983;-0,0753556080914427;-0,0981712899101357;-0,030469803370607;0,156809914774011;-0,0221964801355982;0,0309632740242132;0,0300639371271913
"2011-09-30";11,4158656679346;0,03290262970182;0,338741372073872;-0,0478628100548298;-0,107043780883743;0,0051812274007288;-0,132557178304804;-0,123680026749798;-0,147086582304477;0,330130395709475;-0,0967675996012023;-0,0403021820718233;0,0156587367065146;-0,12489609148297;-0,0638977514837775;-0,011231446845601;-0,104674550216973;0,212672681882086;0,0392665444349652;0,000187219171597998;0,0252591929189411
"2011-10-31";11,1673056689018;0,0533636943129523;0,307359466916526;-0,128487251779805;-0,124355851353116;-0,0856953107532742;-0,0872272972013355;-0,132235953944181;-0,128401916628613;0,358176607176097;-0,0928063308688597;0,0333393719622265;0,0518523023116369;-0,110256097026911;-0,0164442960877425;-0,0251430483851589;-0,0689466459710031;0,0298869923111889;0,0452642349195014;0,0656729456361405;0,0550843844537305
"2011-11-30";12,2189132498656;0,140182247079129;0,236269620592672;-0,122188701071319;-0,139193038671491;-0,116873641149902;0,0496757616394788;-0,0808431516926192;-0,216977930532866;0,163039114731375;-0,0296739783260332;-0,0253501501904466;0,170587006550645;-0,115915688212144;-0,0773103052083318;0,0318878386055439;-0,0135251089519313;-0,0621483059929146;0,0819494477543435;0,0990474227847353;0,0273615402620771
"2011-12-30";12,2948458207854;0,216430885635753;0,30285199097262;-0,139261677003743;-0,0764907507055779;-0,0963969232093253;-0,0839266131101808;-0,0762708884444531;-0,17488889863226;0,157762205981777;-0,0247408082030053;-0,0610865260784472;0,129632515179001;-0,13871146327118;-0,0332833539242063;-0,00836428279088716;-0,0158362498721906;-0,070741564754543;0,0954402420510035;0,0398810481527725;0,058001112027074
"2012-01-31";18,0561815724753;0,131421125420243;0,219663078077957;-0,204547938485575;-0,113421868119229;-0,270925418300753;-0,050078353990195;-0,0289915439137623;-0,222991561758203;0,10385832767469;0,0496907146499146;-0,00730342011570578;0,189688725869531;-0,101739895316576;0,0540915863840076;0,0386419170948723;0,0673370513414632;0,0200587735993121;0,0533410472273786;0,0165980964864916;0,0556095561741393
"2012-02-29";17,4686050615947;0,174850345747847;0,17884360956662;-0,162843239846234;-0,142705912880138;-0,186935134416016;-0,00633851780017482;-0,0211884053915474;-0,256173161969476;0,138091733417891;0,00970174203196;-0,0437432390480222;0,179398970407481;-0,104796442277654;0,0558842536528821;0,11587424024251;0,0736124616693866;-0,0695253811290757;0,0608129576493306;0,0129296856140914;-0,00575056524166342
"2012-03-30";15,1206868608175;0,205481015091835;0,166313291205253;-0,0847447172218711;-0,128414443794237;-0,169155613532445;0,00197766306154042;-0,0660329004787987;-0,217263845481971;0,0833456586061565;0,0255056708904696;-0,0626486453795748;0,185468784289104;-0,0842822279389648;0,102551338960849;0,110368225970235;0,0615126696815706;-0,12019609209588;0,0574756822429871;-0,0040223541574632;-0,0632391599187945
"2012-04-28";14,8302555404716;0,193737470839299;0,125192748935744;-0,0761489428024497;-0,147244532939319;-0,175942474174167;-0,0453261442473537;-0,0757962383363097;-0,189053648224049;0,0294896519297121;0,0911429927720108;-0,0591902449018214;0,19160553722944;-0,103469489707057;0,0532168974306339;0,157873898901392;0,0697756073610153;-0,0954013471265533;0,0879651946007522;-0,00111291986102552;-0,0313140176798936
"2012-05-31";14,0896329012766;0,166640457106528;0,0487704706164648;-0,0566785065975932;-0,0979697871261346;-0,0471790550111762;-0,219756897345835;-0,122573430094042;-0,201726180808857;0,105647689323617;0,147741867318102;-0,0396689811453965;0,112733903663269;-0,110679552803553;0,0793779538763792;0,0904101911434425;0,0316838194211273;-0,0685722822947215;0,142077456469987;0,0749161910610841;-0,0351953267726906
"2012-06-29";13,3218557126519;0,181995236355333;0,0191133757162793;-0,130581775995461;-0,112207880052293;-0,069485578428674;-0,180742957287575;-0,144751793736575;-0,188931321555582;0,0865684810535187;0,125474492531828;-0,0524834384481384;0,124396040889248;-0,0680550906603106;0,1316847048745;0,113665304475384;0,0406030028457388;-0,0413586873804924;0,124139222901189;0,0523601383569815;-0,011401476454898
"2012-07-31";10,651390505023;0,16949433527844;0,0150465197312564;-0,117739449415497;-0,0900094892746284;-0,123820595323029;-0,0657518242977765;-0,129162459132817;-0,156222373379202;0,0224441957475411;0,124294795533026;-0,0490774450728698;0,180825156690862;-0,103783697575215;0,219429043187397;0,10525254870592;0,0832897400520505;-0,110546125007448;0,0799236650735065;-0,0228252036250759;-0,0310613378964417
"2012-08-31";9,33084005531921;0,145992677048437;-0,0148883904478874;-0,155616549974344;-0,101288745256276;-0,149619201763282;-0,0911017086630212;-0,117500600769034;-0,0860517741656218;0,0400880495004596;0,157013216854449;0,0255133868450126;0,200906817800235;-0,107509450502828;0,228700703475157;0,0215691018685743;0,136867734390558;-0,161284464261024;0,0433483122171177;-0,0052799403925518;-0,00985917380412948
