"";"Koef";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity"
"2006-01-31";Inf;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-02-28";24,3969806765201;-0,147393105656815;0,156010455782557;NA;0,311221098236607;NA;NA;NA;NA;NA;-0,182393570471527;-0,0556497812637111;0,532768445980837;NA;NA;-0,0812110225453748;-0,168595684849648;NA;-0,127720705518206;NA;-0,237036129694718
"2006-03-31";36,0917787385081;-0,0492049424780292;0,592757689328986;NA;0,193932060630729;NA;NA;NA;NA;NA;-0,256376701541;0,128555099590308;-0,374830776335385;NA;NA;-0,0285034347143674;-0,260295862739985;NA;-0,0307882821912326;NA;0,0847551504499766
"2006-04-28";24,1502039954212;-0,0768150701019284;-0,139253410957416;NA;-0,204135520471439;NA;NA;NA;NA;NA;-0,304095090420106;-0,241658302158012;-0,0163920220661462;NA;NA;0,103732876906992;0,258500031635994;NA;-0,017650583824951;NA;0,637767091457014
"2006-05-31";35,0234093604081;0,0564394755391766;0,184080227637612;NA;-0,241608678615708;NA;NA;NA;0,18409066544834;NA;0,103444821150161;0,268432567315196;-0,400190808000289;NA;NA;-0,293081047768879;0,0363214197940868;NA;-0,0651194656151235;NA;0,167190823115427
"2006-06-30";26,344460931154;-0,173994656927232;0,310364543853354;NA;0,0553994926594864;NA;NA;NA;0,0446989404178583;NA;-0,176385217088246;-0,388567960999859;-0,248689490521772;NA;NA;0,2181687041701;0,192029709754525;NA;0,179338609144676;NA;-0,0123626744628912
"2006-07-31";28,4839177122738;-0,0718701640888627;-0,136907742287545;NA;-0,0199970257651083;NA;NA;NA;-0,179516196050515;NA;0,227510020775806;0,202607371119236;0,569882608104959;NA;NA;-0,190576445904054;-0,145453060679108;NA;-0,0632399447094846;NA;-0,192439420515321
"2006-08-31";17,2514666653336;-0,160565614675936;NA;NA;0,185893790229777;NA;NA;NA;-0,263617574194178;NA;0,0582816118541166;-0,112073639765904;-0,0385157051025118;NA;0,46133768129719;-0,120844189610482;0,223541504318861;NA;-0,15823146316086;-0,146151813490128;0,0709454123000548
"2006-09-29";36,3223660216395;-0,00580069960872319;NA;NA;0,190230025191217;NA;NA;NA;0,100678061110658;NA;0,105823147361335;-0,0430615977744369;-0,417473607319496;NA;-0,192470845790404;-0,144330956888512;0,216446149520025;NA;-0,121022660450836;0,386822616816764;-0,075839632167592
"2006-10-31";44,5470558040882;-0,0108954379493584;0,353336191655999;NA;-0,200596129716428;NA;NA;NA;0,145465058168218;NA;0,11019392695303;0,141334762003042;0,126263119577562;NA;-0,184675893074436;-0,279659690662718;-0,0671023986133106;NA;0,0286800566581769;0,094726884983971;-0,25707044998375
