"";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity";"Count"
"2006-01-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-02-28";-0,00604144863707119;0,00639466243184356;NA;0,0127565415722171;NA;NA;NA;NA;NA;-0,00747607144055594;-0,00228101099892533;0,0218374746057646;NA;NA;-0,00332873250268764;-0,00691051434130561;NA;-0,0052351029503059;NA;-0,00971579773897365;10
"2006-03-31";-0,00136332827579734;0,0164236208368568;NA;0,00537330293515884;NA;NA;NA;NA;NA;-0,00710346540131754;0,00356189426189589;-0,0103854891456336;NA;NA;-0,000789748682681457;-0,00721205415299365;NA;-0,00085305527373144;NA;0,0023483228982435;10
"2006-04-28";-0,00318072137678392;-0,00576613808246995;NA;-0,00845274518219984;NA;NA;NA;NA;NA;-0,0125918228466212;-0,0100064704299736;-0,000678752944250663;NA;NA;0,00429532093917963;0,0107038446418509;NA;-0,000730866862586235;NA;0,0264083521438549;10
"2006-05-31";0,00161147862443621;0,00525591971196567;NA;-0,00689849112430593;NA;NA;NA;0,00525621773579942;NA;0,00295359084221821;0,00766437569092412;-0,0114263806781952;NA;NA;-0,00836814727980736;0,00103706122440341;NA;-0,0018593125799094;NA;0,0047736878324709;11
"2006-06-30";-0,00660460114867911;0,0117810170670954;NA;0,00210288959050109;NA;NA;NA;0,00169671114298638;NA;-0,00669534356953418;-0,0147495126970069;-0,00943991570644291;NA;NA;0,00828138805877413;0,00728918728898481;NA;0,00680745032564311;NA;-0,000469270352321824;11
"2006-07-31";-0,00252318395295369;-0,00480649269073515;NA;-0,000702046185047487;NA;NA;NA;-0,00630237026605233;NA;0,00798731491482196;0,00711304439107867;0,020007170848531;NA;NA;-0,00669066832130099;-0,00510649771384615;NA;-0,00222019826585282;NA;-0,00675607275864298;11
"2006-08-31";-0,00930736022570118;NA;NA;0,0107755354275661;NA;NA;NA;-0,0152808789715202;NA;0,00337835692377577;-0,00649647023873708;-0,00223260467354397;NA;0,0267419396997843;-0,00700486468511777;0,012957826059396;NA;-0,0091720585982885;-0,00847184858686921;0,00411242786925577;12
"2006-09-29";-0,00015970048881913;NA;NA;0,00523726965027239;NA;NA;NA;0,00277179248319555;NA;0,00291344311926954;-0,00118553944830528;-0,0114935686477797;NA;-0,00529896223378558;-0,00397361110238592;0,00595903222248999;NA;-0,00333190465562554;0,0106497086832479;-0,00208795958177421;12
"2006-10-31";-0,000244582672248307;0,00793175183585472;NA;-0,00450301655396986;NA;NA;NA;0,00326542474115357;NA;0,00247365229786786;0,0031727071397179;0,00283437630834347;NA;-0,0041456363331084;-0,00627784902087856;-0,00150632622969333;NA;0,000643814863642343;0,00212644546927112;-0,00577076184595251;13
"2006-11-30";-0,00516736469980059;0,00424625402302423;NA;-0,00555718960706891;NA;NA;NA;0,00260084117367221;NA;0,00288402277140103;-0,0100347469999309;-9,00662771297217e-05;NA;-0,000911516963583224;0,00167250807050944;0,00346030143714791;NA;0,00319961688801965;0,000360025522367045;0,00333731466137179;13
"2006-12-29";0,00482273861568608;-0,00524133686498891;NA;-0,00602771231889306;NA;NA;NA;-0,000127209162625925;NA;-7,67316835090621e-05;-0,00541434656365932;-0,00772152464305494;NA;-0,000396194358688591;0,00483543879706625;0,0278508448248139;NA;-0,00551064269744922;-0,00246242653669825;-0,00453089740799898;13
"2007-01-31";-0,00103084345930135;-0,00864810246670952;NA;0,021769147564646;NA;NA;NA;0,000817062141783995;NA;0,00699512492565345;0,00543381461023458;-0,004189399481578;NA;0,00378005084168609;-0,0144603913934314;-0,00360923682656614;0,00544868409117914;-0,00544002219874381;-0,00273659599201344;-0,0041292923568396;14
