"";"Koef";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity"
"2006-01-31";Inf;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-02-28";Inf;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-03-31";Inf;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-04-28";Inf;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-05-31";Inf;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-06-30";Inf;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-07-31";Inf;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-08-31";11,9483200492673;-0,322230650694912;NA;NA;0,282538777923062;NA;NA;NA;NA;NA;-0,194523065868068;-0,175109886271937;0,0267147774305892;NA;NA;-0,174689267276612;0,303246884542237;NA;-0,133447129888472;NA;0,387499560104112
"2006-09-29";9,32212866659111;-0,198528987927158;0,35462843043651;NA;0,0775470592611543;NA;NA;NA;NA;NA;-0,0719126872327594;-0,145537094667425;-0,296626321617445;NA;NA;-0,166898947182247;0,300803848337391;NA;-0,120495961372965;NA;0,267020661964944
"2006-10-31";10,6534236256739;-0,216786146502417;0,339729091629569;NA;-0,0268488081342643;NA;NA;NA;NA;NA;0,0329784773339204;-0,159819130358877;-0,223898715941489;NA;NA;-0,254018543841558;0,439956609796028;NA;-0,118628655221394;NA;0,187335821240483
