"";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity";"AR1";"C";"O";"S";"P1";"P2";"mean";"sd";"zstat"
"2006-01-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00926267702779545;0,0891483258812149;0,0102377546403144
"2006-02-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00926267702779545;0,0891483258812149;0,0102377546403144
"2006-03-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00926267702779545;0,0891483258812149;0,0102377546403144
"2006-04-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00926267702779545;0,0891483258812149;0,0102377546403144
"2006-05-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00926267702779545;0,0891483258812149;0,0102377546403144
"2006-06-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00926267702779545;0,0891483258812149;0,0102377546403144
"2006-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00926267702779545;0,0891483258812149;0,0102377546403144
"2006-08-31";-0,00223974197924429;NA;NA;0,0102351084569999;NA;NA;NA;NA;NA;-0,0245660213420862;-0,000148381808378889;-0,00609940921793634;NA;NA;-0,000462077492509761;0,0135138307807686;NA;-0,00861833544861182;NA;-0,0402652724362107;0,00760218345308026;-0,0421034620285061;-0,0985141279552967;0,453400125375256;0,017255658576691;0,396989459448466;0,00926267702779545;0,0891483258812149;0,0102377546403144
"2006-09-29";-0,00964198083406033;NA;NA;-0,0107456012301884;NA;NA;NA;NA;NA;-9,32811271997169e-05;0,000722138630911758;0,0091900865392327;NA;NA;0,00275451963895879;-0,106277640861316;NA;0,000274443643947226;NA;-0,224082478305424;-0,00368886163271252;-0,0308629090037209;-0,422258369782161;0,452747144755057;0,061351683976617;0,0613516839766169;0,00926267702779545;0,0891483258812149;0,0102377546403144
"2006-10-31";-0,0499121253321742;-0,00336449740026075;NA;-0,000662025398725374;NA;NA;NA;NA;NA;-0,000875057519138119;-0,0509426378338041;-0,0764757893351315;NA;NA;-0,024539727201502;-0,151949501708142;NA;-0,0223409418360003;NA;-0,0654434571111791;-0,00029561112185557;0,0470186749492626;-0,456318572590029;0,48905012780046;-0,0142871197388309;-0,014287119738831;0,00926267702779545;0,0891483258812149;0,0102377546403144
"2006-11-30";-0,0334511423302266;-0,079320795762118;NA;-0,00142390926817266;NA;NA;NA;-0,020614441497632;NA;-0,00628024799250661;0,000221425201570644;-0,0577654979956424;NA;NA;-0,096495880363802;-0,0323720279261258;NA;-0,0272205203082932;NA;-0,0159960002858267;-0,00154409194007342;0,00321250325352612;-0,391440337594317;0,438133838670019;0,0434809978221758;0,0434809978221758;0,00926267702779545;0,0891483258812149;0,0102377546403144
"2006-12-29";-0,0262461953896573;-0,347660269003739;NA;-0,0720477683728089;NA;NA;NA;0,00042884135597407;NA;-0,106973148772487;-0,0128565051360595;-0,013021558564105;NA;NA;-0,0019019610720377;-0,0553508603378361;NA;-0,0154270579988939;NA;-0,00580142323075526;0,00801929051237649;-0,122122190731718;-0,561253211202234;0,5337153337736;0,0945843133030835;0,0945843133030835;0,00926267702779545;0,0891483258812149;0,0102377546403144
"2007-01-31";-0,00691061704107275;-0,197624488837969;NA;0,0201384077692063;NA;NA;NA;-0,00493956437511289;NA;-0,250732161231122;0,00137970970325159;-0,0399847534039504;NA;NA;-0,00353461264211158;-1,06571926657883;NA;-0,00246803984925212;NA;-0,0111461874599683;-0,00239430036307844;-0,418388171130137;-1,15646393335037;0,75696815928407;0,0188923970638356;0,0188923970638357;0,00926267702779545;0,0891483258812149;0,0102377546403144
"2007-02-28";-0,00163998569628392;-0,046409040078228;NA;-0,255436217308072;NA;NA;NA;-0,000572356897503356;NA;-0,250045902066313;-0,00229688175238009;-0,0211635909519411;NA;-0,136699565949038;-0,0286097381442954;-0,685771923807381;NA;-0,00726200637780696;-0,0333103592364574;-0,00210687034481218;-0,00083340776296236;-0,18948908935387;-0,871595148166435;0,726033882060615;0,0439278232480494;0,0439278232480496;0,00926267702779545;0,0891483258812149;0,0102377546403144
