"";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity";"Rm"
"2006-01-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-02-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-03-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-04-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-05-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-06-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-08-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-09-29";-0,153282319774466;0,637534498620055;NA;0,363027461486939;NA;NA;NA;NA;NA;-0,0260526315789473;-0,0614839098146786;-0,0642056167510172;NA;NA;-0,0950232111828625;0,390587163441943;NA;-0,0591962934420294;NA;0,316402310442835;0,124830745144777
"2006-10-31";-0,140006212144743;0,63499074483733;NA;0,110422740524781;NA;NA;NA;NA;NA;0,0367359538999794;-0,0413282295459496;-0,22241212471567;NA;NA;-0,170942669882806;0,40214908395879;NA;-0,0414216687687634;NA;0,291624667827362;0,0859812285990311
"2006-11-30";-0,175959118297613;0,500940736679372;NA;-0,00721839852274631;NA;NA;NA;NA;NA;0,16570265638389;-0,180628043269091;-0,127157726506261;NA;NA;-0,138050022607744;0,589302630620127;NA;0,0158249962021746;NA;0,329425556858148;0,0972183267540257
"2006-12-29";-0,12907677780199;0,434642804803407;NA;-0,0356842282444032;NA;NA;NA;0,00125195618153362;NA;0,275645694436663;-0,184871703492516;-0,231370078740157;NA;NA;-0,149434042103036;0,883747063029932;NA;-0,0778536719352741;NA;-0,0239370281953675;0,0693690898126173
"2007-01-31";-0,0350130890052356;0,356061309800279;NA;0,581902945539309;NA;NA;NA;0,0893760539629005;NA;0,549093843098312;-0,082545115121344;-0,0299517725695913;NA;NA;-0,130128605997988;1,02502896871379;NA;0,000660746881655072;NA;-0,00517446332424287;0,210846438361622
"2007-02-28";-0,0126468741591174;0,181198855565115;NA;0,498317914213625;NA;NA;NA;0,175798319327731;NA;0,608011444921316;0,18960429749565;0,105177216405725;NA;NA;-0,216266080319458;1,10457018498368;NA;-0,0701916520116284;NA;-0,0484705714387694;0,228645732271261
"2007-03-30";-0,0631533477321814;0,23826373174244;NA;0,46830915954699;NA;NA;NA;0,265092748735245;NA;0,499261970833087;0,0707200952192026;-0,0908955112405705;NA;0,574955612408953;-0,167706608939259;0,993534482758621;NA;-0,0365388260023087;0,0657453109575519;-0,0250512903574127;0,214810579071566
"2007-04-28";-0,133154362416107;NA;NA;0,22266139657444;NA;NA;NA;0,342830188679245;NA;0,319756999471738;0,0202508189669435;-0,133897461423594;NA;0,22339;-0,130100274408227;0,779913207375625;NA;-0,0875030064404636;0,12902899357385;-0,17810013739336;0,114589696880007
"2007-05-31";-0,0928462709284628;-0,0620224719101123;NA;0,0489762489762491;NA;NA;NA;0,353248259860789;NA;0,310942988381518;0,0714998574280012;0,00883704489218795;NA;0,236006825938567;-0,193981945837513;0,582758620689655;NA;-0,0363185969968073;-0,026992530963411;-0,17965594093885;0,0784963145070624
"2007-06-29";-0,0567042889390519;-0,143050891242573;NA;0,212175910731867;NA;NA;NA;0,343711521547933;NA;0,260049627791563;0,0533679597467944;-0,0476767676767678;NA;0,280283607487238;-0,18068004819702;0,662703017205552;NA;-0,0874840742199263;-0,107633288286325;-0,0513639104678799;0,0875152596524158
"2007-07-31";-0,0136986301369864;-0,182705882352941;NA;0,181433885694961;NA;NA;NA;0,34297385620915;NA;0,218873472388128;0,425805992456053;-0,0117154162464116;NA;0,293177066138439;-0,194781888459415;0,606449640837536;NA;-0,122153810657107;-0,111962041122118;-0,101410934744268;0,102329639231156
"2007-08-31";-0,191326105087573;-0,218603533229179;NA;0,221330075056729;NA;NA;NA;0,28633948108784;NA;0,224779305195661;0,443144970306409;0,0603179806589085;NA;0,112156738487537;-0,200462663549077;0,0567245119305857;0,396808406647116;-0,163863981812846;-0,130679022470067;-0,120571126388154;0,0554353597738492
"2007-09-28";-0,11283485927433;-0,101863268940951;NA;0,0336235766912256;NA;NA;NA;0,323684210526316;NA;0,151929163828679;0,594024485366432;0,212996075010903;NA;0,0472946495855313;0,0651079923733318;0,184252689402609;0,449944166350162;-0,0121658662182256;-0,0882063987014652;-0,035390454769101;0,122314011516508
"2007-10-31";0,0890261627906976;-0,00564612887289162;NA;0,198007297221443;NA;NA;NA;0,448256146369354;NA;0,430435519403491;0,671404948165109;0,325134712324005;NA;0,113933936250217;0,0389551757497582;0,0989090533064474;0,571754251887929;0,0777774561174962;-0,0167891823214448;0,149367943283694;0,227894806548236
"2007-11-30";0,204075986720767;0,040337586390218;NA;0,177401894451962;NA;NA;NA;0,299120234604106;NA;0,42602291970228;0,5588080901652;0,19766677620769;NA;0,0159158492743332;-0,130660954712362;0,123135135135135;0,441676372219904;-0,0545419593081219;0,0248240088921823;0,19119873001809;0,179641476411527
"2007-12-29";0,566429235057293;0,325808770668584;NA;0,251481681034483;NA;NA;NA;0,404664886890544;NA;0,507024776848257;0,623682418188305;0,219129720853859;NA;0,0385077530468616;-0,128301886792453;0,00491159135559927;0,309816590879169;0,0115730797766411;0,0357190875274505;0,332542860475061;0,250213611843547
"2008-01-31";0,374370805369127;0,270643667145823;NA;0,410212367270456;NA;NA;NA;0,258894127732533;NA;0,274413619687539;0,52544740868871;0,0343377715487037;-0,315494710640946;0,0510193750287635;-0,189077721681007;-0,0416122004357298;0,19617381317159;-0,149387324556687;-0,1675168828645;0,234919556819629;0,1178229114856
"2008-02-29";0,411218531635877;0,37093978446002;NA;0,431839718424259;0,0508219178082192;NA;NA;0,484094776803247;NA;0,21811736904293;0,727603315972757;0,277216801018244;-0,353187859833677;0,08068617808377;-0,205028874780301;-0,197159765206724;0,300884773969942;-0,0906926209116479;-0,0437713727405959;0,141756721385035;0,16283371219571
"2008-03-31";0,240897147147147;0,351374694112567;NA;0,423930156004007;-0,259063109954457;NA;NA;0,21401630368658;NA;0,130946098756125;0,179070580013976;0,195713612812058;-0,377203892018436;-0,0458850660789202;-0,24299674267101;-0,302730472837979;0,160203263373814;-0,0300654167396764;-0,010920509936258;0,0781448769672519;0,0440894701647994
