"";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity";"AR1";"C";"O";"S";"P1";"P2";"mean";"sd";"zstat"
"2006-01-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00461344246909642;0,201508772772697;0,00236138730614284
"2006-02-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00461344246909642;0,201508772772697;0,00236138730614284
"2006-03-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00461344246909642;0,201508772772697;0,00236138730614284
"2006-04-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00461344246909642;0,201508772772697;0,00236138730614284
"2006-05-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00461344246909642;0,201508772772697;0,00236138730614284
"2006-06-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00461344246909642;0,201508772772697;0,00236138730614284
"2006-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00461344246909642;0,201508772772697;0,00236138730614284
"2006-08-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00461344246909642;0,201508772772697;0,00236138730614284
"2006-09-29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00461344246909642;0,201508772772697;0,00236138730614284
"2006-10-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00461344246909642;0,201508772772697;0,00236138730614284
"2006-11-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00461344246909642;0,201508772772697;0,00236138730614284
"2006-12-29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00461344246909642;0,201508772772697;0,00236138730614284
"2007-01-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00461344246909642;0,201508772772697;0,00236138730614284
"2007-02-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00461344246909642;0,201508772772697;0,00236138730614284
"2007-03-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00461344246909642;0,201508772772697;0,00236138730614284
"2007-04-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00461344246909642;0,201508772772697;0,00236138730614284
"2007-05-31";0,0058345593835622;-1,34218282877058;NA;-0,0450040585129756;NA;NA;NA;NA;NA;-0,026368830270272;-0,0144991683117533;-0,000665982088855708;NA;NA;-0,014614944622113;-1,47069303498672;NA;-0,0122329356977772;NA;-0,235454092167293;-0,0282800321320474;-0,548578497699578;-1,66551015397093;1,09177489373121;-0,0251567625401432;-0,0251567625401431;0,00461344246909642;0,201508772772697;0,00236138730614284
"2007-06-29";0,00254927388706525;-0,342445194402262;NA;-0,133537302798948;NA;NA;NA;NA;NA;-0,0758418178316689;-0,0150524073861697;-0,0859755784010481;NA;NA;-0,0202661570790901;-0,924850974861364;NA;-5,10171927938603e-05;NA;-0,110478811543793;-0,00320584558654895;-0,112679361921423;-0,942561656300449;0,916869435683553;0,0869871413045268;0,0869871413045268;0,00461344246909642;0,201508772772697;0,00236138730614284
"2007-07-31";-0,0205989933047228;-0,0678673150524898;NA;-0,0423378855707199;NA;NA;NA;NA;NA;-0,0370261281542824;-0,0297021314780343;-0,0724026061128893;NA;NA;-0,0530723629115825;-1,70249205227106;NA;-0,00920975108610266;NA;-0,019768449460451;0,00674762853508972;0,0521671998217077;-1,21460072240973;1,30225113821203;0,0354832159805856;0,0354832159805858;0,00461344246909642;0,201508772772697;0,00236138730614284
"2007-08-31";-0,022602308191957;-0,128719162874223;NA;-0,0724569039204414;NA;NA;NA;-0,0133964014964987;NA;-0,137127040609697;-0,0099880396406758;-0,0690895034068793;NA;NA;-0,090150580369656;-0,744451986189507;NA;0,00483775411743762;NA;-0,0136875752473029;0,000493485561383818;0,0192028470947893;-0,75216744658852;0,81461028959285;0,0432399959095405;0,0432399959095406;0,00461344246909642;0,201508772772697;0,00236138730614284
"2007-09-28";-0,0597424402961964;-0,102133233099383;NA;-0,306029431295262;NA;NA;NA;0,000264374231410971;NA;-0,220101698125805;-0,0229804246505552;0,00339789547527805;NA;NA;-0,00640017014849508;-1,82502639516493;NA;-0,00107455142166929;NA;-0,0168781176923406;0,0249801867076628;-0,0462364205828773;-1,25858121844066;1,12333695321071;-0,0890078446470671;-0,0890078446470673;0,00461344246909642;0,201508772772697;0,00236138730614284
"2007-10-31";-0,0581321677265011;0,00356630125062567;NA;-0,00465590931804395;NA;NA;NA;0,0478366664524664;NA;-0,170219524199499;0,0838727499781613;0,0230760130387974;NA;NA;-0,125679318327128;-0,838369943231184;NA;-0,0331622230612142;NA;-0,0732120808041172;0,0485300755707166;0,236320302881585;-0,674775937104947;0,955910103711349;0,0448138637248175;0,0448138637248175;0,00461344246909642;0,201508772772697;0,00236138730614284
"2007-11-30";-0,0338433027921107;0,00807973175243615;NA;-0,13555870496304;NA;NA;NA;-0,00356618238033464;NA;-0,0363800060733695;0,0351723623008668;-0,0427441042427014;NA;-0,32568407397893;-0,0896105447620934;-1,29070032106945;NA;-0,0341673528249714;0,000732111501141761;-0,00913193201237258;0,0370124317725149;0,0801724150477064;-0,885934266455968;0,93068506255724;-0,0354216189464347;-0,0354216189464344;0,00461344246909642;0,201508772772697;0,00236138730614284
