"";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity";"Count"
"2006-01-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-02-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-03-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-04-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-05-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-06-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-08-31";-0,0269686993122244;NA;NA;0,023646736675788;NA;NA;NA;NA;NA;-0,0162803695470139;-0,0146556072778344;0,00223586054946924;NA;NA;-0,0146204040866251;0,02537987627481;NA;-0,011168693953478;NA;0,0324313006771085;9
"2006-09-29";-0,0212965294760038;0,0380415721687512;NA;0,00831859997159978;NA;NA;NA;NA;NA;-0,00771419166209129;-0,0156120023518883;-0,0318195910211476;NA;NA;-0,0179035232350293;0,0322677211499365;NA;-0,012925798997476;NA;0,0286437434533488;10
"2006-10-31";-0,0203489651889914;0,0318891938935807;NA;-0,00252020468514561;NA;NA;NA;NA;NA;0,00309557551569103;-0,0150016685691279;-0,0210165974628017;NA;NA;-0,0238438414510612;0,0412972040965092;NA;-0,0111352612446114;NA;0,0175845650959583;10
"2006-11-30";-0,0204390280149252;0,0414454647739314;NA;-0,00128628951380674;NA;NA;NA;-0,0047143651211285;NA;0,0190770522671211;-0,0159112577014751;-0,0179726348540572;NA;NA;-0,022116993096747;0,0297456476790448;NA;-0,00584001908925956;NA;-0,00198757732869814;11
"2006-12-29";-0,0223364278480525;0,0290343515653734;NA;-0,00113905821135746;NA;NA;NA;-0,0134215721983298;NA;0,016964751970325;-0,0338704963584101;-0,0176502352107244;NA;NA;-0,0121353292327192;0,0827431175375526;NA;-0,0128500190805585;NA;-0,0153390829330991;11
"2007-01-31";-0,0155305640272558;-0,00108235173396552;NA;0,0309752713280247;NA;NA;NA;-0,0130140026444284;NA;0,0428592609541571;-0,010306647201959;-0,011602658249701;NA;NA;-0,0382082235926868;0,0611603540108858;NA;-0,0258621986647523;NA;-0,019388240178319;11
"2007-02-28";-0,0171952816909776;-0,000663141935634557;NA;0,0185616595296956;NA;NA;NA;0,000400779349006192;NA;0,0168524196685645;-0,0103753163883499;-0,0242455090618157;NA;0,0211891923502499;-0,0295993774100245;0,0699696693834934;NA;-0,0216793380671987;-0,00667651149846289;-0,0165392442285459;13
"2007-03-30";-0,0123136371385883;NA;NA;0,00824316372679153;NA;NA;NA;0,0247773116042536;NA;0,0186059819454976;-0,0038781768217836;-0,0210508574123505;NA;0,000700503428152957;-0,0233370677384667;0,041597017575374;NA;-0,0101559954197494;-0,00213310672718783;-0,0210551370219434;12
"2007-04-28";-0,0188271846594143;-0,00956339229765366;NA;0,00382928851075748;NA;NA;NA;0,0161378271534029;NA;0,0141381449152637;-0,00517623501572414;-0,00691689211877415;NA;0,01734814090333;-0,0149394331666904;0,0453000575677334;NA;-0,0119470720475188;-0,00857561330513043;-0,0208076364395816;13
"2007-05-31";-0,0123277046993681;-0,0163532903864839;NA;0,00227470554613855;NA;NA;NA;0,0161412329872447;NA;0,0140478507479908;-0,00349369207200451;-0,00759949886958212;NA;0,016246375555986;-0,0149784340444441;0,0388276268081462;NA;-0,00896340588485932;-0,00953890120935063;-0,0142828644794136;13
"2007-06-29";-0,00601885028458373;-0,0203594095880761;NA;0,01568217438247;NA;NA;NA;0,0156154521514915;NA;0,00933049783115007;0,00842190482860441;-0,0100658592633227;NA;0,0151353312953001;-0,0211914515838236;0,0371887165223123;NA;-0,0156639417193048;-0,0148621586837956;-0,0132124058884218;13
"2007-07-31";-0,0134585670567134;-0,0173060671473874;NA;0,0101731438398547;NA;NA;NA;0,0148185455596853;NA;0,00628715515772025;0,0273336514012849;-0,00237380935213556;NA;0,0117127154326526;-0,0251213668675081;0,00449008114278552;0,0225399560981429;-0,0126579861359851;-0,0144502906555848;-0,0119871614168117;14
"2007-08-31";-0,016483121382589;-0,0115664492753417;NA;-0,00824498678693243;NA;NA;NA;0,0158040398812312;NA;0,00461251018650799;0,020754755649544;0,0054100519098405;NA;0,000377023161720678;-0,00343205172123716;0,00444840198814649;0,0176559880474649;-0,0104253608889785;-0,0105098084325885;-0,00840099233678856;14
"2007-09-28";-0,0119634293359559;-0,0137735931013905;NA;-0,0025260608527309;NA;NA;NA;0,00743640138720054;NA;0,00713542946964939;0,0268972042948287;0,00646524902620725;NA;-0,00808603597778196;-0,00137777980335956;-0,00343584456915651;0,0184429611488417;-0,0082029082120163;-0,0106828969738158;-0,0063286965005201;14
"2007-10-31";-0,00551510670482953;-0,0176026442866982;NA;-0,0019641341330182;NA;NA;NA;0,0119903971233674;NA;0,0104964399246434;0,0314453642597989;0,00499438312833258;NA;-0,01122448881002;-0,014060336261526;-0,00241733970665679;0,023482522309485;-0,0131473020311399;-0,0127991284715504;-0,0036786263401884;14
"2007-11-30";0,0106817928546856;-0,00520675044968329;NA;-0,00188100893270042;NA;NA;NA;0,0122180996139453;NA;0,017934413291481;0,0313519950682548;-0,000104549426484155;NA;-0,0187746373384131;-0,0257703472192512;-0,0127009551048045;0,0148733501499668;-0,0118631897596043;-0,0147596395760452;0,00400142682865266;14
"2007-12-29";0,0187271894740013;0,010829503271963;NA;0,00936577420921291;NA;NA;NA;0,00786810182229778;NA;0,0161117293154384;0,0236666410429214;-0,000640472616490625;-0,0297367349410106;-0,00939469577754606;-0,0172704060775603;-0,013063086293278;0,00299895707161013;-0,0166082934908628;-0,0125036106932921;0,00964940368259564;15
"2008-01-31";0,0131033584317516;0,00964010090995889;NA;0,0111052524544649;-0,00229157107689825;NA;NA;0,00678463302015796;NA;0,0107984779632505;0,0230227486766192;-0,00268234132375515;-0,0213246467948238;-0,00206721304985122;-0,0141726422412466;-0,010327758748649;0,00130746226436626;-0,0125920566572009;-0,0129869026829386;0,00268309885479443;16
"2008-02-29";0,0178005207994124;0,0131586707232134;NA;0,0259424941851532;-0,0125231884111808;NA;NA;0,0175395893275006;NA;0,00419019611244686;0,0187728174306123;0,00518310714370534;-0,0270619663367929;-0,00380285262838797;-0,0211758592134867;-0,0209231183077163;0,00772731184064247;-0,0141874912702839;-0,0113321802544255;0,000691948859587381;16
