"";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity";"Count"
"2006-01-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-02-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-03-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-04-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-05-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-06-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-08-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-09-29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-10-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-11-30";-0,0372319643041528;0,0842692664507518;NA;0,00778267554600221;NA;NA;NA;NA;NA;-0,00969783114604607;-0,0302502398321757;-0,017668117136899;NA;NA;-0,0303217545662046;0,0326168915378124;NA;-0,0156026028849587;NA;0,0161036763358704;10
"2006-12-29";-0,0274283608621495;0,0551937794226923;NA;-0,0161414807805404;NA;NA;NA;NA;NA;-0,00338428995254369;-0,035116019026691;-0,0438611448098186;NA;NA;-0,0225819506845002;0,09437551568153;NA;-0,0191468286457473;NA;0,0180907796577685;10
"2007-01-31";-0,0245053442029718;0,0144110657767982;NA;0,0108391575613633;NA;NA;NA;NA;NA;0,01919513874413;-0,0285001484403838;-0,0368346899283743;NA;NA;-0,0383398565351921;0,0977714809247497;NA;-0,0231077299618681;NA;0,00907092606174893;10
"2007-02-28";-0,0233884764337797;0,0149625924088452;NA;0,0129631726527273;NA;NA;NA;0,00345174634467876;NA;0,0241418687058617;-0,0111795282029722;-0,0301890063077186;NA;NA;-0,0364344051429764;0,0835384254662044;NA;-0,0199715491586233;NA;-0,0178948403322473;11
"2007-03-30";-0,0331732592000429;0,0132591150282292;NA;0,0285451424349569;NA;NA;NA;0,0011890516083492;NA;0,0294561006309734;-0,0222172982936442;-0,0201950925455313;NA;NA;-0,033042059044552;0,0810610581227792;NA;-0,0171571673836233;NA;-0,0277255913578943;11
"2007-04-28";-0,0345147833847898;-0,00808386025087717;NA;0,0284041663226502;NA;NA;NA;-0,00476321149322116;NA;0,0412204903501121;-0,0074650285444723;-0,00714666778786868;NA;NA;-0,0355681566903738;0,0879019815995467;NA;-0,0299477810778912;NA;-0,0300371490428149;11
"2007-05-31";-0,0224525164206529;-0,0065632261156156;NA;0,0120519184560293;NA;NA;NA;0,00496481604564903;NA;0,0243523660693598;-0,00937005038155432;-0,0202374599120796;NA;0,0310128637320082;-0,0307242283498134;0,0663631592271521;NA;-0,021119252250292;-0,00767572781425395;-0,0206026622859366;13
"2007-06-29";-0,0138010281976981;NA;NA;0,0096750773279405;NA;NA;NA;0,0284044858512374;NA;0,0200658615917179;-0,00222861289991209;-0,0218710230111728;NA;0,00234192295815568;-0,0321243701585576;0,054026856660177;NA;-0,0186000799324811;-0,00539108362822627;-0,0204980065611806;12
"2007-07-31";-0,0151649844599824;-0,0130841818804881;NA;-0,00510551412653948;NA;NA;NA;0,0290992591733614;NA;0,0171402421910893;0,0167154064967764;-0,00655235767306489;NA;0,00969446282360811;-0,0288500257346419;0,0462613808610452;NA;-0,015155510459357;-0,0155569118711205;-0,019441265340686;13
"2007-08-31";-0,0186770225268134;-0,021419380932147;NA;0,00229937816175655;NA;NA;NA;0,0253371296174423;NA;0,020437200243286;0,0128879694003196;-0,00559935928210725;NA;0,00586590552178491;-0,0133580320249396;0,0385663553309517;NA;-0,0179945992330469;-0,0149271371225491;-0,0134184071539379;13
"2007-09-28";-0,0134020442042748;-0,0285856932968683;NA;0,0124501079386385;NA;NA;NA;0,0195671473265606;NA;0,0136972341631622;0,0407489441631151;-0,00491286378740198;NA;0,000322763267056003;-0,0155417786575725;0,0337452472336838;NA;-0,0195651434690072;-0,0195688563332922;-0,0189550643437992;13
"2007-10-31";-0,0173623557637078;-0,0283080869602358;NA;0,0176594085642903;NA;NA;NA;0,0243366932994545;NA;0,0171419451916386;0,0480014839358241;0,000474505657150277;NA;-0,00161699306758287;-0,0315359471244763;-0,0064502241531543;0,0383062409547558;-0,0188882518186086;-0,0253168882717506;-0,0164415304435973;14
"2007-11-30";-0,00857811733287148;-0,0110419362771981;NA;-0,00438725817677611;NA;NA;NA;0,0201196031216968;NA;0,015987504055522;0,0346438853461126;0,00318055261453823;NA;-0,00550371866963821;-0,0242133953906796;-0,00271781773646828;0,0251670280649709;-0,0158833830304339;-0,0201283988958248;-0,00664454769295014;14
"2007-12-29";0,00735298006936542;0,00186168175076524;NA;0,00202190673047166;NA;NA;NA;0,0109606493901353;NA;0,022825594180184;0,0226086049297758;0,00107383928957293;NA;-0,00361101306178262;-0,0230008173271983;-0,0155467104721417;0,00861063506051886;-0,0196844776768564;-0,0162047900963465;0,000731917233536415;14
"2008-01-31";0,0112064351674257;0,000403235124238511;NA;0,0121680222406744;NA;NA;NA;0,0087701629521171;NA;0,0118425974201102;0,0260229582674862;-0,00582923010709384;NA;-0,00272118601498211;-0,0252703789673682;-0,00718352764673479;0,00951215554008883;-0,0220752255054079;-0,0184373975914161;0,0015913791208622;14
"2008-02-29";0,0223430399593935;0,00704501012617877;NA;0,0153978290815144;NA;NA;NA;0,0274151721111265;NA;0,00205912552726009;0,04350109491049;0,00190445220490173;NA;-0,0151576774120255;-0,0396959804616587;-0,0300237489244763;0,0144206228648214;-0,0239238968911558;-0,0237062577423599;-0,00157878535401021;14
"2008-03-31";0,012876669603439;0,0203967284832557;NA;0,0240046812139118;NA;NA;NA;0,0154761451037742;NA;0,00288861787780813;0,0252019202934001;0,00937933609922423;-0,0403256433146126;-0,010767623729536;-0,0272348274016488;-0,0263416029031773;0,0128192780370731;-0,0115393153967804;-0,0112150993065485;0,00438073534041725;15
"2008-04-30";0,0145330909439037;0,0133980831767319;NA;0,0144840592285231;-0,0076047329367003;NA;NA;0,0196847678835119;NA;-0,00229358044674601;0,0293638632406614;0,00897886281971426;-0,0323487424162895;-0,0141414413547926;-0,0199784950366492;-0,023479742056651;0,00308670536375475;-0,00393891077036813;-0,00112469969579163;0,00138091205718736;16
