"";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity";"Count"
"2006-01-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-02-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-03-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-04-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-05-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-06-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-08-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-09-29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-10-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-11-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-12-29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2007-01-31";-0,0336052110739701;0,0504423306087363;NA;0,0380473597409044;NA;NA;NA;NA;NA;0,00274385096897454;-0,0299807841452712;-0,0338076897116443;NA;NA;-0,0456477568336956;0,0808798419389911;NA;-0,0308918020743682;NA;0,00181986058134322;10
"2007-02-28";-0,0316905366771978;0,0324440423311623;NA;0,0126772904350107;NA;NA;NA;NA;NA;0,004275093375903;-0,0193076373237877;-0,0448712556696187;NA;NA;-0,0416147425100291;0,108239423497643;NA;-0,0251253444305995;NA;0,00497366697151365;10
"2007-03-30";-0,0342533024580351;0,0158972644260728;NA;0,00709325479186256;NA;NA;NA;NA;NA;0,0190325948768101;-0,0225373095774481;-0,0345337701236484;NA;NA;-0,0391918394692437;0,107721143211747;NA;-0,0198766037000983;NA;0,000648568021980817;10
"2007-04-28";-0,0335839397916452;0,0114604653593313;NA;0,0160508001004078;NA;NA;NA;0,00370082211107948;NA;0,0296930711052878;-0,0143068955339847;-0,0278016709351643;NA;NA;-0,0323097003745616;0,0915293737351532;NA;-0,0223200763255719;NA;-0,022112249450332;11
"2007-05-31";-0,0326490576816794;0,00217907029931208;NA;0,0198020753371486;NA;NA;NA;0,00372958799656099;NA;0,0333094197918082;-0,0185362711370909;-0,0157583623576868;NA;NA;-0,0340467703195446;0,0898379994665196;NA;-0,0191739992830754;NA;-0,0286936921122723;11
"2007-06-29";-0,0279466931995956;-0,0125707265543531;NA;0,028067966015021;NA;NA;NA;0,00358338267178234;NA;0,0441121383280311;-0,00153640743579086;-0,0102247765451357;NA;NA;-0,0490769106103304;0,0847512096601304;NA;-0,0328027524578477;NA;-0,0263564298719115;11
"2007-07-31";-0,0253967469828114;-0,00826604734241125;NA;0,0105750130180627;NA;NA;NA;0,0104031469449894;NA;0,0242792801122342;0,00569036099460809;-0,023029574271794;NA;0,0301601306702354;-0,039076076925027;0,078041481672424;NA;-0,0281399277168137;-0,0152040682213967;-0,0200369719522999;13
"2007-08-31";-0,0223528529854025;NA;NA;0,00137111340744337;NA;NA;NA;0,0347454121785838;NA;0,0281065872459455;0,0145660635686893;-0,0179901998494106;NA;-0,00690793687801996;-0,0259631499290804;0,0473017567979845;NA;-0,0238075502794696;-0,00526025084013772;-0,0238089924371257;12
"2007-09-28";-0,019813166206588;-0,0208463616722138;NA;0,000829383374317726;NA;NA;NA;0,0307865784127193;NA;0,0231221624895772;0,0324790642754956;-0,00185632668148777;NA;-0,00517677171033566;-0,0212746531730488;0,0408490654629654;NA;-0,0174593396511201;-0,0187710601837698;-0,0228685747365113;13
"2007-10-31";-0,0166164019153687;-0,0298880113365664;NA;0,00787961302632758;NA;NA;NA;0,0372140616029392;NA;0,0290139697070827;0,0313640702214382;-0,00510541077458069;NA;0,000939422566906071;-0,0270472932538012;0,0360116764806497;NA;-0,0202731618567148;-0,027219920684025;-0,0162726137842866;13
"2007-11-30";-0,00345189634886244;-0,0255789366104716;NA;0,0167573939312141;NA;NA;NA;0,0260827024041086;NA;0,0315570153890561;0,0417673900064324;-0,009412811930863;NA;0,000466234079893593;-0,0360796349571764;0,02572271006661;NA;-0,0269078381424208;-0,02556971394709;-0,0153526139404307;13
"2007-12-29";-0,00148072273233152;-0,0127231907282993;NA;0,0239617320874583;NA;NA;NA;0,0197310564461001;NA;0,0262342363773172;0,0384073787561253;-0,00495379261149515;NA;0,00397169423593992;-0,0393427821702494;-0,0126243056116703;0,0210018296122362;-0,0270350582590882;-0,0241919691549686;-0,0109561062470746;14
"2008-01-31";0,00126389596123831;-0,000244015957065806;NA;0,0083156369428003;NA;NA;NA;0,0193265598017384;NA;0,0103793835578643;0,0329881259216187;-0,00453163658582119;NA;0,00385498323631666;-0,0271752930817422;-0,00617810653336007;0,0146179023758142;-0,021730849915183;-0,0258170828165804;-0,00506950290763805;14
"2008-02-29";0,00764528666733345;0,00368531789763031;NA;0,0180013020817347;NA;NA;NA;0,0277309106131003;NA;0,00557297954422349;0,0393172988600171;0,00542302530961628;NA;-0,00402535716800008;-0,036968553187536;-0,0287074502988201;0,0194046042030182;-0,0262949397577076;-0,024576539824638;-0,00620788493997189;14
"2008-03-31";0,00631150383245284;0,00833697328837135;NA;0,0153754155415419;NA;NA;NA;0,0142158845539164;NA;0,00361160991568082;0,0234121223875569;0,00859225391317997;NA;-0,00969863047309781;-0,0325315387245715;-0,0241927580834653;0,0172618681936397;-0,017152405715964;-0,010976443875858;-0,0025658547533833;14
"2008-04-30";0,0211416594063118;0,00763597630282495;NA;0,0128662064638177;NA;NA;NA;0,0269577161123661;NA;-0,00452599353883437;0,036413813041258;0,00407636509623615;NA;-0,0244532062444076;-0,0365488181667242;-0,0309932382481163;0,00756411839205077;-0,0106863066264175;-0,0111403989476271;0,00169210695726156;14
"2008-05-30";0,0305315642078754;0,0194071543548989;NA;0,00658981115085143;NA;NA;NA;0,0174357316456653;NA;-0,00954359517161368;0,0298674919929138;0,0173034856368835;-0,0481139769253194;-0,0185229775631761;-0,0243274278303496;-0,0311535563976624;0,00448776774036445;-0,00253867389100392;-0,00028389080968273;0,00886109185935501;15
