"";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity";"Rm"
"2006-01-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-02-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-03-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-04-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-05-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-06-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-08-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-09-29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-10-31";-0,107933950865888;0,899294694878871;NA;0,360571556150927;NA;NA;NA;NA;NA;0,0605263157894738;0,0304743426774603;0,0233700506103007;NA;NA;-0,117534168417231;0,442254669256036;NA;0,00205661971569437;NA;0,292335197579536;0,188541532737518
"2006-11-30";-0,161049852461562;0,795068629697404;NA;0,0776239067055393;NA;NA;NA;NA;NA;0,119880633875283;-0,125447359412442;-0,190114737410931;NA;NA;-0,117510903199084;0,525103724768076;NA;0,039387668093724;NA;0,402822322001283;0,136576403265729
"2006-12-29";-0,0855007245824118;0,469332690577535;NA;-0,0382742991438644;NA;NA;NA;NA;NA;0,219419451585261;-0,199725923550165;-0,173681323518457;NA;NA;-0,043287879869589;1,23954917535039;NA;-0,00912346188068314;NA;0,313707611480179;0,169241531644819
"2007-01-31";-0,143168446284594;0,258437427263558;NA;0,256522470964484;NA;NA;NA;0,0109546165884193;NA;0,398341643789568;-0,124287241625089;-0,277795275590551;NA;NA;-0,323114355231144;0,78526917969149;NA;-0,149696849741686;NA;-0,0820698109555456;0,0553993962608101
"2007-02-28";-0,0994764397905759;0,316209939619136;NA;0,510065691883874;NA;NA;NA;0,179763912310287;NA;0,464995034756703;-0,0215930304915992;-0,0264827819612488;NA;NA;-0,156855814459338;1,24113557358053;NA;-0,0147836172801946;NA;-0,0679323124257045;0,21136783234017
"2007-03-30";-0,0273567136066014;0,254476701146436;NA;0,553826745164003;NA;NA;NA;0,260840336134454;NA;0,729886232032155;0,225126730725581;0,169148016520987;NA;NA;-0,174059190739758;1,01305767138194;NA;0,00348580554857691;NA;-0,0331941321340615;0,27047620019761
"2007-04-28";-0,163110151187905;0,144620448467393;NA;0,475064573812835;NA;NA;NA;0,200168634064081;NA;0,475054614158352;0,0194075249619785;-0,0902980058256777;NA;0,710341260188176;-0,136126321151152;1,19396551724138;NA;-0,117554831929154;0,101332675222113;-0,0741460605406182;0,210670759806292
"2007-05-31";-0,146666666666667;NA;NA;0,0546772068511201;NA;NA;NA;0,320566037735849;NA;0,281510829371368;-0,00526124218258817;-0,188224418687336;NA;0,0864500000000001;-0,27869104711102;0,605069080914365;NA;-0,130176645079682;0,0414916763649245;-0,247308048694763;0,0327863969012976
"2007-06-29";-0,00618340943683415;-0,00606741573033709;NA;0,20999180999181;NA;NA;NA;0,476991492652746;NA;0,372061604971629;0,156579697747362;0,041445740544362;NA;0,283924914675768;-0,201060323828629;0,724481034482759;NA;-0,0280728937927768;-0,0323343102959252;-0,0687073408552724;0,147926969317436
"2007-07-31";-0,0378329571106094;-0,102686644277964;NA;0,14653757794552;NA;NA;NA;0,445734388742304;NA;0,316625310173697;0,300697938646324;0,0293333333333332;NA;0,333079977311401;-0,14288653128398;0,747319424819217;NA;-0,0481502930343533;-0,0698809887091851;-0,0240502287964245;0,145680023673791
"2007-08-31";-0,102554609403925;-0,235058823529412;NA;0,183124788637132;NA;NA;NA;0,344771241830065;NA;0,281218414040246;0,409508220055512;0,00380169136472963;NA;0,158787278529768;-0,112562120375483;0,489072290998013;NA;-0,184399314649997;-0,117580953966536;-0,130968711215625;0,0759353378703453
"2007-09-28";-0,127189324437031;-0,212174017545968;NA;0,346831907837319;NA;NA;NA;0,336511409815567;NA;0,262725635732795;0,712500455423179;0,139731191607933;NA;0,100887198986058;-0,152380478583155;0,12234273318872;0,558013196480939;-0,0891266924522434;-0,124733475479744;-0,0928410893707032;0,127221332228833
"2007-10-31";0,0162767039674465;-0,034867790108234;NA;0,143603482920295;NA;NA;NA;0,568421052631579;NA;0,352778556833206;0,782446501848272;0,329873528129089;NA;0,160864104496358;0,00703278842246746;0,216182192721447;0,655782705896534;0,061142859857392;-0,0744521805988638;0,0768608982919801;0,232996100379212
"2007-11-30";0,186137354651163;0,10487684381396;NA;0,221021611001965;NA;NA;NA;0,393081761006289;NA;0,534104389086596;0,605355212109648;0,266991135059969;NA;0,103453595325787;-0,0838439213157046;0,0742981231580579;0,499183948394451;0,0203755705449247;0,00408385515927034;0,210322967853258;0,22424588898926
"2007-12-29";0,399299151604574;0,225544922913344;NA;0,25723951285521;NA;NA;NA;0,332577979205545;NA;0,482692080494624;0,545870001543925;0,219930989155439;NA;0,127779503794772;-0,0952264381884944;0,105945945945946;0,342507416703517;-0,0734885841890908;0,0703038162282328;0,265440986451065;0,229029806037043
"2008-01-31";0,352947248890265;0,143853342918764;NA;0,216460129310345;NA;NA;NA;0,238021638330757;NA;0,23748148741144;0,48730256543314;-0,0305418719211823;NA;-0,0666263415591103;-0,327594339622642;-0,135756385068762;0,156022321021663;-0,189166894451169;-0,232062026621252;0,130933405901333;0,0700910199981135
"2008-02-29";0,546036073825503;0,452723207155406;NA;0,651623985009369;NA;NA;NA;0,619802828975568;NA;0,27490828146255;0,864779455791365;0,318500350385424;-0,370808269377031;0,122582723549174;-0,212010239635924;-0,125272331154684;0,460031060521909;-0,0829121669713402;-0,0490210367779236;0,296175234537505;0,251142610486458
"2008-03-31";0,265722216904374;0,415027507724772;NA;0,346825504264248;-0,133318112633181;NA;NA;0,306191909935855;NA;0,181725088617566;0,455915436531172;0,292405600339415;-0,394910796787263;-0,00653924878385914;-0,208077764625704;-0,267245818082202;0,234726537990379;0,0117433819721571;0,030923302393747;0,109187450921737;0,102518887292701
"2008-04-30";0,352102102102102;0,29976968475601;NA;0,457277801631601;-0,123760572543917;NA;NA;0,3584377661516;NA;0,062231436110064;0,309074573225516;0,193750981315748;-0,352549564708464;-0,11609125954166;-0,209497685582033;-0,266387593949196;0,123823260531215;0,0388217199151142;0,0828177727784027;0,136008432377422;0,0841143034105953
