"";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity";"Count"
"2006-01-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-02-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-03-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-04-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-05-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-06-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-07-31";-0,0171592476197895;0,0386714653189638;NA;0,00197559356910504;NA;NA;NA;NA;NA;-0,0212511334963818;-0,00921574494807258;0,000329198473763803;NA;NA;-0,00856227841305772;0,00085373431581568;NA;-0,0026115097133842;NA;0,0169699225130375;10
"2006-08-31";-0,0206995802217292;NA;NA;0,00581764482106226;NA;NA;NA;NA;NA;-0,00889881713196049;-0,0126175425240193;-0,0189334652819144;NA;NA;-0,0115558674105057;0,0310079411091334;NA;-0,00632884857314488;NA;0,0422085352130785;9
"2006-09-29";-0,0192867185195174;0,0184043239734738;NA;0,00302080287804785;NA;NA;NA;NA;NA;-0,000358056489550762;-0,0176605960165552;-0,0228317879794998;NA;NA;-0,0164218567445218;0,0414190338330464;NA;-0,0115055971648706;NA;0,0252204522299476;10
"2006-10-31";-0,0145388565601392;0,0336753378702657;NA;0,00557871614513134;NA;NA;NA;-0,00679236373604193;NA;0,0149570384130196;-0,00450293546682187;-0,0168054366857901;NA;NA;-0,0222243418505577;0,0240586568181378;NA;-0,00841112477411965;NA;-0,0049946901730841;11
"2006-11-30";-0,0250089378307462;0,0382053118807021;NA;0,00857256565415829;NA;NA;NA;-0,0115357202269873;NA;0,0174531977579719;-0,0258701117405832;-0,00621829097701851;NA;NA;-0,0158302077585042;0,032491359991347;NA;-0,00421836555266342;NA;-0,00804080119767655;11
"2006-12-29";-0,0148847863494167;0,013472282386494;NA;-0,00314379457414127;NA;NA;NA;-0,0148973914942152;NA;0,0283601851741163;-0,0182585059882289;-0,00610325818087993;NA;NA;-0,0202833360553191;0,0697603101461402;NA;-0,0195444633686137;NA;-0,0144772416959358;11
"2007-01-31";-0,0119841814805132;0,00202669862386999;NA;0,02371719821892;NA;NA;NA;-0,00657778291184346;NA;0,0229807974108472;-0,0153831891655932;-0,0245067141614299;NA;0,0166543437415609;-0,0276992568392074;0,0544848017965806;NA;-0,0206284944752353;-0,00148916135093665;-0,0115950594070197;13
"2007-02-28";-0,0081730170699535;NA;NA;0,00753762745525187;NA;NA;NA;0,0197389888957437;NA;0,0136481278286544;-0,00354978381197606;-0,022079731623823;NA;-0,0038293444375896;-0,0239884322653194;0,0506414993077115;NA;-0,0133339941167541;0,00266516407157736;-0,0192771042335232;12
"2007-03-30";-0,0111957335928251;-0,00384126756050777;NA;0,00256582468928114;NA;NA;NA;0,021028862873897;NA;0,0150074025996513;-0,00175607259668802;-0,00780633732657124;NA;0,00803841224377994;-0,0185079717104932;0,0321307766680262;NA;-0,00564254000881222;-0,0120324758123946;-0,0179888804663434;13
"2007-04-28";-0,0178032134929084;-0,0159821370149022;NA;0,00862561499050358;NA;NA;NA;0,0112135753411493;NA;0,0102874349990194;-0,00809273217574664;-0,00937477210735643;NA;0,0216719841237447;-0,00840454025459012;0,0450908033223949;NA;-0,0120732206238688;-0,0102618638580429;-0,0148969332493963;13
"2007-05-31";-0,00755689506306987;-0,0187913431726187;NA;0,00784450366370955;NA;NA;NA;0,0125193657263255;NA;0,0102815951100531;0,00683617146297994;-0,0073199380072474;NA;0,016517955029228;-0,015718722610993;0,0324731106355684;NA;-0,0112649982410997;-0,00955221421993433;-0,0162685903129014;13
"2007-06-29";-0,010621320240429;-0,0159062767311884;NA;0,0192426339141534;NA;NA;NA;0,012425639768483;NA;0,00679319609159589;0,0115881593935348;-0,00387018809580593;NA;0,0122839725400687;-0,0233239247387313;0,00462904469543715;0,0206180638341134;-0,0112320149091359;-0,0129043348530146;-0,00972265066908126;14
"2007-07-31";-0,0122185371580292;-0,00876016962569395;NA;-0,009889195745656;NA;NA;NA;0,0141338879475809;NA;-0,000819525965256516;0,0203156790612505;0,00261549928975586;NA;0,00759298728953476;-0,011629351904768;0,00917787523325902;0,0158356868830734;-0,00703071740285919;-0,0116464384812625;-0,00767767942092909;14
"2007-08-31";-0,012068073814047;-0,00942776704260805;NA;-0,00484783637928235;NA;NA;NA;0,00904425140643972;NA;0,0094060935239964;0,014989477040944;0,00533498701857941;NA;-0,0024659807952756;-0,00094502755632924;-0,00301928284600206;0,013156076974227;-0,00919785490541724;-0,00626763141901744;-0,00369143120620753;14
"2007-09-28";-0,00804850276887316;-0,0147464471900795;NA;-0,00240108348352363;NA;NA;NA;0,00443575306751816;NA;0,00389373806707122;0,0266894983343207;0,00462938717420978;NA;-0,0108926380839456;-0,00250082697322309;0,00292670477254611;0,0175597616131378;-0,0105767536740948;-0,00636585317469875;-0,00460273768036516;14
"2007-10-31";0,00269501893580877;-0,0133525811025236;NA;-0,00356324245514938;NA;NA;NA;0,015987784146926;NA;0,0108338878798084;0,0360592906637348;0,00371440459505;NA;-0,0182443234143679;-0,0178558187285019;-0,0111353534776798;0,0196323834358715;-0,00781964312654299;-0,0163365350469838;-0,000615272305450126;14
"2007-11-30";0,00784427235158371;-9,12432438765413e-05;NA;0,00714091842849034;NA;NA;NA;0,0093944228924248;NA;0,0160743220423141;0,0285129706324074;0,00169409202458869;-0,0317243185300937;-0,0132103871370758;-0,0160980585678757;-0,0079912633914234;0,0135904054167334;-0,0112444247621722;-0,0117670901969063;0,0078753820408813;15
"2007-12-29";0,0142796545979986;0,0103660084045361;NA;0,00210938628341625;-0,00640771956751814;NA;NA;0,00529245159313047;NA;0,0161792093489946;0,0199263200784914;0,00224947460263728;-0,0209701066550546;-0,00613993764439669;-0,0102135428938922;-0,0125752160932057;-0,00102635247502068;-0,0107376271942773;-0,00593941860884454;0,00360741622300522;16
"2008-01-31";0,0150576714752922;0,00976099396342736;NA;0,0189717888048373;-0,00794180276716759;NA;NA;0,00518959709159469;NA;0,0110204751784488;0,00971935430030046;-0,00387528534221775;-0,0165455053238458;-0,00107955484721067;-0,0129350884230855;-0,00949792489086277;0,000779186472677287;-0,0112781616034936;-0,0116182460409305;0,00427250195223625;16
"2008-02-29";0,0224860912442007;0,0153304054289077;0,00405191064126643;0,0219639689904029;-0,00878845847256211;NA;NA;0,0140741698487161;NA;-0,00171842058442139;0,0162949143815154;0,00147848677488885;-0,0223486495828232;0,001176102248982;-0,0263969344226901;-0,0184752301544956;0,00473707009171571;-0,0117646731117419;-0,0126471787864956;0,000546425464634149;17
