"";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity";"Rm"
"2006-01-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-02-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-03-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-04-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-05-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-06-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-08-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-09-29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-10-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-11-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-12-29";-0,0342327829238824;1,04133701318614;NA;0,279080151819603;NA;NA;NA;NA;NA;0,198368421052632;-0,0818558908142101;0,00906354404419285;NA;NA;0,0426100261936253;1,21055407705771;NA;0,0598462409819778;NA;0,386999174841845;0,311176997543963
"2007-01-31";-0,0840192576487032;0,541435991548394;NA;0,360240524781341;NA;NA;NA;NA;NA;0,284163408108664;-0,0823452525441135;-0,279592324029507;NA;NA;-0,220500450746778;1,03673488415458;NA;-0,0651279910468441;NA;0,30367451663154;0,179466404920858
"2007-02-28";-0,160399664403936;0,250989958706472;NA;0,196239717978848;NA;NA;NA;NA;NA;0,26413881748072;-0,0831268040936526;-0,220814399967494;NA;NA;-0,262035648842246;1,3489761713911;NA;-0,100423186267063;NA;0,157526811688594;0,139107177367134
"2007-03-30";-0,212319314302317;0,297230196291411;NA;0,24389833361387;NA;NA;NA;0,174021909233177;NA;0,42265673146955;-0,0382216678545974;-0,233259842519685;NA;NA;-0,308579286998836;0,889876391868424;NA;-0,0964829722862902;NA;-0,126169430285825;0,0920591862026255
"2007-04-28";-0,207542539267016;0,292150487691593;NA;0,573214664123755;NA;NA;NA;0,200168634064081;NA;0,550583416087388;-0,0406658369632856;0,0305440392588205;NA;NA;-0,0777345767965415;1,35921205098494;NA;-0,0261256464861576;NA;-0,100657296692539;0,23210430872773
"2007-05-31";-0,144676652614584;0,0438966807386807;NA;0,346509671993272;NA;NA;NA;0,176302521008403;NA;0,652633013148035;0,137247484300522;0,096532513687446;NA;NA;-0,289155104000809;0,997823721436344;NA;-0,123878440943186;NA;-0,159189063782703;0,157640576815584
"2007-06-29";-0,097451403887689;0,0918740999794281;NA;0,467713093582357;NA;NA;NA;0,288195615514334;NA;0,499084843833028;0,0728360774978511;-0,119799835686011;NA;0,577779641823596;-0,289978352222081;1,15560129310345;NA;-0,151625575024552;0,0103652517275419;-0,0374329626030305;0,189781675972171
"2007-07-31";-0,0464429530201342;NA;NA;0,150691699604743;NA;NA;NA;0,550754716981132;NA;0,401479133650291;0,325833030012243;-0,0942188722178767;NA;0,17511;-0,252045238889031;0,837786613234301;NA;-0,0849196946347286;0,0795931791732025;-0,120906157139662;0,160226288062873
"2007-08-31";-0,0776255707762558;-0,0259176029962548;NA;0,146109746109746;NA;NA;NA;0,591260634184068;NA;0,506998108619292;0,411819218705446;0,14333686815129;NA;0,197940841865756;-0,0788651669293595;0,679827586206897;NA;-0,0580653438670424;0,00222180202325806;-0,0734085527232207;0,181971736044125
"2007-09-28";-0,0550790067720089;-0,153254972875226;NA;0,266163439448638;NA;NA;NA;0,504133685136324;NA;0,426848635235732;0,525823729913975;0,12379797979798;NA;0,182439024390244;0,00144003291503814;0,720222757875488;NA;-0,0365957052514535;-0,0694450499149919;-0,0263914015111205;0,185392549876048
"2007-10-31";0,10958904109589;-0,171235294117647;NA;0,443523841731485;NA;NA;NA;0,655555555555555;NA;0,5512266838188;0,870293929257704;0,182946698735356;NA;0,271431715637724;-0,110491441192711;0,624178511386214;NA;-0,0455603932644278;-0,0981436776825105;0,000751192109216925;0,252620489466973
"2007-11-30";0,0889908256880734;-0,0593077755077513;NA;0,518764182230756;NA;NA;NA;0,523288527664895;NA;0,590364091527955;0,839253834663169;0,194722176692345;NA;0,208787494719054;-0,293318740361176;0,126789587852495;0,697045454545455;-0,0736422054114668;-0,0926685255043463;0,0664331041776838;0,238250145212653
"2007-12-29";0,286368260427264;0,26332374297849;NA;0,244608171466845;NA;NA;NA;0,547523219814242;NA;0,508473897191394;0,697799030081053;0,295159180113389;NA;0,276563677467973;-0,0757978307754821;0,170748455024033;0,470694725255232;-0,0155054226225257;-0,0128572038785187;0,204646095452309;0,275839142713978
"2008-01-31";0,190588662790698;0,122944456207213;NA;0,267330900926186;NA;NA;NA;0,259433962264151;NA;0,309778003728182;0,458309482923106;0,0262471753867548;NA;0,100946798048555;-0,264495324089004;-0,0902228426658394;0,232138616511876;-0,198501384747513;-0,222479353843361;0,0912262275404181;0,0916603843558159
"2008-02-29";0,359553670232387;0,208864965443913;NA;0,431258457374831;NA;NA;NA;0,511197014129566;NA;0,217973457251998;0,731017446348618;0,236608609924417;NA;0,0826239403488529;-0,321817625458996;-0,131891891891892;0,446239539282059;-0,199310625399565;-0,0934605409410892;0,127256617565622;0,186150931015052
"2008-03-31";0,365025291627955;0,349820273184759;NA;0,340113146551724;NA;NA;NA;0,401995222706196;NA;0,20097666413161;0,532221969967243;0,250492610837439;NA;-0,0835383647079019;-0,349115566037736;-0,280058939096267;0,339263325265087;-0,0273194970518176;-0,0542284766727916;0,153170314504529;0,152772712515002
"2008-04-30";0,510906040268456;0,44218176010222;NA;0,589943785134291;NA;NA;NA;0,595227889698529;NA;0,161671956799538;0,744794092209434;0,331990189208129;-0,388093756482058;-0,0439596852133094;-0,180295811704473;-0,160021786492375;0,342325934278283;0,0928716633126976;0,122431132487975;0,326781848282888;0,232583683459348
"2008-05-30";0,692160428831244;0,591981309819881;NA;0,295789901177745;0,035007610350076;NA;NA;0,518523366932845;NA;0,196888538794801;0,708219051434559;0,603563852354688;-0,30698699267894;0,0762735142702713;0,0400659994978299;-0,147769593850824;0,303672801697093;0,346244453244789;0,399267220322423;0,346632763713869;0,293720889119522
