"";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity";"Count"
"2006-01-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-02-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-03-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-04-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-05-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-06-30";-0,0141578638633041;0,0431776565346476;NA;0,00222389422610891;NA;NA;NA;NA;NA;-0,0267026272013714;-0,0155347508804762;-0,0178651231753542;NA;NA;-0,00134634625938364;0,00620754730343699;NA;-0,000477731620574836;NA;0,0244753449362708;10
"2006-07-31";-0,0110712455886825;0,0273677941167146;NA;-0,00924403116509662;NA;NA;NA;NA;NA;-0,0138107987035588;-0,0068256823952834;-0,0168229193865911;NA;NA;-0,00528525684329275;0,0072002512003133;NA;0,00215196697800089;NA;0,0263399217874763;10
"2006-08-31";-0,0209692127409899;NA;NA;-0,00241729189328685;NA;NA;NA;NA;NA;-0,00302701840275628;-0,0177672066804702;-0,00985724070131383;NA;NA;-0,0125688727595104;0,0386870764427364;NA;-0,0073965569346192;NA;0,0353163236702102;9
"2006-09-29";-0,0132497745445453;0,0219581437259225;NA;0,0107538375908042;NA;NA;NA;-0,00908389958906018;NA;0,0115854720379143;-0,00691800241548329;-0,0178630608366699;NA;NA;-0,0155480385673574;0,0250628189636962;NA;-0,00824929458404338;NA;0,0015517982188223;11
"2006-10-31";-0,0183093926579396;0,0300870156003092;NA;0,0167243082714658;NA;NA;NA;-0,0135202950989999;NA;0,0130193413657225;-0,0135404478093224;-0,00548772757808745;NA;NA;-0,0165666553008589;0,0260620438179868;NA;-0,00739750652928047;NA;-0,0110706840809955;11
"2006-11-30";-0,0187170909798762;0,0220237893810267;NA;0,00623076328405985;NA;NA;NA;-0,0133065538983372;NA;0,0279868213006174;-0,0101675426485595;0,00573399636880028;NA;NA;-0,0235940196107783;0,0226359584315527;NA;-0,0113618462354729;NA;-0,0074642753930327;11
"2006-12-29";-0,0114214190361787;0,0142383522449105;NA;-0,00354186734037159;NA;NA;NA;-0,00810852594076169;NA;0,0123079468380765;-0,0212979032067345;-0,0209989573195774;NA;0,0107174889474501;-0,0123436990431189;0,061749029715189;NA;-0,0154619336589592;0,00149381959528886;-0,00733233179521304;13
"2007-01-31";-0,00223145518917746;NA;NA;0,0122554808475835;NA;NA;NA;0,0113766660382929;NA;0,0196784365466537;-0,00888630658331076;-0,0222573358498859;NA;-0,00725816100573227;-0,0218222777489084;0,0371200037458084;NA;-0,0120627273433978;0,00851995234581693;-0,0144322758037427;12
"2007-02-28";-0,00684646002508693;-0,00575691047624848;NA;0,00238860126476889;NA;NA;NA;0,0166523125122388;NA;0,0107199229708542;-0,00118141398189308;-0,00918444350021649;NA;0,00336664176499368;-0,0190401656003069;0,0408568796468404;NA;-0,00872726811777572;-0,00726148952364089;-0,0159862069345274;13
"2007-03-30";-0,0104380058729704;-0,0109995682477494;NA;0,00752553151457955;NA;NA;NA;0,0157520560132624;NA;0,0111817094329248;-0,00488814719993059;-0,0100954099186363;NA;0,0125504438809328;-0,0118786538067968;0,032527538554865;NA;-0,0060409584155063;-0,0133505572396975;-0,0118459786952772;13
"2007-04-28";-0,0127216560797293;-0,0187506615930217;NA;0,01487172688007;NA;NA;NA;0,0077626616850075;NA;0,00660041732411551;0,0027067538789291;-0,00900015702372495;NA;0,0218703090442619;-0,00965344023835397;0,0379897946854231;NA;-0,0143558387498802;-0,0102532042758543;-0,0170667055372428;13
"2007-05-31";-0,0112653393489463;-0,0143293278825491;NA;0,0117698155192614;NA;NA;NA;0,0100636723421625;NA;0,00802826145319202;0,010159309786156;-0,00124713297490109;NA;0,013889474238996;-0,0181019469718126;0,00304410093713037;0,0152121415651283;-0,0069717167174095;-0,00779025327619974;-0,0124610586702084;14
"2007-06-29";-0,00934258239073982;-0,00767680154815805;NA;-0,00192029386308607;NA;NA;NA;0,0118623133385001;NA;5,94976318424624e-05;0,00600112093033432;0,000819691455813081;NA;0,00839435279926913;-0,0103589987428012;0,00915850213964006;0,0143894527252439;-0,00577000048721779;-0,0101471471095506;-0,00546910687908955;14
"2007-07-31";-0,00734197596966418;-0,00644424909927262;NA;-0,00645121097357574;NA;NA;NA;0,00742880429585061;NA;0,00379650863877821;0,0145266711843559;0,00259026074288734;NA;0,0044410482977094;-0,00930770399009699;0,00115020647511385;0,0113949543697901;-0,005680335458627;-0,00733321354511148;-0,00276976496813746;14
"2007-08-31";-0,00838922969805608;-0,0105297303970611;NA;-0,00462601387444281;NA;NA;NA;0,00610404055836442;NA;0,0061879873204141;0,0151080636825067;0,00366764974805066;NA;-0,00549149454478893;-0,00200116356066074;0,00297950542796419;0,0125024545675948;-0,0113005862960142;-0,00212091285937518;-0,00209057007449586;14
"2007-09-28";-0,000813626513943242;-0,0106532345710776;NA;-0,00374090694945657;NA;NA;NA;0,00784177126810479;NA;0,00422271182115965;0,0309095362992442;0,00357751610942215;NA;-0,0171222401373557;-0,00622182408859591;-0,00537154620637877;0,0142593803842073;-0,00547857880252469;-0,00964589701853424;-0,00176306159427138;14
"2007-10-31";2,17247997489974e-05;-0,00877768309693897;NA;0,005084538589229;NA;NA;NA;0,0127220250663579;NA;0,00900055647577172;0,032769893498681;0,00525177595445317;-0,0288744645972172;-0,0128924965271656;-0,00742112267106825;-0,00661198187705546;0,0179380954859746;-0,00753224857609211;-0,0136061064147554;0,00292749389007673;15
"2007-11-30";0,00494550715084834;0,000569577914663388;NA;0,000448480386383315;-0,00431152714154791;NA;NA;0,00656981682595204;NA;0,0159679400350332;0,0240643274602618;0,00414323801279981;-0,0233298378931999;-0,00978793044891352;-0,00947861119820437;-0,00825069208429204;0,00787974100525669;-0,00606185291771344;-0,00560673706377883;0,00223855995645142;16
"2007-12-29";0,0165552708644537;0,0105145867416164;NA;0,0106658191945571;-0,0125211454388046;NA;NA;0,00357661673657602;NA;0,0162528738457803;0,00564679879737318;0,000413903180825702;-0,0152890085441706;-0,00487042333306473;-0,00908026376262146;-0,0116147531547848;-0,00152553644189587;-0,00939904925095692;-0,00474726849295767;0,00542157905807424;16
"2008-01-31";0,0190212415520241;0,011483311075784;0,00568645219073501;0,0154332764599596;-0,00468109271026247;NA;NA;0,00248618058756154;NA;0,0047227415011664;0,00761221365916989;-0,00680411367543214;-0,0119606066327944;0,00329920254923795;-0,0187500731894136;-0,00737194267496042;-0,00175293757280546;-0,00929878060232563;-0,0129478658353292;0,0038227933176849;17
