"";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity";"AR1";"C";"O";"S";"P1";"P2";"mean";"sd";"zstat"
"2006-01-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00411142480217904;0,275795331143424;0,00149075214041275
"2006-02-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00411142480217904;0,275795331143424;0,00149075214041275
"2006-03-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00411142480217904;0,275795331143424;0,00149075214041275
"2006-04-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00411142480217904;0,275795331143424;0,00149075214041275
"2006-05-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00411142480217904;0,275795331143424;0,00149075214041275
"2006-06-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00411142480217904;0,275795331143424;0,00149075214041275
"2006-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00411142480217904;0,275795331143424;0,00149075214041275
"2006-08-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00411142480217904;0,275795331143424;0,00149075214041275
"2006-09-29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00411142480217904;0,275795331143424;0,00149075214041275
"2006-10-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,00411142480217904;0,275795331143424;0,00149075214041275
"2006-11-30";-0,00739694054359926;0,102394342151797;NA;-0,0332615401138274;NA;NA;NA;NA;NA;0,00222436335463391;-0,0150054592529372;-0,16000035872891;NA;NA;-0,0117201754693085;0,0142013818822782;NA;-0,000270753724178185;NA;0,00022129213343604;0,0133446185224486;0,119152110327655;-0,238486496259291;0,233900882953861;-0,123737723633084;-0,123737723633084;0,00411142480217904;0,275795331143424;0,00149075214041275
"2006-12-29";-0,00187430562991866;0,0535702953422162;NA;-0,0105741624346446;NA;NA;NA;NA;NA;-0,0101702075928838;-0,0179859237650557;0,00732485980861573;NA;NA;-0,00159929789056924;-0,0517025358704439;NA;-0,000749660119726248;NA;0,0142715277628477;0,00536938295063501;0,164496517256512;-0,0633066738771661;0,191413043723542;-0,0363901474101357;-0,0363901474101357;0,00411142480217904;0,275795331143424;0,00149075214041275
"2007-01-31";-0,00966676959863769;0,00566437720949071;NA;-0,000696211883011937;NA;NA;NA;NA;NA;-0,0195003369035075;0,00193282345062901;-0,0264827523757719;NA;NA;-0,0558967022239432;0,112645981133246;NA;-0,0167124837948008;NA;-0,1480541495043;0,00489771459255616;-0,00561879111133031;-0,340734267093613;0,290989599043743;-0,04412587693854;-0,0441258769385399;0,00411142480217904;0,275795331143424;0,00149075214041275
"2007-02-28";-0,00141255848452301;-0,0279468628000282;NA;-0,147223122887576;NA;NA;NA;-0,0181229484607663;NA;-0,0547221088547917;-0,00108761046146376;-0,0585119916762985;NA;NA;-0,0144205364761317;-0,160966354680916;NA;-0,0203561994933438;NA;-0,000723715745855509;-0,0274367865362122;-1,40474395880773;-1,46315071423339;0,154416451591916;0,0960096961662554;0,0960096961662553;0,00411142480217904;0,275795331143424;0,00149075214041275
"2007-03-30";-0,00532795470746954;0,0160221981429259;NA;0,00428088275810764;NA;NA;NA;0,000868356340144453;NA;-0,072826332960463;-0,0714870034744327;-0,034342647318808;NA;NA;-0,0189406707862904;0,0615265285511968;NA;-0,00334334292535484;NA;0,000260593487373773;-0,00413588979313703;-0,0882703541748935;-0,268472684588083;0,205598705044506;0,0253963746313165;0,0253963746313166;0,00411142480217904;0,275795331143424;0,00149075214041275
"2007-04-28";-0,0076923722931311;0,00172212545414136;NA;0,0242766593583491;NA;NA;NA;-0,000684134381855134;NA;0,049413177615191;-0,0179972851959448;-0,107650112875495;NA;NA;0,000980743973454943;0,0115968992092974;NA;-0,00660931043491421;NA;0,000549516126948918;0,0115560965601282;0,217482711914595;-0,122631724872163;0,221135988079515;-0,118978448707243;-0,118978448707243;0,00411142480217904;0,275795331143424;0,00149075214041275
"2007-05-31";0,00387419200848381;NA;NA;-0,0313290199650369;NA;NA;NA;-0,0453435858022448;NA;0,0192792136614885;3,66551494825027e-06;-0,0120092840710468;NA;-0,124021283933313;0,00188258607472569;0,0866398043227041;NA;0,00320256457145542;-0,00161961094490095;-0,0472768233175527;0,00252885044122834;-0,0414290881970468;-0,193347418078387;0,331178887652888;0,179260557771547;0,179260557771547;0,00411142480217904;0,275795331143424;0,00149075214041275
"2007-06-29";-0,00315305889041842;NA;NA;0,00111172297490821;NA;NA;NA;-0,0121030626064658;NA;-0,00885725910260755;-0,0163493372706483;-0,0462516856365119;NA;-0,0489959146757679;0,0100854685273621;0,0100135411256501;NA;-0,00675167806008358;-0,00722973438085086;-0,00113481097595443;-0,00922961648746751;-0,42227280297605;-0,359635287584349;0,167978977938896;0,230616493330597;0,230616493330597;0,00411142480217904;0,275795331143424;0,00149075214041275
"2007-07-31";-0,00489469349497515;-0,0419665616864902;NA;-0,000267278161706884;NA;NA;NA;0,034373227136881;NA;0,0202440711052767;0,0198625765914805;-0,00601288259343934;NA;0,000939237304442585;0,00293550180925443;0,026386275240236;NA;-0,00737384375963583;-0,0130168296718817;0,000105448619389724;0,00826550772727344;0,216546901684011;0,0990502418462286;0,124645719066231;0,00714905922844924;0,00714905922844924;0,00411142480217904;0,275795331143424;0,00149075214041275
"2007-08-31";0,00191070497638599;-0,0325999078342559;NA;-0,00628145174111877;NA;NA;NA;0,0205260386585602;NA;0,0161214969252791;-0,0436317738718552;-0,00156728099844044;NA;0,0039474955446149;-0,011408146247489;0,0351972550762022;NA;-0,0226517880685232;-0,0078172402229061;-0,0186869802824052;0,0032429108756707;0,0834154545801542;-0,218430833440457;0,136510926130503;-0,165335361890108;-0,165335361890108;0,00411142480217904;0,275795331143424;0,00149075214041275
