"";"Koef";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity"
"2006-01-31";Inf;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-02-28";Inf;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-03-31";Inf;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-04-28";Inf;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-05-31";18,3083554327892;-0,126183674693322;0,488681321810127;NA;8,53993565084002e-05;NA;NA;NA;NA;NA;-0,376303976605889;0,0395376064971766;-0,13941077819643;NA;NA;-0,182533877137959;-0,0347636230033752;NA;-0,140804070363024;NA;0,471695672336188
"2006-06-30";12,4157229558844;-0,109546132428669;0,388182502901981;NA;-0,108455964834684;NA;NA;NA;NA;NA;-0,246729973684365;-0,163053718398885;-0,372214210653397;NA;NA;0,0124975621535826;0,145355633960221;NA;0,0446418479941919;NA;0,409322452990024
"2006-07-31";19,7907295315602;-0,186700447221072;0,189532078120699;NA;-0,2618222926686;NA;NA;NA;NA;NA;-0,138740275727564;-0,188603824298805;-0,139488123379201;NA;NA;-0,0846450367047589;0,296619169175477;NA;0,060350501352834;NA;0,45349825135099
"2006-08-31";20,24638290418;-0,263193590159821;NA;NA;0,162641440216197;NA;NA;NA;-0,227362992980528;NA;0,24061726016455;-0,0895047338732689;-0,113097879554546;NA;NA;-0,236340631092536;0,459214234642553;NA;-0,0705001723393003;NA;0,1375270649767
"2006-09-29";13,0510832908689;-0,220644881750012;0,230427141972489;NA;0,293993324224986;NA;NA;NA;-0,206137136860452;NA;0,121738656477568;-0,205240708057194;-0,104972224176781;NA;NA;-0,115254450938454;0,353840877324958;NA;-0,0980014552314598;NA;-0,0497491429856476
"2006-10-31";12,955152529119;-0,156785887561279;0,193546420219348;NA;0,182363769725334;NA;NA;NA;-0,201422805000969;NA;0,289986302483748;0,0457768623611494;0,0732081016562039;NA;NA;-0,313871002107312;0,215118543554216;NA;-0,186265896507357;NA;-0,141654408823082
