"";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity"
"2006-01-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-02-28";0,0372935964559;0,161654707145048;NA;0,225273498548783;NA;NA;NA;NA;NA;0,0229473684210526;0,0748979728373587;0,316082828884258;NA;NA;0,0644207577997356;0,0286029394135559;NA;0,045357053323553;NA;0,000550105436875503
"2006-03-31";0,0180928715639075;0,195962362690449;NA;0,0854591836734693;NA;NA;NA;NA;NA;-0,0393084996912946;0,0673450969408398;-0,0721287371344551;NA;NA;0,0238286674950663;-0,0403943872080557;NA;0,0231956015845665;NA;0,0552093833043159
"2006-04-28";0,0500343223247652;0,0241801552679048;NA;-0,00268591572939403;NA;NA;NA;NA;NA;-0,0440766923736075;-0,0182231682071318;0,0750540066500978;NA;NA;0,124794745484401;0,188879982511113;NA;0,074532867466742;NA;0,345925057531154
"2006-05-31";-0,11207961066318;-0,071990758700356;NA;-0,205689277899344;NA;NA;NA;-0,0719874804381847;NA;-0,0973163762675781;-0,045497742931813;-0,255496062992126;NA;NA;-0,221855495609859;-0,118398202063541;NA;-0,150258313910982;NA;-0,0772953093747984
"2006-06-30";-0,0879417539267016;0,114300046446818;NA;0,00784064420428066;NA;NA;NA;0,00337268128161883;NA;-0,0889399205561073;-0,177535780958307;-0,119130214062103;NA;NA;0,0758041273552841;0,0648899188876015;NA;0,0595908122908428;NA;-0,0204531151667714
"2006-07-31";0,0382097049062697;0,0130933087906737;NA;0,058242220353238;NA;NA;NA;-0,00336134453781523;NA;0,153825192451802;0,144208216690626;0,286043607722601;NA;NA;-0,00763262314555058;0,00979325353645266;NA;0,0415425474643794;NA;-0,00835207195631238
"2006-08-31";-0,0345572354211663;NA;NA;0,206437512418041;NA;NA;NA;-0,106239460370995;NA;0,117671370372557;-0,000826555577597032;0,0503398312047203;NA;0,398034363684659;-0,00692728893416528;0,232625;NA;-0,0329336158922141;-0,0245310957551826;0,126480221718317
"2006-09-29";-0,0593288590604026;NA;NA;0,00543478260869557;NA;NA;NA;-0,0241509433962265;NA;-0,0224511357633386;-0,0716389265742364;-0,19533527696793;NA;-0,121;-0,105095786423204;0,0140959334753068;NA;-0,0973953090620796;0,0703840510044023;-0,0824679681758635
"2006-10-31";0,0535578386605784;0,159850187265918;NA;-0,00180180180180178;NA;NA;NA;0,0991879350348028;NA;0,0888948932720885;0,0979826062161391;0,0935843054082715;NA;0,00284414106939712;-0,0248746238716149;0,0371551724137931;NA;0,0651070066271568;0,0843812045003309;-0,0182824905975763
"2006-11-30";-0,0244695259593679;0,0979075174373547;NA;-0,0295372497538562;NA;NA;NA;0,0765171503957784;NA;0,0801985111662531;-0,0877454958610616;0,0415353535353533;NA;0,0308564946114578;0,0644488200546625;0,0876901338209626;NA;0,0843012346822951;0,0473865469288113;0,086091305735873
"2006-12-29";0,109774157719363;-0,0210588235294118;NA;-0,0312817044301658;NA;NA;NA;0,045424836601307;NA;0,0460810438298263;-0,0233079496121271;-0,0533012646442702;NA;0,0419280290524924;0,109939260077305;0,409139538438025;NA;-0,0245597993513957;0,0150670107383668;-0,0118231105885427
"2007-01-31";-0,0161801501251043;-0,122821776228819;NA;0,303019724210159;NA;NA;NA;0,00969052829009054;NA;0,0961834072642629;0,0743250628483987;-0,0603999344369774;NA;0,0511723700887199;-0,204193821202925;-0,0522776572668113;0,0745332355816226;-0,0779086524772987;-0,0400606855830735;-0,0595584346906398
"2007-02-28";-0,0668023058663954;-0,0293875873407315;NA;-0,0454119223040858;NA;NA;NA;0,0829721362229101;NA;-0,0542890340157859;0,0664360565673008;0,00357610117749663;NA;0,0421301180607887;-0,0307254711968242;0,106717784390021;0,053461572575785;-0,0154341660847384;-0,0586476442697877;-0,0630842763759051
"2007-03-30";-0,0148982558139535;0,0620368409908956;NA;0,037047431939377;NA;NA;NA;0,0723270440251573;NA;0,0757922386036265;0,0298607136042741;0,0578828437337042;NA;0,0861663356408722;0,0538535956143178;-0,0434827568378057;0,0398893796712476;0,0792394020978684;-0,0202377711226065;0,0160546157020145
"2007-04-28";-0,106694946514201;-0,0756246677299308;NA;0,00460081190798367;NA;NA;NA;-0,0513196480938416;NA;-0,0161461820186666;-0,0479234213370389;0,000657246138678902;NA;0,0859615640672853;0,0379436964504285;0,10054054054054;0,0249583232125694;-0,0840885010349561;0,0333919970359393;-0,0503562594602577
"2007-05-31";-0,0155879013110355;-0,099784327821711;NA;-0,13739224137931;NA;NA;NA;-0,0165800196712099;NA;-0,0289797062002162;-0,0250056757370349;-0,0627257799671593;NA;-0,111934869501958;-0,170813679245283;-0,0982318271119843;-0,0335666035385505;-0,0467657854660469;-0,0775332765652309;-0,0842047972631498
"2007-06-29";0,0955327181208054;0,0596550071873503;NA;0,153497813866333;NA;NA;NA;0,0914416345192171;NA;0,0466218722948184;0,0794025680260795;0,0323230553608969;-0,027241927677522;0,038768466105205;-0,00878190997653416;0,0895413943355121;0,122336958458124;0,00855646189532533;-0,00548996744886565;0,135246423568366
"2007-07-31";0,0200057432755816;0,0471022684452482;NA;-0,0541491809936374;0,169710806697108;NA;NA;0,0759261683466421;NA;0,0448995667585663;0,234799223396715;0,0808655070004243;-0,0284313028644538;0,0412380268835784;0,0461279098963376;0,0508908727163293;0,0642329469060923;0,0431047613245195;0,0423058133854421;0,0287925812362113
"2007-08-31";-0,0900900900900902;-0,0640564272347777;NA;0,00143122942607699;-0,091515940143136;NA;NA;0,00133836233118378;NA;0,0511496419148134;-0,0114305680343416;0,0157010519704821;-0,122101104689443;-0,103922186008118;0,102108691925253;-0,073066311483208;0,00293559758624728;-0,0709070731849776;-0,00632733408323971;-0,0328935412350526
"2007-09-28";0,0793110561056107;0,00822823746539547;0,0571428571428572;0,102758324996427;0,0103126745635018;NA;NA;0,039003645200486;NA;0,0309821780758059;0,186644786670033;0,0748956562065235;-0,0405833333333333;-0,0101330496965784;0,0601375104999533;0,0620958636970133;0,115409378313219;0,0893841285807089;0,00683930003301736;0,0315318701142515
"2007-10-31";0,145532728141424;0,0745938524902752;0,101351351351351;0,106402280974598;-0,0135248167628337;NA;NA;0,184890656063618;NA;0,174359152725123;0,118205220943344;0,0963543539224851;0,0347433336228611;0,108440785939059;-0,054525179011621;0,026961731735601;0,1419630799057;0,074211574158676;0,0150847934039164;0,116369730753817
"2007-11-30";0,0891725058391726;0,111150542976791;-0,0993865030674846;0,019210495490219;0,0402397137231796;NA;NA;-0,0380971180418476;NA;0,0724736405639144;-0,039517494625088;-0,0438774840952318;-0,0582556870645513;-0,00940840437962509;-0,11819479793904;-0,022395784322951;-0,0461715331174128;-0,0532594973542606;0,0212294628022891;0,0530335171828595
"2007-12-29";0,162135253120931;0,178026189715746;0,205722070844687;0,0678082978967933;0,0179323874390394;NA;NA;0,0257541555509953;0,49468954248366;0,0397393057358262;-0,00829998811457544;0,0185896556454932;0,114181299581068;0,110111142178107;0,0407602956705386;-0,0153046491481375;-0,0687872517211934;-0,0200396253091295;0,0443781634128706;0,0623256678857
"2008-01-31";-0,136285751944115;-0,137241080143151;-0,110169491525424;-0,0279840706059628;-0,101002972272363;NA;NA;-0,118635590677203;-0,142388630773435;-0,178857901726428;-0,0839941673491401;-0,204794935685905;-0,208;-0,101235733963007;-0,228625541125541;-0,139980449657869;-0,117416645145926;-0,198443373238179;-0,258546083946344;-0,1512967879336
"2008-02-29";0,124904623836411;0,143297090063478;0,073015873015873;0,171188129775219;0,0422711695526805;NA;NA;0,28668709567586;0,225302740599108;0,000388148531504484;0,222447555497405;0,274728997289973;-0,0808080808080809;0,0680894664938523;-0,0282795510347247;-0,0872925664923847;0,220584370302102;0,078149737835381;0,142340239276335;0,0496029699907186
"2008-03-31";-0,10309977616496;0,0321587598262878;-0,0976331360946746;-0,0593741136428099;-0,175234287866278;NA;NA;-0,119872982270442;-0,0030689206762029;-0,029875840662183;-0,15726288374748;0,011892107361148;-0,0645054945054945;-0,0807130031238983;-0,00383522086360155;-0,0872976338729762;-0,0508563381656519;0,112652778630813;0,0781138244610198;-0,0285255780441475
"2008-04-30";0,0896165771761326;-0,0381870472944184;0,0375606557377048;0,0234194391396121;0,182610070072531;NA;NA;0,118961715774704;0,311645622456433;-0,0607585655245968;0,11025972101687;-0,00164138927187973;0,039586514742159;-0,073582532844567;0,0442521967569527;0,0521217082821666;-0,0313565768956792;0,0710224564044664;0,0947732549874425;0,0536695546640598
"2008-05-30";0,226957245974458;0,169721468519852;0,0933589503754078;-0,0599096444706344;0,00981600558368845;NA;NA;0,0389610389610389;0,130832570905764;0,0783506617934069;0,0567757187523832;0,242798895172958;0,101694915254237;0,169405693710347;0,257688137063544;0,105433795876021;0,0900185489360905;0,242381505706843;0,23979569752846;0,15223164293713
"2008-06-30";0,0639778255458763;-0,0510793410338952;0;-0,185541161721688;-0,0867794117647058;NA;-0,136299100804543;0,14;0,185732376530181;-0,0949685741551219;-0,0174634674364061;-0,0637633612022436;-0,164102564102564;-0,0887745441073562;-0,107325148296317;-0,12799155326138;-0,152185434637499;-0,125803763025204;-0,0480047481059945;-0,0528420292672089
"2008-07-31";-0,211175501089904;-0,106161137440758;-0,0173410404624278;-0,0767060030785016;-0,136411214351278;NA;-0,168767123287671;-0,211282516636419;-0,216654800047466;-0,0411955059448059;-0,274393154860269;-0,208161419770531;-0,00993865030674856;-0,0451473591008476;-0,195680729408129;-0,0688820126463071;-0,165128624480045;-0,173847394963784;-0,0982103564617867;-0,187628261506889
