"";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity"
"2008-08-29";-0,220260160409786;-0,0143997320980074;-0,0588176470588235;-0,0440400111141984;-0,162750801819945;0,0860927152317881;0,10547132498352;-0,0904122722914669;-0,219428138610112;-0,0262419416003035;-0,0583531555240649;-0,0880085653104925;-0,163465113396951;-0,0681742915267067;-0,159709880397714;-0,17208495882098;-0,0265166692974893;-0,0445006083455611;-0,147295648637658;-0,12544207867196
"2008-09-30";-0,050047540841905;-0,337504954980463;-0,193755039031006;-0,0822554861212034;-0,689309576837416;-0,524390243902439;-0,475253428741801;-0,462316854643196;-0,243607782252195;-0,129215671002414;-0,344888745565947;-0,292087344447053;-0,251851851851852;-0,128757108042242;-0,231736595404139;-0,237521815008726;-0,276773816675987;-0,169312660877359;-0,1829454406715;-0,182966080713048
"2008-10-31";-0,438125568698817;-0,150611163347295;-0,467441860465116;-0,0555819477434679;-0,297849462365591;-0,461538461538461;-0,427272727272727;-0,517545579298177;-0,283964079538165;-0,402415026833631;-0,669702190499631;-0,545163073521282;-0,174455445544554;-0,52460372960373;0,297098214285714;-0,355916685740444;-0,237901695889623;-0,323138157894737;-0,273056268970348;-0,327272727272727
"2008-11-28";-0,085506072874494;-0,419543121666499;-0,126637554585153;-0,163983903420523;-0,527718223583461;0,952380952380952;0,380952380952381;0,159284843559529;-0,603153274209442;-0,192860350246969;-0,0465722801788375;0,119591638308216;-0,244423123051091;-0,0943391600676652;0,00189296162450536;-0,173773987206823;-0,236838730604147;-0,144999659807743;-0,126063915207965;-0,114864864864865
"2008-12-31";0,109792810341774;-0,159327323162275;-0,0818166666666668;-0,450661853188929;-0,394509295287505;-0,25;-0,136494252873563;0,0553803014370837;0,198194130925508;0,0333796940194715;-0,0113325517780382;0,199739470256187;0,0596825396825398;0,286213150699764;-0,0600595442574143;-0,0197849462365591;-0,0278392804190967;0,0931620530892969;0,0133223079750091;-0,0871077184054284
"2009-01-30";0,161959470240945;0,350587750051557;-0,146866094280372;-0,151150054764513;-0,20528382720457;-0,317073170731707;-0,00998336106489184;0,104616406509465;-0,15241145440844;-0,000717810677433817;0,0703557312252963;0,069851610568223;-0,335230677052127;0,0630130066927643;-0,0580495827495889;-0,279508556384379;-0,24036256971028;0,228067803660566;0,0230301931272101;0,0724705007897428
"2009-02-27";0,0760780005492998;0,249961826233013;0,382978723404255;0,141935483870968;0,0305480682839174;0,619047619047619;-0,0100840336134453;0,0805772699939868;0,0213380751278063;0,105055221334291;0,440792712949286;0,128044654939107;-0,115367282559712;0,186564504632929;0,308717020175892;-0,129719853836785;0,133430594407934;-0,0250654156540296;0,106620579633076;0,00372520142077448
"2009-03-31";0,0654670750382849;-0,039701930124603;0,130769230769231;0,461016949152542;0,970357454228422;0,0955882352941175;0,276740237691002;0,157762938230384;0,733405875952122;0,166734378808808;-0,109440410081162;0,198080671764882;0,420275089149261;0,304299944936677;0,0474355173436112;0,456962911126662;0,218789116931579;0,101189080265089;0,171311869293609;0,0926117728292768
"2009-04-30";0,0624026829560427;0,38150362549294;0,283605442176871;-0,125032224800206;0,334070796460177;0,483221476510067;0,204787234042553;0,219418409036289;-0,0020087884494665;0,148687234487081;0,168745203376823;0,259198998748436;0,129842180774749;0,40079060485109;0,112935182564393;0,337175792507205;0,349691646602299;0,16681521679116;0,210598290598291;0,169681649419385
"2009-05-29";0,190191657271702;0,312983425414365;0,150278234140654;0,0353565114908663;-0,0150912106135986;0,271493212669683;0,385209713024282;0,173433188805676;0,458422443074601;0,0687522735540196;0,278913239760322;0,42769108438525;0,416825396825397;0,0281468898691288;0,0816378433367244;0,588002873563218;0,249495696369732;0,109369296288785;0,166732561423327;0,204632943877896
"2009-06-30";-0,0700009472387988;-0,102251209762256;-0,0140338914331525;-0,0389869095048377;-0,294662401077623;-0,0462633451957296;-0,0693227091633466;0,0525697010413169;-0,139739497972915;-0,0828227819378261;-0,0508953212245684;-0,122389306599833;-0,226977369482411;0,043711527016584;-0,163335684614782;-0,13865641257634;-0,189005262674082;-0,15941234179722;-0,184828387471559;-0,125133150193418
"2009-07-31";0,104298227744958;-0,0492930239825012;0,0186915887850467;-0,0695883920639622;0,28169014084507;-0,156716417910448;-0,0582191780821917;0,278442636029999;0,154617467161336;0,0940128649183571;0,296118474438734;0,0120577502776456;0,237391304347826;0,115514893617021;0,140374707259953;0,115021008403361;0,12208616555149;0,139190129614057;0,13349961399133;0,0399871835950014
"2009-08-31";0,0569083194982476;-0,0240755957271981;0,104082568807339;0,0286441756842775;0,0631402495809275;0,194690265486726;0;-0,0717673489765351;0,0443768996960485;0,0285504296698327;0,0523816977096052;-0,0128546794168365;0,0117123448114314;0,209249807359258;0,0699059432373597;0,117051342439944;0,0698488560028283;0,00558705432424;0,0385078849478702;0,00486782919465178
"2009-09-30";0,0993978532158128;0,072914035530858;0,204869333998089;0,405321782178218;1,01892081289418;0,303703703703704;-0,051818181818182;0,0255479359956972;-0,0539664061200732;0,114659484417083;0,0451142729661396;-0,00190566936636494;0,282241259550822;0,135646687697161;-0,0147030596184115;0,262492093611638;0,101501574159588;0,032317262239997;0,143779638785188;0,0738901152808435
"2009-10-30";0,183203683124305;0,0576787255748255;-0,0206896551724138;-0,120651695288419;-0,00668170774036791;-0,113636363636364;-0,0134228187919463;-0,00301560246492705;0,161202425947086;-0,00251491690911776;-0,0897016270575399;7,95544948288818e-05;0,0451426507764536;-0,0305055555555556;-0,00163640614041927;0,0814963259853039;0,0324287256469806;0,0434366839530693;-0,0199364855328159;0,00382572945811699
"2009-11-30";0,0294512276935461;0,184819706187862;0,326619718309859;0,0941412118177267;0,0307504149558837;0,182692307692308;0,0991253644314869;0,151367701209889;0,00272500189236236;0,0843385406367412;0,0411672746221992;0,110412854983693;0,0734277816171389;0,0343306075904395;0,0124882922260381;0,0680975911056207;0,0433141247012976;-0,00815415344847847;0,0536453645364536;-0,0560864618885097
"2009-12-31";0,0664059954382534;0,0651888033064061;-0,00278692005520753;0,208695652173913;0,0460208492245107;-0,13550135501355;0,00442086648983198;0,0495716733295259;-0,0526156865705443;0,0106227774231786;0,136036036036036;0,000716383695106959;0,116690809592789;0,197761772853186;0,0340733888374962;0,201966170305045;0,0543805068749672;0,00423497915087201;0,0762856654706987;0,104073761600579
"2010-01-29";-0,0727817159618676;0,0878306878306878;-0,0479944638151765;0,0628549791745552;0,280910711391995;0,0721003134796239;0,147007042253521;0,0278593971052346;0,04199203187251;0,0546307574322191;0,388580491673275;0,0226931061636482;0,0864802536754108;-0,0439231068104868;-0,0432011331444759;0,0638681741640605;0,113439848294015;-0,00639350740502631;-0,0633383601873164;0,0162109055182578
"2010-02-27";-0,0800764515916429;-0,0935473411154345;0,0456332231783894;-0,0131813323833274;-0,0392181668669747;-0,114035087719298;-0,0176515732924021;-0,0229751191106405;-0,0186587137722719;0,00577465993669257;-0,0268735325845549;-0,013369732605348;-0,0208278057840277;-0,0710836961780358;-0,0483852117339982;-0,137478801582815;-0,0266843757546485;-0,0649460118839152;-0,02088806033387;-0,0999570308303793
"2010-03-31";0,103954721306777;0,151195373516962;0,271021390374331;0,232490974729242;0,0355520442425439;0,224422442244224;0,215625;0,0972041612483745;-0,0384165822488897;0,0824650193509975;0,160835968830491;0,0368215679318906;0,0948380978187238;0,338399120865385;0,185204896221394;0,125049154541879;0,182085283920631;0,0611152727872932;0,0129386818988273;0,0257205943784686
"2010-04-30";0,0332273346745409;0,0252731886684965;0,0118646421043331;-0,0919742237844171;-0,00864644923389912;-0,0134770889487871;0,0841902313624678;0,0517530864197531;0,0204213938411668;0,0476976269055478;-0,0172452533423212;-0,00985356507458601;-0,0285855710926867;-0,00382127931139153;0,0131256260578219;-0,0834207153675871;0,0388812481473504;-0,000113671036021779;0,0139268626110731;-0,009017919478706
"2010-05-31";-0,239746247095032;0,0101530534929535;-0,0595465299520584;-0,0801612903225807;-0,14525748733406;-0,0601092896174864;-0,0100770598695911;-0,122922340125833;-0,0676620076238882;-0,125290632265807;-0,117947985138611;-0,0351762266758809;-0,0556687898089172;0,0625078125;-0,0331730933142409;-0,0968603025295539;-0,1105804249467;-0,0883563692933643;-0,0369512092356956;-0,0605882698291553
"2010-06-30";-0,0249504296100463;0,0472547254725473;0,00390839154655565;0,00210415570752231;-0,190726290516206;-0,00290697674418594;-0,0880239520958084;-0,122483940042827;-0,0362010221465077;0,0158199356913182;-0,105304085798529;0,00265023995415792;0,0252259544044247;-0,0646723185858927;-0,0154101135482051;0,0792399718508094;-0,0979171606593832;0,0642741347965057;-0,15653847836549;-0,0664958440097493
"2010-07-30";0,040332147093713;0,0437377644081554;0,0340740936476061;0,0601924759405075;0,00194696829223062;-0,0204081632653061;0,0347997373604729;0,148487066861884;0,125231992929739;0,0157845868152275;0,159888458334842;0,0484354907843978;0,0707894736842105;0,1674927577817;0,100282941155403;0,101330203442879;0,0992198302711156;0,0622795332889317;0,053477877483272;0,0905134899912967
"2010-08-31";-0,0601889558560026;-0,0084633331808408;0,0221464133457694;0,00660174946360792;0,000832793559729872;0,044642857142857;0,00571065989847708;-0,0426006586635503;0,120326735783852;0,035067309290344;0,042150618209067;-0,036181520850368;-0,0245760629147209;0,00995209125219265;-0,0586569447609128;-0,0728241563055063;0,0435072672870604;-0,052091376157441;-0,0355489906450025;-0,0256000982257965
"2010-09-30";0,0274720513042725;0,0838331641598227;-0,0384290065458061;0,088867027381538;0,081360946745562;0,0541310541310542;-0,0113564668769717;0,216045272969374;-0,0646382501402131;0,00610147719974297;0,208310863442986;0,0363379285966774;0,106198034769463;0,1930068438124;0,0146270617932847;0,0985951468710089;0,000835753294870845;0,0602944598914761;0,0399734531345723;0,0078125
"2010-10-29";0,0164473684210527;0,0561491635094291;0,170973836327553;0,140792049390152;-0,00897742818057456;0,00270270270270268;0,01148691767709;-0,0291997445022356;0,143681606955479;-0,00267315671879986;-0,064764077260668;0,00886827205129936;0,153741031773146;0,00387842750442191;0,032001908527026;0,178098116717043;0,0743449432970449;-0,00260502405748386;0,0592508958814;0,0562640660165041
"2010-11-30";0,0355157248361131;0,0814187827488917;0,118992728551076;0,0549102428722281;0,0119057889742042;-0,0161725067385445;0,040378548895899;0,104615095403703;0,121502064355462;0,0164419730367644;0,0634693390598902;0,00216377036986959;-0,0110551771789557;0,0106745716949883;-0,0220930616558238;0,00404578646141696;0,0867371701306494;0,00756329773680187;-0,0346649365094077;0,0322561553030303
"2010-12-30";0,0278868499078453;0,251472232575475;0,00300604184648368;-0,00212712712712715;0,0468923181856935;0,0054794520547945;-0,00181928441479695;0,231024506466984;0,281306609010694;0,0228274559193955;0,157829132700122;-0,013022063288577;0,00608843197923936;0,11858165794547;0,0888828853167636;0,0256511056511057;0,181520642851963;-0,00448322240231747;0,0499279884781565;0,110142767043174
"2011-01-31";0,0244796133156622;-0,0748726807040533;0,00597428288822943;-0,0267084639498432;0,0195455655998045;0,201634877384196;-0,0959902794653705;-0,115020391235225;0,0317416883294568;-0,039826073572418;0,0419860477133753;0,102543068088597;0,0615079365079365;-0,0389898487530684;0,03036223793574;0,0140858566500575;0,0438822108343491;0,0565293703305967;0,164197530864198;0,017456874289846
"2011-02-28";0,185069629404155;0,197115539387696;-0,0381335378483967;-0,0579747487760887;0,154565061107117;-0,0498866213151928;-0,00672043010752688;0,0294462235413575;0,0336383326702914;-0,00997876006892962;0,0160350456668181;0,0756448412698412;-0,0542056074766355;-0,0296653267438851;0,00322066038587732;-0,0353396957384484;-0,0636141223378314;0,113802167296017;0,0677114017516987;0,0715736040609136
"2011-03-31";-0,0432158222564695;0,0152745656967677;-0,0519188897256002;0,00382932166301964;-0,124394631243946;-0,0265393794749402;-0,0315290933694181;-0,0508345978755692;0,00551659254190895;0,0483322538860105;0,0163921090095587;0,056144800553378;-0,0230237154150198;0,0513489393835382;-0,0744974497449744;0,0460378097756882;0,0656483931083884;-0,00293399012844797;-0,0429648703329042;0,0850307910942683
"2011-04-29";-0,0771140939597316;-0,0522593632462786;-0,140921506612996;-0,0648501362397821;-0,0806731984829331;-0,113562812591939;-0,0303199664663966;-0,147322142286171;-0,0283247565176711;-0,015059077921075;-0,0990075236113335;-0,0323108830913655;-0,103165773237585;-0,086717396217886;-0,0692774013680423;-0,0640509410993539;0,0234333154793787;-0,068300364137388;-0,0614213783295539;0,0111329404060247
"2011-05-31";-0,0955566867864155;0,0192560297364524;-0,0585282182152869;0,0603146853146854;-0,0353244520842286;-0,081922779068481;-0,0234870317002882;-0,0314990156557607;0,067711296887994;-0,0773482828916419;0,0103491161055345;-0,0913705583756346;-0,0228938761700689;0,0811472254303469;-0,0695576454197144;-0,0234117058529265;-0,0811199790658118;-0,0390303158339496;-0,00806748843113969;-0,116753022452504
"2011-06-30";0,0562032644528423;-0,0519330956950919;-0,0620334162815499;-0,0485023358065403;-0,0426764076977904;0,125384105561246;-0,0140917810240518;0,048882005614171;0,0266868902189064;-0,0236668791162099;0,0114300786916957;0,113531967721912;-0,00611726685133873;-0,0436961110969809;0,0335791562160745;0,0250998873066284;0,0390146660971096;-0,0241275075570212;-0,024977293369664;-0,00337309346890891
"2011-07-29";0,0597594397076735;0,155801712170291;0,144115974985787;0,0118411552346569;0,00269892973476038;0,0125548773958668;0,0332260719898227;-0,0407899593946106;0,080335396286684;0,0464792410131429;0,0399443647585518;0,0299905234405486;-0,0341423760306586;0,0507194340275008;0,00829409634190514;0,0159904057565461;0,0150746882280388;0,0403243973867988;-0,00177837998052244;-0,0221219404522489
"2011-08-31";-0,0860570361324617;-0,0654855741560945;-0,134575569358178;-0,188383045525903;0,0108594765175423;-0,227072042300066;-0,09799377127544;-0,157109871079469;0,0549210925084083;-0,0919487648673376;-0,160139597091031;-0,139687178654543;-0,0977515931225201;-0,194248974839265;-0,114192320126441;-0,165748573676962;-0,0257864182530039;-0,0592789086184495;-0,0339766702014845;-0,104534510433387
"2011-09-30";-0,112394875422463;-0,0215016333743907;0,0287081339712918;-0,0782486372428345;-0,0543568083738867;-0,178683814475304;-0,156495904930143;-0,244949206711563;-0,220649546298567;-0,187268147469659;-0,240861927393068;-0,156265727226975;-0,108075692963753;-0,133764765016336;0,0557583130575832;-0,168258460087254;-0,031180709534368;-0,0577199746791736;-0,166417844910863;-0,125756217790724
"2011-10-31";0,132914194633844;0,0867197548094025;-0,016093023255814;0,0778328882106065;-0,116030682590543;0,175703814759287;0,0875773441218468;0,243083900226757;0,208676106990335;0,0930914008790713;0,300829263496018;0,129958246346555;0,0960705214403106;0,185428302023645;0,0061839830996735;0,162886305642189;-0,146617079101702;0,0739587150360326;0,149125579435314;0,149163836739924
"2011-11-30";0,093324996091918;0,0550211522965351;-0,0521887113548265;-0,106194690265487;-0,0966608084358525;0,225071729658886;0,0498905908096279;-0,10993554663748;-0,0801502584892327;0,0885142798226621;-0,0408950034016177;0,100626855823161;-0,0775627044711015;-0,0873129990516106;0,124102916475798;0,0672924539802511;-0,0874958095876635;-0,0197895934034689;0,0257620903048361;-0,0220797323668804
"2011-12-30";0,0593365742064627;-0,0597417476191613;-0,164538653366584;0,000792079207920793;-0,0581225680933852;-0,185166979904583;-0,19182992913714;-0,141002869244432;-0,0558385896813844;-0,1310442813166;-0,140316309373686;-0,0462230215827338;-0,130486182946653;-0,056145878724902;-0,140353856080416;-0,0936607652769846;-0,0920279206465834;-0,0118350060915473;-0,0437502793046433;-0,0229203489366554
"2012-01-31";0,00438655689026857;-0,00560999136924401;0,0223867231807056;-0,00969529085872578;-0,048282984766331;0,122032575139278;0,186197648029709;0,180531254970574;-0,0735300415399768;0,164868105515588;0,205146227424136;0,112514928656735;0,199524133242692;0,170253569145536;0,123014932448448;0,138248267170763;0,180052599635849;0,0400986320671637;0,0525750070100008;0,0738168874365408
"2012-02-29";0,0545588926963647;0,0196053404130396;0,0832068200397058;0,0115884115884117;0,0972599023331524;0,0911764705882354;0,0318288546830161;-0,0563190514686067;0,0991032633817139;0,0472558835914472;0,017724921391622;0,0958246228600486;0,0270614905072257;0,108278708424375;0,0697199943717461;0,108392382639504;-0,00960054860277726;0,0585346579363288;0,00261954446565738;0,0537441582436691
"2012-03-30";-0,00356801529149409;-0,0275656593475377;-0,0292167538138105;-0,0568832707880703;-0,0768945481518111;-0,09028200446338;-0,0896755162241888;-0,11950314106225;-0,0624526873580621;0,0247956038064603;-0,121938457705245;0,0154679040989947;-0,0776658849496482;-0,00306681270536691;-0,0450509700756331;-0,0546398961142743;-0,0652587848364203;-0,0493787660640964;-0,0698343813656894;-0,0661647155897065
"2012-04-28";-0,100965534880747;-0,0252832131822863;-0,0421455938697318;0,0221989528795812;-0,0500870496852819;-0,145405887600357;-0,0374965280992501;0,0290254580833469;-0,00533799847485761;0,0179614613305432;0,0190686983910784;-0,0776339172378776;-0,0544421178582113;0,0161777631289826;-0,00457988980716251;-0,00644547759932379;-0,0368518518518518;0,00824591911146011;0,000618900261842414;-0,0657720344599073
"2012-05-31";-0,0576102418207681;-0,2315758888478;-0,153623188405797;-0,101823396844909;0,0682362892993089;-0,359118699671936;-0,231146594844171;-0,170501103057044;0,0414900333724182;-0,0337901498929336;-0,0828390833402946;-0,0794891555653419;-0,162290414425815;-0,100791956104549;-0,139931504479884;-0,130490269063065;-0,0532589886560277;-0,0379993323689775;-0,0128937101532021;-0,129692025772891
