"";"SIBN RX Equity";"NVTK RX Equity";"PHST RX Equity";"AFLT RX Equity";"PIKK RX Equity";"FEES RX Equity";"HYDR RX Equity";"NLMK RX Equity";"URKA RX Equity";"MTSS RX Equity";"CHMF RX Equity";"TATN RX Equity";"VTBR RX Equity";"MGNT RX Equity";"SNGS RX Equity";"SBER RX Equity";"GMKN RX Equity";"LKOH RX Equity";"ROSN RX Equity";"GAZP RX Equity";"Count"
"2006-01-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-02-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-03-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-04-28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-05-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-06-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-07-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-08-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-09-29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-10-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-11-30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2006-12-29";-0,0345409780467845;0,0730160015642176;NA;-0,00320968457243604;NA;NA;NA;NA;NA;-0,0112808576491332;-0,0393032888358173;-0,030211345349977;NA;NA;-0,0268566971350338;0,0899377079513746;NA;-0,0251330756561985;NA;0,00758221772978818;10
"2007-01-31";-0,0263485662569561;0,0361969586627536;NA;0,0180774119860483;NA;NA;NA;NA;NA;0,0104697003187806;-0,0261811657464971;-0,0459058728950365;NA;NA;-0,0399966855667636;0,0857268479233727;NA;-0,0244594395967702;NA;0,0124208111710683;10
"2007-02-28";-0,0299506841771069;0,0111882781339338;NA;0,00571325406117147;NA;NA;NA;NA;NA;0,0125031640113586;-0,0222233981460786;-0,0359921577334628;NA;NA;-0,0401142826209379;0,120986899402396;NA;-0,0239530363634197;NA;0,00184196343214597;10
"2007-03-30";-0,0276707727731766;0,0186519100080714;NA;0,0138035588555677;NA;NA;NA;0,00745115663914102;NA;0,0300543222969932;-0,0118437140052021;-0,0295744571565737;NA;NA;-0,0364216793819511;0,0725288368787089;NA;-0,0171401962262651;NA;-0,0198389651353137;11
"2007-04-28";-0,0399678952722496;0,00545874354216932;NA;0,0310100323087295;NA;NA;NA;-0,00290324315124085;NA;0,0289526461236053;-0,0247972859719106;-0,01832366086081;NA;NA;-0,0281671714112975;0,102464340205201;NA;-0,0234754504739898;NA;-0,0302510550382063;11
"2007-05-31";-0,0274833844936516;-0,0103403541888094;NA;0,0171699177434262;NA;NA;NA;0,00169654038116542;NA;0,0449993123938592;-0,00185391750136921;-0,00555527846619433;NA;NA;-0,0406177891651266;0,0763802858746146;NA;-0,02559263797807;NA;-0,0288026945998443;11
"2007-06-29";-0,0220948522969123;-0,00753135199944176;NA;0,0213793398161681;NA;NA;NA;0,00757030304170485;NA;0,0237925513739121;-0,00899581526725537;-0,0238139624352447;NA;0,0298459973731866;-0,036904617553404;0,074293816702406;NA;-0,0262620962305171;-0,013801263403433;-0,0174780491211693;13
"2007-07-31";-0,0172224367569173;NA;NA;-0,000794549038177513;NA;NA;NA;0,0325440357431882;NA;0,0201044037989514;0,0138005618291142;-0,0212037633567292;NA;0,00124030932809388;-0,0343559605793254;0,0564633604309523;NA;-0,0204288318914668;-0,0067194257408059;-0,0234277037668779;12
"2007-08-31";-0,0199690236015677;-0,0159914876184907;NA;-0,0027586146103368;NA;NA;NA;0,0314837613953803;NA;0,0250020286596283;0,0176805755893324;-0,00297191291483343;NA;0,00122839275551013;-0,0200643771518065;0,0382966038586748;NA;-0,0184643907623975;-0,0138269180016051;-0,0196446375974881;13
"2007-09-28";-0,0184978120498505;-0,0260498094424057;NA;0,00621314535173773;NA;NA;NA;0,0245185488661751;NA;0,018573545027668;0,0261870138490713;-0,00473804385215906;NA;-0,000227194268138745;-0,0141501936123853;0,0411407852307262;NA;-0,0170760196251924;-0,0196028922916184;-0,0162910731836283;13
"2007-10-31";-0,0110024191054679;-0,0326042910449708;NA;0,0146848732511163;NA;NA;NA;0,0309950050837371;NA;0,0229697072578328;0,0475133415223639;-0,00535952236397055;NA;0,00144701739775007;-0,0279316869738219;0,0285813863014801;NA;-0,0229369909793385;-0,0269818590114987;-0,019374561335212;13
"2007-11-30";-0,0106613799660414;-0,0212541371943146;NA;0,0200367169298645;NA;NA;NA;0,0203598844608745;NA;0,0251509961653787;0,0429288349607511;-0,00310914060859338;NA;-0,00210447503525708;-0,0379692061124163;-0,00796146838286845;0,0327710935237716;-0,02227802504458;-0,0236370479083571;-0,0122726457882121;14
"2007-12-29";0,000752079836663247;-0,000893957123963428;NA;-0,00223078366050951;NA;NA;NA;0,0194060055071617;NA;0,0166167681769583;0,030139991954791;0,00138000267138645;NA;5,17524824281928e-05;-0,0251169266778186;-0,00750647769213895;0,0139182558958038;-0,0208103260954646;-0,0206211676137498;-0,00508521766154782;14
"2008-01-31";0,00706630560249155;0,00223457656081408;NA;0,0125478940407407;NA;NA;NA;0,0119838269934525;NA;0,015579829955169;0,026189221326235;-0,00467237206921865;NA;0,000663315263767064;-0,0254396934603442;-0,0129916590729754;0,0100341594397186;-0,0207258406502378;-0,0224385527285127;-3,10112010998416e-05;14
"2008-02-29";0,0123859099440954;0,00162243103063296;NA;0,0175076804542699;NA;NA;NA;0,0232175773653224;NA;0,00227303758835335;0,0389190368095405;0,00360411992209751;NA;-0,00739478504758562;-0,0362834683195748;-0,0227173444933531;0,0185777577333577;-0,0275329683153297;-0,0199722479968672;-0,00420673667495927;14
"2008-03-31";0,0151608985080681;0,0140748257621255;NA;0,0133814595740516;NA;NA;NA;0,0178016078707996;NA;0,00344313940118625;0,0271035183894458;0,0069799927373169;NA;-0,0168793626587788;-0,035849162753767;-0,0309165465436621;0,0133207580535775;-0,0128637292547728;-0,0147857992276995;2,84001421090644e-05;14
"2008-04-30";0,0185548237872739;0,0139732051095248;NA;0,0238240067783295;NA;NA;NA;0,0241762804159453;NA;-0,00472744844398734;0,034147360583339;0,00662710038325203;-0,0413784959960937;-0,0184362245781772;-0,0275252996775881;-0,0261736979967815;0,00731615005459565;-0,00931413467644339;-0,00734350339809154;0,00627987765490266;15
"2008-05-30";0,0249024712319826;0,0186412762937724;NA;0,000129313253638918;-0,0161695799230904;NA;NA;0,0140501548633327;NA;-0,00605202189529505;0,0259061351446898;0,0193651852021979;-0,0375442426124038;-0,0135904609280782;-0,0158534306013557;-0,0275931551856466;0,000621994536098191;0,00328272275782917;0,00659664570018134;0,0033069921621467;16
