Date,A2A.MI,ANIM.MI,ATL.MI,AZM.MI,BMED.MI,BMPS.MI,BP.MI,BPE.MI,BZU.MI,CNHI.MI,CPR.MI,ENEL.MI,ENI.MI,EXO.MI,FBK.MI,FCA.MI,FNC.MI,G.MI,ISP.MI,IT.MI,LUX.MI,MB.MI,MONC.MI,MS.MI,PMI.MI,PRY.MI,PST.MI,RACE.SW,SFER.MI,SPM.MI,SRG.MI,STM.MI,TEN.MI,TIT.MI,TRN.MI,UBI.MI,UCG.MI,UNI.MI,US.MI,YNAP.MI
14.07.2006,1,88,0,0,24,49,8,21,5,45,0,5,4,26,14,78,17,79,0,0,7,55,5,89,23,43,4,32,0,0,2,90,17,12,28,30,4,19,15,84
21.07.2006,1,89,0,0,23,76,7,66,5,12,0,5,4,57,15,6,17,26,0,0,7,74,5,72,23,6,4,36,0,0,2,96,16,62,27,40,4,4,16,19
28.07.2006,1,89,0,0,23,55,7,69,5,22,0,5,5,3,15,30,17,39,0,0,7,72,5,86,23,0,4,46,0,0,2,94,17,15,27,65,4,5,16,39
04.08.2006,1,99,0,0,24,24,7,70,5,45,0,5,4,99,15,80,17,89,0,0,8,11,5,97,24,3,4,34,0,0,3,9,17,36,28,24,4,26,17,31
11.08.2006,1,99,0,0,24,57,7,98,5,41,0,5,5,7,16,53,17,72,0,0,7,81,6,2,24,0,4,52,0,0,3,7,16,80,28,12,4,23,17,28
18.08.2006,2,0,0,0,24,9,8,2,5,27,0,5,5,11,16,0,17,38,0,0,7,39,5,94,24,30,4,53,0,0,3,7,16,7,28,0,4,24,16,63
25.08.2006,2,0,0,0,24,24,8,60,5,49,0,5,5,30,16,35,18,12,0,0,7,48,6,2,24,31,4,49,0,0,3,15,16,28,29,18,4,45,16,46
01.09.2006,2,2,0,0,24,3,8,72,5,55,0,5,5,28,16,3,17,59,0,0,7,59,6,0,24,29,4,55,0,0,3,10,16,93,29,78,4,72,16,98
08.09.2006,2,9,0,0,25,20,8,69,5,62,0,5,5,43,16,26,18,30,0,0,7,83,6,2,23,87,4,58,0,0,3,15,17,4,29,49,4,95,16,96
15.09.2006,2,10,0,0,25,36,8,98,5,68,0,5,5,34,16,17,18,12,0,0,7,80,6,10,23,31,4,78,0,0,3,20,16,47,28,75,4,87,16,22
22.09.2006,2,12,0,0,25,66,8,70,5,69,0,5,5,32,16,26,18,24,0,0,7,82,6,14,22,61,5,9,0,0,3,39,16,97,29,44,4,80,16,89
29.09.2006,2,2,0,0,25,80,8,75,5,50,0,5,5,14,16,26,18,49,0,0,7,71,6,10,22,73,5,22,0,0,3,29,16,93,29,16,4,76,16,88
06.10.2006,2,13,0,0,25,79,8,92,5,82,0,5,5,27,16,20,18,65,0,0,7,66,6,19,23,37,5,17,0,0,3,49,17,56,29,50,4,85,17,78
13.10.2006,2,13,0,0,24,62,8,99,5,75,0,5,5,69,16,26,19,25,0,0,7,50,6,20,23,43,5,25,0,0,3,56,17,41,30,1,4,93,17,31
20.10.2006,2,17,0,0,24,84,9,12,6,15,0,5,5,61,16,44,20,41,0,0,7,29,6,16,23,81,5,47,0,0,3,57,17,74,31,3,5,9,17,55
27.10.2006,2,15,0,0,24,93,9,8,6,26,0,5,5,64,16,53,20,34,0,0,7,11,6,23,24,30,5,58,0,0,3,84,17,41,31,4,4,99,17,24
03.11.2006,2,11,0,0,25,19,8,78,6,3,0,5,5,60,16,72,20,5,0,0,7,34,6,46,23,74,5,82,0,0,3,86,17,57,30,72,4,92,17,67
10.11.2006,2,13,0,0,25,20,9,0,6,14,0,5,5,77,17,8,20,58,0,0,7,34,6,51,23,65,6,9,0,0,4,1,17,65,31,54,5,0,17,61
17.11.2006,2,14,0,0,26,40,9,65,6,9,0,5,5,81,16,33,20,92,0,0,7,37,6,71,24,80,6,2,0,0,4,12,18,11,31,63,5,3,18,7
24.11.2006,2,20,0,0,26,48,9,85,6,12,0,5,5,83,16,8,21,20,0,0,7,35,6,80,24,69,6,37,0,0,4,4,18,11,31,59,5,13,18,57
01.12.2006,2,40,0,0,26,26,9,94,6,6,0,5,5,88,15,81,20,72,0,0,7,18,6,61,24,65,6,22,0,0,3,99,19,2,31,48,5,16,18,24
08.12.2006,2,42,0,0,26,23,9,67,5,92,0,5,5,82,15,77,20,40,0,0,7,18,6,55,24,54,6,16,0,0,3,89,19,3,32,34,4,94,18,43
15.12.2006,2,48,0,0,26,96,9,75,6,9,0,5,5,82,16,22,20,90,0,0,7,59,6,69,24,71,6,14,0,0,3,91,18,80,37,79,4,96,18,40
22.12.2006,2,48,0,0,23,86,9,90,6,16,0,5,5,76,16,81,21,20,0,0,7,62,6,80,25,74,6,14,0,0,4,8,18,52,34,40,5,1,18,17
29.12.2006,2,46,0,0,23,84,9,76,6,12,0,5,5,99,16,81,20,73,0,0,7,44,6,64,25,20,6,14,0,0,3,95,18,53,33,13,5,3,17,73
05.01.2007,2,53,0,0,24,2,10,0,6,14,0,5,5,92,16,90,21,53,0,0,7,52,6,73,25,48,6,30,0,0,4,3,18,83,33,27,5,47,18,3
12.01.2007,2,50,0,0,24,23,10,29,6,27,0,5,6,8,17,27,21,27,0,0,7,32,6,70,24,93,6,24,0,0,4,2,20,14,33,56,5,34,18,45
19.01.2007,2,48,0,0,25,23,10,62,6,26,0,5,6,23,17,90,22,5,0,0,7,54,6,74,24,60,6,41,0,0,4,13,20,19,34,0,5,40,18,94
26.01.2007,2,55,0,0,25,9,10,58,6,20,0,5,6,26,17,94,22,26,0,0,7,53,6,78,24,70,6,20,0,0,4,35,20,70,33,25,5,39,18,86
02.02.2007,2,53,0,0,24,96,10,60,6,11,0,5,6,47,18,81,21,55,0,0,7,70,6,91,24,82,6,28,0,0,4,51,20,59,32,59,5,45,18,87
09.02.2007,2,51,0,0,25,6,10,83,6,37,0,6,6,58,18,71,21,94,0,0,7,71,7,7,24,64,6,71,0,0,4,77,21,7,33,46,5,41,19,28
16.02.2007,2,54,0,0,24,53,10,86,6,22,0,5,6,55,18,67,21,30,0,0,7,59,7,15,24,65,6,65,0,0,4,78,21,44,33,84,5,39,19,90
23.02.2007,2,63,0,0,24,38,11,19,6,63,0,5,6,53,18,89,21,77,0,0,8,0,7,18,24,37,6,82,0,0,5,6,21,63,34,20,5,32,19,74
02.03.2007,2,62,0,0,24,80,11,12,6,48,0,5,6,48,18,99,23,2,0,0,7,88,7,11,23,75,6,93,0,0,5,7,21,97,33,75,5,32,19,77
09.03.2007,2,51,0,0,24,85,10,2,5,97,0,5,6,20,18,22,21,61,0,0,7,86,6,78,23,14,7,9,0,0,4,81,22,66,31,42,5,16,19,58
16.03.2007,2,56,0,0,24,73,10,28,6,3,0,5,6,38,18,8,22,31,0,0,8,13,6,97,23,65,6,84,0,0,5,6,23,61,31,79,5,9,20,19
23.03.2007,2,61,0,0,25,5,10,5,5,76,0,5,6,28,17,44,21,75,0,0,7,94,6,81,23,6,6,72,0,0,4,95,23,0,30,22,4,97,21,7
30.03.2007,2,68,0,0,26,28,11,12,6,8,0,5,6,42,17,81,22,29,0,0,7,60,6,79,24,5,6,62,0,0,5,30,21,77,32,42,5,40,19,71
06.04.2007,2,70,0,0,26,46,11,1,6,3,0,5,6,41,17,44,22,76,0,0,7,94,6,90,24,36,6,97,0,0,5,25,22,12,31,84,5,31,19,66
13.04.2007,2,86,0,0,27,61,11,12,6,15,0,5,6,45,17,53,23,8,0,0,7,79,7,13,24,27,7,18,0,0,5,32,21,73,35,62,5,38,19,35
20.04.2007,2,85,0,0,26,31,11,34,6,34,0,5,6,52,17,44,23,72,0,0,7,55,7,6,24,69,7,36,0,0,5,42,22,78,33,15,5,50,19,78
27.04.2007,2,89,0,0,26,48,11,70,6,47,0,5,6,61,18,14,23,13,0,0,7,49,7,24,24,45,7,40,0,0,5,69,22,66,33,39,5,59,19,59
04.05.2007,2,85,0,0,26,26,12,19,6,33,0,5,6,72,18,71,23,41,0,0,7,54,7,14,24,35,7,54,0,0,6,7,22,89,33,71,5,76,20,37
11.05.2007,2,85,0,0,27,34,11,74,6,24,0,5,6,66,18,81,24,34,0,0,7,49,7,21,25,13,8,14,0,0,6,8,23,42,34,27,5,80,20,36
18.05.2007,2,78,0,0,27,78,12,20,6,20,0,5,6,71,18,35,24,88,0,0,7,44,7,20,24,89,8,25,0,0,5,76,22,98,34,25,5,72,20,55
25.05.2007,2,83,0,0,28,44,12,17,6,30,0,6,6,64,18,99,24,94,0,0,7,63,7,23,26,8,7,77,0,0,5,94,22,70,35,34,5,69,20,64
01.06.2007,2,81,0,0,27,83,12,21,6,58,0,5,6,63,18,58,25,4,0,0,7,70,7,25,26,30,8,14,0,0,5,67,22,34,33,90,5,29,21,4
08.06.2007,2,88,0,0,27,42,12,58,6,37,0,5,6,51,17,94,26,32,0,0,7,74,7,37,26,33,8,23,0,0,5,97,21,93,31,0,5,27,21,5
15.06.2007,2,87,0,0,26,87,12,1,6,22,0,5,6,3,16,80,24,63,0,0,7,73,7,9,26,21,8,9,0,0,5,56,22,81,29,46,5,16,21,9
22.06.2007,2,90,0,0,27,94,12,44,6,29,0,5,6,29,17,26,25,54,0,0,7,75,7,21,27,13,7,80,0,0,5,92,23,18,30,78,5,35,20,92
29.06.2007,2,81,0,0,27,1,12,2,6,12,0,5,6,18,17,8,25,15,0,0,7,82,6,81,26,58,7,80,0,0,5,98,23,36,30,35,5,23,21,28
06.07.2007,2,73,0,0,27,14,12,70,6,14,0,5,6,28,16,99,25,59,0,0,7,61,6,87,26,90,8,6,0,0,6,14,22,94,29,76,5,17,20,20
13.07.2007,2,64,0,0,27,87,13,25,6,9,0,5,11,24,17,8,25,95,0,0,7,58,6,83,27,75,7,85,0,0,6,51,23,51,29,90,5,10,20,30
20.07.2007,2,66,0,0,28,37,13,15,6,0,0,5,11,12,16,94,25,66,0,0,7,66,6,79,28,21,8,16,0,0,6,52,22,67,30,29,5,10,20,8
27.07.2007,2,63,0,0,28,51,13,23,5,87,0,5,10,87,16,63,23,45,0,0,7,69,6,79,27,19,8,40,0,0,6,39,22,81,29,76,5,3,20,1
03.08.2007,2,44,0,0,27,46,11,68,5,54,0,5,9,93,16,26,22,4,0,0,8,1,6,47,25,53,8,15,0,0,5,84,22,69,28,25,5,11,19,86
10.08.2007,2,48,0,0,27,10,12,25,5,36,0,5,9,88,16,16,22,56,0,0,8,10,6,39,24,59,7,82,0,0,5,68,23,1,29,0,5,15,19,1
17.08.2007,2,35,0,0,26,43,11,76,5,24,0,5,9,96,15,80,20,19,0,0,8,40,6,24,24,1,7,63,0,0,5,25,22,92,30,6,5,17,17,96
24.08.2007,2,41,0,0,25,5,10,52,5,23,0,5,9,89,15,24,19,65,0,0,7,85,6,31,23,82,7,59,0,0,5,2,22,20,29,38,5,24,17,72
31.08.2007,2,60,0,0,26,59,11,29,5,20,0,5,10,38,16,28,20,90,0,0,7,63,6,53,24,86,7,9,0,0,5,30,21,37,29,61,5,26,16,57
07.09.2007,2,67,0,0,26,98,11,18,5,33,0,5,10,10,16,17,21,6,0,0,7,69,6,53,25,38,7,5,0,0,5,42,20,6,30,3,5,17,15,78
14.09.2007,2,52,0,0,26,4,10,76,5,9,0,5,9,26,15,58,19,75,0,0,7,53,6,40,24,81,6,99,0,0,5,31,20,72,29,29,4,87,15,76
21.09.2007,2,54,0,0,25,88,10,60,5,8,0,5,9,29,15,17,18,49,0,0,7,81,6,62,25,34,7,17,0,0,5,31,21,10,29,84,4,94,15,60
28.09.2007,2,52,0,0,25,97,11,11,5,3,0,5,9,31,13,99,18,94,0,0,7,82,6,81,26,12,6,83,0,0,5,60,21,11,30,61,5,7,15,79
05.10.2007,2,63,0,0,26,12,10,80,4,93,0,5,8,64,14,49,18,24,0,0,7,50,6,84,25,99,7,3,0,0,5,90,21,0,30,86,5,6,14,51
12.10.2007,2,76,0,0,27,73,11,84,5,24,0,5,9,61,15,18,20,26,0,0,7,22,6,93,25,96,7,47,0,0,6,15,20,77,30,98,5,27,14,25
19.10.2007,2,81,0,0,28,64,11,73,5,36,0,5,9,41,15,32,20,10,0,0,7,29,7,5,26,45,7,61,0,0,6,35,20,14,31,39,5,14,13,41
26.10.2007,2,88,0,0,29,2,11,38,5,1,0,5,9,0,15,15,18,65,0,0,7,10,6,94,25,94,7,89,0,0,6,35,20,92,30,81,5,4,14,77
02.11.2007,2,88,0,0,29,84,11,59,5,4,0,5,8,92,14,81,19,63,0,0,7,30,7,8,25,14,8,4,0,0,6,16,20,82,33,44,5,0,15,14
09.11.2007,2,93,0,0,30,1,11,42,5,2,0,5,8,72,14,81,18,73,0,0,7,49,7,10,24,71,7,93,0,0,6,23,20,77,32,40,4,95,14,48
16.11.2007,2,83,0,0,29,48,10,16,4,95,0,4,8,17,14,39,17,52,0,0,7,19,7,4,23,91,7,87,0,0,5,51,20,1,31,19,4,80,13,88
23.11.2007,2,95,0,0,29,2,10,78,4,97,0,4,7,89,14,40,19,4,0,0,7,42,7,8,24,20,7,82,0,0,5,41,20,49,31,64,4,84,13,88
30.11.2007,2,87,0,0,28,6,9,68,4,84,0,4,7,87,14,4,17,79,0,0,7,28,6,99,24,0,7,48,0,0,4,99,19,25,30,69,4,88,12,36
07.12.2007,2,87,0,0,28,63,9,72,4,92,0,4,8,46,14,67,18,95,0,0,7,2,7,5,24,37,6,70,0,0,5,22,20,18,31,35,5,9,12,26
14.12.2007,2,92,0,0,28,58,9,71,5,1,0,4,8,34,14,54,19,9,0,0,6,70,7,19,25,6,7,10,0,0,4,93,19,4,31,81,5,13,11,5
21.12.2007,3,9,0,0,28,78,9,20,5,14,0,4,8,64,14,26,19,0,0,0,6,92,7,9,24,60,6,94,0,0,4,87,20,27,31,68,5,8,12,8
28.12.2007,3,6,0,0,28,44,8,85,5,6,0,4,8,22,14,29,18,51,0,0,6,74,6,94,24,69,6,79,0,0,4,83,20,9,30,74,5,0,12,52
04.01.2008,3,14,0,0,28,59,8,87,5,46,0,4,8,34,14,54,18,93,0,0,6,91,7,0,25,5,6,36,0,0,4,92,21,16,31,0,5,6,13,56
11.01.2008,3,5,0,0,27,56,8,21,5,18,0,4,8,3,14,26,17,55,0,0,6,65,6,97,25,17,6,34,0,0,4,32,21,69,30,43,4,93,12,94
18.01.2008,2,99,0,0,26,98,7,71,4,81,0,4,7,91,13,73,16,26,0,0,6,55,6,87,25,0,6,21,0,0,4,66,21,97,31,4,4,93,12,80
25.01.2008,2,81,0,0,26,86,7,80,4,58,0,3,7,15,13,63,15,60,0,0,6,37,6,88,23,20,5,48,0,0,4,49,20,73,29,49,4,63,11,93
01.02.2008,2,65,0,0,24,28,7,88,4,36,0,3,7,19,13,45,16,3,0,0,5,92,6,37,21,96,5,59,0,0,4,20,19,51,28,89,4,36,11,64
08.02.2008,2,75,0,0,24,97,8,2,4,43,0,3,7,30,13,58,16,3,0,0,5,80,6,43,21,76,5,10,0,0,4,39,18,74,28,40,4,45,12,32
15.02.2008,2,72,0,0,24,81,7,10,4,9,0,3,6,94,13,21,14,65,0,0,5,50,6,36,21,29,5,39,0,0,3,90,19,90,27,94,4,16,11,80
22.02.2008,2,72,0,0,24,98,7,25,3,87,0,3,7,2,13,72,15,96,0,0,5,56,6,34,22,38,5,33,0,0,4,3,19,52,27,81,4,17,11,14
29.02.2008,2,75,0,0,24,21,7,82,4,10,0,3,6,48,13,49,16,65,0,0,5,94,6,27,22,70,5,28,0,0,3,87,20,34,28,26,4,11,11,11
07.03.2008,2,68,0,0,23,37,7,60,4,14,0,3,6,90,13,26,16,29,0,0,5,86,6,14,22,92,5,38,0,0,3,91,20,57,28,47,4,16,11,44
14.03.2008,2,53,0,0,22,87,7,30,3,89,0,3,6,31,12,72,15,48,0,0,5,88,5,97,22,59,5,45,0,0,3,54,20,77,27,70,3,97,12,17
21.03.2008,2,41,0,0,22,1,6,79,3,79,0,3,5,90,11,99,15,16,0,0,5,82,5,76,22,11,5,3,0,0,3,51,20,17,27,32,4,13,11,48
28.03.2008,2,24,0,0,21,53,6,26,3,70,0,3,5,65,11,13,14,60,0,0,5,52,5,60,20,87,4,76,0,0,3,66,20,63,27,13,4,6,11,3
04.04.2008,2,29,0,0,20,62,6,58,3,90,0,3,6,36,12,45,15,67,0,0,5,51,5,78,21,59,4,61,0,0,3,96,20,89,28,61,4,20,10,61
11.04.2008,2,45,0,0,22,26,6,84,4,25,0,3,6,75,13,49,16,19,0,0,5,93,6,4,22,53,4,69,0,0,4,9,21,34,29,19,4,44,10,89
18.04.2008,2,36,0,0,21,94,6,82,4,0,0,3,6,53,12,72,16,13,0,0,6,14,5,96,23,9,5,39,0,0,4,9,21,96,28,97,4,39,11,59
25.04.2008,2,25,0,0,23,40,7,20,3,91,0,3,6,73,12,86,17,35,0,0,6,8,6,12,23,84,5,31,0,0,3,91,21,50,29,26,4,52,11,90
02.05.2008,2,34,0,0,24,24,7,37,3,87,0,3,6,95,12,26,17,4,0,0,6,13,6,4,24,52,5,24,0,0,4,8,20,99,28,85,4,50,12,36
09.05.2008,2,35,0,0,23,21,7,17,3,98,0,2,7,13,13,8,16,77,0,0,11,53,6,8,25,10,5,18,0,0,4,16,21,50,28,76,4,54,12,23
16.05.2008,2,35,0,0,23,52,7,1,3,86,0,2,7,16,12,72,17,35,0,0,5,92,5,88,25,40,5,38,0,0,4,10,22,19,28,20,4,27,12,26
23.05.2008,2,41,0,0,23,60,7,2,3,86,0,2,7,59,12,44,19,13,0,0,5,90,6,5,26,65,5,47,0,0,4,26,21,44,27,98,4,33,11,63
30.05.2008,2,51,0,0,24,89,6,69,3,51,0,2,7,20,11,90,18,41,0,0,6,31,6,17,26,33,5,38,0,0,4,0,19,59,26,29,3,89,11,89
06.06.2008,2,61,0,0,25,47,6,57,3,67,0,2,7,9,11,79,18,87,0,0,6,4,6,22,26,18,5,32,0,0,3,98,19,43,26,73,3,94,11,57
13.06.2008,2,51,0,0,24,72,6,34,3,29,0,2,6,57,11,37,18,50,0,0,11,90,6,9,25,21,5,34,0,0,3,60,19,48,26,10,3,66,5,13
20.06.2008,2,42,0,0,22,68,5,71,3,7,0,2,6,31,10,90,17,52,0,0,5,88,5,85,24,47,5,21,0,0,3,50,18,61,25,97,3,59,10,99
27.06.2008,2,41,0,0,22,94,5,83,2,84,0,2,6,26,10,63,16,32,0,0,5,71,5,69,23,53,4,76,0,0,3,27,18,47,24,76,3,39,10,33
04.07.2008,2,34,0,0,21,94,5,52,2,70,0,2,6,11,10,8,16,0,0,0,5,53,5,23,23,38,4,88,0,0,2,92,16,29,24,26,3,38,9,69
11.07.2008,2,32,0,0,20,58,5,23,2,47,0,2,6,9,9,99,14,49,0,0,5,31,5,10,22,96,4,45,0,0,2,80,16,48,23,63,3,42,9,53
18.07.2008,2,23,0,0,19,44,5,0,2,52,0,2,5,96,9,88,12,97,0,0,5,46,4,92,22,40,4,14,0,0,2,66,16,60,22,82,3,28,8,33
25.07.2008,2,28,0,0,19,85,5,53,2,69,0,2,6,16,9,64,14,24,0,0,5,13,4,85,21,81,4,7,0,0,2,88,16,43,22,80,3,25,7,61
01.08.2008,2,29,0,0,19,37,5,45,2,82,0,2,6,31,9,61,13,86,0,0,5,35,5,12,22,6,4,5,0,0,3,24,18,33,22,59,3,45,8,56
08.08.2008,2,31,0,0,19,2,5,16,2,69,0,2,6,38,9,90,13,12,0,0,5,43,5,24,21,28,4,59,0,0,2,94,18,35,22,31,3,40,8,44
15.08.2008,2,22,0,0,19,97,5,70,2,96,0,2,7,3,10,97,14,64,0,0,5,35,5,50,21,9,4,32,0,0,3,19,18,61,22,89,3,59,7,70
22.08.2008,2,18,0,0,21,22,5,62,2,95,0,2,6,97,11,5,13,81,0,0,6,0,5,35,21,63,4,38,0,0,3,23,19,60,22,86,3,51,8,19
29.08.2008,2,5,0,0,20,13,5,47,2,89,0,2,6,89,10,75,13,46,0,0,5,70,5,32,21,72,4,40,0,0,2,99,18,33,22,46,3,24,8,51
05.09.2008,2,14,0,0,19,93,5,99,2,95,0,2,7,18,10,77,13,54,0,0,5,76,5,40,22,23,4,5,0,0,2,94,17,83,22,77,3,43,8,4
12.09.2008,2,2,0,0,18,81,5,90,3,7,0,2,6,80,10,22,13,36,0,0,5,95,5,9,20,25,4,23,0,0,2,88,18,43,21,95,3,49,8,44
19.09.2008,1,99,0,0,19,19,5,97,3,31,0,2,7,0,10,90,12,60,0,0,6,14,5,18,20,90,4,28,0,0,3,4,17,24,22,65,3,65,8,86
26.09.2008,1,80,0,0,18,19,6,17,3,21,0,2,6,71,10,8,12,42,0,0,5,99,5,14,20,20,4,24,0,0,3,2,16,42,22,63,3,68,8,81
03.10.2008,1,80,0,0,16,57,5,27,3,24,0,2,6,36,9,81,11,36,0,0,5,70,5,20,19,29,3,86,0,0,2,81,16,5,23,63,3,74,8,84
10.10.2008,1,71,0,0,16,75,4,58,3,35,0,2,5,69,9,27,10,55,0,0,5,71,5,17,18,39,3,70,0,0,2,37,15,79,22,75,3,65,7,60
17.10.2008,1,32,0,0,14,58,4,25,2,87,0,2,4,23,8,18,8,39,0,0,4,98,3,96,13,76,3,16,0,0,1,86,14,54,20,65,2,71,6,86
24.10.2008,1,37,0,0,14,74,4,90,3,18,0,2,4,95,8,84,8,71,0,0,5,10,4,48,16,0,2,50,0,0,2,2,14,58,21,9,2,81,7,78
31.10.2008,1,41,0,0,16,15,4,90,3,1,0,1,4,41,8,99,8,79,0,0,5,32,4,37,15,41,2,32,0,0,1,63,11,51,19,67,2,46,8,13
07.11.2008,1,43,0,0,15,78,4,46,3,2,0,2,5,33,8,86,9,46,0,0,4,97,4,49,18,53,2,19,0,0,1,71,8,77,19,66,2,66,6,68
14.11.2008,1,58,0,0,16,10,4,38,3,14,0,2,5,13,9,37,9,79,0,0,5,45,4,73,17,80,2,1,0,0,1,69,10,35,19,96,2,83,7,88
21.11.2008,1,58,0,0,15,15,3,50,3,2,0,2,4,48,9,7,9,17,0,0,5,12,4,55,18,4,2,66,0,0,1,57,9,61,19,31,2,26,7,81
28.11.2008,1,39,0,0,12,66,2,96,2,95,0,1,3,75,8,63,8,98,0,0,4,85,4,32,15,87,2,26,0,0,1,35,8,80,17,17,2,0,6,83
05.12.2008,1,37,0,0,13,89,3,51,3,18,0,2,3,95,8,99,9,36,0,0,4,59,4,22,17,73,2,3,0,0,1,61,9,41,18,96,2,21,7,11
12.12.2008,1,25,0,0,13,23,3,27,3,15,0,2,2,66,8,49,9,55,0,0,4,13,3,53,15,39,2,14,0,0,1,41,9,19,17,50,2,1,6,91
19.12.2008,1,29,0,0,13,45,3,88,3,11,0,2,2,86,8,31,11,8,0,0,4,15,3,67,17,79,2,27,0,0,1,43,9,77,19,41,2,9,7,14
26.12.2008,1,30,0,0,15,18,3,71,3,9,0,2,2,80,8,18,12,6,0,0,4,54,3,85,16,60,2,37,0,0,1,35,10,20,19,94,2,40,7,38
02.01.2009,1,25,0,0,14,5,3,70,2,99,0,2,2,73,8,45,11,72,0,0,4,85,3,81,16,21,2,6,0,0,1,27,10,37,19,16,2,34,7,67
09.01.2009,1,34,0,0,15,3,3,96,3,7,0,2,2,75,9,8,11,60,0,0,4,80,4,0,17,45,1,83,0,0,1,35,10,81,19,48,2,37,7,79
16.01.2009,1,39,0,0,14,74,4,27,3,16,0,2,3,25,9,54,11,12,0,0,4,77,3,85,17,53,1,81,0,0,1,57,11,33,18,75,2,46,8,19
23.01.2009,1,29,0,0,13,35,3,81,3,0,0,1,2,66,9,8,9,90,0,0,4,60,3,71,16,79,2,12,0,0,1,31,11,18,18,7,2,31,7,86
30.01.2009,1,29,0,0,12,46,3,70,2,93,0,1,2,33,8,27,9,37,0,0,4,41,3,61,16,50,2,13,0,0,1,1,11,58,15,88,2,6,6,64
06.02.2009,1,36,0,0,12,62,4,2,3,1,0,1,2,46,8,36,9,80,0,0,4,37,3,78,16,64,2,3,0,0,1,7,12,22,16,30,2,31,6,21
13.02.2009,1,45,0,0,13,42,4,2,3,0,0,1,2,43,8,33,9,79,0,0,4,37,4,8,17,52,1,89,0,0,1,28,12,13,16,19,2,25,6,26
20.02.2009,1,41,0,0,12,87,4,20,2,96,0,1,2,19,8,18,9,58,0,0,4,34,3,76,17,23,1,94,0,0,1,22,11,96,15,14,2,20,6,86
27.02.2009,1,31,0,0,11,94,3,92,2,79,0,1,1,78,7,27,8,0,0,0,4,15,3,66,15,98,2,10,0,0,1,4,11,88,13,3,1,66,6,65
06.03.2009,1,14,0,0,11,39,3,95,2,62,0,1,1,67,6,36,7,40,0,0,4,15,3,40,15,86,1,85,0,0,0,99,10,70,11,92,1,81,5,92
13.03.2009,0,99,0,0,11,0,3,39,2,9,0,1,1,14,6,0,7,4,0,0,3,92,2,97,12,30,1,65,0,0,1,10,9,92,10,43,1,36,5,98
20.03.2009,0,99,0,0,10,30,3,80,2,8,0,1,1,35,8,7,6,79,0,0,4,29,2,90,13,80,6,60,0,0,1,19,9,65,10,71,1,60,6,19
27.03.2009,1,11,0,0,11,17,4,0,2,27,0,1,1,36,7,54,7,69,0,0,4,4,3,14,14,29,6,20,0,0,1,28,9,0,11,85,1,75,6,94
03.04.2009,1,19,0,0,12,62,4,12,2,62,0,1,1,95,7,72,8,63,0,0,4,30,3,20,14,97,6,41,0,0,1,47,8,99,13,52,2,4,6,73
10.04.2009,1,15,0,0,12,69,4,60,2,68,0,1,2,35,7,77,9,40,0,0,4,78,3,9,14,80,7,18,0,0,1,91,9,9,13,34,2,2,6,52
17.04.2009,1,18,0,0,13,69,4,94,2,69,0,1,2,36,7,83,9,78,0,0,4,75,3,32,14,76,7,84,0,0,1,89,9,54,13,34,2,8,7,14
24.04.2009,1,20,0,0,13,99,5,30,3,22,0,1,2,50,7,81,9,98,0,0,4,93,3,37,14,97,9,24,0,0,2,13,9,68,15,41,2,21,7,50
01.05.2009,1,19,0,0,14,69,5,62,3,24,0,1,2,69,7,72,10,27,0,0,5,24,3,37,15,74,10,26,0,0,2,14,9,19,15,48,2,15,7,53
08.05.2009,1,25,0,0,14,81,5,35,3,46,0,1,2,77,8,40,11,20,0,0,5,15,3,56,16,45,10,29,0,0,2,9,10,52,15,48,2,28,7,86
15.05.2009,1,21,0,0,15,73,6,20,3,66,0,1,3,79,9,36,11,67,0,0,5,40,3,70,17,26,10,66,0,0,2,13,10,95,16,76,2,39,8,39
22.05.2009,1,29,0,0,15,74,5,92,3,31,0,1,3,27,9,8,10,66,0,0,5,40,3,60,17,6,11,67,0,0,2,3,10,0,16,0,2,32,8,2
29.05.2009,1,32,0,0,16,33,6,65,3,45,0,1,3,29,9,36,10,63,0,0,5,45,3,70,16,76,12,56,0,0,2,17,10,31,15,91,2,43,7,41
05.06.2009,1,32,0,0,16,42,6,58,3,48,0,1,3,21,9,63,9,94,0,0,5,59,3,60,17,6,11,71,0,0,2,9,9,98,15,65,2,34,7,42
12.06.2009,1,35,0,0,16,37,6,94,3,89,0,1,3,1,9,18,10,70,0,0,5,78,3,60,17,70,11,99,0,0,2,14,10,15,15,82,2,31,7,23
19.06.2009,1,34,0,0,16,20,7,20,3,93,0,1,3,10,8,86,10,42,0,0,5,58,3,69,18,4,12,5,0,0,2,18,9,40,15,88,2,32,7,32
26.06.2009,1,38,0,0,15,37,6,60,3,62,0,1,2,74,8,54,9,70,0,0,5,57,3,86,17,48,11,90,0,0,1,93,9,40,14,56,2,13,6,91
03.07.2009,1,26,0,0,15,41,6,91,3,68,0,1,2,79,8,88,9,95,0,0,5,76,3,48,16,76,9,72,0,0,1,93,9,73,14,56,2,12,6,59
10.07.2009,1,27,0,0,16,2,6,84,3,70,0,1,2,99,8,27,9,95,0,0,5,71,3,47,16,87,10,15,0,0,1,96,10,5,14,57,2,13,7,21
