Дата,Авангард-Агро. 01,АВТОВАЗ. 03,АгроКомплекс. 01,АгроКомплекс. БО-01,Аптечная сеть 36.6. 02,Атомэнергопром. 06,Балтийский берег. 01,Башнефть. 01,Башнефть. 02,Башнефть. 03,Башнефть. 04,Башнефть. 06,Башнефть. 07,Башнефть. 08,Башнефть. 09,Башнефть. БО-01,Башнефть. БО-05,Буровая компания Евразия. 01,ВБД ПП. 02,ВБД ПП. 03,ВБД ПП. БО-01,ВБД ПП. БО-02,ВБД ПП. БО-03,ВБД ПП. БО-06,ВБД ПП. БО-07,ВБД ПП. БО-08,Виктория-Финанс. БО-01,Газпром Капитал. 04,Газпром Капитал. 05,Газпром Капитал. 06,Газпром нефть. 03,Газпром нефть. 04,Газпром нефть. 08,Газпром нефть. 09,Газпром нефть. 10,Газпром нефть. 11,Газпром нефть. 12,Газпром нефть. БО-05,Газпром нефть. БО-06,Газпром. 08,Газпром. 09,Газпром. 11,Газпром. 13,Газпром. БО-21,ГАЗ-финанс. 01,ГИДРОМАШСЕРВИС. 02,ГИДРОМАШСЕРВИС. 03,Гражданские самолеты Сухого. 01,Гражданские самолеты Сухого. БО-01,Гражданские самолеты Сухого. БО-02,Гражданские самолеты Сухого. БО-03,Группа Джей Эф Си. 01,Группа Разгуляй. БО-16,Группа Черкизово. 01,Группа Черкизово. БО-03,Группа Черкизово. БО-04,Детский мир. 01,Дикси  - Финанс. 01,ЕвразХолдинг Финанс. 01,ЕвразХолдинг Финанс. 02,ЕвразХолдинг Финанс. 03,ЕвразХолдинг Финанс. 04,ЕвразХолдинг Финанс. 05,ЕвразХолдинг Финанс. 07,завод Арсенал. 04,Завод Ремпутьмаш. 01,ИКС 5 ФИНАНС. 01,ИКС 5 ФИНАНС. 04,ИКС 5 ФИНАНС. БО-01,ИКС 5 ФИНАНС. БО-02,ИКС 5 ФИНАНС. БО-03,ИРКУТ. 03,ИРКУТ. БО-01,ИРКУТ. БО-04,Иркутскэнерго. 01,Иркутскэнерго. БО-01,ИТЕРА ФИНАНС. 01,КАМАЗ. БО-01,КАМАЗ. БО-02,КАМАЗ. БО-03,Квадра (ТГК-4). 01,Кокс. 02,Кокс. БО-02,КОМОС ГРУПП. 01,КОМОС ГРУПП. БО-01,Кубаньэнерго. 01,Кузбассэнерго-Финанс. 01,Кузбассэнерго-Финанс. 02,ЛЕНТА. 02,ЛЕНТА. 03,Ленэнерго. 02,Ленэнерго. 03,Ленэнерго. 04,Ленэнерго. БО-01,Лукойл. 03,Лукойл. 04,Лукойл. БО-01,Лукойл. БО-02,Лукойл. БО-03,Лукойл. БО-04,Лукойл. БО-05,Лукойл. БО-06,Лукойл. БО-07,Лукойл. БО-18,Лукойл. БО-19,Лукойл. БО-20,Магнит. 01,Магнит. БО-01,Магнит. БО-02,Магнит. БО-03,Магнит. БО-04,Магнит. БО-05,Магнит. БО-06,Магнит. БО-07,Мечел. 02,Мечел. 04,Мечел. 05,Мечел. 13,Мечел. 14,Мечел. 15,Мечел. 16,Мечел. 17,Мечел. 18,Мечел. 19,Мечел. БО-01,Мечел. БО-02,Мечел. БО-04,Мечел. БО-05,Мечел. БО-11,Мечел. БО-12,Микояновский мясокомбинат. 02,Микояновский мясокомбинат. БО-01,Мир мягкой игрушки. 01,Мираторг Финанс. БО-01,Мираторг Финанс. БО-03,ММК. 18,ММК. 19,ММК. БО-01,ММК. БО-02,ММК. БО-03,ММК. БО-04,ММК. БО-05,ММК. БО-06,ММК. БО-07,ММК. БО-08,Московская объединенная энергетическая компания (МОЭК). 01,Мосэнерго. 01,Мосэнерго. 02,Мосэнерго. 03,Мосэнерго. БО-02,МОЭСК. 01,МОЭСК. БО-01,МОЭСК. БО-03,МРСК Урала. БО-01,МРСК Центра и Приволжья. БО-01,МРСК Центра. БО-01,МРСК Юга. 02,ННК-Актив (бывш. НК Альянс). 03,ННК-Актив (бывш. НК Альянс). 04,ННК-Актив (бывш. НК Альянс). 06,ННК-Актив (бывш. НК Альянс). БО-01,НОВАТЭК. БО-01,НОВАТЭК. БО-02,НОВАТЭК. БО-03,НОВАТЭК. БО-04,Новолипецкий металлургический комбинат. 07,Новолипецкий металлургический комбинат. 08,Новолипецкий металлургический комбинат. БО-01,Новолипецкий металлургический комбинат. БО-02,Новолипецкий металлургический комбинат. БО-03,Новолипецкий металлургический комбинат. БО-04,Новолипецкий металлургический комбинат. БО-05,Новолипецкий металлургический комбинат. БО-06,Новолипецкий металлургический комбинат. БО-07,Новолипецкий металлургический комбинат. БО-11,Новолипецкий металлургический комбинат. БО-12,Новолипецкий металлургический комбинат. БО-13,Новопластуновское. 01,НПК Уралвагонзавод. 01,НПК Уралвагонзавод. 02,НПК Уралвагонзавод. БО-01,НПК Уралвагонзавод. БО-02,НПО Сатурн. 02,НПО Сатурн. 03,ОАО DOMO. БО-01,ОАО DOMO. БО-02,Обувьрус. 01,ОГК-2. 01,ОГК-6. 01,ОКЕЙ. 02,ОКЕЙ. БО-04,ОКЕЙ. БО-05,ОМЗ. 05,ОМЗ. 06,ОПК ОБОРОНПРОМ. 01,ОПК ОБОРОНПРОМ. 02,ПО УОМЗ. 04,Разгуляй-Финанс. 03,Разгуляй-Финанс. 04,Разгуляй-Финанс. БО-01,Разгуляй-Финанс. БО-02,Разгуляй-Финанс. БО-03,Роснефть. 04,Роснефть. 05,Роснефть. 06,Роснефть. 07,Роснефть. 08,Роснефть. 09,Роснефть. 10,Роснефть. БО-02,Роснефть. БО-05,Роснефть. БО-06,Роснефть. БО-07,Роснефть. БО-08,Роснефть. БО-09,Роснефть. БО-10,Роснефть. БО-18,Роснефть. БО-19,Роснефть. БО-20,Роснефть. БО-21,Роснефть. БО-22,Роснефть. БО-23,Роснефть. БО-25,Роснефть. БО-26,РусГидро. 01,РусГидро. 02,РусГидро. 07,РусГидро. 08,РусГидро. 09,Русская Аквакультура (бывш. Русское море). БО-01,Русское Море (АО). 01,РуссНефть. 01,Северсталь. БО-01,Северсталь. БО-02,Северсталь. БО-04,Сибирская Аграрная Группа. 02,СИБМЕТИНВЕСТ. 01,СИБМЕТИНВЕСТ. 02,Силовые машины. 02,Синергия. 03,Синергия. БО-01,СОЛЛЕРС. 02,СОЛЛЕРС. БО-02,Т Плюс (бывш. Волжская ТГК). 01 (ранее ТГК-5. 01),Т Плюс (бывш. Волжская ТГК). 01 (ранее ТГК-6. 01),Т Плюс (бывш. Волжская ТГК). 01 (ранее ТГК-9. 01),Татнефть. БО-01,ТВЗ. 03,ТГК-1. 01,ТГК-1. 02,ТГК-1. 03,ТГК-1. 04,ТГК-2. БО-02,ТД Копейка (ОАО). 02,ТД Копейка (ОАО). 03,ТД Спартак-Казань. БО-01,ТМК. 03,ТМК. БО-01,Трансмашхолдинг. 02,Трансмашхолдинг. БО-01,Транснефть. 01,Транснефть. 03,Транснефть. БО-01,Транснефть. БО-02,Транснефть. БО-03,Тюменьэнерго. 02,УК ГидроОГК. 01,УМПО. 03,Фортум (ТГК-10). 01,ФСК ЕЭС. 04,ФСК ЕЭС. 06,ФСК ЕЭС. 07,ФСК ЕЭС. 08,ФСК ЕЭС. 09,ФСК ЕЭС. 10,ФСК ЕЭС. 11,ФСК ЕЭС. 12,ФСК ЕЭС. 13,ФСК ЕЭС. 15,ФСК ЕЭС. 18,ФСК ЕЭС. 19,ФСК ЕЭС. 21,ФСК ЕЭС. 22,ФСК ЕЭС. 24,ФСК ЕЭС. 25,ФСК ЕЭС. БО-01,ХК Металлоинвест. 01,ХК Металлоинвест. 02,ХК Металлоинвест. 03,ХК Металлоинвест. 05,ХК Металлоинвест. 06,ЧТПЗ. 01,ЧТПЗ. 03,ЧТПЗ. БО-01,Энел Россия (бывш. Энел ОГК-5). 01,Энел Россия (бывш. Энел ОГК-5). БО-01,Энел Россия (бывш. Энел ОГК-5). БО-02,Энел Россия (бывш. Энел ОГК-5). БО-15,Энел Россия (бывш. Энел ОГК-5). БО-18,Югинвестрегион. БО-01,Якутскэнерго. 02,Якутскэнерго. БО-01,ЯТЭК (бывш. Якутгазпром). БО-01
07.11.2014,107.91,0,127.44,189.56,0,0,150.44,129.21,124.71,124.35,119.44,105.56,110.79,113.47,110.09,98.05,148.37,125.07,0,0,0,0,0,0,0,0,0,109.63,111.13,112.53,0,96.64,119.35,120.04,116.82,119.4,128.83,0,0,0,0,0,0,102.72,0,123.74,121.61,116.34,0,0,0,0,0,0,0,106.16,133.92,0,110.47,99.5,110.55,99.57,127.71,130.1,163.09,103.49,0,143.1,107.37,106.47,97.28,0,0,132.41,0,0,0,0,0,109.44,0,0,0,0,0,0,139.79,89.58,118.26,115.99,0,0,103.21,105.2,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,109.45,0,95.25,0,58.09,58.08,118.49,116.04,71.68,75.33,71.2,0,0,124.08,109.05,109.05,109.05,0,133.48,112.1,0,102.37,135.41,118.69,0,0,0,0,0,0,0,0,0,0,115.38,138.72,0,0,110.16,118.36,119.78,134.35,104.14,0,100,133.37,132.64,0,0,103.74,103.92,103.49,111.69,134.44,0,0,0,0,0,0,143.67,121.95,119.65,99.01,103.11,136.46,111.76,126.96,127.16,0,0,167.88,167.89,0,0,0,136.82,101.83,0,0,0,104.6,110,103.08,0,0,105.81,104.94,106.05,94.87,94.84,128.87,105.04,109.64,127.67,127.67,0,129.84,129.84,120.51,0,0,0,0,0,0,0,0,0,0,0,101.8,101.94,113.54,113.94,0,148.15,0,0,0,0,0,0,0,0,102.93,0,0,0,0,105.04,120.42,103.53,0,0,0,0,129.81,116.22,66.69,0,0,101.16,0,0,0,0,152.01,116.06,130.15,128.15,104.52,0,0,0,0,0,104.16,99.63,103.66,94.92,106.55,94.34,100.26,121.89,103.6,130.05,115.61,97.29,123.9,113.21,104.5,103,112.45,115.19,113.19,112.07,111.33,0,103.73,0,0,0,0,0,0,0,0,0,86.17
14.11.2014,110.21,0,129.36,191.48,0,0,153.23,130.82,127.22,125.96,121.51,113.28,112.55,115.13,107.79,98.07,150.42,126.57,0,0,0,0,0,0,0,0,0,111.08,109.68,114.07,0,98.93,119.88,121.67,115.56,122.37,132.42,0,0,0,0,0,0,104.7,0,125.59,122.35,118.42,0,0,0,0,0,0,0,108.03,134.98,0,112.07,101.41,112.02,101.48,128.53,128.99,163.29,105.12,0,145.11,109.7,108.22,98.87,0,0,134.14,0,0,0,0,0,111.87,0,0,0,0,0,0,142.38,90.27,120.18,116.88,0,0,104.84,106.78,0,0,0,0,0,0,0,0,0,0,0,0,114.64,0,0,0,0,0,0,110.82,0,95.84,0,61.95,62.01,122.02,105.45,73.69,82.08,71.45,0,0,126.93,111.21,111.21,111.21,0,135.96,113.4,0,103.76,137.07,120.33,0,0,0,0,0,0,0,0,0,0,114.6,139.95,0,0,110.4,119.99,121.39,136.1,104.21,0,100,135.07,134.34,0,0,104.32,105.82,105.32,113.32,135.05,0,0,0,0,0,0,0,123.48,121.19,96.76,104.09,138.19,113.46,128.69,128.88,0,0,100.77,100.77,0,0,0,139.5,103.54,0,0,0,106.14,111.68,103.25,0,0,107.97,107.11,108.55,95.74,95.87,130.4,106.62,111.17,129.2,129.2,0,131.36,131.36,122.21,0,0,0,0,0,0,0,0,0,0,0,95.49,99.48,115.17,111.42,0,150.94,0,0,0,0,0,0,0,0,100.99,0,0,0,0,108.57,122.44,105.09,0,0,0,0,131.34,117.75,70.74,0,0,103.85,0,0,0,0,154.17,118.3,131.59,129.59,106.85,0,0,0,0,0,105.74,100.82,105.24,95.79,108.04,95.88,101.66,122.62,105.27,131.68,114.64,98.66,125.88,114.75,104.66,104.27,113.79,118.03,118.18,113.8,113.05,0,105.26,0,0,0,0,0,0,0,0,0,86.27
21.11.2014,112.51,0,132.72,193.16,0,0,155.97,132.42,128.82,127.56,123.68,110.94,106.49,116.79,109.28,100.32,152.47,128.18,0,0,0,0,0,0,0,0,0,109.72,111.03,115.07,0,100.11,121.7,123.3,117.26,123.98,134.05,0,0,0,0,0,0,106.67,0,125.96,124.06,121.03,0,0,0,0,0,0,0,109.9,136.36,0,113.75,104.73,113.87,103.42,126.93,127.51,168.16,106.75,0,147.13,111.52,107.96,98.59,0,0,90.99,0,0,0,0,0,113.88,0,0,0,0,0,0,143.5,90.92,122.1,119.92,0,0,106.47,102.64,0,0,0,0,0,0,0,0,0,0,0,0,115.96,0,0,0,0,0,0,112.75,0,105.33,0,64.25,63.04,124.51,122.48,75.37,75.88,71.45,0,0,130.91,113.37,113.37,113.37,0,137.85,114.64,0,104.8,138.06,122.68,0,0,0,0,0,0,0,0,0,0,116.79,141.66,0,0,113.19,121.62,122.01,138.15,105.45,0,100,136.76,131.05,0,0,106.92,107.12,107.72,114.95,135.61,0,0,0,0,0,0,0,120.25,122.72,99.2,105.07,139.92,115.13,131.32,130.57,0,0,103.45,103.45,0,0,0,140.42,103.76,0,0,0,107.67,113.37,105.07,0,0,110.14,109.28,111.04,97.78,97.82,131.92,108.16,105.13,126.45,130.17,0,132.89,132.89,123.92,0,0,0,0,0,0,0,0,0,0,0,101.01,101.01,115.85,112.05,0,153.49,0,0,0,0,0,0,0,0,104.94,0,0,0,0,111.47,124.45,106.64,0,0,0,0,132.88,119.29,74.11,0,0,106.53,0,0,0,0,156.33,120.45,133.03,130.91,109.04,0,0,0,0,0,107.33,102.95,106.83,96.97,109.78,96.98,102.96,124.29,106.95,133.31,115.41,100.74,126.71,115.16,106.72,105.61,115.99,118.6,121.16,115.47,114.65,0,106.79,0,0,0,0,0,0,0,0,0,86.36
28.11.2014,114.79,0,134.64,195.73,0,0,158.47,130.77,134.49,136.52,125.19,115.98,109.71,115.59,114.23,100.19,101.17,130.1,0,0,0,0,0,0,0,0,0,111.17,111.48,116.36,0,101.11,122.9,123.77,118.54,125.56,135.22,0,0,0,0,0,0,108.51,0,126.83,120.98,123.12,0,0,0,0,0,0,0,107.52,137.99,0,115.68,105.23,115.48,104.87,129.38,129.17,169.17,108.38,0,149.14,113.29,108.7,100.57,0,0,95.69,0,0,0,0,0,115.9,0,0,0,0,0,0,145.25,95.88,124.02,121.35,0,0,108.24,105.95,0,0,0,0,0,0,0,0,0,0,0,0,117.2,0,0,0,0,0,0,114.85,0,108.58,0,68.41,65.84,127,126.97,76.98,77.49,72.06,0,0,133.22,115.53,115.53,115.53,0,140.19,114.61,0,110.26,140.37,124.58,0,0,0,0,0,0,0,0,0,0,117.08,0,0,0,114.31,123.25,123.62,139.57,107.32,0,100,138.46,138.93,0,0,109.52,109.52,108.02,116.57,138.25,0,0,0,0,0,0,0,117.8,116.71,104.03,106.05,141.65,116.95,132.9,132.84,0,0,106.14,106.14,0,0,0,141.66,103.14,0,0,0,109.21,115.06,106.89,0,0,115.79,111.44,113.53,98.94,99.14,133.45,109.71,103.69,127.75,125.25,0,133.81,134.43,125.63,0,0,0,0,0,0,0,0,0,0,0,106.78,104.89,117.48,116.66,0,155.92,0,0,0,0,0,0,0,0,106.55,0,0,0,0,113.49,126.07,107.36,0,0,0,0,134.41,120.82,76.59,0,0,109.21,0,0,0,0,161.49,123.01,134.47,132.35,111.12,0,0,0,0,0,100.07,103.96,108.41,98.5,111.62,98.51,104.89,122.84,108.63,134.94,118.42,104,129.67,115.55,108.65,107.16,117.37,120.31,120.81,117.19,116.7,0,108.33,0,0,0,0,0,0,0,0,0,86.46
05.12.2014,117.15,0,136.56,197.93,0,0,159.21,132.37,136.09,132.42,126.38,115.24,109.26,117.25,110.88,0,103.22,131.58,0,0,0,0,0,0,0,0,0,113.93,111.93,117.78,0,111.88,123.81,125.4,120.61,127.03,90.47,0,0,0,0,0,0,109.19,0,123.01,121.91,125.04,0,0,0,0,0,0,0,109.42,139.62,0,117.9,106.88,116.86,106.51,93.82,90.17,102.23,110.01,0,98.8,113.65,109.25,100.21,0,0,97.42,0,0,0,0,0,114.21,0,0,0,0,0,0,147.05,95.85,125.94,116.89,0,0,109.87,107.53,0,0,0,0,0,0,0,0,0,0,0,0,118.92,0,0,0,0,0,0,115.04,0,108.87,0,64.67,66.18,128.8,129.5,37.46,32.17,73.67,0,0,128.09,117.68,117.68,117.68,0,140.22,116.26,0,108.77,97.86,125.71,0,0,0,0,0,0,0,0,0,0,118.66,0,0,0,115.76,121.28,125.23,141.09,109.04,0,100.01,140.16,140.63,0,0,112.12,110.37,111.12,118.2,139.63,0,0,0,0,0,0,0,119.34,118.24,100.54,107.02,143.38,118.76,134.63,134.57,0,0,108.72,108.83,0,0,0,142.32,93.65,0,0,0,110.74,116.55,109.7,0,0,117.96,113.61,116.03,100.69,100.19,134.97,105.88,111.38,128.82,125.67,0,126.44,135.96,126.33,0,0,0,0,0,0,0,0,0,0,0,108.31,106.42,114.32,118.3,0,158.2,0,0,0,0,0,0,0,0,108.1,0,0,0,0,113.38,127.98,107.96,0,0,0,0,135.95,122.36,78.71,0,0,111.89,0,0,0,0,160.75,124.99,135.9,133.78,112.25,0,0,0,0,0,101.65,104.63,106.9,97.99,112.19,97.99,104.82,119.03,110.31,136.57,126.71,101.85,131.15,110.05,108.13,108.22,118.59,121.96,122.52,118.38,117.51,0,109.86,0,0,0,0,0,0,0,0,0,86.55
12.12.2014,119.45,0,136.99,90.68,0,0,161.45,125.83,124.75,134.03,128.84,113.02,107.57,118.91,112.59,0,105.28,133.19,0,0,0,0,0,0,0,0,0,115.37,117.56,119.32,0,101.24,124.81,124.94,111.84,128.67,92.25,0,0,0,0,0,0,111.2,0,128.87,115.7,127.7,0,0,0,0,0,0,0,111.29,98.5,0,119.58,113,118.54,108.54,95.43,92.84,102.73,111.64,0,100.81,115.33,105.7,104.26,0,0,90.16,0,0,0,0,0,116.67,0,0,0,0,0,0,147.73,99.92,127.85,125.57,0,0,111.5,109.11,0,0,0,0,0,0,0,0,0,0,0,0,118.66,0,0,0,0,0,0,117.11,0,111.36,0,61.62,63.6,130.46,130.96,36.73,32.42,32.32,0,0,133.45,119.84,119.84,119.84,0,137.86,116.68,0,106.63,99.82,127.56,0,0,0,0,0,0,0,0,0,0,119.55,0,0,0,120.89,126.85,130.14,140.14,109.62,0,100.01,97.73,142.33,0,0,113.73,112.73,113.73,119.39,99.68,0,0,0,0,0,0,0,124.36,119.77,101.73,108,100.36,120.55,135.89,136.46,0,0,111.41,111.52,0,0,0,143.8,103.78,0,0,0,112.27,118.23,110.7,0,0,120.12,115.78,118.52,102.24,101.84,96.85,107.41,115.51,86.65,90.65,108.33,137.46,137.48,128.04,100.33,100.33,100.33,0,0,0,0,0,0,0,0,108.82,102.09,115.88,115.46,0,158.64,0,0,0,0,0,0,0,0,110.27,0,0,0,0,115.18,129.99,107,0,0,0,0,137.48,123.89,78.24,0,0,114.58,0,0,0,0,163.55,127.2,137.34,135.22,111.37,0,0,0,0,0,103.23,105.97,108.44,105.23,113.14,99.53,103.77,120.69,111.99,89.39,117.75,101.73,133.56,108.48,108.2,109.34,120.15,122.74,115.72,119.94,119.23,0,111.4,0,0,0,0,0,0,0,0,0,86.65
19.12.2014,121.7,0,138.9,103.08,0,0,162.71,87.38,79.2,94,130.57,120.57,98.84,108.16,106.28,0,107.33,134.8,0,0,0,0,0,0,0,0,0,101.82,114.82,106.76,0,89.75,127.07,125.97,113.15,129.66,94.39,0,0,0,0,0,0,111.74,0,123.96,115.66,129.25,0,0,0,0,0,0,0,117.62,98.68,0,120.32,106.18,120.22,104.45,89.44,89.9,106.89,113.27,0,91.32,112.3,105.94,98.38,0,0,79.97,0,0,0,0,0,118.69,0,0,0,0,0,0,136.15,92.59,129.77,118.59,0,0,113.13,110.69,0,0,0,0,0,0,0,0,0,0,0,0,115.88,0,0,0,0,0,0,117.48,0,116.3,0,73.61,73.21,132.95,132.45,36.56,38.02,35.4,0,0,139.59,122,122,122,0,137.78,104.12,0,102.01,101.49,129.19,0,0,0,0,0,0,0,0,0,0,112.83,0,0,0,120.84,128.48,107.62,96.75,111.34,0,100.01,99.42,99.9,0,0,114.09,116.23,110.83,119.24,102.97,0,0,0,0,0,0,0,125.89,121.31,103.28,108.98,103.06,122.36,136.22,138.19,0,0,114.19,114.19,0,0,0,93.7,96.37,0,0,0,113.81,119.92,105.37,0,0,122.29,117.95,121.01,94.59,103.49,87.18,104.95,108.08,88.18,90.98,110.61,138.99,139.01,129.75,102.61,102.61,102.61,0,0,0,0,0,0,0,0,110.35,98.65,109.58,110.33,0,158.93,0,0,0,0,0,0,0,0,109.63,0,0,0,0,115.64,127.51,103.86,0,0,0,0,139.01,125.42,74.67,0,0,117.26,0,0,0,0,165.71,129.4,136.28,136.66,112.48,0,0,0,0,0,104.81,103.31,102.33,90.46,111.27,90.36,104.33,121.81,113.66,91.02,107.4,110.4,135.55,108.6,108.85,109.84,121.74,111.93,107.69,120.74,120.18,0,112.93,0,0,0,0,0,0,0,0,0,77.77
26.12.2014,124,0,140.82,100.48,0,0,168.86,89.33,91.74,91.49,132.29,113.57,102.91,115.72,107.98,0,109.38,96.94,0,0,0,0,0,0,0,0,0,102.77,111.27,122.09,0,99.25,125.91,131.55,116,131.42,96.02,0,0,0,0,0,0,112.8,0,130.09,111.57,126.68,0,0,0,0,0,0,0,104.53,102.16,0,122.29,108.11,121.49,109.09,85,87.3,109.58,114.9,0,93.32,116.27,107.59,107.92,0,0,73.65,0,0,0,0,0,120.7,0,0,0,0,0,0,83.41,81.23,131.69,116.51,0,0,114.76,112.27,0,0,0,0,0,0,0,0,0,0,0,0,117.52,0,0,0,0,0,0,120.66,0,116.69,0,77,76.77,135.45,136.45,35.8,36.16,37.87,0,0,142.92,124.16,124.16,124.16,0,144.91,119.27,0,108.29,100.71,123.1,0,0,0,0,0,0,0,0,0,0,121.71,0,0,0,118.55,130.11,128.31,98.51,112.65,0,100.01,101.12,93.4,0,0,116.48,112.43,112.43,120.87,104.58,0,0,0,0,0,0,0,127.43,122.84,104.82,109.96,105.7,124.1,137.95,137.95,0,0,116.88,116.91,0,0,0,92.47,98.77,0,0,0,115.34,121.61,107.19,0,0,124.46,120.11,123.41,105.39,107.34,88.7,103.48,113.06,89.7,96.65,112.89,100.87,100.89,131.45,104.89,104.89,104.89,0,0,0,0,0,0,0,0,100.18,100.62,111.21,111.96,0,98.07,0,0,0,0,0,0,0,0,110.96,0,0,0,0,119.14,129.52,105.41,0,0,0,0,100.66,126.96,68.9,0,0,119.95,0,0,0,0,166.62,131.6,100.87,101.25,112.07,0,0,0,0,0,104.95,105.1,103.92,94.29,112.1,94.29,99.53,101.47,115.34,92.65,109.28,106.28,135.07,110.13,104.8,112.82,122.97,118.54,113.04,122.9,122.06,0,114.47,0,0,0,0,0,0,0,0,0,76.63
02.01.2015,125.32,0,141.92,107.05,0,0,101.43,90.24,92.65,92.4,133.58,118.76,106.47,116.3,108.52,0,110.55,82.2,0,0,0,0,0,0,0,0,0,118.6,114.35,123.62,0,103.45,126.84,132.48,117.84,132.64,90.7,0,0,0,0,0,0,116.44,0,134.92,115.68,127.86,0,0,0,0,0,0,0,105.6,104.49,0,122.92,109.4,123.35,109.2,95.38,88.22,111.11,115.84,0,94.47,120.16,110.95,108.82,0,0,91.91,0,0,0,0,0,123.59,0,0,0,0,0,0,84.61,75.36,132.78,126.92,0,0,115.69,113.18,0,0,0,0,0,0,0,0,0,0,0,0,122.55,0,0,0,0,0,0,122.14,0,117.22,0,77.81,75.95,147.35,137.87,37.16,40.95,38.79,0,0,147.27,125.39,125.39,125.39,0,149.49,119.51,0,119.14,99.9,131.03,0,0,0,0,0,0,0,0,0,0,122.61,0,0,0,122.57,128.37,132.89,100.56,116.63,0,100.01,102.09,103.52,0,0,117.39,115.22,119.34,124.68,105.5,0,0,0,0,0,0,0,128.31,123.72,111.2,110.52,107.21,125.14,138.93,135.93,0,0,118.41,118.44,0,0,0,94.34,111.73,0,0,0,116.22,122.57,108.23,0,0,125.7,121.35,124.82,103.97,108.28,89.57,104.36,113.94,99.76,97.53,114.19,101.74,101.76,132.43,106.19,106.19,106.19,0,0,0,0,0,0,0,0,113.01,106.55,120.92,122.7,0,99.4,0,0,0,0,0,0,0,0,111.9,0,0,0,0,122.27,135.67,88.19,0,0,0,0,101.53,127.84,64.15,0,0,121.48,0,0,0,0,170.85,132.91,102.24,102.62,117.8,0,0,0,0,0,105.85,109.77,111.65,95.47,114.71,95.17,106.75,120.15,116.3,85.07,126.66,111.49,136.2,110.75,115.45,113.71,124.14,128.06,129.49,124.48,123.23,0,115.34,0,0,0,0,0,0,0,0,0,76.68
09.01.2015,128.6,0,144.66,110.47,0,0,106.84,92.53,94.94,94.69,136.05,121.13,116.37,118.67,110.94,0,113.48,84.5,0,0,0,0,0,0,0,0,0,120.67,116.42,125.67,0,100.8,129.17,134.81,128.27,134.9,93.03,0,0,0,0,0,0,119.37,0,141.28,118.44,133.5,0,0,0,0,0,0,0,113.24,106.82,0,125.32,112.12,125.75,111.92,97.68,90.53,114.96,118.16,0,97.35,122.77,113.45,111.25,0,0,94.38,0,0,0,0,0,126.47,0,0,0,0,0,0,87.62,91.51,135.52,129.66,0,0,118.02,115.44,0,0,0,0,0,0,0,0,0,0,0,0,124.67,0,0,0,0,0,0,124.58,0,120.78,0,90.43,86.93,150.91,141.43,42.65,44.78,44.07,0,0,151.48,128.47,128.47,128.47,0,153.14,121.36,0,122.22,102.05,133.36,0,0,0,0,0,0,0,0,0,0,124.87,0,0,0,124.98,130.7,135.19,103.07,119.08,0,100.01,104.52,105.95,0,0,120.13,117.51,121.63,127.01,107.8,0,0,0,0,0,0,0,130.5,125.91,113.41,111.92,110.97,127.75,141.4,143,0,0,122.25,122.28,0,0,0,97.69,114.16,0,0,0,118.41,124.98,110.83,0,0,128.79,124.45,128.38,106.33,97.35,91.75,106.55,116.13,101.94,99.7,117.45,103.92,103.94,134.87,109.45,109.45,109.45,0,0,0,0,0,0,0,0,115.2,108.74,123.25,125.03,0,103.05,0,0,0,0,0,0,0,0,114.12,0,0,0,0,125.15,138.55,93.92,0,0,0,0,103.73,130.03,82.67,0,0,125.32,0,0,0,0,173.93,136.24,105.66,106.05,120.82,0,0,0,0,0,108.11,108.97,113.91,97.81,117.08,97.81,108.97,80.1,118.7,87.44,128.83,113.89,139.02,112.94,117.81,116.23,126.6,130.5,132.54,126.94,125.69,0,117.53,0,0,0,0,0,0,0,0,0,76.82
