Date;A2A.MI;ANIM.MI;ATL.MI;AZM.MI;BMED.MI;BMPS.MI;BP.MI;BPE.MI;BZU.MI;CNHI.MI;CPR.MI;ENEL.MI;ENI.MI;EXO.MI;FBK.MI;FCA.MI;FNC.MI;G.MI;ISP.MI;IT.MI;LUX.MI;MB.MI;MONC.MI;MS.MI;PMI.MI;PRY.MI;PST.MI;RACE.SW;SFER.MI;SPM.MI;SRG.MI;STM.MI;TEN.MI;TIT.MI;TRN.MI;UBI.MI;UCG.MI;UNI.MI;US.MI;YNAP.MI
07.01.2000;3,86;0,00;0,00;0,00;11,10;0,04;6,56;12,11;10,88;0,00;0,00;0,00;0,00;9,41;0,00;8,87;0,00;30,02;3,61;0,00;0,00;9,52;0,00;2,45;14,27;0,00;0,00;0,00;0,00;0,46;0,00;126,90;0,00;15,83;0,00;0,00;2,86;0,67;0,15;0,00
14.01.2000;3,95;0,00;0,00;0,00;11,09;0,04;6,37;11,73;10,20;0,00;0,00;0,00;0,00;9,33;0,00;8,45;0,00;30,85;3,51;0,00;0,00;9,39;0,00;2,55;16,30;0,00;0,00;0,00;0,00;0,43;0,00;152,00;0,00;13,43;0,00;0,00;2,67;0,66;0,14;0,00
21.01.2000;3,78;0,00;0,00;0,00;11,68;0,04;6,53;13,62;10,09;0,00;0,00;0,00;0,00;8,68;0,00;7,97;0,00;30,25;3,41;0,00;0,00;8,96;0,00;2,49;16,08;0,00;0,00;0,00;0,00;0,45;0,00;166,40;0,00;14,87;0,00;0,00;2,55;0,70;0,15;0,00
28.01.2000;4,37;0,00;0,00;0,00;11,43;0,04;6,57;14,22;9,98;0,00;0,00;0,00;0,00;8,19;0,00;8,06;0,00;29,10;3,15;0,00;0,00;8,46;0,00;2,24;16,65;0,00;0,00;0,00;0,00;0,44;0,00;173,00;0,00;13,09;0,00;0,00;2,50;0,72;0,15;0,00
04.02.2000;4,71;0,00;0,00;0,00;12,04;0,04;6,56;14,54;9,84;0,00;0,00;0,00;0,00;7,80;0,00;8,51;0,00;28,99;3,25;0,00;0,00;9,30;0,00;2,17;19,00;0,00;0,00;0,00;0,00;0,43;0,00;207,00;0,00;13,02;0,00;0,00;2,43;0,69;0,14;0,00
11.02.2000;5,73;0,00;0,00;0,00;12,18;0,04;6,61;16,66;8,81;0,00;0,00;0,00;0,00;8,33;0,00;8,48;0,00;29,80;3,44;0,00;0,00;9,99;0,00;2,36;19,96;0,00;0,00;0,00;0,00;0,42;0,00;213,50;0,00;15,58;0,00;0,00;2,52;0,67;0,14;0,00
18.02.2000;5,95;0,00;0,00;0,00;13,66;0,04;6,54;15,14;8,70;0,00;0,00;0,00;0,00;9,00;0,00;9,22;0,00;30,10;3,36;0,00;0,00;9,38;0,00;2,16;22,00;0,00;0,00;0,00;0,00;0,48;0,00;194,40;0,00;15,80;0,00;0,00;2,36;0,66;0,14;0,00
25.02.2000;5,92;0,00;0,00;0,00;15,89;0,04;6,43;14,96;8,62;0,00;0,00;0,00;0,00;11,19;0,00;8,67;0,00;29,10;3,35;0,00;0,00;8,96;0,00;2,22;25,71;0,00;0,00;0,00;0,00;0,48;0,00;207,00;0,00;17,24;0,00;0,00;2,32;0,70;0,14;0,00
03.03.2000;6,35;0,00;0,00;0,00;17,31;0,04;6,41;13,62;8,58;0,00;0,00;0,00;0,00;11,00;0,00;8,92;0,00;28,08;3,83;0,00;0,00;9,43;0,00;2,30;23,80;0,00;0,00;0,00;0,00;0,58;0,00;218,00;0,00;19,00;0,00;0,00;2,49;0,68;0,14;0,00
10.03.2000;7,08;0,00;0,00;0,00;19,18;0,04;6,43;14,22;8,36;0,00;0,00;0,00;0,00;13,00;0,00;9,84;0,00;28,84;3,93;0,00;0,00;9,20;0,00;2,16;25,99;0,00;0,00;0,00;0,00;0,62;0,00;221,10;0,00;18,00;0,00;0,00;2,57;0,68;0,13;0,00
17.03.2000;6,90;0,00;0,00;0,00;18,25;0,04;6,39;14,54;9,17;0,00;0,00;0,00;0,00;11,80;0,00;8,35;0,00;29,50;3,55;0,00;0,00;9,30;0,00;2,17;23,17;0,00;0,00;0,00;0,00;0,57;0,00;186,00;0,00;17,38;0,00;0,00;2,61;9,97;0,14;0,00
24.03.2000;6,18;0,00;0,00;0,00;18,98;0,04;6,38;16,66;8,16;0,00;0,00;0,00;0,00;10,72;0,00;8,06;0,00;30,40;3,72;0,00;0,00;8,92;0,00;2,24;23,00;0,00;0,00;0,00;0,00;0,58;0,00;204,75;0,00;18,21;0,00;0,00;2,64;0,72;0,14;0,00
31.03.2000;5,37;0,00;0,00;0,00;16,92;0,04;6,44;15,14;7,99;0,00;0,00;0,00;0,00;9,65;0,00;7,66;0,00;29,30;3,37;0,00;0,00;8,48;0,00;2,11;20,76;0,00;0,00;0,00;0,00;0,64;0,00;190,90;0,00;18,78;0,00;0,00;2,62;0,70;0,14;0,00
07.04.2000;5,23;0,00;0,00;0,00;18,67;0,04;6,08;14,96;8,23;0,00;0,00;0,00;0,00;8,03;0,00;7,67;0,00;28,98;3,63;0,00;0,00;8,65;0,00;1,95;17,12;0,00;0,00;0,00;0,00;0,65;0,00;197,00;0,00;17,60;0,00;0,00;2,76;0,69;0,14;0,00
14.04.2000;4,80;0,00;0,00;0,00;17,25;0,04;6,16;13,69;9,36;0,00;0,00;0,00;0,00;8,17;0,00;7,60;0,00;30,00;3,77;0,00;0,00;8,67;0,00;1,88;16,90;0,00;0,00;0,00;0,00;0,65;0,00;170,95;0,00;16,69;0,00;0,00;2,64;0,71;0,14;0,00
21.04.2000;4,75;0,00;0,00;0,00;17,08;0,04;6,49;14,66;9,00;0,00;0,00;0,00;0,00;7,31;0,00;7,59;0,00;30,60;4,20;0,00;0,00;9,40;0,00;1,99;17,79;0,00;0,00;0,00;0,00;0,64;0,00;193,70;0,00;17,03;0,00;0,00;3,05;0,73;0,14;0,00
28.04.2000;4,76;0,00;0,00;0,00;16,56;0,04;6,41;14,38;9,30;0,00;0,00;0,00;0,00;7,23;0,00;7,50;0,00;34,54;3,79;0,00;0,00;9,12;0,00;1,91;17,85;0,00;0,00;0,00;0,00;0,68;0,00;208,55;0,00;15,38;0,00;0,00;2,81;0,69;0,15;0,00
05.05.2000;4,85;0,00;0,00;0,00;17,64;0,04;8,74;13,93;9,69;0,00;0,00;0,00;0,00;7,14;0,00;7,90;0,00;31,30;3,64;0,00;0,00;9,06;0,00;1,92;18,30;0,00;0,00;0,00;0,00;0,63;0,00;217,80;0,00;14,95;0,00;0,00;2,84;0,71;0,14;0,00
12.05.2000;4,66;0,00;0,00;0,00;18,02;0,04;7,98;13,32;9,83;0,00;0,00;0,00;0,00;8,50;0,00;7,60;0,00;30,35;3,77;0,00;0,00;9,09;0,00;1,89;17,92;0,00;0,00;0,00;0,00;0,63;0,00;72,00;0,00;14,72;0,00;0,00;2,84;0,71;0,14;0,00
19.05.2000;4,35;0,00;0,00;0,00;17,79;0,04;7,54;13,60;9,60;0,00;0,00;0,00;0,00;8,70;0,00;7,48;0,00;30,95;3,78;0,00;0,00;9,24;0,00;1,96;15,65;0,00;0,00;0,00;0,00;0,68;0,00;67,40;0,00;15,00;0,00;0,00;3,03;0,72;0,15;0,00
26.05.2000;4,07;0,00;0,00;0,00;17,26;0,04;6,78;12,99;9,75;0,00;0,00;0,00;0,00;7,65;0,00;7,60;0,00;31,80;4,02;0,00;0,00;9,31;0,00;2,02;16,02;0,00;0,00;0,00;0,00;0,67;0,00;61,80;0,00;16,81;0,00;0,00;3,01;0,72;0,15;0,00
02.06.2000;4,50;0,00;0,00;0,00;15,52;0,04;7,11;12,05;9,50;0,00;0,00;0,00;0,00;8,00;0,00;7,75;0,00;32,80;3,92;0,00;0,00;9,05;0,00;2,13;17,65;0,00;0,00;0,00;0,00;0,69;0,00;71,10;0,00;15,27;0,00;0,00;3,08;0,72;0,26;0,00
09.06.2000;4,60;0,00;0,00;0,00;16,30;0,04;6,96;12,64;9,55;0,00;0,00;0,00;0,00;9,40;0,00;7,83;0,00;32,35;3,91;0,00;0,00;9,18;0,00;2,15;16,59;0,00;0,00;0,00;0,00;0,70;0,00;71,00;0,00;15,83;0,00;0,00;3,04;0,70;0,24;0,00
16.06.2000;4,78;0,00;0,00;0,00;17,81;0,04;7,18;12,11;9,40;0,00;0,00;0,00;0,00;9,14;0,00;7,74;0,00;32,60;4,08;0,00;0,00;9,50;0,00;2,13;16,75;0,00;0,00;0,00;0,00;0,69;0,00;65,20;0,00;13,43;0,00;0,00;2,99;0,71;0,24;0,00
23.06.2000;4,59;0,00;0,00;0,00;18,13;0,04;6,77;12,22;9,50;0,00;0,00;0,00;0,00;9,09;0,00;7,63;0,00;33,35;4,10;0,00;0,00;9,90;0,00;2,08;16,71;0,00;0,00;0,00;0,00;0,72;0,00;72,30;0,00;14,87;0,00;0,00;3,04;0,72;0,26;0,00
30.06.2000;4,15;0,00;0,00;0,00;17,19;0,04;7,14;12,11;9,49;0,00;0,00;0,00;0,00;8,84;0,00;7,56;0,00;34,70;4,38;0,00;0,00;10,80;0,00;2,20;16,00;0,00;0,00;0,00;0,00;0,78;0,00;66,40;0,00;15,06;0,00;0,00;3,15;0,71;0,26;0,00
07.07.2000;4,56;0,00;0,00;0,00;17,29;0,04;7,10;11,73;9,22;0,00;0,00;0,00;0,00;8,83;0,00;7,69;0,00;35,90;4,51;0,00;0,00;10,88;0,00;2,26;17,09;0,00;0,00;0,00;0,00;0,75;0,00;66,00;0,00;15,38;0,00;0,00;3,27;0,59;0,27;0,00
14.07.2000;4,68;0,00;0,00;0,00;17,84;0,05;6,88;11,36;9,13;0,00;0,00;0,00;0,00;8,95;0,00;7,79;0,00;36,80;4,44;0,00;0,00;10,63;0,00;2,27;18,20;0,00;0,00;0,00;0,00;0,81;0,00;69,50;0,00;14,83;0,00;0,00;3,32;0,57;0,29;0,00
21.07.2000;4,55;0,00;0,00;0,00;17,74;0,05;6,69;11,60;9,55;0,00;0,00;0,00;0,00;9,13;0,00;7,87;0,00;34,85;4,44;0,00;0,00;10,84;0,00;2,26;18,04;0,00;0,00;0,00;0,00;0,80;0,00;67,55;0,00;14,32;0,00;0,00;3,32;0,56;0,29;0,00
28.07.2000;4,32;0,00;0,00;0,00;18,36;0,05;6,61;11,66;9,36;0,00;0,00;0,00;0,00;9,14;0,00;7,66;0,00;35,35;4,32;0,00;0,00;10,46;0,00;2,29;17,35;0,00;0,00;0,00;0,00;0,78;0,00;58,80;0,00;14,13;0,00;0,00;3,24;0,57;0,30;0,00
04.08.2000;4,15;0,00;0,00;0,00;18,37;0,05;6,58;12,11;9,25;0,00;0,00;0,00;0,00;8,75;0,00;7,48;0,00;35,05;4,46;0,00;0,00;10,48;0,00;2,28;16,35;0,00;0,00;0,00;0,00;0,75;0,00;59,50;0,00;15,24;0,00;0,00;3,36;0,56;0,30;0,00
11.08.2000;4,29;0,00;0,00;0,00;17,76;0,05;6,46;11,51;9,66;0,00;0,00;0,00;0,00;8,59;0,00;7,60;0,00;35,10;4,63;8,74;0,00;10,10;0,00;2,25;17,80;0,00;0,00;0,00;0,00;0,84;0,00;61,05;0,00;15,01;0,00;0,00;3,57;0,56;0,29;0,00
18.08.2000;4,27;0,00;0,00;0,00;18,26;0,05;6,38;11,39;9,80;0,00;0,00;0,00;0,00;8,90;0,00;7,58;0,00;36,15;4,67;8,47;0,00;11,68;0,00;2,30;17,63;0,00;0,00;0,00;0,00;0,85;0,00;68,45;0,00;14,46;0,00;0,00;3,52;0,54;0,31;0,00
25.08.2000;4,73;0,00;0,00;0,00;17,65;0,05;6,75;11,51;9,58;0,00;0,00;0,00;0,00;9,19;0,00;7,90;0,00;36,05;4,60;8,36;0,00;11,97;0,00;2,33;18,63;0,00;0,00;0,00;0,00;0,85;0,00;66,90;0,00;14,18;0,00;0,00;3,51;0,55;0,31;0,00
01.09.2000;4,81;0,00;0,00;0,00;18,58;0,05;6,64;11,51;9,43;0,00;0,00;0,00;0,00;9,02;0,00;7,70;0,00;35,40;4,34;8,25;0,00;12,10;0,00;2,33;20,16;0,00;0,00;0,00;0,00;0,82;0,00;69,80;0,00;13,66;0,00;0,00;3,68;0,56;0,30;0,00
08.09.2000;4,56;0,00;0,00;0,00;18,77;0,05;6,67;11,51;9,40;0,00;0,00;0,00;0,00;9,25;0,00;7,62;0,00;34,70;4,29;8,16;0,00;12,08;0,00;2,19;19,12;0,00;0,00;0,00;0,00;0,84;0,00;65,65;0,00;10,34;0,00;0,00;3,70;0,56;0,29;0,00
15.09.2000;4,51;0,00;0,00;0,00;18,90;0,05;6,84;11,51;9,69;0,00;0,00;0,00;0,00;8,97;0,00;7,73;0,00;34,50;4,02;8,23;0,00;12,17;0,00;2,19;18,73;0,00;0,00;0,00;0,00;0,87;0,00;64,80;0,00;13,21;0,00;0,00;3,49;0,55;0,30;0,00
22.09.2000;4,25;0,00;0,00;0,00;18,43;0,06;6,92;11,51;9,24;0,00;0,00;0,00;0,00;9,22;0,00;7,40;0,00;36,30;4,01;8,60;0,00;11,71;0,00;2,10;17,85;0,00;0,00;0,00;0,00;0,86;0,00;59,10;0,00;13,68;0,00;0,00;3,54;0,56;0,29;0,00
29.09.2000;4,17;0,00;0,00;0,00;17,84;0,05;6,74;11,48;8,99;0,00;0,00;0,00;0,00;8,89;0,00;7,35;0,00;35,65;4,08;8,65;0,00;12,03;0,00;2,05;16,88;0,00;0,00;0,00;0,00;0,79;0,00;57,85;0,00;14,39;0,00;0,00;3,72;0,56;0,27;0,00
06.10.2000;4,00;0,00;0,00;0,00;18,73;0,05;6,85;11,73;8,89;0,00;0,00;0,00;0,00;9,10;0,00;7,42;0,00;36,45;4,10;8,71;0,00;12,40;0,00;2,10;16,40;0,00;0,00;0,00;0,00;0,79;0,00;53,20;0,00;13,35;0,00;0,00;3,57;0,55;0,28;0,00
13.10.2000;3,69;0,00;0,00;0,00;19,21;0,05;7,11;11,78;8,75;0,00;0,00;0,00;0,00;8,90;0,00;7,31;0,00;35,85;4,29;8,63;0,00;12,29;0,00;1,95;15,62;0,00;0,00;0,00;0,00;0,85;0,00;51,95;0,00;13,00;0,00;0,00;3,49;0,56;0,28;0,00
20.10.2000;4,05;0,00;0,00;0,00;17,34;0,05;7,21;11,64;8,88;0,00;0,00;0,00;0,00;8,91;0,00;7,27;0,00;35,95;4,38;8,66;0,00;12,13;0,00;2,07;16,41;0,00;0,00;0,00;0,00;0,84;0,00;58,70;0,00;12,67;0,00;0,00;3,64;0,55;0,27;0,00
27.10.2000;3,86;0,00;0,00;0,00;16,33;0,05;7,13;11,90;9,10;0,00;0,00;0,00;0,00;8,87;0,00;7,26;0,00;35,90;4,36;8,75;0,00;12,80;0,00;2,09;16,70;0,00;0,00;0,00;0,00;0,82;0,00;58,00;0,00;12,32;0,00;0,00;3,70;0,55;0,27;0,00
03.11.2000;3,80;0,00;0,00;0,00;16,69;0,05;7,19;12,11;9,21;0,00;0,00;0,00;0,00;9,05;0,00;7,72;0,00;37,50;4,62;9,11;0,00;13,27;0,00;2,14;17,31;0,00;0,00;0,00;0,00;0,77;0,00;59,50;0,00;11,96;0,00;0,00;3,85;0,56;0,28;0,00
10.11.2000;3,60;0,00;0,00;0,00;17,34;0,05;7,50;12,13;8,87;0,00;0,00;0,00;0,00;9,05;0,00;7,63;0,00;38,85;4,59;9,63;0,00;14,20;0,00;2,11;16,14;0,00;0,00;0,00;0,00;0,72;0,00;49,80;0,00;11,88;0,00;0,00;3,72;0,56;0,29;0,00
17.11.2000;3,59;0,00;0,00;0,00;18,51;0,05;7,57;11,75;8,99;0,00;0,00;0,00;0,00;9,02;0,00;7,78;0,00;41,20;4,66;9,49;0,00;13,76;0,00;2,12;15,82;0,00;0,00;0,00;0,00;0,78;0,00;50,45;0,00;13,44;0,00;0,00;3,73;10,17;0,32;0,00
24.11.2000;3,61;0,00;0,00;0,00;18,26;0,05;7,07;11,81;9,05;0,00;0,00;0,00;0,00;9,80;0,00;7,78;0,00;41,55;4,68;9,18;0,00;13,47;0,00;2,17;15,65;0,00;0,00;0,00;0,00;0,76;0,00;53,15;0,00;13,65;0,00;0,00;3,60;0,62;0,33;0,00
01.12.2000;3,51;0,00;0,00;0,00;15,61;0,05;6,99;11,81;8,88;0,00;0,00;0,00;0,00;9,65;0,00;7,75;0,00;41,95;4,74;8,81;0,00;12,99;0,00;2,22;15,20;0,00;0,00;0,00;0,00;0,72;0,00;50,50;0,00;13,81;0,00;0,00;3,61;0,62;0,32;0,00
08.12.2000;3,51;0,00;0,00;0,00;13,94;0,05;6,74;11,63;8,84;0,00;0,00;0,00;0,00;9,10;0,00;7,72;0,00;41,80;4,77;8,39;0,00;12,56;0,00;2,13;14,00;0,00;0,00;0,00;0,00;0,68;0,00;54,60;0,00;13,75;0,00;0,00;3,38;0,64;0,32;0,00
15.12.2000;3,15;0,00;0,00;0,00;13,89;0,05;6,76;11,63;8,89;0,00;0,00;0,00;0,00;9,17;0,00;7,42;0,00;40,65;4,52;8,18;17,00;11,75;0,00;2,11;12,99;0,00;0,00;0,00;0,00;0,65;0,00;50,80;0,00;13,42;0,00;0,00;3,40;0,64;0,31;0,00
22.12.2000;3,14;0,00;0,00;0,00;14,90;0,05;6,86;11,60;8,88;0,00;0,00;0,00;0,00;8,53;0,00;7,25;0,00;39,15;4,85;8,14;16,90;11,90;0,00;1,49;12,15;0,00;0,00;0,00;0,00;0,67;0,00;47,00;0,00;13,45;0,00;0,00;3,41;0,63;0,30;0,00
29.12.2000;3,13;0,00;0,00;0,00;13,64;0,05;6,76;11,61;9,15;0,00;0,00;0,00;0,00;8,22;0,00;7,30;0,00;40,90;4,79;8,07;16,13;12,08;0,00;1,54;12,71;0,00;0,00;0,00;0,00;0,73;0,00;46,45;0,00;13,48;0,00;0,00;3,51;0,63;0,33;0,00
05.01.2001;2,89;0,00;0,00;0,00;13,99;0,05;6,78;11,63;9,95;0,00;0,00;0,00;0,00;8,76;0,00;7,22;0,00;42,30;4,93;7,76;15,30;11,94;0,00;1,69;12,55;0,00;0,00;0,00;0,00;0,73;0,00;44,00;0,00;13,49;0,00;0,00;3,64;0,60;0,30;0,00
19.01.2001;2,80;0,00;0,00;0,00;11,53;0,05;7,04;11,51;9,65;0,00;0,00;0,00;0,00;8,60;0,00;7,16;0,00;39,50;4,87;7,47;14,95;11,40;0,00;1,72;13,44;0,00;0,00;0,00;0,00;0,78;0,00;46,85;0,00;12,54;0,00;0,00;3,66;0,59;0,32;0,00
26.01.2001;3,05;0,00;0,00;0,00;13,61;0,05;7,54;11,51;9,86;0,00;0,00;0,00;0,00;8,48;0,00;7,40;0,00;38,40;4,93;7,63;14,75;11,41;0,00;1,74;13,69;0,00;0,00;0,00;0,00;0,78;0,00;50,25;0,00;12,01;0,00;0,00;3,57;0,61;0,29;0,00
02.02.2001;2,90;0,00;0,00;0,00;15,14;0,05;7,15;11,57;10,18;0,00;0,00;0,00;0,00;8,65;0,00;7,54;0,00;37,95;4,96;7,98;14,50;11,90;0,00;1,80;13,37;0,00;0,00;0,00;0,00;0,78;0,00;48,45;0,00;11,57;0,00;0,00;3,55;0,60;0,30;0,00
09.02.2001;2,77;0,00;0,00;0,00;14,88;0,05;7,21;11,36;10,77;0,00;0,00;0,00;0,00;8,86;0,00;7,44;0,00;39,10;4,79;7,57;15,30;12,20;0,00;1,72;13,20;0,00;0,00;0,00;0,00;0,82;0,00;48,75;0,00;12,49;0,00;0,00;3,41;0,61;0,30;0,00
16.02.2001;2,61;0,00;0,00;0,00;15,04;0,05;7,21;11,33;10,48;0,00;0,00;0,00;0,00;8,50;0,00;7,60;0,00;39,15;4,66;7,84;14,87;12,08;0,00;1,67;12,75;0,00;0,00;0,00;0,00;0,84;0,00;42,50;0,00;13,32;0,00;0,00;3,47;0,62;0,30;0,00
23.02.2001;2,59;0,00;0,00;0,00;13,76;0,05;7,15;10,90;10,45;0,00;0,00;0,00;0,00;8,44;0,00;7,42;0,00;39,25;4,65;7,81;15,14;12,30;0,00;1,63;11,31;0,00;0,00;0,00;0,00;0,83;0,00;43,30;0,00;13,64;0,00;0,00;3,52;10,36;0,30;0,00
02.03.2001;2,58;0,00;0,00;0,00;12,99;0,05;7,00;11,05;10,31;0,00;0,00;0,00;0,00;8,21;0,00;7,44;0,00;39,95;4,32;7,90;15,10;12,02;0,00;1,53;11,45;0,00;0,00;0,00;0,00;0,78;0,00;36,50;0,00;13,62;0,00;0,00;3,34;0,62;0,30;0,00
09.03.2001;2,57;0,00;0,00;0,00;12,88;0,05;7,07;11,25;10,44;0,00;0,00;0,00;0,00;7,95;0,00;7,43;0,00;38,10;4,19;8,14;16,64;11,95;0,00;1,53;10,58;0,00;0,00;0,00;0,00;0,88;0,00;34,00;0,00;12,51;0,00;0,00;3,18;0,63;0,29;0,00
16.03.2001;2,64;0,00;0,00;0,00;12,22;0,05;6,99;11,27;10,29;0,00;0,00;0,00;0,00;7,21;0,00;7,56;0,00;37,80;4,14;7,82;16,95;11,92;0,00;1,60;10,54;0,00;0,00;0,00;0,00;0,88;0,00;36,55;0,00;12,03;0,00;0,00;3,26;0,61;0,27;0,00
23.03.2001;2,54;0,00;0,00;0,00;11,36;0,05;7,13;11,28;9,48;0,00;0,00;0,00;0,00;7,55;0,00;6,75;0,00;38,00;3,97;7,78;16,73;10,82;0,00;1,54;10,35;0,00;0,00;0,00;0,00;0,82;0,00;36,25;0,00;11,60;0,00;0,00;3,04;10,39;0,28;0,00
30.03.2001;2,45;0,00;0,00;0,00;9,93;0,05;7,20;11,27;9,02;0,00;0,00;0,00;0,00;6,92;0,00;6,55;0,00;35,70;3,85;7,84;16,76;9,97;0,00;1,49;10,05;0,00;0,00;0,00;0,00;0,81;0,00;40,15;0,00;11,34;0,00;0,00;2,98;0,60;0,24;0,00
06.04.2001;2,61;0,00;0,00;0,00;9,99;0,04;7,37;11,25;9,36;0,00;0,00;0,00;0,00;6,60;0,00;6,69;0,00;34,50;4,06;8,42;16,61;10,41;0,00;1,56;10,47;0,00;0,00;0,00;0,00;0,86;0,00;39,35;0,00;11,35;0,00;0,00;3,08;0,60;0,25;0,00
13.04.2001;2,71;0,00;0,00;0,00;11,33;0,04;7,18;11,24;10,15;0,00;0,00;0,00;0,00;6,90;0,00;6,22;0,00;35,80;3,98;8,63;17,00;10,82;0,00;1,52;10,56;0,00;0,00;0,00;0,00;0,86;0,00;37,90;0,00;11,05;0,00;0,00;3,18;0,58;0,25;0,00
20.04.2001;2,81;0,00;0,00;0,00;11,05;0,04;7,15;11,24;10,17;0,00;0,00;0,00;0,00;6,62;0,00;6,51;0,00;35,70;4,34;8,84;16,32;11,62;0,00;1,52;11,31;0,00;0,00;0,00;0,00;0,84;0,00;41,55;0,00;11,28;0,00;0,00;3,88;0,60;0,25;0,00
27.04.2001;2,81;0,00;0,00;0,00;12,47;0,04;7,01;11,25;9,85;0,00;0,00;0,00;0,00;6,91;0,00;6,80;0,00;39,27;4,05;8,86;16,05;11,69;0,00;1,52;11,90;0,00;0,00;0,00;0,00;0,84;0,00;43,00;0,00;11,67;0,00;0,00;3,27;0,60;0,25;0,00
04.05.2001;2,78;0,00;0,00;0,00;13,07;0,04;6,93;11,25;10,03;0,00;0,00;0,00;0,00;7,05;0,00;7,09;0,00;35,85;4,02;8,63;15,50;11,55;0,00;1,51;12,32;0,00;0,00;0,00;0,00;0,91;0,00;43,55;0,00;12,18;0,00;0,00;3,28;0,62;0,25;0,00
11.05.2001;2,64;0,00;0,00;0,00;13,29;0,04;6,72;11,13;10,38;0,00;0,00;0,00;0,00;7,34;0,00;7,31;0,00;35,90;4,10;8,45;16,58;12,29;0,00;1,52;12,86;0,00;0,00;0,00;0,00;0,86;0,00;44,45;0,00;12,49;0,00;0,00;3,33;0,62;0,26;0,00
18.05.2001;2,65;0,00;0,00;0,00;14,18;0,04;6,41;10,90;10,94;0,00;0,00;0,00;0,00;7,40;0,00;7,33;0,00;35,20;4,18;8,27;17,00;13,00;0,00;1,54;12,24;0,00;0,00;0,00;0,00;0,89;0,00;44,05;0,00;12,32;0,00;0,00;3,40;0,62;0,24;0,00
25.05.2001;2,73;0,00;0,00;0,00;13,07;0,05;6,37;10,89;11,60;0,00;0,00;0,00;0,00;7,17;0,00;7,48;0,00;35,05;4,05;8,49;17,45;12,95;0,00;1,53;11,45;0,00;0,00;0,00;0,00;0,92;0,00;45,50;0,00;12,25;0,00;0,00;3,40;0,63;0,24;0,00
01.06.2001;2,78;0,00;0,00;0,00;13,12;0,05;6,53;11,07;11,46;0,00;0,00;0,00;0,00;7,80;0,00;7,66;0,00;33,45;4,15;8,04;17,50;13,01;0,00;1,42;11,40;0,00;0,00;0,00;0,00;0,93;0,00;47,20;0,00;11,60;0,00;0,00;3,40;0,63;0,25;0,00
08.06.2001;2,72;0,00;0,00;0,00;13,42;0,04;6,57;11,16;11,37;0,00;0,00;0,00;0,00;7,90;0,00;7,47;0,00;33,85;4,06;7,94;17,90;12,80;0,00;1,44;10,98;0,00;0,00;0,00;0,00;0,91;0,00;40,80;0,00;11,89;0,00;0,00;3,31;0,63;0,25;0,00
15.06.2001;2,71;0,00;0,00;0,00;12,90;0,04;6,56;11,25;12,05;0,00;0,00;0,00;0,00;7,65;0,00;7,48;0,00;33,55;3,94;7,85;17,80;13,17;0,00;1,40;11,30;0,00;0,00;0,00;0,00;0,96;0,00;44,75;0,00;11,85;0,00;0,00;3,28;0,65;0,26;0,00
22.06.2001;2,61;0,00;0,00;0,00;12,56;0,04;6,61;11,28;11,80;0,00;0,00;0,00;0,00;7,47;0,00;7,12;0,00;35,35;3,83;7,88;17,20;12,75;0,00;1,34;10,07;0,00;0,00;0,00;0,00;0,86;0,00;37,50;0,00;10,96;0,00;0,00;3,27;0,66;0,28;0,00
29.06.2001;2,45;0,00;0,00;0,00;12,72;0,04;6,54;11,20;11,65;0,00;0,00;0,00;0,00;7,35;0,00;6,81;0,00;34,55;3,84;7,75;17,85;12,85;0,00;1,30;10,44;0,00;0,00;0,00;0,00;0,86;0,00;36,95;0,00;10,98;0,00;0,00;3,17;0,66;0,27;0,00
06.07.2001;2,36;0,00;0,00;0,00;11,98;0,04;6,43;11,33;9,26;0,00;0,00;0,00;0,00;6,93;0,00;6,42;0,00;34,35;3,90;8,22;18,05;12,62;0,00;1,36;9,94;0,00;0,00;0,00;0,00;0,81;0,00;39,65;0,00;10,50;0,00;0,00;3,19;0,65;0,27;0,00
13.07.2001;2,31;0,00;0,00;0,00;11,86;0,04;6,41;11,33;8,88;0,00;0,00;6,25;0,00;6,94;0,00;7,12;0,00;35,50;3,78;8,16;18,85;13,35;0,00;1,31;9,65;0,00;0,00;0,00;0,00;0,83;0,00;34,60;0,00;9,63;0,00;0,00;3,03;0,65;0,25;0,00
20.07.2001;2,18;0,00;0,00;0,00;12,50;0,04;6,62;11,17;9,24;0,00;0,00;6,34;0,00;7,59;0,00;6,88;0,00;37,65;3,66;8,03;18,44;13,46;0,00;1,28;9,37;0,00;0,00;0,00;0,00;0,77;0,00;35,20;0,00;10,60;0,00;0,00;3,00;0,66;0,25;0,00
27.07.2001;2,18;0,00;0,00;0,00;12,18;0,04;6,88;11,20;8,98;0,00;0,00;6,37;0,00;7,10;0,00;6,83;0,00;36,90;3,42;8,08;19,45;12,67;0,00;1,24;8,66;0,00;0,00;0,00;0,00;0,75;0,00;33,30;0,00;10,15;0,00;0,00;3,04;0,65;0,24;0,00
03.08.2001;2,10;0,00;0,00;0,00;11,52;0,04;6,59;11,05;8,99;0,00;0,00;6,52;14,69;6,75;0,00;7,18;0,00;35,05;3,40;8,86;19,55;12,55;0,00;1,26;9,19;0,00;0,00;0,00;0,00;0,81;0,00;35,35;0,00;10,54;0,00;0,00;3,00;0,65;0,24;0,00
