Date;adidas ;Allianz;BASF;Bayer;Beiersdorf;BMW;Commerzbank;Continental;Daimler;Deutsche Bank ;Deutsche Börse;Deutsche Lufthansa; Deutsche Post;Deutsche Telekom;EON;Fresenius;Fresenius Medical Care;HeidelbergCement;Henkel vz;Infineon Technologies; Linde;Merck;Münchener Rückversicherungs-Gesellschaft;ProSiebenSat1 Media;RWE;SAP;Siemens;thyssenkrupp;Volkswagen vz;Vonovia
15.12.2009;38,01;84,77;43,07;54,28;45,9;31,59;31,08633;37,27785;36,36;43,08009;54,04;11,8;13,445;9,59777;27,21206;13,80667;36,95;47,9;36,47;3,425;86,12;32,165;106;8,6;65,08314;30,88;61,35;24,88;67,79223;
14.12.2009;37,65;85,23;42,97;54,06;45,13;31,595;31,21705;36,46557;35,975;42,99306;53,7;11,82;13,38;9,58376;27,07565;13,81667;36,81;47,82;36,53;3,38;87,95;32,125;106;8,71;64,66453;31,09;61,32;25,03;67,47415;
11.12.2009;37,72;84,6;43,04;54,43;44,83;31,72;31,03404;35,18913;35,185;41,56576;52,97;11,72;13,19;9,4904;26,86131;13,63333;36,43;47;36,37;3,32;85,6;31,765;104,65;8,81;64,17616;30,68;61,8;24,46;66,23162;
10.12.2009;37,36;83,16;42,25;53,41;45,09;31,655;31,42621;35,52758;35,025;41,96175;53,4;11,51;13,195;9,50441;26,69568;13,65;36,26;45,96;35,3;3,365;82,38;31,825;104,66;8,67;63,36885;30,255;61,5;24,61;64,61137;
09.12.2009;37,74;81,7;41,63;52,45;44,41;31,695;31,11247;35,01507;34,86;41,33948;53,2;11,46;13,14;9,43905;26,38391;13,39333;36,31;46,99;34,76;3,37;81,94;31,54;102,68;8,63;63,02998;30,09;60,61;24,28;63,2098;
08.12.2009;37,75;82,84;41,22;52,09;45,18;32,22;31,84453;35,23748;35,355;42,07053;53,54;11,56;13,28;9,44839;26,52031;13,48;36,3;47,24;34,76;3,375;82,15;32,18;104,52;8,7;62,91038;30,415;62,03;24,55;63,71675;
07.12.2009;38,21;83,73;42,53;53;46,25;32,61;32,41972;35,95306;36,385;42,91038;55,13;11,665;13,41;9,75649;26,87105;13,27667;36,9;48,39;35,59;3,34;83,88;32,485;105,82;8,95;63,33895;30,735;62,46;24,92;64,14418;
04.12.2009;37,72;84,6;41,89;53,73;46,24;32,75;32,73346;36,28184;35,91;43,21934;55,77;11,655;13,52;9,86852;27,05617;13,18333;37,02;47,62;35,39;3,305;84,48;32,6;106,2;8,85;63,78746;31,105;63,5;25,32;63,12033;
03.12.2009;37,19;84,4;41,4;53,4;45,46;32,195;32,62888;35,43088;35,465;42,64493;55,31;11,43;13,285;9,66779;26,70542;13,26;36,53;47,19;34,78;3,29;83,23;32,305;106,55;8,57;63,08978;31,04;64,08;25,22;62,32512;
02.12.2009;37,9;84,3;41,6;53,22;44,97;31,655;32,15827;34,94738;35,18;42,59272;55,25;11,04;13;9,65845;26,53979;13,30667;36,21;46,86;34,8;3,285;83,54;32,47;105,62;8,84;62,80074;31,02;67,57;25,16;61,26151;
01.12.2009;38,5;84,63;40,97;52,28;44,24;32,125;33,12563;34,62827;35,105;43,21063;55,91;10,92;12,94;9,52308;26,25725;13,25667;35,9;46,95;35,26;3,31;83,64;32,14;106,83;8,94;62,37217;32,06;67,69;25,11;59,14425;
30.11.2009;38,13;81,82;40,16;50,99;43,31;31,425;32,5243;33,54523;33,72;41,8225;55,49;10,63;12,47;9,1683;25,66293;12,87;35,41;44,2;33,55;3,19;81,88;31,405;104,43;8,67;60,92699;31,82;65,26;24,27;56,16219;
27.11.2009;37,84;82,59;40,59;51,16;43,79;32,28;32,60273;34,43487;34,625;41,72241;56,6;10,605;12,62;9,19631;26,10136;12,90667;35,82;44,43;33,78;3,22;82,23;32,73;105,06;8,53;61,8838;32,09;65,72;24,47;54,17414;
26.11.2009;37,39;81,79;40,25;51,25;44,1;31,3;31,87067;34,00939;34,105;40,60407;55,49;10,55;12,485;9,11228;25,76036;12,59;35,65;43,2;33,51;3,075;80,77;32,59;103,91;8,45;61,29576;31,64;64,88;23,98;53,21988;
25.11.2009;37,69;84,96;41,9;53,03;45,3;32,16;33,15178;36,01108;35,73;43,37164;58,01;10,83;13,01;9,21965;26,56902;12,86;36,02;45,51;34,5;3,21;83,37;33,21;105,25;8,58;62,84061;32,25;67,09;24,99;56,858;
24.11.2009;36,27;84,82;41,26;53,5;44,57;32,325;33,67467;36,01108;35,44;43,49783;57,93;10,88;12,98;9,02825;26,30596;12,70667;35,88;44,77;34,1;3,25;82,32;33;105,21;8,6;62,81071;32,23;66,05;24,9;57,26555;
23.11.2009;36,47;85,2;41,48;53,27;44,84;32,795;34,8512;36,36887;35,67;44,34203;57,92;10,96;12,995;9,05159;26,45211;12,92667;35,78;44,5;33,94;3,18;82,51;33,09;105,81;8,6;62,96021;32,46;66,5;24,94;58,86592;
20.11.2009;35,32;83,16;39,87;51,71;44,07;32,76;34,27601;35,60494;34,975;42,69715;56,73;10,705;12,61;8,86953;26,13059;12,64333;35,77;43,71;33,06;3,105;79,74;32,115;104,03;8,13;61,9137;32,07;64,1;24,31;57,16615;
19.11.2009;35,51;83,84;39,89;51,5;43,42;33,2;35,6094;36,37854;35,31;43,88512;57,32;10,79;12,59;8,91621;26,30596;12,75667;35,71;44,4;32,36;3,215;79,22;32,02;104,96;7,96;62,22267;32,22;65,3;24,5;60,83409;
18.11.2009;36,23;84,34;40,29;51,82;43,74;33,89;36,6552;38,18683;35,98;45,00781;58,29;11,115;12,765;9,03759;26,60799;12,95;35,78;46,12;32,89;3,465;80,72;32,795;106,17;8,4;62,82068;32,8;66,5;24,89;61,25157;
17.11.2009;36,09;84,81;40,55;53,29;43,82;33,88;36,78592;36,73633;35,405;44,95995;58,43;11,075;12,71;9,09361;26,20853;12,73333;35,82;46,43;32,9;3,435;81,21;32,78;106,91;8,35;62,13297;32,91;64,95;24,78;61,4802;
16.11.2009;36,57;85,84;41,02;52,2;43,6;34,59;37,12581;37,84838;35,81;45,25585;58,63;11,31;12,84;9,12161;26,18905;12,85333;35,89;47,57;32,92;3,495;81,73;33,39;107,87;8,41;62,35224;32,845;65,79;24,9;62,07661;
13.11.2009;35,77;84,1;39,76;51,52;42,91;33,465;36,55062;36,47524;34,3;43,89817;57,39;11,21;12,555;9,03759;25,99419;12,72667;35,96;46,83;32,21;3,385;79,72;33,07;107,09;8,2;61,57483;32,295;63,85;23,84;59,88977;
12.11.2009;35,56;83,46;39,47;51,21;42,45;33,185;37,51798;36,32052;34,08;43,74152;57,08;11,2;12,435;9,01891;26,10136;12,60667;35,22;46,79;32,14;3,34;79,49;33,04;106,59;8,4;61,32566;32,05;63,75;23,55;59,67108;
11.11.2009;35,88;82,85;39,36;50,33;42,23;33,01;38,14546;37,15214;34,42;44,08094;57,85;11,02;12,5;8,95823;26,54954;12,8;35,36;46,45;32,25;3,385;77,75;33,185;107,55;8,23;61,19609;32,01;63,71;23,7;60,30725;
10.11.2009;35,06;82,98;38,72;49,72;42,26;32,7;37,49184;35,9724;33,835;43,42821;56,2;11,13;12,415;8,95356;26,23776;12,55333;35,67;45,44;32,4;3,165;77,66;33,03;106,45;7,88;60,56818;31,415;63,58;23,23;59,85994;
09.11.2009;34,8;82,7;38,5;49,65;41,74;33,45;38,43305;37,21983;33,945;43,35423;56,42;11,22;12,42;8,95356;26,35468;12,19;34,9;45,8;31,79;3,22;77,95;32,94;106,49;7,97;60,28911;31,5;63,7;23,46;71,0725;
06.11.2009;34,24;79,31;37,55;48,36;41,49;33,07;36,34146;35,3922;33,21;41,93999;55;11,06;11,93;8,81818;25,54601;12,02667;34,93;44,43;31,25;3,23;76,79;32,485;105,31;7,66;59,10306;31,445;61,96;22,87;69,25344;
05.11.2009;34,21;78,77;37,87;48;41,65;32,78;35,92314;35,8757;32,66;41,79204;55,2;10,74;11,8;8,86953;25,60447;11,96667;35,14;44,97;31,37;3,205;76,66;32,505;106,2;7,16;58,92366;31,745;62,15;22,63;67,69283;
04.11.2009;33,87;79,35;36,96;46,87;41,45;32,285;37,67485;35,5856;32,565;42,20978;55,01;10,785;11,775;8,6688;25,39987;11,92;34,81;43;31,53;3,27;75,19;32,145;107,38;7,9;59,10306;31,745;61,38;22,43;66,90755;
03.11.2009;32,64;77,72;36,24;46,83;42,77;31,5;36,08001;33,845;31,575;41,25245;54,7;10,465;11,365;8,57544;24,86401;11,70667;34,24;40,47;31,28;3,055;73,29;31,69;105,95;6,97;58,83396;31,565;60,6;21,74;65,90359;
02.11.2009;32,7;78,71;36,44;47,13;41,39;33,605;37,59642;34,89903;33,04;43,04527;55,58;10,46;11,48;8,70615;25,23424;11,18333;32,75;42;31,05;3,19;73,19;31,755;107,98;7,22;59,6313;31,295;61,74;22,1;66,59941;
30.10.2009;31,5;78,04;36,5;47,23;41,9;33,295;37,12581;35,44055;33,08;43,12795;55,12;10,5;11,495;8,67347;25,41935;11,28667;32,95;40,73;30,96;3,065;71,39;31,955;107,64;7,09;59,50174;30,8;61,47;21,9;67,2654;
29.10.2009;32,76;81,65;37,42;48,28;41,94;33,93;38,51149;37,47125;34,585;44,94254;57,6;10,64;11,78;8,93956;25,99419;11,33333;33,29;41,09;31,59;3,235;73,97;32,815;111;7,62;60,66785;31,575;64,52;22,62;69,58147;
28.10.2009;32,15;78,8;37;47,93;41,65;33,125;36,26302;33,80632;33,215;42,5579;55,76;10,37;11,45;8,95823;26,20853;11,11;32,82;39,73;30,57;3,045;73,52;32,92;111,1;6,83;61,13629;31,75;63,09;22;64,94933;
27.10.2009;33,4;80;38,24;48,38;41,98;34,465;38,64221;35,74032;35,065;43,91558;59,67;10,97;11,83;8,8602;26,34493;11,15333;32,6;42,26;31,34;3,12;75,15;33,245;111,5;7,53;60,77749;34,41;65,05;23,43;68,329;
26.10.2009;33,73;80,05;38,29;47,82;42,07;35,605;40,94297;38,11914;35,83;44,1201;58,47;11,17;12,06;8,86487;26,1111;11,14667;31,86;44,2;31,09;3,375;74,55;33,365;109,92;7,89;61,02666;34,1;64,67;23,99;71,34089;
23.10.2009;34,7;83,7;39,16;47,68;42,37;35,94;42,56395;38,8734;36,875;46,04347;59,84;11,6;12,385;8,93022;26,25725;11,22667;32,28;45,25;31,25;3,475;74,91;34,75;110,54;8,57;61,11636;34,44;65,55;24,4;72,9015;
22.10.2009;34,97;84,04;39,5;48,01;42,38;35,56;42,35479;38,63165;36,73;45,92598;60,22;11,41;12,43;9,04226;26,35468;11,16667;32,94;45,31;31,07;3,56;75,17;35,055;112,01;8,35;61,74426;34,39;66,08;24,28;72,61323;
21.10.2009;35,27;84,12;40,4;48,29;42,46;35,59;43,50517;39,5503;37,175;46,99646;60,6;11,585;12,77;8,99557;26,52031;11,26;33,1;46,99;31,46;3,72;76,19;35,495;113,87;8,7;62,05323;34,97;67,41;24,96;72,29515;
20.10.2009;35,81;84,7;40,02;47,66;42,35;35,1;43,60975;40,11116;36,985;48,16267;61,06;11,56;12,745;8,82285;25,95522;11,23333;33,24;47,63;31,51;3,88;75,7;35,03;113,55;8,72;61,6446;34,75;67,26;25,07;70,88364;
19.10.2009;36,6;86,09;40,82;48,65;42,5;34,665;44,02807;40,4206;37,62;48,73707;62,35;11,69;12,85;8,83219;25,5655;11,26;33,48;48,32;31,6;3,835;76,4;35,075;113,2;8,75;60,92699;35,045;67,73;25,34;73,55755;
16.10.2009;36,15;86,17;39,4;47,53;41,94;33,25;43,79276;39,9371;35,16;47,71446;58,65;11,73;12,775;8,77617;25,46807;11,33333;33,45;46,09;31,72;3,765;74,97;34,645;110,83;8,44;60,63795;34,54;66,56;25,12;72,56353;
15.10.2009;36,3;87,31;40,11;48,8;42;33,58;45,1523;41,04915;35,095;49,06778;58,47;11,96;12,93;8,91621;25,89676;11,24333;33,5;47,4;31,71;3,87;75,75;34,9;112,96;8,98;60,79742;34,795;68,45;25,7;77,40442;
14.10.2009;35,76;88,12;40,61;48,79;41,49;34,035;45,4399;41,40694;35,1;48,73707;58,15;11,99;12,765;8,85086;26,2475;11,34333;33,36;47,25;31;4,02;75,75;34,625;114,2;8,43;62,01337;35,075;69;25,36;76,11219;
13.10.2009;34,31;86,65;37,82;47,35;41,19;33,195;43,97578;39,40525;34,475;46,77888;56,01;11,785;12,535;8,68747;26,66645;11,47;33,24;45,77;30,38;3,865;74,63;34,29;112,71;8,06;62,16287;34,585;65,62;24,45;77,39448;
12.10.2009;34,75;87,91;38,35;48,18;41,54;33,53;44,02807;39,72436;34,8;47,33588;57,55;11,935;12,69;8,79484;27,02694;11,45333;33,61;45,35;31,2;3,97;75,28;34,46;113,79;8,15;62,90041;34,76;66,45;24,17;76,78812;
09.10.2009;34,85;86,97;37,49;46,98;41,13;32,84;43,37445;38,43825;34,725;46,36114;56,75;11,805;12,76;8,70148;27,17308;11,24667;33,51;45;30,85;3,78;74;33,97;113,31;8,05;62,87051;34,48;64,74;23,89;79,21353;
08.10.2009;34,5;86,57;37,47;47,23;41;33,055;43,68818;38,40924;34,515;46,63093;56,19;11,81;12,79;8,81352;27,28026;11,24333;33,93;44,04;30,73;3,785;74,18;33,95;112,45;7,8;63,12965;34,325;64,5;23,96;81,2314;
07.10.2009;35,13;86,1;36,24;47,43;40,56;32,15;43,8712;37,21016;33,525;45,72581;55,65;11,65;12,58;8,75283;27,30949;11,11667;33,83;43,58;29,35;3,79;74,35;33,855;110,95;7,36;63,02001;33,395;62,9;23,03;80,14791;
06.10.2009;36;85,86;36,12;47,52;40,4;32,395;43,13914;36,3592;33,75;45,99561;55,49;11,76;12,58;8,79484;27,66997;11,16;33,66;43,5;29,26;3,82;74,78;33,88;111,45;7,4;63,09975;33,115;63,1;23,21;78,77616;
05.10.2009;35,04;82,68;34,69;46,32;39,44;31,775;40,70766;33,75797;32,65;44,09399;54,65;11,58;12,155;8,64079;27,0854;11,08;33,81;42,34;28,7;3,725;72,09;33,415;110,32;7,11;62,26254;33,085;60,55;22,48;75,50584;
02.10.2009;34,91;81,9;34,15;45,5;39,39;31,83;39,92331;33,20678;32,785;43,35858;54,5;11,53;12,115;8,50075;27,1536;11,20667;33,39;42,45;28,25;3,63;71,8;33,3;110,42;7,04;61,99343;33,07;60,2;22,53;74,15397;
01.10.2009;35,5;84,4;34,73;46,05;39,8;32,41;43,8712;35,83702;33,4;44,38554;54,63;11,74;12,41;8,55677;27,52383;11,16333;33,69;42,75;28,74;3,76;72,52;33,66;109,9;7,11;62,44194;33,355;61,58;22,7;75,55554;
30.09.2009;36,17;85,37;36,21;47,35;40,13;32,95;45,30917;35,70164;34,405;45,64313;55,85;12,11;12,8;8,71082;28,23507;11,20333;34,03;44,24;29,42;3,855;74,08;33,975;109,03;7,35;63,25922;33,28;63,28;23,53;79,11413;
29.09.2009;35,91;83,83;36,07;48,84;39,91;33,68;45,96279;35,14078;34,3;46,73972;56,48;12,105;12,85;8,82285;28,47864;11,14;33,91;44;29,37;3,67;74,95;34,215;108,19;7,18;63,37882;33,17;64,81;23,6;77,58334;
28.09.2009;36,24;83,66;36,35;48,45;40,36;34,035;45,49219;36,10778;34,41;46,23059;57,19;12,165;12,885;8,86487;28,72221;11,19;34,1;43,04;29,3;3,525;74,77;34,41;107,96;6,56;64,5848;33,2;65,96;24,07;74,84978;
25.09.2009;36;81,23;35,26;46,22;39,23;33,5;43,47903;35,04408;33,66;45,06438;57,72;11,81;12,565;8,69214;27,48486;11,24667;34,09;42,3;28,51;3,505;72,57;34,095;106,35;6,67;61,98347;33,5;63,53;23,16;74,84978;
24.09.2009;35,5;81,11;35,75;46,18;38,37;33,79;43,84505;35,95306;33,7;45,1079;57,85;12,175;12,65;8,59878;27,50434;11,17;33,62;42,4;27,97;3,53;73,93;33,71;107,03;6,98;62,10307;33,655;64,57;23,9;71,85778;
23.09.2009;36,15;84,43;36,45;47,12;39,06;33,95;45,36146;37,46158;33,93;46,41771;58,88;12,27;12,85;8,63612;27,95252;11,01;33,88;44,52028;28;3,73;73,64;33,5;109,29;7,27;62,53164;34,15;66,05;24,24;70,07848;
22.09.2009;35,85;84,57;36,8;47,43;38,59;34,72;45,96279;37,99343;34,2;45,53435;57,7;12,31;13,02;8,70615;27,95252;11,25;34,2;44,75095;27,5;3,64;74,28;34,385;107,81;7,54;62,89044;34,5;65,66;24,22;68,48805;
21.09.2009;35,9;83,69;36,41;47,52;38,6;34,29;45,54447;35,20847;33,06;44,78588;58,46;11,945;12,84;8,68281;28,06944;11,28333;33,84;40,34044;27,4;3,595;75,34;33,905;104,44;7,41;62,45191;34,395;65,58;24,16;68,83595;
18.09.2009;36,34;82,54;36,98;47,71;38,57;33,81;46,90401;36,30118;33,44;45,25585;59,53;12,13;13,225;8,69214;28,06944;11,33333;33,84;42,27811;27,37;3,53;75,47;33,925;104,99;7,52;62,96021;34,14;66,45;24,95;71,89754;
17.09.2009;36,5;83,33;36,55;48,15;39,1;34,215;46,38111;37,01676;33,785;46,43511;57,97;12,235;13,205;8,82285;27,90381;11,26667;33,81;44,64023;27,82;3,7;75,99;33,75;104;7,69;63,31902;34,105;66,42;25,05;74,0148;
16.09.2009;36;83,53;36,57;47,97;38,84;34,95;46,45955;38,14815;34,07;44,67274;56,69;12,28;12,77;8,84619;27,60177;10,82667;32,66;43,18236;28,47;3,81;75,5;33,525;104,25;7,84;62,43197;34,61;66,2;24,79;74,80008;
15.09.2009;33,7;81,52;35,94;47,32;38,88;34,75;44,36795;37,67432;33,11;43,16712;56,93;12,035;12,495;8,89754;27,73818;10,73;31,8;43,64371;28,39;3,885;74,07;33,85;103,63;7,7;62,0931;35,09;65,3;23,95;71,06256;
14.09.2009;33,73;81,92;35,81;46,7;39,44;35,02;42,61624;34,22213;33,4;42,90603;56,94;11,96;12,545;8,79951;27,79663;10,68333;31,98;38,66113;28,55;3,85;73,76;34,06;103,66;7,59;62,13297;35,245;64,71;24,24;68,54769;
11.09.2009;32,91;82,84;36,18;45,75;38,92;34,445;43,32216;34,3285;33,505;43,31072;55,91;11,94;12,695;8,90221;28,15712;10,78667;31,82;39,87909;28,07;4;73,17;34,09;103,79;7,54;62,3323;35,255;63,76;24,5;66,59941;
10.09.2009;33,05;81,15;35,91;45,91;38,42;34,265;42,77311;35,20847;33,39;43,25415;54,65;11,845;12,265;8,90688;28,16687;10,88;31,65;40,34044;27,27;3,96;71,77;33,17;105,03;7,7;62,36221;35,1;64,58;23,77;63,61734;
09.09.2009;34,01;79,78;36,49;46,1;38,28;34,47;44,42024;31,53387;33,31;42,54485;55,37;11,75;12,11;9,02358;28,31301;10,73333;31,65;42,42575;27,08;3,845;71,42;32,275;104,07;7,68;62,63131;34,19;63,13;23,4;64,36286;
08.09.2009;32,6;77,85;36,47;44,56;38,04;31,995;39,68801;28,5265;32,195;42,09664;54,98;11,365;12,05;8,99091;28,03046;11,01333;31,21;37,26785;26,48;3,82;70,89;31,855;104;7,96;62,19277;33,8;61,97;23,39;64,49208;
07.09.2009;32;77,62;35,97;44,14;37,28;32,315;37,70099;27,81092;32,555;42,64493;55,15;11,005;11,94;8,82285;28,04021;11;31,4;38,0706;26,7;3,76;70;31,735;104,35;7,56;62,39211;33,92;61,47;23,64;65,35688;
04.09.2009;31,56;76,98;34,96;42,5;35,76;31,73;36,47218;27,3661;31,83;42,20978;54,94;10,735;11,8;8,77617;27,81612;10,76667;30,45;37,9322;26,14;3,73;68,23;31,18;104,5;7,18;62,34227;33,92;60,25;22,92;65,55568;
03.09.2009;31,48;76,45;34,58;41,79;35,6;30,15;34,82505;26,87293;30,29;40,78683;54,14;10,705;11,4;8,52409;27,57255;10,83333;30,31;37,25863;26,57;3,595;67,75;31;104,35;6,8;61,7941;33,84;59,15;22,98;66,1521;
02.09.2009;31,49;77,09;35,9;42,04;35,12;30,475;34,14528;26,29273;30,145;40,17762;53,2;10,64;11,175;8,49608;27,89406;10,79;30,5;34,94265;26,62;3,46;68;31,175;104,24;6,34;62,29244;34,225;58,99;22,4;65,16802;
01.09.2009;31,95;78,61;36,13;41,94;34,91;30,98;34,87734;25,89626;30,65;39,87737;52,75;10,815;11,57;8,51942;27,58229;11,21667;30,58;35,9853;26,95;3,595;69;31,555;102,38;6,5;62,69111;33,87;58,46;22,81;65,19784;
31.08.2009;32,86;80,62;36,39;42,83;35,4;31,775;33,67467;27,85927;31,53;41,20893;53,25;11,2;12,035;8,65947;28,75144;11,76;31,34;37,73843;27,56;3,665;70,1;31,625;104,03;6,44;64,38546;34,06;60,45;23,7;65,07855;
28.08.2009;33;81,55;36,96;42,97;36,24;32,04;34,11914;27,85927;31,965;42,1184;53,74;11,31;12,26;8,76217;29,09245;11,71667;30,77;38,86412;27,62;3,505;70,28;31,84;103,73;6,88;64,8539;34,02;61,03;24,28;64,174;
27.08.2009;33;80,59;36,31;42,32;35,22;31,675;31,81838;27,97531;31,51;41,66149;54,3;11,135;11,965;8,73882;29,06322;11,66667;30,8;37,86761;27,51;3,365;69,3;32,195;104,09;6,9;64,90374;33,865;60,26;23,68;62,62332;
26.08.2009;33,63;81,97;36,86;44,13;35,58;32,61;32,47201;28,5265;32,39;42,5579;55,64;11,2;11,775;8,76217;28,66376;11,64;30,93;36,27134;28;3,34;68,84;32,205;105,55;6,96;64,23596;33,44;60,5;23,87;61,64918;
25.08.2009;33,16;79,44;38,13;44,28;34,23;32,44;31,4785;27,32742;32,9;42,89732;55,92;11,3;11,65;8,78551;28,8781;11,71;30,56;33,2172;27,42;3,34;70,3;32,535;105,86;7,42;64,77417;33,525;61,7;24,45;62,62332;
24.08.2009;32,58;79,62;36,78;44,28;34,35;32,295;31,4785;27,27907;32,69;43,16712;55,06;11,165;11,63;8,58944;29,14116;11,65333;30,39;32,74662;27,33;3,35;70,7;31,905;106,48;7,31;64,32566;33,415;59,44;24,8;62,02691;
21.08.2009;32,92;77,3;36,2;44,01;34,3;32,535;30,98175;26,79557;32,96;41,86166;54,39;11,04;11,355;8,53342;29,16065;11,28667;30,57;31,83315;27,17;3,39;70,51;31,56;102;7,5;63,79742;33,2;59,12;24,49;62,32512;
20.08.2009;32,37;74,64;35,41;43,5;33,61;31,93;30,82488;26,08966;31,985;40,50398;53,76;10,63;11,02;8,43072;27,631;11,23667;30,54;32,2945;26,68;3,42;69;31,48;99,49;7,13;61,01669;32,88;56,95;24;62,62332;
19.08.2009;32,18;73,72;34,49;42,95;33,47;31,325;30,82488;25,66418;30,86;39,92088;53,2;10,55;10,86;8,32802;27,04643;10,85667;30,41;31,55634;26,67;3,36;68,87;31,57;98,8;6,24;59,58147;32,58;56,2;23,53;68,01092;
18.08.2009;32,21;74,4;34,46;42,68;33,33;31,31;30,92946;25,2387;31,11;40,43871;53,6;10,47;10,95;8,28601;26,50082;10,67;30,09;31,93465;26,74;3,39;68,92;31,69;100;6,37;58,69443;32,645;56,14;23,85;59,14425;
17.08.2009;31,9;74,1;33,96;42,09;33,66;31,295;30,45885;21,51575;30,94;39,45092;51,4;10,43;10,85;8,21599;26,19879;10,75667;30,19;32,02692;26,67;3,24;68,85;31,52;98,82;5,91;57,88712;32,67;55,9;23,16;56,89776;
14.08.2009;31,76;76,17;34,77;42,17;34,06;32,015;31,03404;22,54077;32,01;39,91653;52,07;10,535;11,215;8,32336;26,84182;10,96;30,03;32,18378;26,89;3,24;69,74;31,72;100,27;6,22;58,96353;32,94;57,12;23,15;56,30135;
13.08.2009;31,72;76,2;36,01;42,88;34,25;32,5;31,68766;23,5948;32,39;40,73026;52,74;10,725;11,3;8,4634;26,65671;10,97333;30,23;32,75585;27,35;3,09;71,41;31,85;101,71;6,16;59,49177;33,14;57,84;22,68;59,78042;
12.08.2009;31,63;75,18;34,57;43,22;34,36;31,39;31,2432;22,85988;31,8;39,73376;52,46;10,51;11,115;8,54276;26,49108;11,1;30,94;32,396;27,36;2,91;69,47;31,83;101,3;5,98;59,31237;33,02;57,56;22,04;57,95142;
11.08.2009;31,83;74,75;34,57;42,52;34,67;30,835;30,32812;23,208;31,59;39,45092;52,02;10,375;11,14;8,44006;25,14655;11,04333;30,8;31,80547;26,78;2,92;69,34;31,415;101,58;5,9;57,62798;33,07;57,25;21,94;56,34111;
10.08.2009;33,43;76,99;35,27;44,3;35,5;31,695;31,73995;22,35704;32,34;41,37429;52,7;10,7;11,55;8,51475;25,61421;11,41667;31,08;32,47904;26,93;2,93;69,4;31,995;103,1;6,1;58,46519;33,42;58,73;22,99;57,30531;
07.08.2009;33,37;76,15;35,25;44,99;35,6;31,52;31,26934;22,27001;33,58;40,91303;52,26;10,695;11,5;8,50542;26,07213;11,29;31,08;31,3718;26,93;2,91;70,75;32,225;101,97;6,1;58,52499;33,45;59,02;23,36;58,10053;
06.08.2009;32,21;75,5;35,09;44,2;35;31,4;30,7203;22,5311;32,6;39,59016;51,93;10,57;11,33;8,19265;25,62396;11,03667;30,47;31,38103;27,02;2,77;69,81;32,32;102,08;5,01;57,95688;33,29;57,87;22,96;58,08065;
05.08.2009;32,23;74,99;35,63;43,69;35,06;31,67;30,90331;23,25635;32,735;39,78163;52,98;10,195;11,32;8,258;25,72139;11,39;31,33;30,15384;26,34;2,74;69;32,12;101,31;5,37;58,10639;33,15;56,57;22,67;56,66914;
04.08.2009;30,43;73,07;35,68;44,13;34,8;32,355;29,88366;24,18467;33,83;40,34733;56,68;9,56;11,34;8,39338;26,26699;11,82;31,61;28,6037;25,51;2,895;68,37;32,61;102,4;4,86;59,52167;33,5;57,17;22,87;56,29141;
03.08.2009;30,42;70,51;36,15;44,63;35,48;32,915;30,22354;24,37807;33,575;40,59972;58,09;9,5;11,3;8,41205;26,26699;12,06667;32,79;28,41916;25,3;2,875;68,3;32,425;104,71;4,74;59,37217;33,065;57,25;22,5;56,29141;
31.07.2009;29,65;69,2;35,16;43,06;35,33;32,43;28,75943;23,35305;32,47;39,50313;55,6;9,48;11,105;8,39338;25,87727;11,5;32,22;28,23462;25,8;2,89;66,22;32,65;106,09;4,44;59,05323;33;56;21,6;54,66121;
30.07.2009;29,86;70;34,2;43,5;34,71;32,06;29,09931;26,21537;31,94;40,63453;56,98;9,6;11,17;8,49141;26,3157;11,12;32,19;27,89322;25,76;2,85;65,31;32,02;105,6;4,26;59,19277;32,92;57,25;21,46;54,30337;
29.07.2009;30,08;70,06;34,81;42,23;34,46;31,405;28,47183;24,86157;31,46;41,03487;56,33;9,45;10,61;8,21132;25,43884;10,89333;32,1;28,1239;25,16;2,73;65,04;31,75;103,06;4,22;58,18612;31,8;57,05;20,31;54,37295;
28.07.2009;28,69;70,3;33,83;40,05;33,89;30,395;28,65485;24,88091;30,09;40,11235;57,55;9,43;10,37;8,01526;25,07835;10,68333;31,88;27,66255;24,45;2,66;63,54;32,05;101,4;4,14;57,60805;31,2;55,37;20,35;54,67116;
27.07.2009;29,06;71,14;33,96;40,2;33,8;30,54;27,94893;24,78421;30,54;45,28196;59,39;9,535;10,38;7,95924;25,19527;10,57;32,4;27,99472;24,6;2,755;63,38;31,355;101,45;4,35;57,89708;31,55;55,92;21,03;56,06278;
24.07.2009;29,05;70,44;34,29;40,18;33,75;30,86;26,40638;24,05896;31,305;44,29851;59,54;9,63;10,245;7,93123;24,75683;10,47333;32,19;28,05008;24,48;2,855;62,44;31,31;101,39;4,44;57,71768;31,505;55,1;20,48;56,6095;
23.07.2009;28,62;71,2;34,4;40,97;33,46;30,58;26,45867;24,71652;30,99;44,08529;59,06;9,755;10,365;7,98725;24,88349;10,72667;31,51;28,14235;24,7;2,97;62,64;36,715;101,46;4,19;58,52499;31,595;55,62;19,78;53,18012;
22.07.2009;28;69,31;33,25;39,49;33,16;30,04;26,09264;24,55213;30,04;42,5492;56,99;9,505;9,965;7,82853;24,39634;10,77667;31,79;27,83786;24,19;2,995;61,93;36,82;98,89;4,04;58,04658;31,08;54,15;18,5;53,32923;
