Date;adidas ;Allianz;BASF;Bayer;Beiersdorf;BMW;Commerzbank;Continental;Daimler;Deutsche Bank ;Deutsche Börse;Deutsche Lufthansa; Deutsche Post;Deutsche Telekom;EON;Fresenius;Fresenius Medical Care;HeidelbergCement;Henkel vz;Infineon Technologies; Linde;Merck;Münchener Rückversicherungs-Gesellschaft;ProSiebenSat1 Media;RWE;SAP;Siemens;thyssenkrupp;Volkswagen vz;Vonovia
09.07.2013;83,74;114,15;69,72;83,47;68,52;69,03;6,036;110,95;48,92;30,9741;51,15;15,28;19,805;8,31495;11,8864;31,61667;49,35;50,44;72,43;6,603;144,6;57,875;142,25;33,33;22,39;56,25;78,82;14,87;161,75;
08.07.2013;82,35;113,55;69,1;82,42;67,74;67,9;5,791;108,7;48,475;30,73566;50,54;15,33;19,61;8,29255;11,72564;31,02;48,25;50,15;71,55;6,584;142,4;57,875;141,5;34,5;22,26;55,46;78,15;14,43;159,55;
05.07.2013;81;110,55;66,96;80,06;67,47;66,2;5,91;106,65;47,52;30,30169;50,17;15,255;19,15;8,22533;11,63308;31,06333;48,11;49,805;70,29;6,427;140,05;58,075;137,45;34,285;22,07;54,5;77,5;14,55;157,25;
04.07.2013;83,82;113,4;69,04;82,57;68,75;67,7;6,21;109,05;49,08;30,87872;51,33;15,63;19,485;8,43259;11,9205;31,37;49,275;51,28;71,75;6,601;144,45;58,825;140,55;35,07;22,535;55,03;78,84;14,955;160,1;
03.07.2013;81,95;109,5;67,77;80,89;67,46;66,12;5,825;104,7;46,955;30,00124;50,48;15,27;19,175;8,30375;11,74025;30,92667;49,8;50,34;70,97;6,325;142,85;58,225;137,9;34,965;22,195;54,7;78,14;14,615;154,05;
02.07.2013;83,79;112,15;68,25;81,71;68,07;66,43;6,155;103,15;46,81;30,43998;51,38;15,885;19,26;8,34856;11,86691;30,71333;49,705;51,24;71,54;6,406;143,15;58,625;138,9;34,93;22,3;55,5;79,19;14,96;156,4;
01.07.2013;84,08;113,05;68,59;82,37;67,78;67,28;6,452;102,4;46,78;30,89303;51,64;15,805;19,36;8,33923;12,11049;31,82;54,44;51,89;72,31;6,359;143;58,9;142,8;34,445;23,25;55,42;79,63;15,31;157,1;
28.06.2013;83,14;112,25;68,63;81,93;67;67,18;6,698;102,6;46,485;30,66889;50,57;15,595;19,095;8,3691;12,28586;31,57;54,53;51,67;72,25;6,43;143,35;58,525;141,4;33,02;24,52;56,26;77,65;15,095;155,55;
27.06.2013;83,83;112,35;68,33;82,19;67,13;67,29;6,599;102,85;46,54;31,60837;49,81;15,575;19,235;8,32709;12,1933;31,32333;54,5;51,92;72,35;6,507;143,15;59,925;142,7;33,495;24,6;58;77,57;14,625;156;
26.06.2013;81,19;110,4;69,72;81,62;66,11;66,77;6,902;99,27;45,775;32,13295;49,66;15,42;19,27;8,21506;12,01306;31,17;53,7;51,53;72,33;6,5;141,35;58,45;141,5;32,405;24,61;57,39;77,04;14,315;154;
25.06.2013;80,24;108;69,32;79,03;64,85;65,92;7,053;97,02;45,625;31,389;48,72;15,27;18,95;8,04793;11,74512;31,14;53,86;50,8;72,28;6,191;140,4;57,5;139,4;32;24,085;54,88;76,42;14,59;151,5;
24.06.2013;77,14;106,65;68,42;78,12;64,53;64,04;7,132;94,53;43,505;30,99795;47,51;15,07;18,665;7,87148;11,87178;31;53,37;49,785;71,12;6,083;138,15;57,775;137,2;31,455;24,03;54,42;76;14,235;146,95;
21.06.2013;78,75;105,5;69,5;79,61;65,31;64,36;7,271;96,2;43,16;31,6656;48,03;15,56;18,845;8,02273;12,091;31,58;53,95;49,94;72,19;6,156;140,1;59,675;138,2;32,285;24,35;55,1;77,26;14,49;149,95;
20.06.2013;78,98;109,55;70,93;80,58;65,89;66,43;7,43;97,86;44,58;31,60837;48,29;15,675;19,255;8,05634;12,35893;31,21333;53,34;50,98;73,1;6,442;141,15;61,55;139,7;33,035;25,045;56,63;78,42;14,55;153,1;
19.06.2013;82,4;115,1;73,9;84,19;67,74;69,8;7,551;101,4;46,72;32,8149;49,29;16,025;19,8;8,23186;12,71942;31,56667;53,04;53,43;76,08;6,835;144,6;62,65;144,45;33,6;25,905;57,57;79,67;14,93;159,7;
18.06.2013;82,82;115,6;74,36;83,82;67,76;69,87;7,536;101,6;47,18;33,21549;49,2;16,02;19,8;8,27387;12,87531;31,27333;53,2;53,86;75,43;6,835;145;61,65;144,05;33,125;26,34;57,74;79,99;15,255;161,8;
17.06.2013;83,4;115,2;73,72;83,49;67,6;70,55;7,38;101,55;47,615;32,87213;48,255;16;19,48;8,25987;12,85582;31;52,68;54;75,6;6,544;145,05;61,55;144,5;33,215;26,335;58,2;79,96;15,21;162,3;
14.06.2013;82,39;114;72,81;81,77;66,91;70,03;7,455;100,8;47,255;32,98659;48,39;15,95;19,3;8,17584;12,68532;30,84333;52,67;53,76;74,6;6,56;144;61,1;141,55;32,39;26,04;57,26;79,29;14,915;159,15;
13.06.2013;81,23;113,05;72,34;81,98;66,98;69,16;7,46;98,95;46,68;32,91982;47,94;15,875;19,015;8,19171;12,74378;31,29333;52,74;53,54;73,69;6,537;144,4;60,875;141,55;32,01;26,21;57,24;79,13;14,475;158;
12.06.2013;80,35;113,05;72,87;82,92;67,66;70,16;7,47;99,7;47,165;32,81014;48,565;15,845;19,465;8,21412;12,56353;31,24667;53,16;53,23;74,3;6,532;144,85;61,5;142,1;32,61;26,12;57,41;80,31;14,83;159,7;
11.06.2013;80,75;114,1;73,36;82,86;67,5;71,41;7,519;100,1;48,18;33,89745;49,075;16,465;19,685;8,30468;12,49046;31,13;53,32;56,1;74,4;6,665;145,9;61,975;142,2;32,875;26,015;57,65;80,98;15,07;165,15;
10.06.2013;82,05;116,8;73,9;84,07;68,58;72,49;7,625;102,35;48,86;34,58894;49,415;16,44;19,765;8,37937;12,5343;31,05;53,15;58,06;74,99;6,451;146,2;62,025;142,25;32,925;26,2;58,39;81,09;15,46;168;
07.06.2013;81,58;116,9;72,83;83,27;68,16;72,2;7,658;101,4;48,615;34,66047;48,74;16,345;19,495;8,25707;12,58789;30,57333;52,27;57,93;74,47;6,441;145,05;61,125;143,1;31,875;26,39;58,02;80,33;15,545;166,25;
06.06.2013;81,52;113,2;71,58;80,58;67;71,05;7,517;99,29;47,295;33,40625;48,615;16,58;19,19;8,10209;12,44662;30,81333;51,93;57,81;74,04;6,346;142,65;60,375;137,6;31,085;26,1;57,19;79,52;15,29;162,35;
05.06.2013;82,49;116,1;73,12;81,14;67,44;72,38;7,703;100,5;47,945;34,18358;49,06;16,82;19,465;8,09742;12,43687;30,76;52,25;57,8;73,66;6,417;144,4;61,15;140,15;30,7;26,14;57,2;80,68;15,4;164,5;
04.06.2013;83,59;119,1;75,1;82;68,67;73,3;7,82;100,35;48,59;35,02768;50,26;17,095;19,27;8,1329;12,52456;30,68;52,09;58,88;74,88;6,582;145,35;61,35;141,5;30,85;26,235;58,42;81,14;15,35;165,25;
03.06.2013;82,5;118,05;75,79;81,32;68,71;73,11;7,75;101,45;49,075;34,24558;50,03;16,71;19,195;8,16931;12,50507;30,95333;51,84;58,27;74,64;6,466;147,85;61,65;140,8;30,57;26,07;57,91;81,43;15,41;167,05;
31.05.2013;84,09;119,75;75,23;82,89;69,53;73,69;8,08;101,65;49,41;34,40772;49,79;16,63;19,56;8,25147;12,72429;30,49333;52,4;58,49;74,6;6,55;148,05;61,125;144,65;30,9;26,455;58,03;81,61;15,455;168,95;
30.05.2013;84,71;121,8;74,99;83,67;70,39;73,15;8,027;101,5;48,665;34,5031;48,73;16,835;19,925;8,41579;12,85095;30,90667;52,67;59,15;75,22;6,61;149,05;61,25;145,9;31,04;26,89;58,68;82,75;15,82;168,15;
29.05.2013;84,46;118,45;74,7;83,88;70,54;72,42;8,012;100,9;48;33,97852;47,02;16,12;20,09;8,41859;12,82659;30,69333;52,3;58,72;75,82;6,4;152,35;61,5;143,7;30,825;26,86;58,79;82,67;15,33;166,8;
28.05.2013;86,53;120,6;75,3;86,6;71,97;72,31;8;101,8;48,99;34,52694;47,2;16,605;20,28;8,75096;12,97761;31,46;53,42;59,53;78,47;6,459;153,9;62,7;147,5;31,005;27,415;60,2;83,37;15,485;167,45;
27.05.2013;85,63;118,25;74,22;84,74;70,77;71,88;8,016;99,79;48,355;33,88314;46,395;16,14;20,3;8,68467;12,90941;31,36667;53,24;58,43;76,95;6,322;152,65;61,75;145,25;30,735;27,475;59,89;82,85;15,45;167,55;
24.05.2013;85,6;117,1;73,45;84,46;70,41;70,88;7,668;99,66;47,405;33,33472;46,03;15,99;20,18;8,64546;12,80711;31,5;53,09;57,84;76,6;6,251;152,05;61,425;143,35;30,48;27,235;58,68;82,45;15,15;166,6;
23.05.2013;86,39;117,6;74,26;83,91;70,21;71,48;7,856;100,15;48,05;34,27896;46,45;16,185;20,175;8,63612;12,88505;31,78333;53,6;58,27;77,19;6,38;150,6;61,95;144,5;30,7;27,48;60,64;81,29;15,185;168;
22.05.2013;87,66;121,8;75,41;85,5;70,69;73,35;8,368;102,45;49,695;35,46642;47,72;16,475;20,605;8,83686;12,99222;32,11333;53,92;59,14;78,53;6,619;153,35;61,75;147,65;31,25;27,81;62;82,29;15,64;172,5;
21.05.2013;87,44;120,15;75,35;84,65;70,63;73,83;8,183;101,15;49,65;34,96568;47,075;16,23;20,235;8,82379;12,88992;31,34;53,18;59,72;77,77;6,643;153;59,7;147,75;31,185;27,68;62;81,23;15,245;171,6;
20.05.2013;86,58;120,2;73,94;84,12;71,2;74,02;8,5;100,55;50,37;35,78117;46,75;16,07;19,89;8,78177;12,62686;31,93333;52,43;59,3;77;6,455;151,45;59,85;148,1;31,6;27,42;62,55;81,1;15,025;173,85;
17.05.2013;85,52;119,6;74,42;83,79;70,54;71,93;7,814;100,3;49;35,7764;46,355;15,51;19,745;8,59598;12,57328;32,16333;51,8;59,57;76,44;6,401;151,95;59,5;149,2;30,695;27,4;62,73;80,87;15,03;168,4;
16.05.2013;86,46;118,75;73,98;84,8;71,62;71,4;7,507;97,34;47,185;34,856;46,635;15,735;19,865;9,3737;12,54405;32,53333;52,97;60,54;77,53;6,43;152,5;59,55;151,05;31,14;27,265;62,98;80,88;15,135;162,35;
15.05.2013;84,79;118,35;73,58;85,03;69,96;71,93;7,792;99,25;46,52;35,07537;49,3;15,745;19,91;9,12815;12,61712;32,76333;53,04;59,45;76,88;6,534;151,25;59,475;150,75;30,42;27,405;64,05;81,08;14,85;162,7;
14.05.2013;83,95;117,75;74,3;84,52;70,12;73,31;6,96469;98,21;45,97;34,43157;48,595;15,69;19,555;9,19631;12,68045;32,38667;53,93;58,93;77,01;6,652;151,4;59,975;152,15;30,16;27,61;64,03;81,31;15,105;160,25;
13.05.2013;82,91;116,55;73,99;83,75;70,48;72,08;7,43139;96,22;44,6;34,43157;48,78;15,75;18,825;9,09827;12,75352;32,4;54,27;58,15;76,41;6,635;151,05;61,325;151,7;29,745;27,68;63,36;81,72;14,865;156,95;
10.05.2013;82,9;116,85;73,81;83,51;70,44;71,84;7,80087;98,56;43,93;34,52694;48,265;16,09;19,22;9,09361;12,83146;32,62;54,48;57,78;76,29;6,659;149,35;61,1;151,1;30,01;27,855;63,3;81,68;15,05;157,65;
09.05.2013;83,41;117,35;74,06;83,23;70,65;71,07;7,85322;99,52;43,945;35,09921;48,025;15,91;19,14;8,90034;12,83634;32,18333;54,27;56,58;75,05;6,755;148,3;60,025;152,05;29,445;27,6;62,81;81,29;15,01;159,05;
08.05.2013;84,68;117,5;73,63;83,3;70,2;71,03;7,99159;99,38;43,555;35,11829;48,125;15,94;19,175;8,92088;12,89966;31,87333;53,06;56,97;75,34;6,699;148,05;60,375;151,5;29,495;27,71;62,84;80,96;14,7;158,35;
07.05.2013;84,61;120,7;73,76;81,85;69,38;70,98;8,2945;97,37;43,145;35,40919;48,41;15,86;18,57;8,52409;12,84608;31,95667;52,95;56,03;71,75;6,682;147,9;60,25;149;29,505;27,67;62,52;80,34;14,775;158;
06.05.2013;84,84;116,55;73;81,11;70,42;71,33;8,08508;97,11;43,345;34,89892;48,39;15,66;18,625;8,4494;12,75352;31,75;52,79;54,12;72;6,582;146,75;57,625;147,7;30,505;27,78;62,03;80,05;14,56;157;
03.05.2013;85,5;116,2;73,34;81,71;70,4;72,12;8,10752;96;43,625;34,99907;47,745;15,82;18,275;8,48581;13,83986;31,33;51,7;54,94;72,2;6,681;142,7;58,25;150;29,95;27,775;61,82;80,59;14,33;158;
02.05.2013;79,5;113,6;71,8;80,12;71,64;70,74;7,95419;90,46;42,5;34,02144;47,4;15,745;18,115;8,40458;13,36733;31,68;52,06;53,55;71,68;6,59;142,55;58,125;147,7;29,955;27,305;60,3;79,81;13,385;152,5;
30.04.2013;79,3;112,05;70,92;79,22;68,73;70,05;7,64006;90,16;42,015;33,29656;47,4;15,18;18,02;8,38591;13,4063;31,74;52,4;54,67;71,6;5,995;143,6;57,8;151,85;29,08;27,335;60,31;79,3;13,735;153,9;
29.04.2013;79;112,45;70,73;79,57;68,7;69,86;7,38502;90,31;41,825;31,37946;46,715;14,9;17,87;8,4662;13,34784;32,21;52,48;54,11;71,31;5,911;142,3;57,2;150,8;28,53;27,115;59,96;79,47;13,86;152;
26.04.2013;79,1;111;72,59;81,16;68,79;68,62;7,62511;88,96;41,565;30,85488;46,145;14,72;17,93;8,38218;13,33323;32,32333;52,55;53,38;71,3;5,905;141,6;58,025;148,9;28,98;26,83;59,75;78,92;13,765;148,1;
25.04.2013;79,57;111,35;70;80,7;69,75;68,89;7,89062;89,55;41,33;31,44146;46,75;15;18,07;8,42979;13,43553;32,33333;53,05;54,21;72,29;5,909;141,6;58,55;158,65;29;26,945;60,42;79,81;14,25;152,6;
24.04.2013;79,71;110,55;68,35;80,62;69,64;67,84;7,77843;88,36;40,58;31,05994;46,165;14,935;18,285;8,3607;13,36733;32,58;53,3;52,54;71,56;5,726;141,9;58,95;155,95;29,2;26,76;59,53;79,25;14,035;150,7;
23.04.2013;79,33;109,15;67,66;79,5;70,03;66,78;8,06264;86,46;40,9;30,22538;46,105;14,65;17,5;8,23653;13,03119;33,03;53,6;52,4;72,38;5,602;141;59,175;154,85;28,5;26,27;57,74;78;13,64;146,9;
22.04.2013;76,63;104,85;66,04;77,87;68,8;65,24;8,15239;83,41;39,525;28,75179;45,325;14,105;17,2;8,1581;12,88018;31,87333;53,36;50,26;70,62;5,419;139,95;58,15;149,35;27,625;26,215;57,11;76,35;13,395;142,1;
19.04.2013;76,53;103,65;65,63;78,32;68,66;64,84;8,53384;82,6;38,84;28,70887;45,225;13,915;17,325;8,09928;12,79736;31,99;52,99;50,24;69,11;5,459;140;58,725;148,1;26,87;26,095;57,85;76,14;13,31;141;
18.04.2013;75,84;103,3;65,63;78,79;68,02;63,93;8,7283;82,18;38,645;28,30828;44,975;13,98;17,3;8,11702;12,89479;32,14;53,12;50,07;69,02;5,515;139,4;58,4;147,8;26,54;28,51;59,63;77,02;13,16;138,5;
17.04.2013;75,93;104,3;65,55;77,58;68,02;65;8,64602;82,9;38,725;28,82809;45,525;14,335;17,435;8,06007;13,07504;31,71667;53,56;50,45;69,88;5,434;140,95;58,4;148,9;26,6;29,235;58,88;77,98;13,435;141,45;
16.04.2013;76,93;107,2;68,12;81,05;68,36;66,86;8,78813;85,89;39,49;29,82956;46,69;14,58;17,645;8,19732;13,38681;32,34667;54,24;52,49;70,97;5,709;142,75;59,275;151,5;27,41;29,475;59,43;79,1;13,86;145,7;
15.04.2013;77,84;107,15;68,63;81,59;69,14;66,44;8,61611;86,76;39,435;29,71511;46,7;14,205;17,615;8,17584;14,0883;32,91333;54,89;53,15;72,95;5,703;143,1;59,6;152,35;27,69;30,15;58,93;79,38;13,645;144,85;
12.04.2013;77,95;107,3;68,4;80,32;69,4;67,4;8,73578;87,82;40,12;29,84864;46,61;14,23;17,565;8,19638;14,10779;32,84667;54,84;54,13;73,07;5,939;143,2;59,15;152,6;27,83;30,245;59,3;80,79;13,915;147,8;
11.04.2013;79,33;108;69,31;82,02;69,85;69,03;8,98259;91;41,255;30,96457;47,405;14,645;17,77;8,19732;14,33188;32,68333;55,03;55,1;73,68;6,128;144,35;60,275;153,8;28,3;30,56;59,78;82,27;14,195;152,85;
10.04.2013;77,94;108,3;68,5;81,11;69,45;67,95;8,99755;90,81;42,655;30,94072;47;14,385;17,685;8,0386;14,23445;32,68667;55,01;54,05;73,03;5,963;141,75;59,425;152,75;27,86;30,355;59,78;82,09;14,41;152,7;
09.04.2013;77,05;105,1;66,91;80,32;68,66;65,9;8,64602;88,13;40,865;29,68173;46,59;13,88;17,235;7,88081;13,70833;32,26;54,85;52,71;71,11;5,865;140,1;58,3;148,5;26,925;29,045;59,22;80,6;14,35;152;
08.04.2013;78,72;104,75;66,7;81,09;69,99;66,3;8,45904;89,11;41,05;28,79471;46,74;13,87;17,425;7,86588;13,64013;32,61667;54,95;52,83;71,8;6,011;139,65;58,125;148,5;27;28,67;60,01;81,16;14,245;156,1;
05.04.2013;78,8;105,3;66,87;79,07;69,99;66,31;8,50392;90,5;41;28,86624;46,87;14,14;17,295;7,88268;13,79602;32,41333;54,84;52,61;71,56;6,028;141,75;57,95;148,75;26,23;28,9;59,92;81,39;14,265;154,45;
04.04.2013;80,04;106,75;69;81,6;71,41;67,57;8,57871;91,95;41,965;29,08561;47,805;14,92;17,79;7,95737;13,68884;32,92667;55,6;55,08;73,5;6,151;144,2;59,8;149,05;27,21;28,99;61,72;83,55;14,5;156,1;
03.04.2013;81,3;106,95;69,3;82,31;72,5;68,39;8,50392;95,03;42,625;29,34313;47,91;15,465;18,05;7,80239;13,5427;33,02;54,06;57,26;75,06;6,173;145,65;59,85;150,1;27,92;29,07;62,8;84,05;15;156,15;
02.04.2013;81,61;108,85;69,52;82,29;72,6;68,35;8,66846;94,13;43,13;29,96786;48,6;15,475;18,215;7,84347;13,73269;32,81667;53,94;57,19;75,41;6,115;146,75;59,6;152,45;28,44;29,67;63,12;85,87;15,63;157,6;
28.03.2013;80,94;105,95;68,32;80,47;72,04;67,31;8,56375;93,27;42,445;29,00931;47,245;15,235;17,975;7,69875;13,2699;32,09667;52,65;56,06;75,09;6,16;145,05;58,85;145,9;27,85;29,075;62,5;84,03;15,865;155;
27.03.2013;81,45;105,8;67,98;79,21;71,57;69,1;8,49644;93,76;43,32;29,07607;47,94;15,34;17,925;7,66794;13,10427;32,37;52,89;56,75;73,9;6,207;144,1;58,8;146,35;27,265;28,72;61,65;84,48;16,14;155,6;
26.03.2013;82,31;108,3;69,62;79,63;72;69,81;8,66098;94,48;44,09;29,8391;48,65;15,625;18,06;7,79212;13,19195;32,23667;52,22;56,4;74,45;6,281;145;58,425;147,9;27,54;29,04;61,96;85,44;16,2;156,6;
25.03.2013;81,34;107,7;69,57;79,1;72,03;69,75;8,6909;92,44;44,045;29,9154;48,87;15,75;18,11;7,9387;13,2017;32,26333;52,41;54,07;73,73;6,249;144,15;57,1;147,4;28;29,14;62,21;86,34;16,185;155,2;
22.03.2013;80,08;109;70,8;78,34;71,55;69,59;8,84049;92,6;44,02;30,8978;48,715;15,665;18,1;7,95364;13,5086;31,59333;52,21;56,08;73,17;6,221;143,5;57,5;148,9;27,845;29,825;62,5;86,51;16,54;156,55;
21.03.2013;78,11;108,95;71,3;79,14;70,87;69,36;9,01251;93,17;43,955;31,1887;49,265;15,835;18,3;7,93216;13,35271;31,16;52,09;57,26;73,12;6,284;145,25;57,85;146,65;28,08;29,725;62,96;86,88;16,775;155,25;
20.03.2013;78,94;110,35;73,54;80,36;70,75;70,15;9,01251;95,81;44,95;30,94072;49,5;16,215;18,45;7,97324;12,81198;31,13;52;58,17;73,43;6,453;146,9;57,6;149;27,98;28,9;64,31;85,47;16,985;157,75;
19.03.2013;79,7;109,25;73,35;78,24;70,72;69,07;8,9078;96,5;44,7;30,52582;49,645;16,305;18,405;7,91816;12,60738;31,56667;51,88;56,81;74,35;6,45;145,65;56,975;147,85;28,125;28,75;64,25;84,67;17,365;158,55;
18.03.2013;80,28;110,3;74,32;78,22;70,36;70,19;8,97511;98,04;45,795;31,91358;51,12;16,545;18,645;7,9443;12,63173;31,62667;51,89;56,51;73,44;6,488;146,05;56,375;149,35;28,16;28,655;64,4;84,06;18,37;159,25;
15.03.2013;79,75;112,25;75,09;78,55;70,17;70;8,99755;96,68;46;32,524;51,39;16,16;18,64;8,01059;12,73403;31,65333;52,43;56,9;72,56;6,605;145,45;56,3;150,25;27,72;28,5;64,8;83,48;18,42;160,3;
14.03.2013;78,9;113,45;75,32;78,75;70,13;70,94;8,95267;96,93;45,965;32,72906;50,73;16,05;18,725;7,96577;12,74865;31,84333;52;56,22;72,33;6,559;146,5;56,4;147,15;28,12;28,635;64,79;83,95;18,265;164,65;
13.03.2013;78,89;111,6;74,02;77,2;69,4;71,27;9,44631;97,21;45,595;32,19018;49,645;15,49;18,35;7,80519;12,67558;31,73333;51,52;54,58;72,4;6,619;145,05;56,725;145,9;27,725;28,23;63,95;83,13;17,975;166,5;
12.03.2013;78,27;111,2;73,36;77,03;68,54;72;10,46348;96,33;45,705;32,58123;50,32;15,6;18,27;7,82106;12,70481;31,67667;51,93;54,31;71,45;6,779;144,15;56,4;145,55;27,64;28,23;63,61;82,81;18,39;165,95;
11.03.2013;77,75;110,85;73,48;77,7;68,2;72,56;10,80005;96,68;45,91;32,60984;49,985;15,11;18,265;7,84253;12,81198;31,43;51,83;54,3;72,12;6,788;142,25;56,225;144,75;27,58;28,6;64;83,19;18,2;168,85;
08.03.2013;76,2;112,2;73,28;78,61;67,71;72,65;10,84493;97,89;45,53;32,97705;49,695;15,29;18,215;7,81546;12,86556;31,13333;51,01;53,5;70,4;6,85;140,1;57,175;144,95;27,45;28,83;63,81;83,2;18,285;169,8;
07.03.2013;76,38;110,4;73,4;78,24;68,8;72,02;10,62055;98;45,625;32,39047;49,26;15,4;18,12;7,73983;12,73403;31,46333;51,69;53,62;70,03;6,485;139;56,1;145,4;27,29;28,48;63,8;82,14;17,185;169,95;
06.03.2013;71,67;109;73,48;78,23;67,73;71,6;10,72526;93,89;46,51;32,41432;49,2;15,48;17,845;7,7305;12,70481;31,91333;52,29;53,79;70,33;6,548;140,55;54,525;143,45;27,24;28,455;63,42;82,03;17,025;168,45;
05.03.2013;71,64;106,7;73,05;77,99;67,24;71,41;10,54576;92,17;46,66;32,67184;48,53;15,605;17,99;7,73143;12,68532;31,80667;52,29;52,96;68,66;6,503;140,3;54,975;140,4;26,39;29;62,58;81,15;16,89;166,45;
04.03.2013;70,28;104,05;71,57;75,57;66,81;69,4;10,44853;89,44;44,985;31,61791;47,28;15,5;17;7,59045;12,4661;31,99;52,17;52,52;67,77;6,39;138,15;54,75;137,25;26,21;28,68;60,95;79,57;16,37;162,55;
01.03.2013;70,54;104,05;71,83;75,37;66,83;69,2;10,50088;89,77;45,675;32,0185;47,76;15,47;17,285;7,58112;12,36867;31,46;52,48;52,9;67,98;6,523;138;54,875;137,2;26,47;28,64;60,35;79,67;16,765;164,1;
28.02.2013;69,8;104,7;72,18;75,86;66,79;70,7;10,56819;89,91;45,665;33,46825;47,485;15,45;17,185;7,68102;12,46123;31,38;52,53;52,82;67,51;6,561;138,9;54;137,7;26,4;28,135;59,85;79,62;17,275;167,25;
27.02.2013;69,35;103,6;72,09;73,86;66,71;70,32;10,62055;89,35;45,395;33,33948;47,8;14,94;17,125;7,68288;12,41252;31,10333;52,6;51,9;67,03;6,439;137,45;52,75;135,15;24,725;27,62;59,49;78,97;17,295;166,95;
26.02.2013;68,99;102,75;71,66;72,77;66,05;69,46;10,4934;87;44,165;32,83398;47,985;14,895;16,985;7,60352;12,2615;31,16667;53,09;51,13;66,19;6,336;137,2;53;134,3;24,74;27,34;59,01;78,27;17,12;163,5;
25.02.2013;70,7;105,7;75,01;73,75;66,31;70,58;10,81501;87,89;45,37;34,51741;49,3;14,98;17,23;7,7221;12,68532;30,33333;52,32;51,84;67,4;6,527;138,35;53,225;137,9;24,585;28,19;60,52;79,67;17,59;166,2;
22.02.2013;70,29;104,2;74,32;73;65,04;68,79;10,56072;86,98;44,59;33,83068;46,68;15,095;17,17;7,6194;12,52943;30,02333;53,12;50,8;66,62;6,372;135,85;52,8;135,55;23,72;27,695;59,55;78,39;17,275;163,8;
21.02.2013;70,85;101,75;72,8;71,28;64,34;69,06;10,69534;88,33;44,09;33,19165;46,2;15;17,145;7,47468;12,24202;29,81;52,03;49,785;66,36;6,549;134,95;52,475;132,7;23,525;27,165;59,09;77,24;17,155;176,05;
20.02.2013;72,1;104,3;74,12;72,63;64,4;70,76;10,98703;90,82;45,13;34,53648;47,35;15;17,305;7,59605;12,54405;29,61333;51,9;51,26;67,17;6,668;134,8;52,725;135,05;23,91;27,84;59,97;78,62;17,725;180,7;
19.02.2013;71,62;105,35;73,79;71,79;64,13;71,79;11,27124;89,61;45,23;34,9323;47,655;15,99;17,245;7,75571;12,82659;29,78;52,41;50,36;66,76;6,547;133,55;53,175;136,45;24,23;28,36;59,8;79;17,96;181;
18.02.2013;71,5;103,25;71,45;69,29;64,3;71,37;11,40587;88,45;44,45;34,43634;46,93;15,7;16,92;7,71276;12,91915;29,88333;52,2;49,51;65,92;6,255;132,2;51,7;133,8;23,605;28,265;59,37;78,17;17,49;176,7;
15.02.2013;70,1;102,3;70,75;69,01;65,8;71,65;11,15158;88,55;43,955;34,31711;47,765;15,44;16,92;7,64927;12,6366;29,69;52,08;49,815;66,06;6,303;132,25;51,675;132,85;23,985;27,34;59,78;78,11;17,555;177;
14.02.2013;69,33;103,25;71,32;69,64;65,83;71,68;11,02443;87,43;44,235;34,6414;48,41;15,325;16,915;7,90789;12,80711;29,91333;52,1;50,11;65,17;6,286;131,3;50,975;134,55;23,82;27,65;59,77;78,52;17,62;177,4;
13.02.2013;69,53;104,05;72,53;71,06;65,82;72,15;11,18897;87,45;45,2;35,05153;48,585;15,385;17,01;7,97324;12,98735;30,19;52,27;50,51;65,58;6,427;132,5;51,1;135,25;25,235;27,965;59,95;78,89;17,91;180,7;
12.02.2013;68,94;103,7;71,51;70,87;65,11;71,52;11,29368;86,89;44,38;35,21367;48,35;15,08;16,8;8,033;13,08965;30,16667;51,84;49,535;65,29;6,408;131;50,125;135,35;24,825;28;59,9;77,69;17,7;179,15;
11.02.2013;68,81;102,55;71,85;70,17;64,43;72,07;11,30864;87,87;44,985;34,84646;47,245;14,785;16,82;8,05634;12,90941;30,20667;52,07;49,515;65,33;6,479;130,9;49,55;135,1;24,885;27,83;58,99;77,19;17,75;178,9;
08.02.2013;68,74;102,55;72,08;70,96;65,02;73,5;11,15158;87,6;45,56;35,11829;47,515;14,89;16,94;8,05634;12,51969;30,44;52,03;48,785;65,63;6,545;130,7;48,53;134,85;25,01;27,37;59,53;76,83;17,74;180,55;
07.02.2013;67,17;102,35;71,94;70,82;64,56;71,74;10,91972;86,08;44,205;34,81308;47,625;14,575;17,005;8,10769;12,18843;30,30667;52,01;48,59;64,06;6,447;130,25;49,1;134,35;24,8;26,88;59,2;77;17,47;176,5;
06.02.2013;67,04;101,95;72,09;70,1;64,9;71,77;11,1067;85,92;43,01;35,48073;48,05;14,755;16,995;8,14783;12,24689;30,09;51,18;46,23;64,7;6,521;130,35;49,495;136,75;24,855;26,99;59,16;77,02;17,535;176,35;
05.02.2013;67,71;103,8;73,46;71,7;65,34;71,86;11,30864;85,37;42,205;36,01961;48,25;14,36;16,925;8,20665;12,40765;30,66667;52;46,605;65,38;6,542;131,85;50,55;138,95;25,375;27,55;60,2;77,78;17,6;178,2;
