Date,ABE.MC,ACS.MC,ACX.MC,AENA.MC,AMS.MC,ANA.MC,BBVA.MC,BKIA.MC,BKT.MC,CABK.MC,DIA.MC,ELE.MC,ENG.MC,FCC.MC,FER.MC,GAM.MC,GAS.MC,GRF.MC,IAG.MC,IBE.MC,IDR.MC,ITX.MC,MAP.MC,MRL.MC,MTS.MC,OHL.MC,POP.MC,REE.MC,REP.MC,SAB.MC,SAN.MC,SCYR.MC,TEF.MC,TL5.MC,TRE.MC
12.08.2005,22.17601,24.00,12.30,0,0,85.90,13.70205,0,62.69513,0,0,18.50,14.05,33.866,9.94,11.36,71.46,0,0,169.12,16.68,21.54,14.13365,0,0,10.9403,5.52618,22.07,24.796,4.49465,10.45753,20.3547,13.8019,18.3049,0
19.08.2005,22.05,23.90,12.20,0,0,86.50,13.56591,0,61.96355,0,0,18.37,13.99,33.7448,10.10,11.94,71.46,0,0,169.28,16.45,21.97,13.70685,0,0,10.959,5.50956,22.06,24.139,4.4069,10.38541,20.2659,13.5448,17.952,0
26.08.2005,21.88198,23.87,11.83,0,0,87.50,13.1672,0,61.15886,0,0,17.96,13.93,33.0955,10.50,12.02,71.46,0,0,165.60,16.13,21.53,13.46865,0,0,10.6122,5.44858,21.74,24.139,4.43405,10.08663,20.0194,13.4756,18.0787,0
02.09.2005,22.79551,23.61,11.69,0,0,92.80,13.30334,0,60.70526,0,0,18.56,14.61,33.6235,10.57,12.42,71.46,0,0,168.72,16.55,22.38,13.4389,0,0,10.8278,5.53172,22.47,25.186,4.45913,10.3339,20.69,13.2284,17.1829,0
09.09.2005,23.415,24.00,11.87,0,0,94.80,13.77979,0,61.96355,0,0,20.35,15.03,34.3512,10.63,13.80,71.46,0,0,177.92,17.14,23.45,13.8359,0,0,12.1215,5.64259,22.99,25.761,4.41316,10.65326,22.3862,13.5646,17.7891,0
16.09.2005,24.45455,23.30,11.71,0,0,95.90,13.57563,0,60.86619,0,0,21.24,14.87,34.7435,10.66,13.58,71.46,0,0,179.60,17.24,23.14,13.9451,0,0,11.7278,5.5539,22.86,26.325,4.36719,10.67387,22.7609,13.5349,17.5991,0
23.09.2005,25.32597,23.51,11.49,0,0,94.80,13.57563,0,61.15886,0,0,21.66,14.84,34.822,11.25,13.50,71.46,0,0,182.00,17.95,24.53,13.7565,0,0,11.6246,5.56497,22.98,27.711,4.45495,10.69448,22.5341,13.4163,17.1738,0
30.09.2005,25.40998,25.08,11.56,0,0,95.25,14.18831,0,63.4267,0,0,22.27,14.95,35.3785,11.43,12.68,71.46,0,0,186.00,18.25,24.42,14.3421,0,0,11.6996,5.6204,23.75,27.865,4.45078,11.26118,23.0272,13.4954,17.011,0
07.10.2005,25.33644,26.14,11.48,0,0,96.85,14.11047,0,63.13403,0,0,21.65,14.95,34.9504,11.36,12.35,71.46,0,0,185.04,17.60,24.42,14.3123,0,0,11.9152,5.76452,23.20,26.212,4.41107,11.03448,22.1692,13.614,17.0833,0
14.10.2005,25.48351,25.76,11.26,0,0,96.20,13.94518,0,63.49982,0,0,21.52,14.48,33.174,10.99,11.95,71.46,0,0,181.20,17.73,24.50,14.4711,0,0,11.2872,5.69245,22.75,25.545,4.41316,11.15813,22.4454,13.7426,17.4091,0
21.10.2005,23.58302,25.87,10.84,0,0,87.95,13.7312,0,66.3237,0,0,20.87,14.41,32.1181,10.13,11.50,67.95,0,0,178.00,16.95,24.18,14.2627,0,0,10.5091,5.53727,21.68,24.857,4.45495,11.02422,20.6801,13.5547,17.0562,0
28.10.2005,23.29946,24.16,10.81,0,0,89.00,13.94518,0,70.21562,0,0,20.20,14.55,32.2323,9.86,11.19,67.95,0,0,175.20,16.60,24.23,14.1039,0,0,10.659,5.52618,21.99,24.837,4.38809,10.72544,21.3014,13.6536,16.4319,0
04.11.2005,24.19205,24.29,10.67,0,0,91.60,14.32445,0,69.84983,0,0,20.42,14.57,32.5747,9.66,11.75,67.95,0,0,177.28,16.93,24.24,14.82845,0,0,10.8747,5.5927,22.15,25.894,4.42361,10.8491,21.9917,12.8528,16.4319,0
11.11.2005,23.99249,24.34,10.72,0,0,94.25,14.56748,0,69.79134,0,0,20.98,14.96,33.0099,9.85,11.56,67.95,0,0,178.40,17.13,23.80,14.8582,0,0,11.5496,5.76452,23.15,25.165,4.42988,11.02422,22.4848,12.7341,15.7442,0
18.11.2005,24.0345,23.03,11.38,0,0,96.85,14.53833,0,68.95733,0,0,21.64,14.60,33.7376,9.59,11.99,67.95,0,0,179.52,17.04,24.30,14.5902,0,0,11.5309,5.73681,22.90,25.319,4.68898,11.10666,22.0903,12.2299,15.1018,0
25.11.2005,24.02403,23.49,11.25,0,0,97.75,14.6939,0,68.73784,0,0,21.93,15.13,33.9231,9.96,12.65,67.95,0,0,180.48,17.00,25.04,14.3818,0,0,11.2872,5.67029,23.93,26.654,4.5657,11.15813,22.041,12.3584,15.2284,0
02.12.2005,24.09745,23.80,11.65,0,0,95.95,14.6356,0,69.99613,0,0,22.09,14.97,33.8803,10.37,12.15,67.95,0,0,180.00,17.00,25.31,14.6299,0,0,11.5215,5.65366,23.67,26.161,4.4069,11.25082,21.1831,12.4177,16.83,0
09.12.2005,23.20498,23.69,11.49,0,0,93.70,14.2952,0,68.47448,0,0,21.47,15.08,33.973,10.12,12.08,70.17,0,0,179.52,16.86,25.50,14.12375,0,0,11.9809,5.57052,24.06,26.13,4.54062,11.06544,20.828,12.4573,16.9929,0
16.12.2005,22.14448,24.32,11.69,0,0,93.20,14.48974,0,65.91404,0,0,21.75,15.78,33.8089,10.23,12.32,70.17,0,0,179.84,16.56,27.11,14.09395,0,0,12.0934,5.67029,25.13,25.791,4.5657,11.21996,20.2166,12.3683,17.9429,0
23.12.2005,22.88999,24.25,12.16,0,0,93.90,14.64532,0,69.86445,0,0,22.35,15.85,33.8304,10.17,12.27,70.17,0,0,183.28,16.60,27.36,14.4314,0,0,12.6465,5.698,25.87,25.504,4.54898,11.44666,20.5618,12.398,18.5039,0
30.12.2005,22.32298,24.81,12.29,0,0,94.45,14.66475,0,68.91347,0,0,22.22,15.80,34.1728,9.92,12.36,70.17,0,0,184.72,16.51,27.55,13.9153,0,0,12.6371,5.70909,26.16,25.679,4.48211,11.48788,20.3152,12.5759,18.4225,0
06.01.2006,22.2705,25.05,12.25,0,0,95.70,15.05374,0,69.77664,0,0,21.90,16.01,35.3642,10.08,12.75,70.17,0,0,181.84,17.00,27.51,14.3123,0,0,12.534,5.8525,25.68,26.387,4.54062,11.65265,20.0095,12.8231,18.0515,0
13.01.2006,22.42805,25.31,11.99,0,0,96.40,14.87873,0,70.25948,0,0,22.18,15.43,35.2786,10.23,12.37,70.17,0,0,182.00,16.48,27.70,14.1932,0,0,12.6465,5.71463,25.00,26.459,4.5448,11.63204,19.3783,13.0999,17.9882,0
20.01.2006,22.3125,26.75,12.30,0,0,97.30,14.80089,0,69.70353,0,0,23.25,15.85,36.3131,10.28,12.60,70.98,0,0,182.08,15.89,26.99,14.223,0,0,12.8996,5.6315,26.32,25.802,4.54272,11.33326,19.9996,12.4375,19.2097,0
27.01.2006,22.58548,27.21,13.27,0,0,104.00,15.81228,0,69.93764,0,0,23.56,15.59,36.6341,10.89,13.01,70.98,0,0,186.64,15.96,27.96,14.5902,0,0,13.1246,5.698,26.41,23.482,4.49256,11.97204,19.7235,12.2497,19.2097,0
03.02.2006,22.99495,27.56,13.13,0,0,108.50,15.95814,0,69.95227,0,0,24.89,15.70,38.489,10.73,13.45,71.73,0,0,196.00,15.57,28.68,14.56045,0,0,13.9496,5.77561,25.83,22.866,4.52599,12.01325,21.617,12.4177,19.9607,0
10.02.2006,22.81646,27.56,12.81,0,0,111.95,16.07485,0,76.22909,0,0,24.21,15.77,39.5234,10.74,13.60,73.77,0,0,197.84,15.75,28.61,15.0865,0,0,13.6965,5.97514,26.72,23.934,4.62421,12.05447,21.6959,12.3288,19.9336,0
17.02.2006,23.07896,27.00,13.05,0,0,113.75,16.13315,0,75.717,0,0,24.98,16.50,40.7719,10.69,13.89,73.77,0,0,198.56,16.63,29.26,16.16835,0,0,14.3058,6.09709,27.60,23.79,4.63675,12.39447,22.9877,12.8033,18.2777,0
24.02.2006,22.85846,28.30,12.86,0,0,117.55,16.65828,0,78.13091,0,0,28.35,17.07,41.20,10.83,14.80,73.77,0,0,221.12,16.72,29.72,16.079,0,0,16.1714,6.22457,27.82,23.821,4.66182,12.60056,22.3665,12.7934,18.7663,0
03.03.2006,22.56454,29.08,12.81,0,0,114.50,16.28883,0,76.74118,0,0,27.50,16.84,40.1298,11.14,14.65,73.77,0,0,209.76,16.02,30.85,16.0691,0,0,16.162,6.28001,27.66,24.426,4.74332,12.37386,24.2402,13.0703,19.9426,0
10.03.2006,22.57501,29.10,12.54,0,0,114.35,16.50271,0,76.81437,0,0,27.75,16.59,41.093,10.70,14.75,73.77,0,0,210.88,15.86,30.00,15.46365,0,0,16.2651,6.40908,27.40,23.862,4.84779,12.39447,25.9364,13.0999,19.5716,0
17.03.2006,22.78504,30.09,13.08,0,0,122.55,16.63885,0,82.88625,0,0,27.50,16.74,42.4841,10.75,15.83,73.77,0,0,215.20,16.18,30.20,16.32715,0,0,16.5089,6.53496,27.20,24.334,4.91256,12.42544,27.4748,13.1691,18.6397,0
24.03.2006,22.87952,31.45,13.76,0,0,126.25,16.45412,0,84.27613,0,0,27.34,16.58,42.5911,10.77,15.89,73.77,0,0,219.28,16.25,30.30,17.06165,0,0,17.9994,6.86199,27.14,24.088,5.0254,12.62117,28.4512,13.1197,18.4406,0
31.03.2006,22.45947,31.20,13.51,0,0,128.55,16.74584,0,83.39802,0,0,26.64,16.35,43.5899,10.59,15.67,73.77,0,0,213.12,16.78,31.85,16.68445,0,0,17.9994,6.74006,26.62,24.119,5.23227,12.41508,27.7115,12.8528,19.5174,0
07.04.2006,21.97646,30.85,13.53,0,0,129.40,16.62913,0,83.17869,0,0,26.71,16.90,44.125,10.62,16.55,73.74,0,0,208.80,16.98,31.87,16.6646,0,0,17.6713,6.84536,26.99,23.965,5.22391,12.29143,26.7845,12.8132,19.1464,0
14.04.2006,21.8715,32.25,13.15,0,0,125.85,16.19156,0,78.27714,0,0,26.70,17.11,43.8753,10.80,17.08,73.98,0,0,205.20,16.42,31.80,16.21795,0,0,17.1463,6.77451,26.62,23.708,5.26779,12.02361,25.8575,12.398,19.2097,0
21.04.2006,21.98705,32.17,13.35,0,0,135.70,16.668,0,82.00813,0,0,26.85,17.66,45.9086,10.67,17.70,71.25,0,0,208.32,16.57,32.73,16.47605,0,0,17.2963,6.72897,27.28,24.344,5.32838,12.46666,27.4157,12.5265,19.2278,0
28.04.2006,21.96599,32.40,13.33,0,0,136.35,17.02784,0,80.76447,0,0,26.32,17.44,45.8729,10.85,17.00,71.49,0,0,206.56,16.32,32.25,16.9326,0,0,16.8745,6.63474,27.65,24.57,5.54779,12.66239,27.0804,12.6056,18.6487,0
05.05.2006,22.66949,31.95,13.48,0,0,145.95,16.90141,0,79.74092,0,0,26.86,17.87,47.9418,10.75,18.19,71.49,0,0,216.32,16.68,33.30,16.56535,0,0,17.3245,6.71788,28.00,23.831,5.646,12.52848,27.2875,12.5166,18.8659,0
12.05.2006,21.55652,31.45,13.46,0,0,140.90,16.65828,0,81.7888,0,0,26.42,17.19,47.4424,10.79,19.03,69.45,0,0,207.20,16.00,32.37,16.4264,0,0,16.5839,6.56824,27.98,22.897,5.66063,12.20909,27.3171,12.9022,19.0378,0
19.05.2006,19.76099,33.32,12.98,0,0,127.80,15.94843,0,77.10696,0,0,26.10,16.48,43.3759,10.63,17.40,69.45,0,0,196.88,15.56,31.40,15.8309,0,0,14.0152,6.2911,27.20,21.152,5.67317,11.78666,25.0489,12.0025,19.8974,0
26.05.2006,19.89748,33.76,13.01,0,0,128.30,15.822,0,78.35102,0,0,26.39,16.85,43.1976,9.72,16.20,69.45,0,0,202.48,15.34,30.82,15.3247,0,0,14.9527,6.46292,27.38,22.312,5.66899,11.79691,24.4867,11.8641,18.3682,0
02.06.2006,19.60355,34.88,13.22,0,0,125.35,15.75388,0,76.88748,0,0,26.08,16.50,42.9835,10.13,16.30,69.45,0,0,198.40,15.45,30.50,14.95745,0,0,15.4683,6.32989,27.37,22.476,5.94899,11.59082,24.6544,12.6254,18.3411,0
09.06.2006,19.06796,32.00,12.93,0,0,114.95,14.9176,0,74.10754,0,0,26.19,15.98,39.7375,10.13,15.72,69.45,0,0,202.40,14.77,29.62,14.3024,0,0,14.2683,6.22457,27.35,21.542,5.926,11.17874,22.6919,12.8033,17.4091,0
16.06.2006,18.47999,30.57,12.43,0,0,110.95,14.58702,0,69.42555,0,0,25.90,15.46,38.2393,9.76,14.80,69.45,10.40,0,200.80,14.12,31.01,14.09395,0,0,13.4058,6.10816,26.43,21.05,6.10153,10.86971,21.7649,12.6451,16.5766,0
23.06.2006,19.21503,31.11,13.23,0,0,119.35,15.10243,0,70.66922,0,0,26.96,16.30,41.6637,9.72,16.03,70.98,10.10,0,211.12,15.35,31.70,14.6299,0,0,13.7339,6.24675,26.48,21.604,5.84451,11.4363,24.9404,12.7341,17.1648,0
30.06.2006,19.22551,30.45,13.56,0,0,121.45,15.63728,0,73.88806,0,0,27.19,16.68,42.4128,9.87,16.76,65.85,11.06,0,215.44,15.35,32.98,14.7689,0,0,13.7246,6.45737,26.99,22.63,5.55198,11.76605,25.7688,12.5562,16.8209,0
07.07.2006,19.6245,28.70,13.54,0,0,122.00,16.386,0,74.03435,0,0,24.95,16.69,43.0549,10.15,16.83,65.85,11.80,0,210.96,15.29,31.97,14.7788,0,0,12.8902,6.52387,27.28,23.154,5.6857,11.95143,26.8832,12.8528,16.0699,0
14.07.2006,18.97347,31.09,13.40,0,0,113.05,15.51085,0,71.50316,0,0,24.02,16.52,40.8076,10.21,16.37,70.95,11.00,0,205.84,14.55,32.54,14.71925,0,0,12.159,6.2911,27.67,22.825,5.66272,11.41569,27.5143,12.8725,16.5042,17.25
21.07.2006,18.63754,31.41,13.83,0,0,113.70,15.71501,0,73.96125,0,0,24.11,16.57,41.5924,9.77,16.17,70.95,12.20,0,207.60,14.72,32.60,15.1361,0,0,12.159,6.28555,27.92,22.682,5.49346,11.663,27.5537,12.8429,16.5404,17.61
28.07.2006,19.46695,32.97,14.75,0,0,117.65,16.30826,0,75.717,0,0,26.85,17.10,43.9467,10.21,16.82,68.49,12.76,0,222.72,15.99,33.93,15.285,0,0,13.4058,6.61258,29.29,23.041,5.64182,12.26056,29.4867,12.9813,17.2734,18.25
04.08.2006,19.60355,33.29,14.61,0,0,122.85,16.49299,0,77.47276,0,0,26.66,17.18,43.8753,9.95,16.85,70.08,12.88,0,225.12,15.94,34.59,15.38425,0,0,14.1558,6.63474,28.91,22.754,5.63555,12.21935,29.2697,13.1494,16.8752,18.85
11.08.2006,19.58249,32.84,14.25,0,0,117.85,16.39572,0,77.54586,0,0,26.55,17.75,43.3759,10.06,16.55,79.35,12.88,0,226.96,15.37,33.56,15.43385,0,0,13.7339,6.48508,29.66,22.743,5.79854,12.09569,29.2007,13.1988,16.5676,19.00
18.08.2006,19.98149,34.19,14.70,0,0,121.40,17.26125,0,79.22835,0,0,26.76,17.64,43.5186,10.11,16.90,79.35,13.80,0,227.84,15.85,34.75,15.7217,0,0,14.0433,6.71788,29.98,22.959,5.79227,12.4563,29.7233,13.0999,17.4996,19.90
25.08.2006,19.887,34.53,14.79,0,0,119.25,17.04727,0,78.8628,0,0,26.92,17.78,43.0549,10.15,16.60,79.35,13.22,0,227.76,15.88,34.19,15.62245,0,0,13.8183,6.75667,29.90,23.072,5.57496,12.36361,29.3683,13.1296,17.3458,20.40
01.09.2006,20.5485,34.50,14.76,0,0,119.35,17.54325,0,78.13091,0,0,27.31,17.80,43.911,10.41,16.45,79.35,12.76,0,232.16,16.20,35.35,15.8011,0,26.89,14.437,6.7844,30.55,23.031,5.77556,12.46666,30.2756,13.3076,17.4815,21.00
08.09.2006,20.56945,34.49,14.84,0,0,114.55,17.12511,0,76.59488,0,0,28.35,17.89,42.6982,10.46,16.10,79.35,12.40,0,233.76,16.57,35.67,15.43385,0,25.43,14.4746,6.77331,29.50,22.487,5.76302,12.33264,29.9304,13.0208,18.2596,20.70
15.09.2006,20.76901,34.71,14.47,0,0,112.50,17.48495,0,79.37458,0,0,28.70,17.86,42.9122,10.45,16.50,79.35,12.96,0,252.24,16.81,35.25,15.95,0,24.71,14.0902,6.93406,29.87,22.056,5.81944,12.60056,30.3545,13.1296,17.9067,21.40
22.09.2006,21.36755,35.08,14.72,0,0,113.35,17.38767,0,80.3258,0,0,29.32,18.63,42.9122,10.59,16.30,79.35,13.12,0,258.24,16.93,34.35,15.66215,0,25.20,14.2027,7.03381,30.15,22.415,5.88212,12.71386,31.2815,13.1197,18.1873,21.40
29.09.2006,21.73502,35.31,15.21,0,0,120.00,17.74751,0,81.93502,0,0,33.55,19.11,44.9454,10.87,17.28,81.54,14.00,0,282.40,17.16,36.76,16.5753,0,25.71,16.2182,7.16686,30.61,24.016,5.98451,12.84787,35.3544,13.2977,18.2234,21.45
06.10.2006,21.36755,35.48,15.85,0,0,119.15,18.48652,0,85.81225,0,0,33.90,18.80,46.0869,11.03,17.63,82.80,15.84,0,289.60,17.55,36.95,16.9028,0,26.92,15.6276,7.22782,30.50,24.406,5.99705,13.20848,36.8534,13.5547,18.9292,22.35
13.10.2006,21.56699,36.50,16.70,0,0,122.45,18.71021,0,84.8618,0,0,34.06,19.10,48.1915,11.01,17.87,88.14,15.70,0,276.32,17.64,37.42,17.73655,0,26.18,15.7495,7.36084,30.50,26.325,6.01376,13.89873,39.9894,13.7327,18.4315,24.97
20.10.2006,22.37546,38.16,17.25,0,0,135.20,18.42821,0,86.3248,0,0,34.27,19.11,48.5482,11.02,18.35,92.40,15.76,0,286.00,17.56,38.05,18.00455,0,26.88,17.3432,7.28325,30.50,26.459,5.926,13.74421,40.8277,13.9205,18.3682,24.30
27.10.2006,22.60654,37.33,18.33,0,0,134.60,18.31151,0,88.88525,0,0,34.50,18.81,48.0131,11.44,18.17,92.40,15.92,0,289.52,17.46,37.71,17.27005,0,25.96,18.2807,7.54375,30.33,26.479,5.96571,14.02238,39.8711,14.4544,18.3773,25.00
03.11.2006,22.34404,37.69,18.43,0,0,139.80,18.35038,0,87.27603,0,0,35.33,18.93,49.0833,12.11,17.81,92.40,15.80,0,288.80,17.38,37.40,3.45401,0,27.10,18.8432,7.56593,30.63,26.869,5.93436,13.73386,40.729,15.0278,18.4678,25.56
10.11.2006,23.10002,38.69,18.82,0,0,139.85,18.60322,0,86.69036,0,0,35.55,19.61,51.6159,12.40,18.20,92.40,15.60,0,277.92,17.77,37.53,3.45401,0,29.87,18.89,7.5493,31.83,28.645,5.94272,14.18726,46.222,15.3244,18.7573,25.45
17.11.2006,23.03696,38.97,19.19,0,0,139.60,18.67135,0,88.51969,0,0,36.00,19.55,53.4708,12.29,19.11,93.27,16.40,0,272.40,18.86,39.52,3.42424,0,30.59,19.9494,7.53821,32.98,28.542,6.16421,14.33142,48.7565,15.5321,18.7754,27.94
24.11.2006,22.59596,39.36,20.25,0,0,136.40,18.52549,0,87.7878,0,0,35.67,19.16,52.8644,13.27,20.29,91.71,16.40,0,264.88,18.48,39.49,3.40439,0,33.96,20.9806,7.5105,33.15,28.532,6.12243,14.38299,45.6205,15.5716,18.4587,27.20
01.12.2006,21.98705,40.30,20.03,0,0,131.00,17.58222,0,85.15424,0,0,35.00,18.95,51.7943,12.60,19.25,91.71,16.04,0,263.84,17.88,37.22,3.33491,0,33.68,20.615,7.29434,33.13,27.813,6.39197,13.91934,45.1767,15.2552,18.522,27.00
08.12.2006,22.62749,41.42,21.19,0,0,136.40,17.68911,0,85.88536,0,0,35.48,20.03,55.8607,12.58,19.98,91.71,15.80,0,264.56,18.22,38.60,3.35476,0,32.44,20.6712,7.53821,34.95,28.439,6.46929,14.30056,46.5475,15.364,19.3907,26.26
15.12.2006,24.12898,42.55,22.45,0,0,140.35,18.08781,0,86.61725,0,0,35.37,21.09,58.7501,12.70,20.65,91.71,16.50,0,267.84,18.39,41.70,3.46394,0,33.00,22.6399,7.62691,36.44,28.573,6.45258,14.61995,48.9932,16.1055,19.816,28.85
22.12.2006,23.42548,43.00,23.09,0,0,138.35,17.65995,0,86.90969,0,0,35.30,17.75,54.2912,13.31,20.88,95.40,16.56,0,264.00,18.47,40.22,3.40439,0,32.30,22.4149,7.5105,32.70,27.30,6.26869,14.45507,45.3641,16.0956,19.2369,28.14
29.12.2006,23.62503,42.00,23.05,0,0,141.10,17.73779,0,87.93403,0,0,35.83,17.62,55.076,12.48,20.85,96.12,16.30,0,264.96,18.61,40.81,3.39446,0,31.02,21.9368,7.61028,32.49,27.105,6.33765,14.56848,44.3779,16.0165,19.5264,27.55
05.01.2007,23.55149,43.02,21.21,0,0,137.00,18.22395,0,89.03147,0,0,35.30,16.67,55.8251,12.70,20.92,95.22,17.62,0,261.04,18.56,40.49,3.87088,0,31.18,21.5618,7.89851,29.73,27.228,6.21854,14.92898,45.2457,16.2835,19.9064,29.18
12.01.2007,23.65645,43.37,20.50,0,0,141.85,18.40878,0,88.81214,0,0,36.79,16.71,55.4684,12.19,20.75,90.30,18.14,0,258.64,18.74,41.45,3.87088,0,31.50,22.0306,8.12022,29.42,25.915,6.38362,14.72299,43.2537,16.323,19.6078,30.00
19.01.2007,23.24698,42.71,20.54,0,0,149.20,18.59351,0,89.32391,0,0,37.87,16.29,56.5028,12.65,20.60,89.64,20.00,0,257.20,19.12,41.53,3.81132,0,31.25,25.3586,8.00381,28.31,25.371,6.59884,14.73324,47.652,16.5109,19.7888,29.12
26.01.2007,22.83752,42.19,20.33,0,0,153.50,18.4768,0,90.64069,0,0,38.69,16.89,56.2888,12.59,20.74,93.09,20.64,0,260.00,18.78,41.00,3.74185,0,32.26,25.7336,8.15901,30.10,25.73,6.79108,14.70238,45.1668,16.5207,19.3364,28.00
02.02.2007,23.17356,41.65,20.31,0,0,155.00,18.91448,0,91.15325,0,0,39.04,17.55,57.894,12.49,21.30,93.09,22.34,0,264.00,18.83,43.30,3.87088,0,31.00,26.9992,8.1701,31.66,25.945,7.09198,14.83629,46.7842,16.5603,19.5536,30.84
09.02.2007,23.14202,42.21,20.40,0,0,162.15,19.42017,0,91.95747,0,0,38.01,17.84,59.8559,12.89,23.08,93.09,22.64,0,280.32,19.03,44.48,3.9602,0,31.32,28.3304,8.35301,33.05,25.935,7.32393,14.9702,47.1786,16.7877,18.5039,31.00
16.02.2007,23.13144,41.93,21.37,0,0,161.05,18.95334,0,89.69025,0,0,38.15,18.23,58.9285,13.70,23.97,91.95,23.00,0,278.56,19.00,45.88,3.94035,0,32.13,31.6959,8.57472,33.28,25.894,7.50153,14.93934,46.4489,16.9557,18.6759,33.00
23.02.2007,23.14202,42.30,20.72,0,0,161.20,18.66163,0,88.88525,0,0,38.32,17.72,58.6788,13.46,23.48,98.16,24.88,0,276.00,18.64,44.97,3.9602,0,35.07,31.3959,8.55809,34.15,25.514,7.5287,14.98055,45.8276,16.8866,18.4044,34.30
02.03.2007,22.47005,42.75,19.27,0,0,148.25,17.39739,0,81.93502,0,0,38.50,17.19,54.7906,13.68,22.12,100.29,23.72,0,261.92,17.35,43.26,3.8014,0,36.32,28.5272,8.00935,34.65,24.385,7.4305,14.05325,39.3484,16.1154,18.712,35.69
09.03.2007,23.24698,44.33,19.35,0,0,150.55,17.96139,0,84.12991,0,0,38.70,18.15,55.7894,12.89,22.89,98.73,24.20,0,266.16,17.74,44.45,3.7617,0,36.30,28.1523,8.13683,35.45,24.447,7.47437,14.2903,41.9421,15.4727,18.9021,35.70
16.03.2007,23.71951,45.35,19.00,0,0,150.05,17.19323,0,83.03247,0,0,38.31,18.41,53.2568,13.26,23.19,97.56,24.56,0,267.52,17.73,44.30,3.59297,0,38.49,28.3116,8.11467,34.86,24.036,7.46811,13.48665,39.5752,15.0278,18.9202,35.73
23.03.2007,24.96898,41.29,18.76,0,0,162.05,17.93224,0,88.88525,0,0,38.65,18.89,54.3626,13.41,25.25,98.55,23.30,0,283.84,18.58,44.89,3.73192,0,39.54,29.2491,8.52484,34.40,24.827,7.54751,13.95031,41.4194,16.0561,18.2687,32.20
30.03.2007,25.25254,43.26,19.05,0,0,162.15,17.87393,0,90.34825,0,0,40.48,19.34,54.8976,13.77,27.10,97.44,22.40,0,283.12,18.87,46.53,3.81132,0,39.43,29.7741,8.55809,35.27,25.884,7.7084,13.76482,41.3602,16.1648,18.694,33.68
06.04.2007,25.63048,43.94,19.12,0,0,171.50,18.28236,0,91.88436,0,0,40.16,19.27,55.9678,14.01,27.85,102.03,23.90,0,297.20,19.33,47.65,3.93043,0,39.73,30.4116,8.86026,35.51,26.181,7.35527,14.1769,41.8434,16.6987,19.3183,34.10
13.04.2007,25.77755,44.68,19.26,0,0,168.95,17.87393,0,93.78681,0,0,40.58,19.40,54.9333,14.28,27.70,103.89,24.06,0,289.12,19.38,47.35,4.01975,0,38.19,34.3583,8.79089,34.58,26.643,7.38034,14.21812,45.9558,16.7778,19.5174,35.76
20.04.2007,25.81956,45.84,18.84,0,0,171.40,18.18508,0,101.46814,0,0,40.35,18.46,54.755,14.00,27.39,110.31,24.04,0,307.44,19.08,47.32,4.01975,0,39.23,33.2333,8.79643,35.12,26.335,7.32393,14.26969,44.4075,16.6591,20.0965,36.97
27.04.2007,24.76954,47.85,17.67,0,0,164.55,17.22238,0,93.64058,0,0,40.30,17.80,49.1903,13.74,25.69,110.19,25.30,0,292.40,18.08,45.21,3.8411,0,39.90,30.7397,8.14238,33.85,25.668,7.57049,13.6102,39.3977,16.5603,20.4493,38.15
04.05.2007,25.19995,47.40,17.76,0,0,167.00,17.60165,0,94.66492,0,0,40.34,17.85,49.9394,13.19,26.27,111.24,26.56,0,296.40,18.46,46.10,3.85102,0,41.17,31.874,8.05924,34.00,25.217,7.45138,13.87812,39.3484,16.3922,20.2955,38.96
11.05.2007,26.08195,46.00,17.63,0,0,159.55,17.7961,0,96.93214,0,0,40.20,17.88,49.975,13.00,25.88,111.24,25.58,0,307.92,18.40,46.72,3.77162,0,39.71,31.199,8.13131,34.16,25.463,7.41796,13.97091,38.5003,16.5207,20.0241,38.35
18.05.2007,26.42847,45.60,17.69,0,0,180.05,18.28236,0,97.15147,0,0,40.19,18.25,52.686,12.82,26.50,116.64,25.40,0,327.12,18.40,47.78,3.722,0,39.90,32.7271,8.31422,34.85,27.167,7.40333,14.16665,40.5515,16.6097,19.3183,38.97
25.05.2007,25.92451,46.42,18.67,0,0,192.05,18.09753,0,97.00525,0,0,40.05,18.45,52.8287,12.85,26.65,124.11,26.68,0,331.84,18.04,46.75,3.7617,0,39.46,32.8115,8.2477,35.09,27.454,6.9478,14.08421,41.1038,16.7284,18.6759,38.53
01.06.2007,25.89298,47.04,18.93,0,0,199.00,18.26292,0,100.95636,0,0,40.01,18.80,52.4363,12.81,27.41,131.16,27.66,0,343.20,18.40,46.91,3.8014,0,41.51,34.2177,8.28649,36.36,27.967,6.99586,14.71263,42.0111,16.5702,19.4812,40.31
08.06.2007,24.49645,49.00,18.17,0,0,186.00,17.48495,0,92.83558,0,0,39.92,18.40,49.2616,12.96,26.84,129.45,28.58,0,342.72,17.65,44.34,3.59297,0,41.95,31.2271,7.89851,34.12,26.992,7.09616,14.33142,37.4648,16.3131,19.4902,44.17
15.06.2007,25.16853,49.78,18.80,0,0,207.35,18.0781,0,96.78592,0,0,39.97,18.69,50.3674,12.25,28.02,125.19,29.54,0,361.60,18.28,46.01,3.62274,0,44.17,31.6584,7.97055,34.25,28.378,7.17974,14.42421,38.9835,16.1154,20.0241,46.98
