Date,AMEAS.HE,CGCBV.HE,ELI1V.HE,FUM1V.HE,HUH1V.HE,KCR1V.HE,KESBV.HE,KNEBV.HE,KRA1V.HE,MEO1V.HE,NDA1V.HE,NESTE.HE,NOKIA.HE,NRE1V.HE,ORNBV.HE,OTE1V.HE,OUT1V.HE,SAMAS.HE,STERV.HE,TELIA1.HE,TIE1V.HE,UPM1V.HE,VALMT.HE,WRT1V.HE,YTY1V.HE
06.01.2012,9.305,24.89,16.29,16.08,9.25,14.52,25.84,41.15,9.335,22.8831,6.095,8.33,4.16,26.39,15.24,37.16,0.50426,18.78,4.86,5.13,11.20,8.645,0,23.51,9.64918
13.01.2012,9.66,26.15,16.00,15.76,9.30,17.05,25.66,41.24,9.31,23.2671,6.045,8.27,4.094,26.53,14.95,36.54,0.53949,18.64,5.085,5.04,11.78,8.91,0,24.75,9.9582
20.01.2012,9.745,28.22,16.41,16.33,9.50,18.90,27.51,42.54,9.775,24.5725,6.40,8.935,4.346,27.56,15.01,40.35,0.6159,19.75,5.685,5.15,11.76,10.23,0,25.79,10.8621
27.01.2012,9.80,27.86,15.99,16.94,9.40,19.22,26.98,41.38,9.51,25.4863,6.575,8.935,3.92,27.29,14.71,40.66,0.70468,20.44,5.57,5.06,11.73,9.955,0,25.54,11.0475
03.02.2012,10.27,30.37,16.85,18.30,9.60,22.45,24.54,43.00,9.82,26.7072,6.92,9.675,3.88,29.15,15.02,41.88,0.55047,20.72,5.685,5.235,11.48,10.42,0,26.68,12.1754
10.02.2012,10.21,30.79,16.77,18.16,9.58,22.65,24.55,43.43,10.25,25.4325,6.90,9.855,3.774,33.30,15.90,41.50,0.5523,20.53,5.51,5.23,13.50,9.965,0,25.58,12.2372
17.02.2012,10.37,31.60,17.03,18.41,9.95,24.59,25.63,44.86,10.86,26.976,7.20,9.765,4.08,34.15,16.10,44.70,0.52118,20.84,5.66,5.38,13.87,10.48,0,26.53,12.5772
24.02.2012,10.03,31.37,17.18,18.50,10.34,24.18,25.32,45.55,11.00,27.4981,7.155,9.685,4.328,33.80,16.35,44.56,0.49327,21.30,5.73,5.435,13.81,10.60,0,26.60,12.8321
02.03.2012,10.36,31.39,17.30,19.30,10.52,23.52,24.94,44.12,10.99,27.4597,7.325,9.155,3.902,33.66,16.24,45.68,0.4585,21.28,5.73,5.48,13.87,10.55,0,25.10,12.9248
09.03.2012,9.79,31.39,17.31,18.86,10.60,22.90,24.69,42.88,10.86,26.6919,7.10,9.07,3.83,34.72,16.35,44.38,0.50628,21.03,5.59,5.245,14.46,10.42,0,25.50,12.9248
16.03.2012,10.57,32.51,17.50,18.67,10.81,24.19,24.98,44.22,10.92,28.3275,7.48,9.055,4.02,37.44,16.47,43.73,0.48949,22.04,5.77,5.24,14.87,10.47,0,27.67,12.863
23.03.2012,10.17,29.77,17.77,17.90,10.54,20.30,24.64,41.65,9.87,26.7072,6.915,8.875,3.976,36.13,14.77,39.80,0.51606,21.80,5.45,5.12,14.37,9.985,0,27.10,12.4304
30.03.2012,9.795,28.64,17.97,18.20,10.90,19.70,24.33,41.77,9.95,24.6109,6.785,9.235,4.082,36.54,14.82,38.03,0.54998,21.67,5.57,5.215,14.09,10.21,0,28.28,12.4536
06.04.2012,9.48,27.57,15.90,17.47,10.75,19.70,23.83,41.02,9.965,24.1348,6.505,9.22,3.89,36.91,14.66,37.58,0.50872,21.32,5.385,4.812,14.31,8.96,0,28.11,12.0441
13.04.2012,9.54,27.32,15.60,16.56,10.82,19.58,23.11,40.95,9.76,23.9275,6.335,8.665,3.062,34.87,14.56,37.06,0.436,19.72,5.185,4.778,13.78,8.96,0,27.49,11.8278
20.04.2012,9.65,28.90,16.31,16.45,10.96,21.79,23.18,42.56,9.885,25.2866,6.50,8.92,2.79,35.06,14.87,38.90,0.44404,19.77,5.245,4.848,14.00,8.92,0,28.90,12.1677
27.04.2012,10.58,26.62,16.89,16.44,12.03,23.35,20.92,47.42,9.78,25.6782,6.555,9.225,2.742,36.38,15.40,42.01,0.43495,20.36,5.29,5.015,13.39,9.99,0,30.97,12.6081
04.05.2012,10.35,24.51,16.73,16.17,12.28,21.85,19.96,46.67,9.26,23.1135,6.45,8.55,2.392,35.73,15.20,37.69,0.36222,19.89,4.834,5.065,13.02,9.035,0,29.90,12.1832
11.05.2012,10.41,24.26,16.66,16.27,11.81,21.33,20.89,47.06,9.36,23.3208,6.405,8.265,2.518,37.60,15.28,36.17,0.35104,20.12,4.884,5.14,12.52,9.185,0,30.12,11.9823
18.05.2012,9.29,20.65,15.67,15.35,11.33,19.04,19.46,44.94,8.385,20.7714,5.66,7.38,2.23,33.10,14.28,31.81,0.30646,18.75,4.374,4.77,11.92,8.355,0,27.35,10.329
25.05.2012,9.285,21.45,16.00,15.56,11.11,19.47,20.18,45.41,8.54,21.2475,6.035,7.685,2.18,31.10,14.51,32.83,0.31939,19.16,4.502,4.934,12.37,8.50,0,26.91,10.5994
01.06.2012,8.915,19.74,15.72,14.49,10.73,18.38,19.65,43.38,8.205,19.5812,5.885,7.295,2.10,28.61,13.69,31.50,0.27884,18.18,4.23,4.84,12.20,8.03,0,25.55,9.69554
08.06.2012,9.30,20.61,15.63,14.25,10.92,20.00,19.72,44.98,8.94,20.8405,6.18,7.94,2.364,29.16,14.04,33.25,0.28023,18.83,4.446,4.906,13.40,8.375,0,25.76,10.1204
15.06.2012,9.08,17.80,15.74,14.73,11.03,19.06,20.17,44.23,9.235,20.3337,6.35,7.95,1.93,29.13,13.97,32.82,0.26765,19.23,4.692,4.93,12.58,8.715,0,24.73,9.8964
22.06.2012,9.035,18.19,16.01,14.69,11.46,19.98,20.37,45.20,9.475,21.0555,6.555,8.75,1.931,28.60,14.39,34.62,0.29946,20.19,4.862,4.908,13.00,8.885,0,25.16,10.1436
29.06.2012,8.985,18.08,15.88,14.97,11.71,20.68,20.59,47.63,9.215,20.8175,6.775,8.855,1.62,29.86,14.96,35.91,0.26782,20.42,4.84,5.02,12.58,8.90,0,25.79,10.3368
06.07.2012,9.05,18.30,15.90,15.05,11.40,20.69,20.02,48.34,9.455,20.8328,6.945,8.92,1.547,30.23,16.09,35.17,0.24649,20.44,4.902,5.08,13.12,9.165,0,26.58,10.4835
13.07.2012,8.86,18.10,16.80,14.62,11.73,20.23,19.69,48.80,9.195,20.4259,7.045,8.815,1.51,30.00,16.12,37.27,0.25069,21.07,4.914,5.305,12.53,9.295,0,26.07,10.5222
20.07.2012,9.28,17.69,16.89,13.26,11.82,21.27,19.96,51.00,9.325,20.7484,7.285,8.285,1.422,31.11,16.10,37.77,0.24719,21.35,4.724,5.20,13.33,8.80,0,25.23,10.7076
27.07.2012,9.40,17.57,17.07,13.84,12.49,20.62,21.05,51.00,10.02,23.0905,7.46,8.37,1.742,32.06,16.38,39.25,0.25121,21.71,4.612,5.33,13.89,8.735,0,24.79,10.9857
03.08.2012,8.91,17.27,17.07,13.98,12.17,21.25,20.80,50.65,10.20,22.7219,7.80,7.93,1.958,31.60,16.24,37.61,0.24912,22.38,4.60,5.485,13.71,8.62,0,25.30,11.4724
10.08.2012,9.265,18.24,16.99,14.21,12.29,21.02,21.37,51.00,10.58,23.6357,7.795,8.19,2.32,31.46,16.42,38.75,0.27377,23.07,4.908,5.595,13.60,9.045,0,26.06,11.4183
17.08.2012,9.56,19.27,17.18,14.26,12.06,21.72,21.84,50.90,10.48,23.7432,7.84,8.485,2.244,32.59,16.51,40.70,0.27779,23.16,5.085,5.65,13.90,9.085,0,26.30,11.851
24.08.2012,9.48,18.72,16.83,14.03,11.41,20.24,21.54,49.06,10.15,22.5068,7.565,8.365,2.492,31.68,16.31,37.50,0.26328,22.90,4.93,5.61,13.45,8.98,0,25.98,11.2947
31.08.2012,9.675,18.69,16.81,14.69,11.41,20.08,21.05,48.65,10.08,21.8388,7.345,9.16,2.26,31.29,16.32,35.92,0.24859,22.81,4.80,5.485,13.64,8.805,0,25.59,11.3334
07.09.2012,10.26,19.54,16.66,15.19,12.27,21.88,21.74,51.10,10.82,22.5376,7.555,9.825,2.056,33.78,16.28,35.94,0.27132,23.54,5.13,5.61,13.86,9.27,0,27.06,12.0827
14.09.2012,10.56,21.45,16.75,15.61,12.33,24.08,22.90,53.20,10.64,24.5955,7.67,10.52,2.342,35.73,16.31,39.82,0.3339,24.07,5.26,5.715,14.84,9.595,0,29.32,12.4922
21.09.2012,10.64,20.55,17.17,14.62,12.23,23.46,22.13,53.95,10.90,22.4301,7.74,10.13,2.114,33.01,16.47,38.72,0.3416,24.47,5.055,5.65,14.36,9.275,0,27.60,12.0905
28.09.2012,10.12,18.35,17.59,14.33,12.41,22.56,22.05,53.85,10.82,21.355,7.675,10.20,2.01,31.65,16.65,36.95,0.2902,24.21,4.834,5.585,13.44,8.795,0,26.95,11.5342
05.10.2012,10.46,20.02,17.73,14.16,12.48,24.40,22.21,56.85,10.70,21.9233,7.53,10.94,2.038,34.33,17.04,38.74,0.26922,24.50,4.858,5.545,13.53,8.85,0,26.81,12.0827
12.10.2012,10.21,18.61,17.66,13.99,12.30,23.50,21.88,57.00,10.18,20.8098,7.24,10.96,1.955,34.06,17.60,38.44,0.24492,24.31,4.718,5.32,13.43,8.68,0,25.89,11.8432
19.10.2012,9.97,17.65,16.72,14.42,12.50,24.08,22.82,58.30,10.37,21.7774,7.315,10.31,2.104,29.55,18.43,39.47,0.25034,24.38,4.768,5.225,13.54,8.78,0,29.20,11.9514
26.10.2012,10.32,16.89,16.32,14.17,12.97,24.35,24.34,55.00,10.25,20.6639,7.045,9.565,2.006,29.58,18.84,36.80,0.23041,24.10,4.84,5.11,14.63,8.25,0,30.35,11.5651
02.11.2012,11.30,17.80,16.71,14.70,13.00,25.80,24.74,57.40,10.60,21.5393,7.00,9.705,2.202,32.70,19.62,38.27,0.24265,24.59,5.04,5.13,15.44,8.49,0,32.07,12.0055
09.11.2012,10.95,18.19,16.45,13.96,12.91,24.52,24.59,56.20,10.75,20.6332,6.95,9.39,2.09,31.13,19.73,36.30,0.25698,23.85,4.886,5.06,15.00,8.295,0,31.38,11.5728
16.11.2012,10.75,17.49,15.96,13.52,12.55,24.30,23.96,55.95,10.35,20.2646,6.665,8.92,2.11,29.25,19.88,34.63,0.22726,23.46,4.642,5.085,14.38,7.975,0,30.11,10.8544
23.11.2012,11.21,19.13,16.74,13.96,12.86,24.88,24.43,56.70,11.03,22.1229,7.035,9.81,2.754,31.44,20.10,39.06,0.25698,24.69,4.928,5.22,14.78,8.49,0,32.23,11.2097
30.11.2012,11.56,19.36,16.33,13.85,12.50,24.92,24.27,57.60,11.13,22.1997,7.01,9.825,2.55,32.10,20.59,40.56,0.25034,24.55,5.035,5.155,14.76,8.65,0,32.43,11.0243
07.12.2012,11.50,20.25,16.44,14.11,12.37,26.15,24.88,59.40,11.84,22.8908,7.11,10.05,2.918,32.27,21.52,41.69,0.26223,24.64,5.225,5.18,15.25,8.99,0,32.88,11.1634
14.12.2012,11.49,19.86,16.68,14.38,12.19,25.98,24.98,57.50,11.77,23.6894,7.00,9.545,2.95,31.90,22.10,42.27,0.26695,24.44,5.21,5.07,15.21,8.955,0,32.50,11.2638
21.12.2012,11.40,20.15,16.77,14.34,12.52,25.78,24.90,56.40,11.89,24.7107,7.23,9.70,3.054,30.32,22.41,42.96,0.27866,24.49,5.32,5.135,14.90,8.87,0,32.86,11.5883
28.12.2012,11.25,19.95,16.73,14.15,12.27,25.55,24.77,55.80,11.81,24.6032,7.24,9.77,2.926,30.10,22.18,42.37,0.27761,24.34,5.245,5.14,14.89,8.805,0,32.72,11.4183
04.01.2013,12.00,21.98,17.04,14.58,12.76,27.03,25.67,58.40,12.31,25.7704,7.52,10.27,3.224,31.24,23.01,44.38,0.28845,25.38,5.595,5.27,15.49,9.455,0,34.54,11.9668
11.01.2013,11.43,20.45,16.98,14.38,12.63,26.95,25.28,57.80,12.04,26.0315,7.68,10.63,3.396,30.24,23.13,44.88,0.27062,25.36,5.30,5.29,16.36,8.95,0,33.87,12.0209
18.01.2013,11.13,21.23,17.02,13.94,12.99,25.42,24.59,58.05,12.27,26.3233,7.565,10.83,3.312,31.80,20.41,47.28,0.2666,25.54,5.34,5.15,16.35,9.17,0,35.67,12.6467
25.01.2013,11.64,21.40,17.30,13.48,13.52,26.06,24.43,58.85,11.92,26.3463,7.63,11.01,3.08,32.90,20.91,47.07,0.28093,25.81,5.445,5.245,16.38,9.55,0,36.01,12.6853
01.02.2013,12.52,20.93,17.27,14.00,13.40,25.41,24.42,62.05,11.79,25.732,8.19,12.06,2.92,32.31,21.26,46.92,0.27796,26.72,5.28,5.22,16.53,9.11,0,35.59,12.8089
08.02.2013,12.81,20.91,15.70,14.26,13.56,26.30,24.58,63.85,11.28,25.8088,8.445,10.98,3.06,34.87,22.86,48.80,0.26205,27.18,4.878,5.06,17.21,8.78,0,36.50,13.2416
15.02.2013,13.20,24.28,15.91,14.97,14.56,27.78,24.40,64.70,11.38,25.924,8.665,11.18,2.992,36.31,23.10,50.25,0.23076,27.90,4.848,5.155,17.88,8.60,0,37.07,13.4424
22.02.2013,12.93,24.14,16.29,14.71,14.76,28.50,24.10,63.05,11.01,25.5938,8.815,11.70,2.846,35.38,23.03,51.05,0.2374,28.59,4.852,5.24,17.90,8.69,0,36.08,13.5506
01.03.2013,12.61,23.42,16.16,14.59,14.84,27.79,23.91,62.70,11.14,25.0486,8.85,11.42,2.722,34.50,22.74,50.90,0.23496,28.59,5.19,5.265,17.60,8.935,0,35.28,13.2725
08.03.2013,12.50,24.84,16.81,15.01,14.98,27.24,25.05,63.00,11.23,24.7952,9.13,11.26,2.816,35.09,24.05,50.60,0.23338,29.26,5.27,5.435,18.13,9.12,0,34.77,13.4965
15.03.2013,12.77,26.23,16.66,15.20,15.00,27.48,24.98,61.05,11.29,24.8182,8.99,11.42,2.58,35.29,22.24,49.23,0.22412,30.28,5.22,5.475,18.28,8.94,0,35.70,13.651
22.03.2013,12.82,25.10,16.36,16.07,15.21,25.68,24.84,59.80,11.27,23.6433,8.795,10.96,2.572,35.54,20.69,46.84,0.21258,30.37,5.11,5.52,17.45,8.72,0,35.58,12.7626
29.03.2013,12.87,23.91,14.49,15.72,15.33,25.75,24.37,61.35,10.82,25.4863,8.735,11.00,2.524,34.70,20.49,11.43,0.20734,30.00,5.035,5.59,16.50,8.705,0,35.05,12.554
05.04.2013,12.50,23.89,14.31,16.36,15.22,25.26,24.39,60.45,10.86,23.4974,8.745,11.01,2.56,34.94,19.43,10.83,0.18496,29.68,4.996,5.105,15.78,8.09,0,34.22,12.384
12.04.2013,12.63,24.13,14.58,15.03,15.47,26.40,23.94,61.55,11.13,23.651,9.005,11.32,2.618,32.43,20.10,11.20,0.17552,30.47,5.09,5.29,16.18,8.055,0,35.17,12.8862
19.04.2013,12.22,22.10,13.44,13.93,15.29,25.53,21.75,59.40,10.60,22.1152,8.60,11.15,2.312,31.10,20.54,10.35,0.16485,28.29,4.81,4.98,15.56,7.705,0,35.40,12.1754
26.04.2013,12.96,23.54,14.34,14.06,14.28,27.97,22.66,66.50,11.49,24.0042,8.985,11.96,2.504,33.39,21.67,11.51,0.17482,30.24,5.33,5.20,16.18,7.97,0,37.15,11.6115
03.05.2013,13.78,22.91,14.40,14.51,14.34,27.81,22.89,66.25,11.59,23.9812,9.22,11.86,2.534,32.75,21.79,11.01,0.1958,30.96,5.385,5.24,16.50,8.08,0,37.23,11.4106
10.05.2013,13.71,23.89,14.51,14.69,15.71,27.87,23.51,68.65,11.63,24.4803,9.32,12.42,2.82,33.41,21.50,11.48,0.23216,32.12,5.71,5.24,16.72,8.37,0,38.63,11.851
17.05.2013,14.16,24.30,14.91,14.68,15.12,27.58,24.12,70.60,11.95,24.4112,9.47,12.34,2.91,32.89,21.21,10.86,0.2124,31.88,5.71,5.445,16.67,8.47,0,37.15,11.8664
24.05.2013,13.97,23.42,15.06,15.09,14.85,27.01,23.82,69.60,11.86,23.2056,9.455,11.96,2.78,32.50,20.78,10.33,0.2138,31.40,5.55,5.26,16.21,8.27,0,36.60,11.6887
31.05.2013,14.17,23.59,14.69,14.50,14.65,26.77,23.41,68.15,12.05,22.8831,9.565,11.29,2.642,32.41,19.06,10.41,0.18706,31.49,5.64,5.17,15.90,8.32,0,36.20,11.6578
07.06.2013,13.75,22.87,14.71,14.48,14.49,24.36,22.40,66.15,11.73,22.1229,9.25,10.91,2.67,31.80,18.50,9.85,0.17919,31.07,5.285,5.08,15.78,7.885,0,34.06,11.0166
14.06.2013,13.90,23.49,14.87,14.59,14.58,24.68,22.11,66.05,11.90,21.9693,9.135,11.06,2.754,31.37,18.46,9.64,0.18968,31.00,5.235,5.04,15.79,7.93,0,34.66,11.2329
21.06.2013,13.68,20.80,14.94,14.34,14.40,21.68,22.03,64.40,11.47,20.7637,8.445,10.86,3.00,30.66,18.07,9.295,0.17398,30.31,5.02,4.92,15.32,7.565,0,34.44,10.978
28.06.2013,14.16,20.56,15.01,14.40,14.27,21.91,21.36,61.05,11.63,20.0573,8.565,11.24,2.846,31.31,18.02,9.21,0.17415,29.94,5.15,4.994,14.61,7.53,0,33.43,10.19
05.07.2013,13.98,20.83,15.25,14.38,14.77,22.39,21.53,62.80,12.00,20.1187,8.66,11.03,3.106,31.79,17.93,9.295,0.17552,30.82,5.31,5.045,15.35,7.43,0,34.38,10.42
12.07.2013,14.24,21.69,16.24,14.35,15.23,23.60,22.86,64.20,12.49,21.8618,8.94,11.30,3.148,33.23,18.57,10.00,0.18216,32.81,5.555,5.23,15.51,7.97,0,35.82,10.99
19.07.2013,14.26,25.00,16.06,14.49,14.27,23.76,23.45,58.95,12.26,21.977,9.54,11.42,3.06,33.26,18.65,9.45,0.17884,33.44,5.475,5.425,15.01,8.165,0,34.06,11.07
26.07.2013,14.46,25.83,16.10,14.78,14.01,22.97,22.91,57.40,12.01,20.1955,9.65,11.21,3.008,33.72,19.19,9.01,0.15769,33.17,5.50,5.455,14.50,8.33,0,34.85,10.07
02.08.2013,15.15,27.50,16.27,15.15,14.55,22.89,23.90,57.00,11.95,20.6178,9.665,13.18,2.99,34.19,18.46,9.365,0.16814,33.74,5.67,5.445,14.62,8.385,0,34.60,10.65
09.08.2013,14.97,27.97,16.54,15.19,14.87,23.12,24.02,59.25,12.26,21.5009,9.74,13.16,3.124,34.60,18.49,9.585,0.17727,33.65,5.96,5.495,14.85,9.505,0,35.69,10.98
16.08.2013,15.00,28.31,16.50,15.20,14.76,23.93,24.00,60.85,12.30,22.5836,9.665,13.21,3.126,36.31,18.39,9.97,0.17139,33.19,6.125,5.435,15.07,9.695,0,36.18,11.06
23.08.2013,14.94,27.75,16.42,15.31,15.24,24.40,24.05,62.50,12.50,22.7449,9.415,13.76,3.102,36.50,17.97,10.05,0.17234,33.27,5.99,5.44,14.91,9.58,0,36.82,10.85
30.08.2013,14.98,25.60,15.91,15.06,14.80,23.55,22.82,61.90,11.91,22.3533,8.85,13.90,2.926,35.35,17.53,9.81,0.15957,31.51,5.845,5.405,15.07,9.135,0,35.33,10.40
06.09.2013,14.94,28.21,16.53,15.74,15.62,23.98,23.87,64.70,12.56,23.4206,9.05,15.38,4.12,36.57,17.60,10.27,0.17132,32.04,6.33,5.47,15.56,9.835,0,35.22,10.99
13.09.2013,14.94,29.06,16.90,16.35,15.70,25.52,23.74,66.35,12.78,23.9658,9.13,17.12,4.75,37.93,17.97,11.01,0.18426,31.95,6.695,5.54,15.79,10.64,0,34.52,10.52
20.09.2013,15.29,29.55,17.35,16.56,15.77,26.32,23.38,67.70,12.75,24.4266,9.23,17.10,4.932,38.40,17.84,10.62,0.18793,32.00,6.715,5.67,15.85,10.52,0,34.99,10.54
27.09.2013,15.01,28.13,17.89,16.78,15.63,25.12,22.43,66.45,11.98,22.4224,9.03,16.66,4.91,38.41,18.80,10.27,0.17814,32.14,6.625,5.71,15.72,10.43,0,34.21,10.36
04.10.2013,15.01,28.12,17.84,16.69,15.62,24.41,22.26,66.55,11.55,21.8465,8.795,16.57,4.932,34.69,18.69,9.835,0.17464,32.39,6.215,5.55,15.69,10.14,0,33.10,9.95
11.10.2013,14.58,27.91,18.08,16.87,15.39,24.31,21.83,66.10,11.34,22.0615,8.86,15.58,4.886,34.70,18.56,9.71,0.16706,33.35,6.48,5.58,15.45,10.51,0,31.80,9.88
18.10.2013,15.12,26.76,18.62,16.81,15.95,23.90,22.06,66.30,11.73,21.4088,9.285,15.27,5.27,35.52,18.68,8.165,0.16887,35.53,6.895,6.01,15.60,11.01,0,31.55,9.905
25.10.2013,15.01,26.99,18.10,16.28,16.77,24.37,23.93,63.75,11.67,21.5931,9.50,15.26,5.095,35.90,19.40,8.005,0.153,34.89,6.68,6.10,15.75,11.28,0,32.80,10.00
01.11.2013,15.03,26.55,18.29,16.42,18.00,24.78,24.52,65.00,11.77,22.00,9.445,14.49,5.72,36.61,19.50,7.26,0.13968,34.90,6.97,6.125,16.15,11.98,0,32.38,9.315
08.11.2013,14.84,26.83,18.39,16.71,18.39,25.37,24.86,67.05,11.80,22.6067,9.21,15.36,5.675,38.43,19.65,7.78,0.13846,35.25,7.18,6.03,16.26,12.73,0,33.02,9.72
15.11.2013,14.84,26.31,18.80,16.76,17.76,25.49,24.50,66.25,11.92,22.7449,9.045,15.67,5.93,37.89,19.65,7.48,0.13611,34.79,7.18,6.065,16.17,12.53,0,34.85,9.445
22.11.2013,14.44,26.53,18.66,17.09,17.79,25.53,25.10,69.05,11.85,22.9062,9.27,14.60,5.975,37.50,19.49,7.40,0.13671,34.59,7.295,6.08,16.10,12.54,0,35.75,9.42
29.11.2013,14.44,27.96,18.52,16.84,18.42,25.80,27.47,67.65,11.83,22.8678,9.495,14.06,5.96,36.41,19.39,7.50,0.13374,34.32,7.27,5.995,15.85,12.23,0,36.01,9.43
06.12.2013,14.60,25.50,17.80,16.45,18.10,23.98,26.52,32.40,11.32,21.8158,9.12,13.52,5.725,34.67,18.85,6.915,0.13961,33.18,6.98,5.775,15.42,11.85,0,34.08,8.885
13.12.2013,14.35,24.95,17.84,16.65,17.90,23.14,25.29,31.54,11.30,20.7407,8.93,13.41,5.505,33.96,18.81,6.78,0.12944,33.49,6.89,5.57,15.53,11.50,0,33.17,8.865
20.12.2013,14.71,26.35,19.15,16.33,18.21,25.21,26.25,32.40,11.82,22.8447,9.385,14.15,5.725,35.41,20.02,7.205,0.12374,35.02,7.12,5.905,16.00,12.13,0,35.03,9.56
27.12.2013,15.11,26.98,19.35,16.66,18.72,25.89,26.97,33.22,12.15,23.6126,9.60,14.48,5.865,36.15,20.29,7.405,0.13493,35.84,7.32,5.99,16.47,12.40,0,35.75,10.10
03.01.2014,15.00,27.20,19.35,16.53,18.28,25.97,26.83,33.05,12.08,24.01,9.665,14.75,5.91,34.48,20.38,7.64,0.14027,35.44,7.32,5.975,16.30,12.33,6.87,35.18,10.15
10.01.2014,15.00,27.20,19.52,16.50,19.14,26.13,27.31,32.02,11.87,23.96,9.91,14.72,5.995,33.46,20.63,7.995,0.14045,35.60,7.495,5.94,16.58,12.82,6.60,38.58,10.23
17.01.2014,14.17,28.00,19.49,16.32,18.82,27.24,28.19,32.57,11.66,24.86,10.36,14.17,5.825,35.76,20.39,8.275,0.17304,34.98,7.59,5.99,16.91,13.17,6.70,40.60,10.48
24.01.2014,13.91,28.03,18.95,16.42,18.77,26.13,27.53,32.87,10.50,23.85,10.23,13.48,5.065,32.81,19.96,7.855,0.14783,34.58,7.13,5.83,17.19,12.69,6.52,40.09,9.885
31.01.2014,15.32,26.37,19.03,15.95,18.41,26.15,27.37,30.20,10.34,23.22,9.93,13.25,5.145,31.30,19.38,7.57,0.15115,34.45,6.94,5.485,16.28,11.38,6.255,40.27,9.33
07.02.2014,15.71,29.28,19.36,17.11,19.19,24.34,30.34,31.52,10.65,22.23,9.855,15.00,5.24,32.06,21.46,6.96,0.14314,35.57,7.76,5.605,17.29,12.37,6.40,41.39,8.34
14.02.2014,16.24,29.96,19.94,17.29,19.97,25.44,31.28,31.58,11.02,22.76,10.02,15.58,5.205,33.32,22.13,6.89,0.13667,36.83,8.095,5.56,17.80,12.73,6.48,43.32,8.595
21.02.2014,16.30,31.35,20.44,18.05,20.47,25.30,31.90,31.65,11.32,23.22,9.995,15.09,5.41,34.17,22.95,7.14,0.13674,36.74,8.185,5.52,18.37,12.86,6.69,42.10,8.79
28.02.2014,16.36,32.34,20.28,17.16,20.90,25.70,32.42,29.51,11.22,23.46,10.38,15.51,5.585,32.50,23.86,7.14,0.14954,36.71,8.255,5.585,18.40,13.16,6.635,42.83,8.945
07.03.2014,15.43,33.98,20.49,16.63,20.54,25.82,33.08,29.43,11.60,24.75,10.30,15.48,5.655,30.63,23.92,7.665,0.17,36.28,7.88,5.475,18.44,12.86,7.005,40.56,8.24
14.03.2014,15.22,31.83,19.96,16.42,19.23,24.77,31.97,28.58,11.05,23.15,9.94,14.76,5.435,28.89,23.48,7.035,0.1383,35.14,7.485,5.33,18.21,12.18,7.40,38.76,7.77
21.03.2014,14.67,31.48,20.89,15.85,19.59,24.41,31.21,29.13,11.12,22.86,10.11,14.76,5.27,28.95,24.03,7.48,0.1892,36.38,7.55,5.50,17.71,12.00,7.47,37.27,7.29
28.03.2014,15.65,31.53,20.88,16.36,19.83,23.38,31.90,30.24,10.44,23.34,9.95,14.58,5.37,29.75,22.35,7.895,0.18,37.21,7.765,5.415,18.46,12.31,7.85,39.70,7.635
04.04.2014,15.66,32.25,19.28,16.79,20.16,23.72,32.59,31.27,10.66,28.10,10.40,15.60,5.535,30.50,22.19,7.885,0.173,38.37,8.115,5.03,19.32,12.65,8.28,40.70,7.695
11.04.2014,14.99,30.89,19.27,15.36,19.44,22.86,30.46,30.55,10.45,29.21,10.00,14.90,5.415,27.52,21.58,7.735,0.1804,37.05,7.695,4.888,18.67,11.73,8.10,39.67,7.54
18.04.2014,14.98,32.00,19.69,15.70,19.75,22.51,30.25,30.45,10.52,29.14,9.955,14.77,5.315,28.25,21.84,7.715,0.19,36.95,7.495,4.896,18.50,11.51,8.20,39.62,7.635
25.04.2014,15.28,32.37,21.09,15.80,19.32,22.82,29.75,30.75,11.19,29.60,10.08,14.78,5.255,28.12,23.83,7.86,0.2146,35.48,7.165,5.10,19.55,11.62,8.165,40.04,7.25
02.05.2014,15.17,32.49,21.84,16.35,18.70,22.87,29.40,30.72,11.13,29.08,10.15,15.00,5.33,27.76,22.11,7.99,0.2391,35.83,7.38,5.265,19.67,12.71,8.33,40.19,7.265
09.05.2014,14.96,30.81,21.99,17.15,18.83,23.18,30.06,30.22,11.40,28.47,10.27,15.17,5.27,29.75,22.77,8.625,0.2576,36.12,7.53,5.355,19.91,12.78,8.45,40.80,7.62
16.05.2014,14.61,29.75,21.96,17.69,19.45,22.75,30.84,30.87,11.38,28.52,10.50,15.03,5.28,28.86,22.75,8.45,0.2397,35.70,7.355,5.45,19.70,12.41,8.01,40.33,7.445
23.05.2014,15.32,30.14,22.40,17.67,19.64,23.68,32.20,30.85,11.43,29.22,10.66,15.20,5.78,31.35,23.59,8.49,0.2645,36.42,7.685,5.465,20.57,12.95,7.805,39.72,7.82
30.05.2014,14.92,30.50,21.84,17.89,19.90,23.54,32.48,30.20,11.44,28.52,10.81,15.02,5.925,31.08,23.12,8.235,0.2583,36.98,7.515,5.435,20.37,12.91,8.17,39.58,8.00
06.06.2014,15.53,30.55,22.64,18.49,20.00,23.95,32.27,30.26,11.62,27.30,11.02,15.00,5.84,30.44,26.14,8.05,0.275,38.06,7.77,5.435,21.32,13.18,8.70,40.63,8.13
13.06.2014,15.12,29.79,22.21,18.87,19.58,24.61,30.07,30.82,11.81,28.38,10.77,14.98,5.935,29.93,26.72,8.05,0.2638,37.09,7.46,5.475,21.91,12.83,9.105,40.02,8.24
